Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ADAIR,Jeret,UVV,16,2,3,0,0,0,1,3,0.188,0.188,0.188,0.376,0,0,5,0,0,0,0,0
AGUILERA ZAYAS,Paris,RCH,38,6,12,1,0,0,1,13,0.316,0.342,0.366,0.708,3,0,10,1,0,1,1,1
AUSSEMS,Jesse,RCH,107,12,30,4,1,0,15,36,0.280,0.336,0.383,0.719,14,5,26,4,2,2,2,1
BARRIENTO,Gustavo,QUI,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,4,0,0,0,0,0
BEERMAN,Jamie,AMS,11,1,2,0,0,0,0,2,0.182,0.182,0.308,0.490,2,0,1,0,0,0,0,1
BEKKER,Lucas,UVV,121,14,20,2,0,0,19,22,0.165,0.182,0.313,0.495,19,8,28,9,2,4,0,0
BELJAARDS,Duncan,PIO,149,21,31,5,0,0,5,36,0.208,0.242,0.341,0.583,23,7,28,1,0,0,3,3
BENTURA,Railison,TWI,203,33,46,9,3,2,34,67,0.227,0.330,0.319,0.649,22,7,20,6,3,2,14,4
BERKEL,Kai,QUI,39,4,7,1,0,1,5,11,0.179,0.282,0.250,0.532,3,1,14,3,1,1,1,0
BERKEL,Nathan,HCA,3,0,1,1,0,0,0,2,0.333,0.667,0.333,1.000,0,0,1,0,0,0,0,0
BERKENBOSCH,Kenny,AMS,196,35,53,12,1,3,25,76,0.270,0.388,0.410,0.798,43,6,25,4,4,2,5,1
BERNADINA,Rogear,NEP,194,43,56,11,1,7,42,90,0.289,0.464,0.409,0.873,36,4,20,6,1,1,2,2
BLIJLEVEN,Mart,RCH,59,7,13,3,1,1,5,21,0.220,0.356,0.333,0.689,9,1,29,0,0,1,1,2
BONEVACIA,Arthur,NEP,227,34,68,7,1,4,44,89,0.300,0.392,0.377,0.769,26,4,33,4,3,0,0,0
BOS,Thomas,DKI,73,15,22,1,0,0,10,23,0.301,0.315,0.407,0.722,13,0,9,2,0,2,5,4
BROOKS,Denzel,RCH,148,19,45,10,0,0,19,55,0.304,0.372,0.381,0.753,15,4,21,1,1,1,16,3
BULTHUIS,Parker,UVV,65,9,15,1,0,0,4,16,0.231,0.246,0.320,0.566,9,0,21,0,1,0,3,0
BUN,Luuk,TWI,175,24,48,6,0,0,42,54,0.274,0.309,0.391,0.700,27,9,29,4,4,0,1,1
BURGER,Jordy,QUI,107,19,29,3,0,0,7,32,0.271,0.299,0.398,0.697,23,1,14,1,2,5,2,2
CALLISTE,J'mar,UVV,120,13,27,3,0,0,18,30,0.225,0.250,0.345,0.595,15,7,45,3,0,1,1,0
CARDINAL,Nik,UVV,25,2,5,1,0,0,4,6,0.200,0.240,0.259,0.499,2,0,6,0,0,0,0,0
CAROLINA,Rayshelon,NEP,162,38,25,3,1,0,13,30,0.154,0.185,0.355,0.540,40,11,43,0,1,6,18,2
CELESTIJN,Dre,NEP,5,3,0,0,0,0,0,0,0.000,0.000,0.375,0.375,3,0,2,0,0,0,0,0
COTTON,Quin,UVV,158,31,49,14,3,3,22,78,0.310,0.494,0.405,0.899,21,5,17,5,1,0,22,4
CREMER,Jules,AMS,186,27,46,9,1,0,21,57,0.247,0.306,0.356,0.662,30,2,27,4,1,4,4,0
CROUWEL,Matis,DKI,125,20,31,3,0,0,15,34,0.248,0.272,0.351,0.623,17,5,19,2,4,2,8,1
DE BOER,Olivier,QUI,17,3,1,0,0,0,1,1,0.059,0.059,0.158,0.217,2,0,9,1,0,1,1,1
DE CUBA,Quintin,HCA,149,17,38,8,0,1,16,49,0.255,0.329,0.369,0.698,25,3,23,3,2,1,1,1
DE VREEDE,Bodhi,PIO,146,20,25,3,0,0,8,28,0.171,0.192,0.305,0.497,23,5,36,4,0,3,8,4
DIAZ,Christian,NEP,224,48,82,10,4,4,47,112,0.366,0.500,0.450,0.950,30,5,25,6,1,3,4,2
DIRKSEN,Kevin,HCA,173,31,50,10,0,3,28,69,0.289,0.399,0.413,0.812,33,5,28,6,2,2,0,1
DRAIJER,Max,HCA,167,31,48,8,1,0,19,58,0.287,0.347,0.403,0.750,31,2,29,6,1,7,10,5
DRAIJER,Victor,HCA,172,29,40,11,1,4,28,65,0.233,0.378,0.351,0.729,28,5,38,3,3,0,6,1
DUMITRESCU,Michael,PIO,154,26,38,8,1,0,13,48,0.247,0.312,0.362,0.674,26,3,53,0,2,2,5,1
DUNLOP,Tijani,RCH,154,16,33,3,0,0,20,36,0.214,0.234,0.280,0.514,13,1,49,2,0,1,7,2
ESKES,Bodie,DKI,9,4,5,0,0,0,0,5,0.556,0.556,0.667,1.223,3,0,2,0,0,1,1,0
ESPINAL,Jorge,UVV,74,14,29,3,0,0,14,32,0.392,0.432,0.477,0.909,11,1,7,1,0,0,11,0
FINNEGAN,Aiden,DKI,11,7,6,1,0,0,3,7,0.545,0.636,0.647,1.283,5,0,0,0,1,0,1,0
FRANK,Dion,HCA,4,3,0,0,0,0,1,0,0.000,0.000,0.333,0.333,2,0,0,0,0,0,0,0
FRANKA,Amarensio,DKI,138,32,40,4,0,2,17,50,0.290,0.362,0.448,0.810,32,9,34,1,2,2,17,12
GARCIA,Terrence,TWI,68,4,15,0,0,0,4,15,0.221,0.221,0.341,0.562,11,2,17,2,1,2,2,2
GARIO,Mervin,AMS,2,0,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
GIJSBERTHA,Jaison,RCH,99,11,16,0,0,0,8,16,0.162,0.162,0.263,0.425,11,3,19,4,1,1,2,0
GOINS,Julian,HCA,117,14,24,4,0,0,10,28,0.205,0.239,0.336,0.575,20,3,43,3,0,0,8,5
GONZALEZ GARAY,Luis,RCH,51,6,8,1,0,0,4,9,0.157,0.176,0.250,0.426,4,3,12,3,2,0,1,0
GOOIJER,Thomas,DKI,7,1,1,0,0,0,0,1,0.143,0.143,0.333,0.476,2,0,1,0,0,0,0,0
GRAY,Charles,QUI,10,1,2,1,0,0,1,3,0.200,0.300,0.273,0.573,1,0,2,0,0,1,0,0
GROENEWOUD,Daan,RCH,77,8,14,2,0,0,1,16,0.182,0.208,0.250,0.458,6,1,12,1,0,4,3,1
GUZMAN,Aldrich,RCH,133,16,22,5,0,1,12,30,0.165,0.226,0.339,0.565,32,3,54,1,0,1,11,2
HALDERMAN,Koen,DKI,59,5,8,0,0,0,3,8,0.136,0.136,0.235,0.371,8,0,12,0,1,1,1,1
HANSEN,Jurian,QUI,31,8,11,2,1,0,3,15,0.355,0.484,0.487,0.971,8,0,10,1,0,0,1,2
HATMA,Enrique,NEP,59,12,18,4,1,0,14,24,0.305,0.407,0.348,0.755,5,0,18,1,2,2,0,0
HEEMSKERK,Terrance,PIO,147,19,36,5,2,0,10,45,0.245,0.306,0.335,0.641,19,2,31,5,2,6,5,2
HEILIGERS,Daniel,PIO,110,9,26,6,2,1,17,39,0.236,0.355,0.315,0.670,13,0,31,0,1,1,6,2
HELMS,Allard,UVV,6,4,1,0,0,0,1,1,0.167,0.167,0.444,0.611,1,2,3,0,0,0,0,0
HELMS,Thijs,HCA,4,0,1,0,0,0,0,1,0.250,0.250,0.400,0.650,1,0,2,0,0,0,0,0
HENRIETTA,Alex,QUI,97,18,26,7,0,2,11,39,0.268,0.402,0.429,0.831,21,7,20,0,1,0,4,2
HENRIETTA,Lex,QUI,71,11,20,3,0,1,9,26,0.282,0.366,0.433,0.799,11,8,12,2,0,1,7,1
HENRIQUE,Roelie,AMS,218,45,64,9,2,4,20,89,0.294,0.408,0.410,0.818,43,3,32,2,4,5,23,7
HERKEMIJ,Cris,DKI,45,6,12,2,2,0,8,18,0.267,0.400,0.393,0.793,8,2,9,0,1,0,3,0
HOFER,Nick,DKI,183,35,47,10,0,0,25,57,0.257,0.311,0.358,0.669,25,6,34,2,4,3,33,9
HOOGKAMER,Thom,PIO,97,11,14,2,1,0,13,18,0.144,0.186,0.204,0.390,7,1,32,3,3,2,1,0
IRAUSQUIN,Edvin,QUI,40,9,10,4,0,2,7,20,0.250,0.500,0.318,0.818,3,1,6,0,0,0,0,0
ISENIA,Aaron,UVV,63,8,11,3,1,1,7,19,0.175,0.302,0.254,0.556,6,1,16,0,1,1,0,0
JACOBS,Raul,RCH,140,24,38,4,1,0,13,44,0.271,0.314,0.378,0.692,15,9,14,3,0,4,15,8
JAKOBUS,Jason,AMS,175,21,33,0,0,0,19,33,0.189,0.189,0.292,0.481,25,1,41,2,1,7,12,5
JAKOBUS,Marvin,QUI,131,13,30,5,1,2,19,43,0.229,0.328,0.333,0.661,16,5,33,1,1,0,1,1
JAMANIKA,Sheadion,NEP,196,33,52,7,3,3,32,74,0.265,0.378,0.352,0.730,24,5,33,3,5,4,3,0
JANSEN,Daan,UVV,23,4,3,1,0,0,3,4,0.130,0.174,0.355,0.529,4,4,14,0,0,1,3,1
JANSSEN,Dave,NEP,65,5,18,1,0,0,6,19,0.277,0.292,0.319,0.611,2,2,16,1,0,0,1,0
JOOSSENS,Matthew,TWI,4,1,0,0,0,0,0,0,0.000,0.000,0.200,0.200,1,0,3,0,0,0,0,0
KELKBOOM,Makesiondon Juroney,NEP,15,5,3,1,0,0,1,4,0.200,0.267,0.250,0.517,1,0,7,0,0,0,3,1
KEMP,Dwayne,NEP,252,49,91,13,2,4,48,120,0.361,0.476,0.400,0.876,11,8,15,6,4,3,5,6
KEMP,Tyriq,NEP,10,2,3,1,0,0,3,4,0.300,0.400,0.364,0.764,1,0,4,0,0,0,2,0
KEMP,Urving,DKI,196,29,52,12,1,0,32,66,0.265,0.337,0.318,0.655,15,3,34,2,6,0,24,6
KOEDIJK,Jochem,DKI,130,27,41,5,1,0,15,48,0.315,0.369,0.434,0.803,24,4,16,1,1,0,14,2
KOPS,Bo,TWI,1,0,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
KOPS,Max,TWI,33,10,9,4,1,0,7,15,0.273,0.455,0.442,0.897,6,4,8,0,0,0,3,1
KORTSTAM,Raoell,UVV,46,2,7,1,0,0,1,8,0.152,0.174,0.235,0.409,4,1,21,0,0,0,2,0
KRAGT,Finn,AMS,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
KRAMER,Abel,QUI,8,0,0,0,0,0,0,0,0.000,0.000,0.111,0.111,1,0,3,0,0,0,0,0
KRUEGER,Tony,NEP,111,14,35,3,0,2,19,44,0.315,0.396,0.398,0.794,15,1,10,2,1,4,2,1
KUIJER,Arjan,UVV,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
KUIJPER,Donny,DKI,81,5,15,2,0,0,10,17,0.185,0.210,0.377,0.587,20,5,13,1,0,1,1,0
KUIJPER,Sem,DKI,144,28,36,11,1,0,26,49,0.250,0.340,0.369,0.709,28,1,25,4,3,0,14,7
KUIPERS,Stefan,UVV,123,11,23,1,0,0,11,24,0.187,0.195,0.273,0.468,12,3,43,2,1,1,2,2
KUIT,Daan,PIO,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
KWAKERNAAK,Thomas,RCH,69,5,20,2,0,0,11,22,0.290,0.319,0.364,0.683,6,2,17,0,0,0,1,1
LEGITO,Raydley,RCH,86,14,27,2,2,0,4,33,0.314,0.384,0.372,0.756,7,1,11,1,0,0,7,2
LEVENSTONE,Jeffrey,TWI,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
LOURENS,Emeron,QUI,55,3,10,1,0,0,3,11,0.182,0.200,0.224,0.424,2,1,12,0,0,0,1,1
MAATHUIS,Thomas,HCA,16,3,4,1,0,0,0,5,0.250,0.313,0.400,0.713,4,0,9,1,0,0,0,0
MADERA,Alex,AMS,264,41,76,9,0,1,40,88,0.288,0.333,0.344,0.677,23,2,26,5,5,4,24,4
MARLIN,Malcolm,UVV,142,27,37,6,1,1,9,48,0.261,0.338,0.439,0.777,42,4,27,0,1,4,11,7
MARLIN,Shurman,HCA,175,22,50,4,0,2,34,60,0.286,0.343,0.384,0.727,28,0,20,6,0,0,1,1
MARTIE,Yurdion Franklin,TWI,161,40,58,4,1,2,34,70,0.360,0.435,0.518,0.953,44,11,31,6,2,2,14,4
MARTINA,Brendly,HCA,104,21,21,5,1,0,8,28,0.202,0.269,0.325,0.594,14,5,24,1,0,2,10,2
MARTINA,Junior,NEP,4,0,1,0,0,0,2,1,0.250,0.250,0.250,0.500,0,0,0,0,0,0,0,0
MARTINA,T'sean,RCH,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
MARTIS,Joel,QUI,2,0,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,0,0,0,0,1,0
MEIJER,Andreas,PIO,134,14,28,2,3,0,19,36,0.209,0.269,0.260,0.529,7,3,41,0,2,0,5,4
MEVISSEN,Vincent,PIO,138,13,30,3,0,0,18,33,0.217,0.239,0.303,0.542,17,0,20,5,0,3,1,2
MOHAMED,Jayden,NEP,40,9,5,2,0,0,3,7,0.125,0.175,0.327,0.502,9,3,13,0,0,0,0,0
MOK,Kylian,PIO,16,1,0,0,0,0,4,0,0.000,0.000,0.304,0.304,7,0,7,0,0,0,0,0
MONTANA,J Rhet,AMS,10,0,0,0,0,0,1,0,0.000,0.000,0.286,0.286,3,1,4,1,0,0,0,0
MONTENEGRO ESPINOZA,Mauricio,NEP,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,0,0,0,0,0,0,0
MULLER,Luca,QUI,66,7,11,2,3,0,4,19,0.167,0.288,0.214,0.502,2,2,31,0,0,3,1,2
NAGEL,Tijmen,DKI,6,1,2,1,0,0,3,3,0.333,0.500,0.429,0.929,1,0,0,0,0,0,0,0
NAHUIS,Tieme,AMS,13,3,1,0,0,0,1,1,0.077,0.077,0.200,0.277,1,1,4,1,0,0,1,0
NEIJNDORFF,Ben,DKI,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,1,0,0,0,0
NUIJTEN,Duco,AMS,164,26,55,2,0,0,19,57,0.335,0.348,0.398,0.746,9,10,23,2,3,7,6,2
ORMAN,Jeldwin,RCH,135,13,24,2,1,0,9,28,0.178,0.207,0.255,0.462,10,4,31,7,0,0,11,5
PASTOR,Luca,AMS,50,8,11,3,0,0,9,14,0.220,0.280,0.298,0.578,5,1,16,1,1,1,1,1
PATIST,Jorrit,HCA,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
PENSEEL,Jorrit,AMS,174,18,40,3,1,0,22,45,0.230,0.259,0.325,0.584,23,2,28,8,1,4,6,2
PETERS,Thijmen,TWI,35,8,5,0,0,0,3,5,0.143,0.143,0.400,0.543,8,7,14,3,0,0,5,0
PIETERNELLA,Keegan,NEP,18,3,2,0,0,0,2,2,0.111,0.111,0.304,0.415,5,0,5,0,0,0,2,0
PITERNELLA,Ruendrick,RCH,73,1,16,5,0,0,4,21,0.219,0.288,0.345,0.633,14,0,27,3,0,0,0,2
POESMANS,Axel,TWI,110,25,35,11,1,0,21,48,0.318,0.436,0.403,0.839,13,4,18,0,2,0,6,0
POLONIUS,John,NEP,229,45,74,17,1,2,39,99,0.323,0.432,0.404,0.836,28,5,18,3,3,1,13,0
PONTE,Joshbert,QUI,35,4,4,0,0,1,2,7,0.114,0.200,0.279,0.479,8,0,12,0,0,2,1,3
POSTELMANS,Koen,TWI,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
REDAN,Ibrahin,QUI,116,19,41,10,3,1,29,60,0.353,0.517,0.433,0.950,16,1,16,4,1,0,4,2
REDAN,Irving,QUI,121,14,26,4,0,0,11,30,0.215,0.248,0.301,0.549,15,0,41,0,0,1,7,0
RICHARDSON,Denzel,AMS,236,50,74,12,1,9,40,115,0.314,0.487,0.414,0.901,40,2,43,1,2,1,19,5
RIFAELA,Jhan,QUI,11,2,5,0,0,0,1,5,0.455,0.455,0.500,0.955,1,0,1,0,0,0,1,0
RIJPSTRA,Bas,QUI,25,1,0,0,0,0,0,0,0.000,0.000,0.167,0.167,5,0,12,0,0,2,0,0
ROBBERSE,Mees,DKI,101,14,25,1,1,0,10,28,0.248,0.277,0.363,0.640,18,2,15,3,3,3,14,2
ROJAS,Timothy,UVV,110,18,23,1,1,0,14,26,0.209,0.236,0.302,0.538,14,2,33,1,3,2,9,1
ROJER,Tygo,NEP,4,1,0,0,0,0,1,0,0.000,0.000,0.200,0.200,1,0,1,0,0,0,0,0
ROMEIJN,Yannick,PIO,5,1,1,0,0,0,0,1,0.200,0.200,0.333,0.533,1,0,2,0,0,0,0,0
RUBEN,Berend,TWI,151,16,33,3,1,1,15,41,0.219,0.272,0.344,0.616,25,5,40,4,2,0,11,1
RUBEN,Marnix,TWI,205,49,77,6,3,0,21,89,0.376,0.434,0.466,0.900,37,1,30,2,4,1,39,8
SALAZAR,Cesar,QUI,3,0,1,1,0,0,0,2,0.333,0.667,0.333,1.000,0,0,1,0,0,0,0,0
SEELBACH,Den,NEP,2,0,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
SELASSA,Delano,HCA,246,50,80,17,6,5,44,124,0.325,0.504,0.396,0.900,22,7,27,1,0,2,33,9
SIENDERS,Louie,NEP,30,3,2,0,0,0,1,2,0.067,0.067,0.176,0.243,4,0,8,1,0,0,0,0
SLUIJTER,Faas,NEP,40,5,10,0,0,0,4,10,0.250,0.250,0.340,0.590,4,2,5,2,1,1,0,0
SMEENK,Raphael,AMS,19,4,3,0,0,0,0,3,0.158,0.158,0.333,0.491,4,1,3,0,0,1,0,1
SPROCK,Jovendrick,NEP,8,2,0,0,0,0,1,0,0.000,0.000,0.273,0.273,3,0,0,0,0,0,0,0
STACIE,Alden,PIO,12,1,3,0,0,0,2,3,0.250,0.250,0.250,0.500,0,0,1,0,0,0,2,0
STOOVELAAR,Bram,PIO,13,1,2,0,0,0,0,2,0.154,0.154,0.214,0.368,1,0,3,0,0,0,0,0
TAKKE,Tijmen,UVV,107,15,23,5,0,3,18,37,0.215,0.346,0.400,0.746,29,4,19,3,0,0,4,0
TER BEEST,Ruben,DKI,3,0,1,0,0,0,2,1,0.333,0.333,0.250,0.583,0,0,0,0,1,0,0,2
TERSTALL,Daan,PIO,95,12,21,7,0,1,13,31,0.221,0.326,0.339,0.665,14,3,29,2,0,0,2,0
TOLENAARS,Marcel,DKI,53,4,10,3,0,0,4,13,0.189,0.245,0.283,0.528,3,4,12,0,0,1,0,0
TOPPEN,Julian,DKI,86,13,22,6,1,0,8,30,0.256,0.349,0.301,0.650,6,0,16,0,1,2,8,3
TREMUS,Shurty,DKI,6,1,2,0,0,0,0,2,0.333,0.333,0.333,0.666,0,0,3,0,0,1,0,0
