Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ALZINGER,Richard,VM,0,0,20.25,1,1,0,0,0,1.1,1,3,3,5,0,0,0,0,3,0.333,3,0,0,0,0,1,1
ASTNER,Felix,DD,0,0,13.50,2,0,0,0,0,1.1,1,6,2,5,2,1,0,0,7,0.143,3,2,0,0,0,1,1
BICKEL,Lukas,FC,0,3,15.47,9,6,0,0,0,32.0,45,68,55,43,34,8,1,7,142,0.317,4,5,0,0,1,39,19
BRAUN,Johannes,FC,0,0,0.00,1,0,0,0,0,0.1,1,1,0,0,0,0,0,0,4,0.250,0,0,0,0,0,1,0
BREITENFELDER,Ian,FC,0,3,16.35,14,0,0,0,0,23.2,43,50,43,27,12,6,2,2,114,0.377,12,12,1,1,0,23,32
BRENNER,Phillip,GH,0,0,0.00,1,0,0,0,0,0.0,0,2,2,1,0,0,0,0,0,0.000,0,2,0,0,0,0,0
BROWN,Casey,BB,3,2,2.90,7,7,0,2,1,49.2,43,20,16,3,64,10,4,1,194,0.222,4,0,0,0,2,41,40
BURNS,Parker,AA,0,0,0.00,2,0,0,0,0,0.0,5,16,15,10,0,0,0,1,5,1.000,3,1,0,0,0,0,0
BURNSIDE,Ryan Gordon Lund,DD,1,1,4.19,8,0,3,0,0,19.1,22,11,9,8,23,3,0,1,78,0.282,4,0,0,0,0,16,13
BÖHLER,Hubert,HB,0,0,4.35,6,0,3,0,0,10.1,7,7,5,8,6,0,0,1,33,0.212,1,1,0,3,0,5,17
BÜSCHER,Lucas,FC,0,0,34.71,2,0,0,0,0,2.1,7,11,9,6,0,0,0,1,14,0.500,0,2,0,0,0,1,5
CAMPREGHER,Pascal,HB,0,0,22.85,6,1,0,0,0,4.1,4,12,11,18,4,1,0,0,18,0.222,0,2,0,0,0,3,5
CASTILLO,Kervin,GH,0,0,13.50,1,0,0,0,0,2.0,4,4,3,1,2,0,0,1,10,0.400,0,1,0,0,0,2,2
CHRISTOF,Benedict,BB,0,2,8.70,8,2,0,0,0,30.0,45,47,29,29,21,8,2,3,134,0.336,7,8,0,2,2,36,29
CLAUSS,Jacob,GH,1,0,27.00,3,0,0,0,0,3.2,7,12,11,8,3,2,1,0,17,0.412,3,0,1,1,0,1,6
DESPARS,Christopher,VM,0,0,45.00,1,0,0,0,0,1.0,1,5,5,5,0,0,0,0,4,0.250,1,1,0,0,0,2,0
DITTRICH,Felix,VM,0,1,19.96,4,3,0,0,0,7.2,12,18,17,12,4,0,0,2,34,0.353,4,2,0,1,0,8,10
DUENAS HIDALGO,Omar Luis,AA,5,5,5.14,14,13,0,0,0,84.0,90,62,48,51,74,16,1,8,336,0.268,5,14,1,1,2,83,83
ECKEL,Philipp,GH,0,0,0.00,1,0,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0.000,0,0,0,0,0,0,0
FALBACHER,Fabian,BB,0,0,15.43,2,0,0,0,0,2.1,5,4,4,4,0,1,0,1,12,0.417,1,0,0,0,0,4,3
FAULHABER,Julian,DD,1,2,5.64,10,2,0,0,0,22.1,20,19,14,29,29,2,0,1,85,0.235,5,3,0,1,0,11,22
GOHM,Pascal,FC,0,0,18.29,6,0,0,0,0,10.1,22,26,21,16,4,3,2,5,50,0.440,0,3,2,3,0,7,18
GOJKOVIĆ,Kruno,DI,0,1,2.84,4,0,1,0,0,6.1,6,2,2,5,8,0,1,0,23,0.261,0,3,0,0,1,4,6
GRUBER,Tim,BB,0,0,37.80,3,0,0,0,0,3.1,7,15,14,12,4,0,0,1,15,0.467,3,4,0,2,0,1,5
HACKL,Mo,VM,4,5,8.31,17,3,1,1,0,52.0,58,61,48,44,63,12,0,7,214,0.271,15,12,0,2,0,43,42
HACKL,Sammy,AA,1,4,10.27,11,3,1,0,0,23.2,34,33,27,28,24,3,0,4,105,0.324,5,3,0,0,0,24,19
HALPER,Lennard,VW,2,1,0.95,7,0,3,0,0,19.0,14,4,2,13,15,1,0,0,67,0.209,0,0,0,0,0,20,16
HAMILTON,Dustin Jeffrey,VM,2,3,2.87,8,7,0,1,1,37.2,28,17,12,33,45,2,0,1,129,0.217,11,3,0,3,4,32,27
HEINZLE,Levin,FC,0,3,8.56,7,3,0,0,0,13.2,26,28,13,17,9,5,2,2,69,0.377,2,3,1,1,0,13,18
HOLT,Zachary Noah Tate,HB,1,1,5.40,6,1,0,0,0,11.2,6,8,7,12,11,1,1,0,39,0.154,0,1,0,0,2,16,6
HOTZ,Daniel,HB,0,0,0.00,1,0,0,0,0,0.1,1,1,0,0,0,0,0,0,1,1.000,0,0,0,1,1,1,0
INMANN,Lukas,VW,8,1,3.50,14,11,0,2,0,79.2,78,38,31,50,50,11,1,2,307,0.254,10,10,4,1,0,112,61
JENSEN,James,AA,9,4,1.49,15,11,1,4,1,96.1,70,27,16,10,118,15,0,0,362,0.193,7,2,0,2,1,104,57
JENSEN,Matthew Neil,BB,1,3,3.86,7,6,0,0,0,35.0,27,20,15,21,57,5,0,2,133,0.203,13,3,1,0,2,20,27
JÄGER,Marcel,DI,0,0,16.20,2,0,0,0,0,1.2,3,6,3,4,2,1,0,0,8,0.375,3,1,0,0,0,1,2
JÄGER,Michael,DI,0,3,5.54,8,0,5,0,0,13.0,12,10,8,12,9,1,1,0,50,0.240,6,4,0,0,0,7,21
KANAI,Hokuto,HB,4,7,3.55,15,13,0,4,3,109.0,112,48,43,16,119,23,4,3,430,0.260,2,5,0,2,6,89,109
KIEFER,Tobias,GH,2,4,4.61,9,9,0,1,0,54.2,43,29,28,27,87,5,2,2,202,0.213,12,7,0,0,2,51,19
KOLLER,Michael,GH,3,4,6.60,13,4,2,2,0,43.2,59,43,32,16,24,11,0,6,187,0.316,4,4,0,3,1,45,51
