Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ADRIAANSZ-TUK,Karin,OGZ,86,7,24,2,2,1,12,33,0.279,0.384,0.354,0.738,8,3,17,0,2,0,0,0
ADRIAANSZ,Desiree,OGZ,99,12,27,1,1,0,4,30,0.273,0.303,0.294,0.597,3,0,30,1,0,0,4,1
AMERSFOORT,Britt,OLY,6,1,1,0,0,0,0,1,0.167,0.167,0.167,0.334,0,0,3,0,0,0,1,0
BARNHILL,Kelly Katlyn,SPA,5,2,1,0,0,0,2,1,0.200,0.200,0.200,0.400,0,0,2,0,0,0,0,0
BEEKVELDT,Yindi,OLY,71,16,20,7,0,0,12,27,0.282,0.380,0.429,0.809,15,4,15,1,1,0,3,3
BEERS,Brenda,OLY,137,48,61,5,11,8,34,112,0.445,0.818,0.506,1.324,16,2,18,1,1,0,27,3
BEZEMS,Maudy,ROE,22,2,2,1,0,0,1,3,0.091,0.136,0.200,0.336,2,1,12,0,0,0,0,0
BLOK,Minke,NEP,72,10,11,2,2,1,6,20,0.153,0.278,0.247,0.525,6,3,23,0,0,2,1,0
BOERSMA,Tenley,SPA,55,9,13,2,0,0,3,15,0.236,0.273,0.333,0.606,8,0,9,1,0,2,1,0
BOLAND,Ailleen,AMS,32,3,5,0,0,0,0,5,0.156,0.156,0.206,0.362,2,0,19,0,0,1,2,0
BOMBA,Angelica,AMS,49,7,7,0,0,0,1,7,0.143,0.143,0.236,0.379,5,1,19,0,0,1,6,1
BRINKS,Demi,AMS,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,0,1,0,0,0,0,0,0
BUISE,Lorijn,NEP,64,5,10,1,0,0,2,11,0.156,0.172,0.156,0.328,0,0,8,0,0,2,2,0
BUSCHMAN,Judith,NEP,53,7,7,0,0,0,3,7,0.132,0.132,0.242,0.374,6,2,17,0,1,6,1,0
CALEEN,Kaitlyn,ROE,16,2,1,0,0,0,1,1,0.063,0.063,0.250,0.313,3,1,4,0,0,2,1,0
CHARLES,Damishah,AMS,89,18,39,11,0,0,8,50,0.438,0.562,0.505,1.067,11,2,5,0,1,1,13,4
CLARIJS,Lizzie,TTT,108,25,37,11,3,1,25,57,0.343,0.528,0.490,1.018,30,3,19,0,2,0,5,0
CROUWEL,Marijn,OLY,27,2,8,4,1,0,2,14,0.296,0.519,0.345,0.864,1,1,3,1,0,0,1,0
DE BOER,Else- Fieke,AMS,33,0,7,2,0,0,1,9,0.212,0.273,0.297,0.570,4,0,16,0,0,0,0,1
DE BROUWER,Emma,ROE,6,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,5,0,0,0,0,0
DE GROOT,Puk,TTT,7,2,0,0,0,0,0,0,0.000,0.000,0.300,0.300,3,0,5,0,0,0,0,0
DE JONGE,Babs,OGZ,103,10,21,4,0,0,10,25,0.204,0.243,0.245,0.488,5,1,15,3,1,1,0,0
DE VRIES,Lisa,ROE,61,8,3,0,0,0,1,3,0.049,0.049,0.205,0.254,10,2,40,0,0,3,0,0
DEN DUIJN,Sterre,ROE,24,2,7,2,0,0,4,9,0.292,0.375,0.333,0.708,1,1,8,0,1,1,0,0
DONKERS,Kim,ROE,98,12,28,3,0,0,13,31,0.286,0.316,0.308,0.624,4,0,9,0,2,5,1,0
DRIJVERS,Charlotte,ROE,2,1,1,0,0,0,0,1,0.500,0.500,0.667,1.167,0,1,0,0,0,0,0,0
DRIJVERS,Sietske,ROE,66,9,17,2,0,2,13,25,0.258,0.379,0.338,0.717,9,0,19,0,2,0,0,0
EVERS,Sarah,OGZ,77,7,15,4,1,0,4,21,0.195,0.273,0.213,0.486,2,0,32,0,1,2,2,0
FELIX,Amy,OLY,64,12,14,2,1,0,5,18,0.219,0.281,0.265,0.546,3,1,14,0,0,2,6,0
FISCHER,Kirsten,NEP,31,6,2,0,0,0,1,2,0.065,0.065,0.171,0.236,3,1,14,0,0,1,1,1
FLANEGIN,Riangela,SPA,96,27,42,5,1,4,25,61,0.438,0.635,0.521,1.156,20,1,14,0,4,0,0,0
FRANKA,Onaisha,ROE,70,8,10,0,0,1,4,13,0.143,0.186,0.286,0.472,12,2,36,0,0,6,1,1
FRANKA,Reganied,NEP,82,10,21,1,0,0,12,22,0.256,0.268,0.344,0.612,10,1,32,0,0,3,5,4
GILDEMACHER,Famke,SPA,8,1,2,0,0,0,1,2,0.250,0.250,0.333,0.583,1,0,0,0,0,0,0,0
GOODMAN,Krystal Arianna,AMS,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
GROOT,Stacy,AMS,79,3,14,1,0,0,9,15,0.177,0.190,0.301,0.491,14,0,11,3,0,8,0,0
HAEN,Charlotte,ROE,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
HALDERMAN,Sanne,OGZ,2,1,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
HAM,Cheska,OGZ,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
HAM,Maranca,OGZ,4,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
HOEVERTS,Lisa,NEP,82,4,13,0,0,0,4,13,0.159,0.159,0.165,0.324,1,0,17,3,2,0,0,0
HOOGLAND,Isabel,SPA,1,2,1,0,1,0,0,3,1.000,3.000,1.000,4.000,3,0,0,0,0,0,0,0
HOOGLAND,Mathilde,SPA,1,0,1,0,0,0,2,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
HOOIJER,Iris,AMS,71,4,8,0,0,0,1,8,0.113,0.113,0.171,0.284,5,0,20,0,0,0,0,1
HOP,Lisa,OLY,122,27,47,4,1,1,18,56,0.385,0.459,0.440,0.899,10,2,12,0,0,0,17,1
HUIJBEN,Jacky,SPA,2,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,1,0
JANSEN,Annemiek,TTT,128,31,47,10,3,2,38,69,0.367,0.539,0.406,0.945,10,1,14,3,4,7,5,1
JONES,Kimberly,SPA,17,2,4,0,0,0,4,4,0.235,0.235,0.350,0.585,3,0,5,0,0,1,0,0
JONG LOY,Uchenna,AMS,24,3,8,0,1,0,2,10,0.333,0.417,0.448,0.865,5,0,2,1,0,0,0,0
KETELAARS,Gini,ROE,11,1,1,0,0,0,0,1,0.091,0.091,0.091,0.182,0,0,2,0,0,0,0,0
KIEFT,Lorraine,SPA,103,17,30,8,1,0,14,40,0.291,0.388,0.353,0.741,8,3,15,1,2,4,0,0
KISTEMAKER,Isis,OLY,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
KOCK,Shaneequa,TTT,32,3,5,1,0,0,5,6,0.156,0.188,0.200,0.388,2,0,8,0,1,0,0,0
KOVACEVIC,Lisa,SPA,11,2,3,0,0,0,0,3,0.273,0.273,0.333,0.606,1,0,5,0,0,1,0,0
KRAMER,Caitlin Noa,AMS,41,5,8,1,0,0,3,9,0.195,0.220,0.233,0.453,2,0,12,0,0,0,0,1
KRIJGSMAN,Amber,OGZ,3,0,0,0,0,0,0,0,0.000,0.000,0.250,0.250,1,0,0,0,0,0,2,0
KROMMENDIJK,Ella,OGZ,92,14,22,2,1,0,2,26,0.239,0.283,0.293,0.576,7,0,30,0,0,1,2,2
KRUISWEGT,Esther,SPA,3,0,2,0,0,0,1,2,0.667,0.667,0.667,1.334,0,0,0,0,0,0,0,0
KWAKERNAAK,Julia,SPA,78,9,20,7,0,1,20,30,0.256,0.385,0.294,0.679,3,2,21,0,2,0,1,1
LE NOBLE,Denise,OLY,1,0,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
LIGTVOET,Wies,ROE,57,11,17,2,0,0,5,19,0.298,0.333,0.373,0.706,7,1,13,0,2,1,6,1
LIJBERS,Tammie,SPA,86,8,18,4,0,1,9,25,0.209,0.291,0.269,0.560,1,6,22,1,0,6,0,0
LOS,Isa,ROE,103,23,31,6,3,1,17,46,0.301,0.447,0.378,0.825,14,0,30,1,2,1,8,0
MARINUS,Nadine,TTT,72,13,18,3,0,0,9,21,0.250,0.292,0.337,0.629,10,0,16,4,1,4,1,0
MARKIES,Isabelle,AMS,46,6,9,2,1,0,2,13,0.196,0.283,0.302,0.585,7,0,21,0,0,4,3,1
MEADOWS,Lindsey,TTT,48,5,14,3,0,0,6,17,0.292,0.354,0.414,0.768,10,0,6,1,0,0,1,0
MEEWISSE,Jeske,AMS,81,1,12,0,0,0,5,12,0.148,0.148,0.198,0.346,4,1,24,1,0,0,0,0
MELONI,Masha,OGZ,93,6,22,5,0,0,12,27,0.237,0.290,0.265,0.555,4,0,22,0,1,5,0,0
MERKX,Marjolein,ROE,7,0,1,0,0,0,0,1,0.143,0.143,0.143,0.286,0,0,1,0,0,0,0,0
MEYERING,Lisa,OGZ,47,6,11,2,0,0,4,13,0.234,0.277,0.321,0.598,6,0,7,2,0,0,0,0
MOLLEE,Sophie,ROE,4,0,1,0,0,0,0,1,0.250,0.250,0.250,0.500,0,0,0,0,0,0,0,0
MORELAND,Logan Renee,ROE,55,19,23,2,5,3,15,44,0.418,0.800,0.548,1.348,11,6,9,0,1,0,7,1
MWARO,Rose,AMS,31,2,8,0,0,0,2,8,0.258,0.258,0.303,0.561,2,0,13,0,0,0,2,0
MÖLER,Dani,SPA,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,1,0,0
NEWELL,Holly,ROE,8,0,0,0,0,0,1,0,0.000,0.000,0.100,0.100,1,0,5,0,1,0,0,0
OOMES,Nina,SPA,115,17,25,2,0,1,8,30,0.217,0.261,0.270,0.531,9,0,31,2,2,1,4,0
OOSTING,Dinet,TTT,120,33,52,13,5,8,46,99,0.433,0.825,0.521,1.346,22,0,7,0,0,2,3,1
PAGAN,Lisa,OGZ,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
PIENEMAN,Kelsy,OGZ,57,7,7,2,0,0,3,9,0.123,0.158,0.254,0.412,8,2,25,0,0,1,0,1
POELGEEST,Suzanne,ROE,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,1,0,0
POOT,Feline,SPA,14,2,4,1,0,0,2,5,0.286,0.357,0.389,0.746,3,0,2,0,1,0,1,0
POOT,Ismay,SPA,92,20,17,3,1,0,6,22,0.185,0.239,0.292,0.531,12,2,19,1,0,1,0,0
PRINS,Anna,OLY,58,10,10,3,0,0,6,13,0.172,0.224,0.279,0.503,9,0,17,1,1,1,0,0
RECTOR,Machteld,OLY,59,11,13,2,1,1,9,20,0.220,0.339,0.281,0.620,4,1,15,0,0,1,1,1
REMMERS,Tess,TTT,60,4,8,1,0,0,3,9,0.133,0.150,0.175,0.325,3,0,28,1,0,8,0,0
RIJGERSBERG,Jade,OLY,27,5,5,1,0,0,3,6,0.185,0.222,0.313,0.535,5,0,8,0,0,2,0,0
ROBINSON,Chelsea,SPA,89,10,27,3,1,0,10,32,0.303,0.360,0.370,0.730,9,1,16,0,1,3,1,3
ROTTIERS,Melissa,ROE,7,0,2,0,0,0,0,2,0.286,0.286,0.444,0.730,2,0,1,0,0,1,2,0
SCHOOR,Caressa,SPA,4,0,1,0,0,0,0,1,0.250,0.250,0.250,0.500,0,0,1,0,0,0,0,0
SCHUUR,Michelle,TTT,87,14,16,3,2,0,8,23,0.184,0.264,0.245,0.509,6,1,37,1,0,1,3,1
SMID,Myrthe,TTT,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
