Player,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ANDERSEN
Oscar,CHI,1,0,4.67,1,1,0,1,0,6.0,5,5,4,3,10,0,0,0,24,0.208,3,1,0,1,0,5,3
ANGELISTA
Selvinson,BRA,3,1,2.74,4,4,0,4,0,23.0,18,13,9,13,47,3,1,0,90,0.200,5,3,0,0,1,11,11
BAANEN
Arjan,DEU,2,2,7.11,4,4,0,2,0,20.2,32,23,21,12,15,4,2,4,91,0.352,2,1,0,0,1,22,19
BANK
Dominik,DEU,1,0,0.00,1,1,0,1,0,7.0,4,1,0,1,11,3,0,0,28,0.143,0,0,0,0,0,7,2
CLAES
Wesley,BRA,0,0,14.00,2,1,0,0,0,1.0,1,2,2,5,0,0,0,0,4,0.250,0,0,0,0,0,1,2
CNOPS
Wout,BRA,5,5,6.50,10,9,0,8,1,56.0,66,57,52,51,70,16,3,9,226,0.292,14,0,0,5,4,33,60
DE QUINT
Dennis,HOB,4,1,4.09,6,4,0,3,1,25.2,21,18,15,32,24,3,0,1,94,0.223,9,6,0,1,1,29,18
DELARUELLE
Kenneth,DEU,1,0,0.00,1,0,0,0,0,4.0,1,0,0,2,6,1,0,0,13,0.077,0,0,0,0,0,2,4
FERNANDEZ
David Abel,CHI,2,5,4.83,7,7,0,7,1,42.0,43,36,29,23,46,4,4,4,169,0.254,13,5,0,1,3,57,23
GUERRA ARTEAGA
Juan Carlos,DEU,3,4,5.40,10,8,0,7,1,45.1,60,44,35,30,28,7,6,4,191,0.314,5,2,0,1,4,66,34
KOBLÍŽEK
Filip,CHI,1,1,2.55,2,2,0,2,1,11.0,7,5,4,2,23,1,0,1,43,0.163,0,0,0,0,0,5,6
KUBÁT
Lukáš,CHI,1,0,0.00,1,1,0,1,0,8.0,3,3,0,0,17,0,1,0,29,0.103,0,0,0,0,1,7,0
MACAS
Matěj,DEU,0,1,5.83,1,1,0,1,0,6.0,5,5,5,4,13,0,1,1,22,0.227,1,0,0,0,1,4,1
MEYERS
Fransel Adriaan,CHI,0,1,14.00,1,1,0,1,0,6.0,17,12,12,2,3,0,2,3,34,0.500,1,1,0,0,0,9,5
PANDURO
Jesper,BRA,1,0,0.00,1,1,0,1,1,7.0,1,0,0,3,13,0,0,0,23,0.043,1,0,0,0,0,4,4
VAN AARSEN
Kristof,HOB,11,2,5.19,16,15,0,13,2,82.1,82,72,61,67,71,10,10,5,326,0.252,20,2,0,1,6,94,73
VAN DER LINDEN
Don,GRE,0,0,21.00,1,0,0,0,0,1.0,1,3,3,3,0,0,0,1,5,0.200,0,0,0,0,0,3,0
VAN DER VORST
David,CHI,1,1,6.77,2,2,0,1,0,10.1,8,11,10,16,6,1,0,0,36,0.222,4,1,0,1,1,14,8
VAN GENECHTEN
Seppe,GRE,0,15,10.50,15,15,0,15,0,71.1,153,156,107,52,58,30,16,21,384,0.398,27,7,0,6,5,62,93
VERVLOET
Kevin,CHI,0,0,21.00,1,0,0,0,0,0.2,2,2,2,0,0,1,0,0,3,0.667,0,0,0,0,1,2,0
VINCK
Matthieu,GRE,0,1,27.00,1,1,0,0,0,2.1,8,12,9,4,0,3,1,0,18,0.444,4,0,0,0,0,4,3
ZELENKA
Jan,BRA,1,0,1.17,2,1,0,1,0,12.0,6,3,2,5,28,0,1,0,43,0.140,5,3,0,0,0,5,4
ČECH
Jan,DEU,1,0,1.75,1,1,0,1,0,8.0,4,3,2,5,17,0,0,0,29,0.138,0,0,0,0,0,4,4
