Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
AGRETTI,Filippo,BOL,23,18,14,4,0,1.000,2,0,0,,0,0
ALBANESE,Simone,RSM,16,187,181,6,0,1.000,2,12,2,85.7,2,0
ALDEGHERI,Mattia,PAR,13,12,1,11,0,1.000,0,0,0,,0,0
ALDEGHERI,Samuel,PAR,1,1,0,1,0,1.000,0,0,1,0.0,0,0
ALFINITO MONTECCHI,Simone,CAS,22,100,45,47,8,0.920,16,0,0,,0,0
ALVAREZ BELLO,Luis Honorio,NET,18,129,112,15,2,0.984,1,6,6,50.0,4,0
AMBROSINO,Paolino Junior,CAS,22,33,31,2,0,1.000,1,0,0,,0,0
ANDREOZZI,Milvio,NET,14,8,2,4,2,0.750,0,0,0,,0,0
ANDRETTA,Maurizio,CAS,9,5,1,4,0,1.000,0,0,2,0.0,0,0
ANGULO,Oscar,NET,25,142,38,96,8,0.944,18,0,0,,0,0
AVAGNINA,Lorenzo,RSM,15,11,10,1,0,1.000,1,0,0,,0,0
BAEZ,Fernando,RSM,14,5,2,3,0,1.000,0,0,0,,0,0
BASSANI,Alex,BOL,15,9,6,3,0,1.000,0,0,1,0.0,0,0
BASSI ANDREASI,Riccardo,CAS,10,3,1,1,1,0.667,1,0,0,,0,0
BAZZARINI,Simone,RED,11,4,1,2,1,0.750,0,0,0,,0,0
BEAUMONT,Reangelo Anthony,PAR,6,52,44,3,5,0.904,0,1,1,50.0,0,0
BENTIVOGLI,Fabrizio,CAS,14,22,22,0,0,1.000,3,0,0,,0,0
BOSCAROL,Giacomo,RED,20,104,48,52,4,0.962,16,0,0,,0,0
BROLO,Murilo,BOL,16,7,4,3,0,1.000,1,0,0,,0,0
BUCCHI,Mattia,GOD,23,115,50,62,3,0.974,14,0,0,,0,0
CANCELLIERI,Daniele,CAS,17,19,18,0,1,0.947,0,0,0,,0,0
CANELLINI,Davide,CAS,12,3,1,1,1,0.667,0,0,0,,0,0
CASANOVA CALLABA,Erly,PAR,13,12,4,8,0,1.000,0,0,0,,0,0
CECHET,Ivan,RED,21,27,26,1,0,1.000,0,0,0,,0,0
CELLI,Federico,RSM,30,55,51,2,2,0.964,1,0,0,,0,0
CESPEDES,Leonel,RED,23,44,41,1,2,0.955,0,0,0,,0,0
CHERUBINI,Tommaso,RSM,9,1,0,0,1,0.000,0,0,0,,0,0
CHIATTO,Simone,CAS,11,22,17,2,3,0.864,0,2,0,100.0,2,0
CIARLA,Alessandro,GOD,11,7,2,4,1,0.857,1,0,0,,0,0
CLEMENTE,Nicolò,BOL,1,1,1,0,0,1.000,0,0,0,,0,0
CONTRERAS ELZAU,Efrain Daniel,RED,21,42,38,4,0,1.000,2,0,0,,0,0
