Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ADAMS,Ella,BEV,66,8,12,1,0,0,7,13,0.182,0.197,0.247,0.444,5,1,16,0,1,2,4,2
ARTIGES,Jillian,MSG,20,7,10,1,1,0,1,13,0.500,0.650,0.565,1.215,2,1,5,0,0,1,4,1
BAERT,Clio,CHI,4,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
BANCHELLI,Claudia,HOB,104,40,37,6,0,0,28,43,0.356,0.413,0.438,0.851,19,0,2,0,5,0,14,2
BAUFAYS,Camille,MSG,51,6,8,1,0,0,6,9,0.157,0.176,0.232,0.408,4,1,5,0,0,3,5,0
BAUGNIES,Camille,MSG,96,22,20,2,4,4,22,42,0.208,0.438,0.290,0.728,9,2,26,0,0,2,2,0
BEGUIN,Ysaline,MSG,36,4,7,1,3,0,2,14,0.194,0.389,0.256,0.645,2,1,19,0,0,0,0,1
BELHALOUMI,Maya,MSG,101,24,20,3,3,0,17,29,0.198,0.287,0.325,0.612,15,5,21,0,2,3,7,1
BOERMANS,Lynn,ANT,94,21,37,6,2,0,27,47,0.394,0.500,0.453,0.953,11,0,7,1,1,1,6,1
BOERSEN,Dionne,CHI,4,0,1,0,0,0,0,1,0.250,0.250,0.400,0.650,1,0,2,0,0,0,1,0
BRANDS,Amy,CHI,9,2,4,1,0,0,1,5,0.444,0.556,0.583,1.139,3,0,1,0,0,0,1,1
BRANDSMA,Steffie,CHI,29,5,8,0,0,0,3,8,0.276,0.276,0.323,0.599,2,0,9,0,0,2,1,0
CALDERÓN MARTINEZ,Ester,MER,93,16,22,3,1,1,16,30,0.237,0.323,0.263,0.586,4,0,23,0,2,0,4,1
CALEEN,Kaitlyn,BEV,108,35,52,12,5,1,33,77,0.481,0.713,0.571,1.284,20,4,9,1,1,2,13,1
CAÑIZO,Marina,HOB,100,38,47,8,1,0,36,57,0.470,0.570,0.557,1.127,18,3,5,2,1,5,19,3
CHARLOTTE,Chatrer,CHI,11,3,4,1,0,0,5,5,0.364,0.455,0.588,1.043,6,0,6,0,0,0,1,0
COOLS,Zoë,CHI,68,7,10,0,2,0,7,14,0.147,0.206,0.183,0.389,3,0,26,0,0,2,0,0
DASSY,Louise,MSG,38,9,13,2,0,2,9,21,0.342,0.553,0.444,0.997,6,1,7,1,0,0,1,0
DE BAERE,Chloë,ANT,40,3,6,0,0,0,4,6,0.150,0.150,0.271,0.421,7,0,14,0,1,1,2,1
DE GRAEVE,Sara,BEV,117,44,38,3,1,0,15,43,0.325,0.368,0.456,0.824,30,0,11,0,2,3,15,1
DE JAEGHER,Gwendy,HOB,100,17,21,3,1,0,23,26,0.210,0.260,0.270,0.530,7,2,13,0,2,2,1,1
