Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ALVAREZ ALARCON,Fabiana,BRI,0,0,21.00,1,0,0,0,0,0.2,4,7,2,2,0,0,0,0,7,0.571,1,0,0,0,0,0,1
ARMIROTTO,Kaj,HOB,0,1,6.46,4,1,0,0,0,4.1,3,9,4,11,9,1,0,0,14,0.214,5,2,0,0,0,0,2
BAGUET,Louise,GRE,0,0,0.00,2,0,0,0,0,0.0,9,17,14,5,0,1,1,0,9,1.000,0,2,0,0,0,0,0
BENEDET,Massimo,SER,0,1,70.00,1,1,0,1,0,2.0,12,20,20,13,3,0,0,5,18,0.667,0,2,0,0,0,3,0
BERNARD,Daniel,BIN,1,2,13.73,5,3,0,1,0,8.2,13,37,17,25,14,1,1,0,39,0.333,6,2,0,0,0,7,4
BEYENS,Brian,HOB,2,0,3.50,3,2,0,0,0,6.0,0,10,3,17,14,0,0,0,18,0.000,2,1,0,0,0,3,0
CASIE,Natan,WBA,1,1,8.00,3,3,0,0,0,7.0,11,9,8,14,16,0,0,1,30,0.367,0,0,0,0,0,3,0
CHIELENS,Nestor,GEN,1,0,15.08,7,1,0,0,0,13.0,27,34,28,14,25,5,4,2,65,0.415,7,1,0,0,0,8,4
CHOU,Jun-Dao,TBS,1,0,6.18,2,1,0,1,0,5.2,9,7,5,5,11,2,0,0,25,0.360,0,0,0,0,0,4,1
COOLS,Mathis,OOS,2,1,8.95,9,3,0,1,0,20.1,27,33,26,26,34,3,2,1,81,0.333,1,5,0,0,0,14,6
CREYELMAN,Charlie,NAM,0,1,11.81,3,1,0,0,0,5.1,8,10,9,7,10,1,1,1,21,0.381,2,1,0,0,0,1,2
CROON,Nathan,BRI,0,0,3.50,1,0,0,0,0,2.0,1,1,1,4,4,0,0,0,6,0.167,0,0,0,0,0,0,1
CSONGRADI,Pal,MSG,0,0,0.00,1,0,0,0,0,0.0,4,5,5,2,0,0,2,0,4,1.000,1,0,0,0,0,0,0
CUEVAS RUIZ,Lena,BIN,0,0,28.00,1,0,0,0,0,1.0,3,6,4,1,1,1,0,1,5,0.600,0,0,0,0,0,1,0
DAEMS,Tibo,HOB,0,0,21.00,2,0,0,0,0,1.2,2,7,5,4,2,0,1,0,5,0.400,1,0,0,0,0,1,0
DE BAERDEMAEKER,Denis,MSG,0,0,13.36,2,0,0,0,0,3.2,5,8,7,7,2,0,0,1,13,0.385,2,0,0,1,0,6,1
DE BEULE,Lars,BRA,0,1,8.40,3,1,0,0,0,3.1,3,11,4,10,6,0,0,0,14,0.214,9,0,0,1,0,3,2
DE BISSCHOP,Jolan,OUD,0,3,32.38,6,3,0,1,0,8.0,28,50,37,34,12,9,2,0,47,0.596,3,4,0,0,0,4,2
DE BOCK,Vince,WBA,0,0,42.00,1,0,0,0,0,0.2,2,4,4,2,1,0,0,0,4,0.500,0,0,0,0,0,0,1
DE BOCK,Vince,WBA,1,3,8.50,8,4,0,0,0,14.0,14,29,17,36,22,4,1,1,53,0.264,2,1,0,0,0,8,4
DE BUGGENOMS,Finn,BRU,0,0,4.67,1,0,0,0,0,3.0,0,2,2,8,4,0,0,0,8,0.000,0,1,0,0,0,3,1
DE CLERCQ,Ferre,OUD,0,0,31.50,6,0,0,0,0,6.0,20,38,27,21,8,5,1,1,35,0.571,4,2,0,2,0,5,3
DE GRAEVE,Jesse,WBA,1,0,8.40,5,1,0,1,0,10.0,3,13,12,28,19,1,0,0,28,0.107,0,3,0,0,0,3,3
DE LAET,Benjamin,BRA,0,0,0.00,1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,1,0.000,0,0,0,0,0,1,0
DE LANGHE,Sander,OOS,2,0,10.50,5,2,0,0,0,7.1,9,19,11,14,14,2,1,1,28,0.321,1,0,0,1,0,4,2
DE LANNOY,Vince,BRA,0,1,31.50,2,1,0,0,0,2.0,6,14,9,7,3,0,0,0,13,0.462,2,1,0,0,0,0,2
DE MAERE,Luca,BEV,1,0,4.20,2,1,0,0,0,5.0,1,3,3,5,9,1,0,0,16,0.063,2,0,0,0,0,4,2
DE RYCK,Len,HEI,0,0,21.00,1,0,0,0,0,0.1,1,3,1,3,1,0,0,0,2,0.500,0,0,0,0,0,0,0
DE SNIJDER,Gabriël,MER,2,3,22.56,6,5,0,2,0,9.0,24,42,29,31,13,4,1,1,47,0.511,17,5,0,0,0,6,4
DEBAST-AUBRY,Victor,BRU,0,0,7.00,1,0,0,0,0,2.0,2,2,2,1,3,0,1,0,7,0.286,2,2,0,0,0,1,1
DELORY,Oscar,NAM,2,0,7.50,4,2,0,0,0,9.1,15,12,10,10,14,2,1,1,37,0.405,0,2,0,0,0,5,3
DELVALLEE,Sohan,BIN,2,1,30.69,5,3,0,1,0,4.1,2,22,19,32,11,1,0,0,13,0.154,7,5,0,0,0,0,0
DEPUYDT,Mauro,OOS,0,0,12.60,2,0,0,0,0,3.1,4,6,6,3,4,1,0,1,13,0.308,0,2,0,0,0,2,3
DERESE,Livio,BRI,0,0,42.00,1,0,0,0,0,0.1,2,5,2,3,1,0,0,1,4,0.500,0,0,0,0,0,0,0
DIELEN,Lennert,TBS,1,0,9.55,3,1,0,0,0,3.2,5,9,5,8,9,1,0,0,15,0.333,1,1,0,0,0,0,0
DIELTIËNS,Dante,CHI,0,1,17.18,3,2,0,1,0,7.1,15,23,18,21,8,4,1,1,33,0.455,11,1,0,0,0,6,2
DUFOUR,Rens,OOS,1,0,6.52,5,1,0,0,0,9.2,7,9,9,13,18,0,1,0,31,0.226,4,4,0,0,0,4,2
EERDEKENS,Axl,GRE,0,0,31.50,3,0,0,0,0,1.1,4,9,6,6,4,1,0,1,8,0.500,4,1,0,0,0,0,0
ENGELS,Jasper,WBA,1,0,12.60,2,1,0,1,0,5.0,6,13,9,10,11,1,1,0,20,0.300,3,0,0,0,0,3,0
