Player,Team,AB,R,H,2B,3B,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
GELDOF
Kate,ANT,102,33,46,3,7,3,28,72,0.451,0.706,0.517,1.223,14,0,2,0,0,2,11,3
GOOSEN
Innes,HOB,89,35,31,7,1,0,4,40,0.348,0.449,0.448,0.897,16,0,11,0,0,2,10,0
GOYVAERTS
Caroline,ANT,128,34,55,7,1,4,17,76,0.430,0.594,0.448,1.042,5,0,18,0,1,0,18,1
HAJJI
Hinde,BRU,32,5,5,0,0,0,0,5,0.156,0.156,0.206,0.362,2,0,15,0,0,0,1,0
HENNE
Corinne,BRU,17,1,0,0,0,0,0,0,0.000,0.000,0.056,0.056,1,0,6,0,0,0,0,0
HERINCKX
Maaike,MER,121,32,41,7,3,1,30,57,0.339,0.471,0.390,0.861,13,1,23,0,6,0,14,1
HEUTEN
Julie,ANT,69,5,13,1,0,0,6,14,0.188,0.203,0.243,0.446,4,1,22,1,0,0,3,0
HEYLEN
Jessie,BEV,32,5,9,1,0,0,1,10,0.281,0.313,0.378,0.691,4,1,5,0,0,0,1,2
HEYRMAN
Nena,BEV,36,11,5,0,1,0,2,7,0.139,0.194,0.262,0.456,6,0,17,0,0,1,1,1
HOSTEN
Nathalie,BEV,72,12,25,3,0,0,17,28,0.347,0.389,0.405,0.794,5,2,3,0,0,1,7,2
HUTCHISON
Amie,BEV,20,5,6,2,1,0,5,10,0.300,0.500,0.391,0.891,3,0,2,1,0,0,0,0
HUYGHE
Lara,BRU,57,4,6,0,0,0,1,6,0.105,0.105,0.177,0.282,2,3,21,0,0,1,2,0
JANSSENS
Céline,HOB,117,67,64,7,6,9,53,110,0.547,0.940,0.639,1.579,28,2,8,2,0,0,10,0
JANSSENS
Maiti,ANT,110,26,26,2,0,0,4,28,0.236,0.255,0.377,0.632,18,8,21,0,2,1,3,2
JUNIUS
Steffie,MER,109,35,37,6,2,3,26,56,0.339,0.514,0.429,0.943,17,0,26,0,0,0,14,2
KASCHL
Ada,BRU,90,25,29,1,2,1,7,37,0.322,0.411,0.419,0.830,11,4,18,0,0,1,12,0
KOOPMANS
Eva,ANT,40,1,7,0,0,0,4,7,0.175,0.175,0.175,0.350,0,0,11,0,0,1,3,1
LAUWERS
Sandy,CHI,90,41,35,7,4,0,29,50,0.389,0.556,0.477,1.033,16,1,4,1,2,4,6,0
LEGGAT
Susanne,CHI,47,16,19,4,0,1,17,26,0.404,0.553,0.462,1.015,5,0,7,1,0,1,0,0
LEMMENS
Silke,ANT,58,9,9,0,0,0,4,9,0.155,0.155,0.246,0.401,7,0,14,0,0,1,3,0
LENOIR
Lisse,ANT,100,18,30,5,0,0,24,35,0.300,0.350,0.364,0.714,10,0,15,0,0,2,6,0
MICHIELS
Lani,MER,4,3,0,0,0,0,0,0,0.000,0.000,0.556,0.556,3,2,4,0,0,0,0,0
MIGNOLET
Anne-Sophie,BRU,111,23,25,3,2,4,17,44,0.225,0.396,0.336,0.732,19,0,29,1,1,1,5,3
NEERINCKX
Marijke,MER,123,33,35,5,0,0,41,40,0.285,0.325,0.366,0.691,16,1,9,2,2,3,6,0
PAUCKSTADT
Sybill,BRU,58,1,13,0,0,0,2,13,0.224,0.224,0.262,0.486,2,1,7,2,0,0,0,1
PAUWELS
Kim,CHI,44,9,11,1,1,0,7,14,0.250,0.318,0.327,0.645,4,1,15,0,0,1,2,0
PEETERS
Chloé,MER,26,1,1,0,0,0,1,1,0.038,0.038,0.138,0.176,3,0,13,0,0,0,0,0
PEETERS
Soetkin,BEV,96,33,37,2,4,3,28,56,0.385,0.583,0.444,1.027,11,0,19,0,1,8,9,1
ROBERT
Muriël,BEV,77,8,22,2,1,0,11,26,0.286,0.338,0.337,0.675,5,1,30,0,0,1,3,1
ROEF
Koby,BEV,78,12,20,2,1,0,10,24,0.256,0.308,0.363,0.671,12,1,13,1,0,2,4,0
ROEF
Lauren,BEV,72,22,21,2,1,0,9,25,0.292,0.347,0.409,0.756,14,1,10,0,1,6,4,1
ROEF
Rubin,BEV,89,18,27,5,1,2,13,40,0.303,0.449,0.390,0.839,12,2,14,0,2,1,13,1
ROTTHIER
Yana,BEV,96,13,31,3,1,1,13,39,0.323,0.406,0.375,0.781,8,0,12,1,0,2,8,2
ROTTIERS
Melissa,CHI,65,27,25,4,4,0,15,37,0.385,0.569,0.452,1.021,4,4,2,1,0,0,7,0
SAERENS
Lauren,MER,70,12,22,4,3,1,22,35,0.314,0.500,0.429,0.929,13,1,9,0,0,0,5,0
SIERENS
Kyra,MER,4,0,0,0,0,0,0,0,0.000,0.000,0.200,0.200,1,0,4,0,0,0,1,1
SMETS
Inez,ANT,35,1,5,0,1,0,5,7,0.143,0.200,0.189,0.389,2,0,4,0,0,0,0,0
SMETS
Leila,ANT,5,0,1,0,0,0,0,1,0.200,0.200,0.200,0.400,0,0,2,0,0,0,0,0
SPENCER
Ashley,CHI,18,7,8,3,2,0,5,15,0.444,0.833,0.500,1.333,2,0,4,0,0,0,1,0
SPEYBROUCK
Katja,MER,78,9,20,1,0,1,12,24,0.256,0.308,0.310,0.618,6,0,16,0,0,0,5,2
STOOP
Charlotte,BRU,72,11,16,0,0,0,6,16,0.222,0.222,0.333,0.555,10,2,20,2,0,2,8,1
STRUYF
Roxanne,MER,130,30,35,3,5,0,17,48,0.269,0.369,0.349,0.718,15,1,14,1,0,0,9,2
SYNIAWSKY
Evi,HOB,45,3,7,0,1,0,4,9,0.156,0.200,0.235,0.435,5,0,5,0,1,1,0,0
SYNIAWSKY
Line,ANT,59,5,9,1,0,0,4,10,0.153,0.169,0.231,0.400,5,1,26,0,0,1,3,0
SYNIAWSKY
Sam,BEV,93,19,29,4,0,0,9,33,0.312,0.355,0.407,0.762,15,0,5,0,0,3,6,1
THOMPSON
Lynn,ANT,27,7,6,0,0,0,1,6,0.222,0.222,0.300,0.522,3,0,1,0,0,0,1,1
THOMPSON
Melissa,ANT,34,5,8,2,0,0,5,10,0.235,0.294,0.297,0.591,3,0,5,2,0,1,0,1
THYS
Shauni,HOB,90,20,31,4,0,0,25,35,0.344,0.389,0.411,0.800,12,1,11,0,4,4,1,0
TOLMIE
Jessica,CHI,13,2,1,0,0,0,1,1,0.077,0.077,0.188,0.265,2,0,0,0,1,0,0,0
UYTENDAAL
Lizzy,CHI,68,24,27,1,4,0,25,36,0.397,0.529,0.482,1.011,12,1,1,0,2,1,4,0
UYTENDAAL
Nicky,CHI,77,38,41,7,4,4,37,68,0.532,0.883,0.592,1.475,15,2,0,0,4,0,12,0
VAN DE PUTTE
Annelore,MER,31,5,6,0,0,0,3,6,0.194,0.194,0.306,0.500,5,0,14,0,0,2,5,0
VAN DEN BOSSCHE
Zoë,HOB,29,3,3,0,0,0,3,3,0.103,0.103,0.133,0.236,1,0,11,0,0,0,0,0
VAN DEN BRANDE
Lynn,CHI,56,13,13,1,1,1,10,19,0.232,0.339,0.338,0.677,8,2,10,2,2,4,1,3
VAN DEN BRANDE
Robin,ANT,40,2,4,1,1,0,3,7,0.100,0.175,0.122,0.297,1,0,13,0,0,0,0,0
VAN DER DONK
Jasmijn,HOB,9,1,1,0,0,0,0,1,0.111,0.111,0.200,0.311,1,0,2,0,0,0,0,0
VAN DER MEIREN
Sarah,HOB,121,45,46,4,1,1,32,55,0.380,0.455,0.472,0.927,21,1,9,0,1,4,1,1
VAN DONICK
Jana,ANT,50,8,15,3,0,0,9,18,0.300,0.360,0.340,0.700,3,0,7,0,0,0,2,0
VAN DOORSLAER
Griet,CHI,102,29,44,5,3,0,42,55,0.431,0.539,0.500,1.039,13,2,4,2,1,1,6,3
VAN DOREN
Tine,MER,15,1,3,0,0,0,0,3,0.200,0.200,0.250,0.450,0,1,9,0,0,0,0,0
VAN DROOGENBROECK
Maya,MER,90,24,24,10,2,2,20,44,0.267,0.489,0.359,0.848,10,3,19,0,0,1,13,2
VAN HOFWEGEN
Femke,BEV,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
VAN NUFFEL
Tina,HOB,105,24,39,7,1,0,31,48,0.371,0.457,0.441,0.898,12,1,12,0,0,3,2,0
VAN POUCKE
Kato,BEV,22,2,2,0,0,0,0,2,0.091,0.091,0.259,0.350,4,1,12,0,0,0,1,0
VAN RAEMDONCK
Lisa,CHI,94,51,51,6,3,2,20,69,0.543,0.734,0.626,1.360,20,1,5,0,0,3,18,0
VAN WAUWE
Sofie,BRU,14,0,2,0,0,0,1,2,0.143,0.143,0.200,0.343,1,0,5,0,0,0,0,0
VANDENBUSSCHE
Cynthia,ANT,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,5,0,0,0,0,0
VANDERLICK
Louise,ANT,3,1,2,0,1,0,0,4,0.667,1.333,0.667,2.000,0,0,0,0,0,0,0,0
VEEKENS
Anneleen,BEV,51,6,7,1,1,0,6,10,0.137,0.196,0.286,0.482,11,0,10,0,1,1,0,0
VERHAEGEN
Lenka,CHI,19,9,0,0,0,0,3,0,0.000,0.000,0.321,0.321,8,1,16,0,0,0,0,1
VERSLOOT
Eva,CHI,51,14,23,3,3,1,22,35,0.451,0.686,0.500,1.186,5,1,1,2,1,1,0,0
VLIEGHE
Laura,HOB,79,14,18,3,1,0,11,23,0.228,0.291,0.322,0.613,10,1,5,0,0,0,1,0
VOORHELST
Britt,BEV,62,14,10,2,0,0,5,12,0.161,0.194,0.268,0.462,9,0,21,0,0,2,5,2
ZAPOTOCZNY
Nicole,MER,120,57,64,14,12,10,40,132,0.533,1.100,0.607,1.707,22,2,3,0,1,1,12,1
