Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ADAMS,Finn,BOR,14,1,2,0,0,0,3,2,0.143,0.143,0.368,0.511,5,0,5,0,0,0,0,2
ALMAGRO GOMEZ,Jose Raul,BRI,52,11,15,1,0,0,8,16,0.288,0.308,0.351,0.659,4,1,10,0,0,0,4,0
ALMAO MOGOLLON,Samuel,BRU,30,9,6,1,0,0,6,7,0.200,0.233,0.455,0.688,12,2,1,1,0,0,3,2
ANDRIES,Thibo,BOR,21,7,4,0,0,0,4,4,0.190,0.190,0.414,0.604,8,0,13,1,0,1,4,2
ARMIROTTO,Kaj,BOR,10,2,2,1,0,0,3,3,0.200,0.300,0.529,0.829,6,1,1,0,0,0,1,0
BADOR,Gabriel,BRU,20,4,6,1,0,0,1,7,0.300,0.350,0.417,0.767,4,0,5,1,0,0,2,0
BALTUS,Terry,LIE,57,26,28,12,0,1,18,43,0.491,0.754,0.613,1.367,12,6,9,0,0,0,20,2
BAR,Maxime,LIE,35,11,8,1,0,0,14,9,0.229,0.257,0.481,0.738,16,2,11,0,1,0,4,0
BARBIER,Ruben,MSG,1,1,0,0,0,0,1,0,0.000,0.000,0.750,0.750,3,0,0,0,0,0,1,0
BARIAUX,Ludovic,BRI,9,0,4,0,0,0,1,4,0.444,0.444,0.545,0.989,2,0,3,0,0,1,1,0
BAUDÉ,Florian,GEN,57,24,21,5,0,0,13,26,0.368,0.456,0.456,0.912,4,6,10,0,1,1,15,0
BELMANS,Jonas,BRA,17,6,4,1,0,0,4,5,0.235,0.294,0.435,0.729,4,2,6,0,0,0,5,0
BENNETT,Patrick,BRU,18,7,4,0,0,0,1,4,0.222,0.222,0.500,0.722,9,1,2,0,0,0,10,0
BERARDOCCO,Matteo,BOR,5,3,3,2,0,0,1,5,0.600,1.000,0.714,1.714,0,2,1,0,0,0,1,0
BERINTAN,Robin-Jan,GEN,22,2,6,1,0,0,4,7,0.273,0.318,0.333,0.651,1,1,11,0,0,0,3,0
BEYENS,Brian,HOB,23,4,5,0,0,0,4,5,0.217,0.217,0.280,0.497,0,2,5,0,0,0,3,0
BEYENS,Jayden,HOB,7,1,2,0,0,0,1,2,0.286,0.286,0.444,0.730,2,0,4,0,0,0,1,0
BIESEMANS,Leko,MER,11,5,4,1,0,0,1,5,0.364,0.455,0.563,1.018,4,1,0,0,0,0,0,0
