Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ABETE,Nicolás,IRA,32,89,73,10,6,0.933,6,0,0,,0,0
AINETO,Cristian,ANT,26,30,29,1,0,1.000,0,0,0,,0,0
ALCAIDE PEIRO,Adriá,VIL,2,5,4,0,1,0.800,0,0,0,,0,0
ALCALÁ,Diego,SBO,4,1,1,0,0,1.000,0,0,0,,0,0
ALFONSO,Alex,ANT,21,60,29,26,5,0.917,5,0,0,,0,0
ALVARADO,Carlos,INA,30,309,285,18,6,0.981,4,26,7,78.8,8,1
AMADOR,Jaime,SBO,27,35,32,2,1,0.971,0,0,0,,0,0
ANDUEZA,David,IRA,4,1,1,0,0,1.000,0,0,0,,0,0
ARISTU,Martín,IRA,13,6,4,1,1,0.833,0,0,0,,0,0
ARMENDÁRIZ,Marcos,IRA,7,1,0,0,1,0.000,0,0,0,,0,0
ARRESE,Pablo,IRA,5,9,6,3,0,1.000,1,0,0,,0,0
ARZA,David,NAV,16,79,34,45,0,1.000,18,0,0,,0,0
ARZA,Marcos,NAV,27,143,49,91,3,0.979,28,0,0,,0,0
ARÉVALO,Digney,NAV,12,71,68,3,0,1.000,7,0,0,,0,0
AUCIELLO,Kreisber,INA,30,79,27,48,4,0.949,5,0,1,0.0,0,0
BAENA,Manel,BCN,20,22,11,11,0,1.000,1,1,0,100.0,0,0
BAETA DE GOUVEIA,JOSÉ ALEXANDER,ANT,2,9,4,5,0,1.000,0,0,0,,0,0
BALBOA,Jorge,AST,15,9,3,6,0,1.000,0,0,0,,0,0
BEDOYA,Alain,MIR,25,91,85,6,0,1.000,3,0,0,,0,0
BELLO,Samuel,ANT,2,1,1,0,0,1.000,0,0,0,,0,0
BERMÚDEZ,Josef,NAV,7,23,21,1,1,0.957,3,2,0,100.0,0,0
BERMÚDEZ,Samuel,BCN,26,133,73,52,8,0.940,8,9,7,56.3,4,0
BLANCO,Miguel,SBO,19,34,8,20,6,0.824,2,0,0,,0,0
BORDANOBA,Joan,SBO,9,1,1,0,0,1.000,0,0,0,,0,0
BORGES,Joel,MAR,24,153,136,14,3,0.980,2,6,3,66.7,2,0
BROUWER,Rubén,MIR,15,19,15,1,3,0.842,0,0,0,,0,0
BRUN PUÉRTOLAS,Tristán,MIR,18,15,13,1,1,0.933,2,1,0,100.0,0,0
BRUN,Mauro,MIR,20,97,91,2,4,0.959,8,0,0,,0,0
BURGUILLOS,José Antonio,SBO,22,65,58,6,1,0.985,3,0,0,,0,0
BURGUILLOS,Wendell,SBO,30,60,58,2,0,1.000,1,0,0,,0,0
BÁDENAS,Lluis,BCN,26,59,35,23,1,0.983,7,0,0,,0,0
CABALLERO,Iban,NAV,3,1,1,0,0,1.000,0,0,0,,0,0
CABALLERO,Yoel,INA,30,61,59,1,1,0.984,1,0,0,,0,0
CADENAS,Ferrán,VIL,12,4,1,2,1,0.750,0,0,0,,0,0
CALVO,Lucas,IRA,40,168,132,28,8,0.952,2,59,14,80.8,3,0
CAPELLÁN FERMÍN,Delvin Joel,MAR,3,2,0,2,0,1.000,1,0,0,,0,0
CARMONA,Christopher,NAV,15,39,12,22,5,0.872,1,0,0,,0,0
CASTAÑO,Joaquín,SBO,9,9,2,4,3,0.667,1,0,0,,0,0
CASTELL,Mario,VIL,21,38,26,12,0,1.000,2,0,0,,0,0
CASTILLO,Jesús,TOR,16,54,24,27,3,0.944,6,0,0,,0,0
CATALÁN,Miguel,VIL,24,193,181,10,2,0.990,13,0,0,,0,0
CAYONES BLANCO,Exicardo,AST,18,22,19,3,0,1.000,0,0,0,,0,0
CAÑO,Unai,NAV,8,5,4,1,0,1.000,0,0,0,,0,0
CELAYA,Daniel,NAV,1,3,3,0,0,1.000,0,0,0,,0,0
CENTENO,Luis,MIR,28,88,31,49,8,0.909,6,0,0,,0,0
CERECEDA,Xavier,VIL,7,20,19,1,0,1.000,0,0,0,,0,0
CHAMBERS,Allen,TOR,20,13,10,0,3,0.769,0,0,0,,0,0
COLÓN,Pedro,TOR,9,7,5,1,1,0.857,0,0,0,,0,0
COMPRÉS,Luís,TOR,29,199,171,23,5,0.975,11,20,7,74.1,2,0
CONCEICAO,Jesús,ANT,13,44,10,31,3,0.932,5,0,0,,0,0
