Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ABBATTISTA,Diana,SBO,23,7,7,0,2,0,5,11,0.304,0.478,0.385,0.863,2,1,7,0,0,0,1,0
ABRUÑEDO,Ibone,CAM,9,1,2,0,0,0,2,2,0.222,0.222,0.385,0.607,3,0,2,0,1,2,1,0
AGUILAR,Elisa,FEN,21,11,10,1,2,0,1,15,0.476,0.714,0.520,1.234,2,1,2,0,1,1,2,0
ALBANGCO,Mary Flor,CAP,47,12,11,2,0,1,10,16,0.234,0.340,0.308,0.648,5,0,7,0,0,0,1,1
ALCAZAR,Carmen,ANT,7,2,1,0,0,0,0,1,0.143,0.143,0.143,0.286,0,0,6,0,0,0,0,0
ALCONCHEL,Cristina,RIV,31,19,10,1,1,0,12,13,0.323,0.419,0.400,0.819,3,1,6,0,0,3,4,0
ALCÁNTARA,Alejandrina,RIV,48,26,18,2,3,1,17,29,0.375,0.604,0.456,1.060,4,4,9,0,1,0,5,1
ALONSO,Beatriz,SBO,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
ALVAREZ,Leire,VIL,37,10,9,1,0,0,7,10,0.243,0.270,0.417,0.687,9,2,10,1,0,0,5,0
AMAR,Susana,MIR,6,1,1,0,0,0,0,1,0.167,0.167,0.286,0.453,1,0,1,0,0,0,0,0
ARROYO,Susana,MIR,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
AURE,Elisa,MIR,36,10,10,2,2,0,4,16,0.278,0.444,0.469,0.913,11,2,11,1,0,1,1,1
AVILA,Paula,VIL,48,13,11,0,0,0,7,11,0.229,0.229,0.351,0.580,7,2,5,0,0,1,5,3
BARRERAS,Claudia,OBB,12,2,3,0,0,0,2,3,0.250,0.250,0.308,0.558,1,0,3,0,0,0,1,0
BARRERAS,Lidia,OBB,10,5,3,0,0,0,0,3,0.300,0.300,0.364,0.664,1,0,1,0,0,0,1,0
BELASTEGUI,Iris,ANT,14,0,2,1,0,0,1,3,0.143,0.214,0.143,0.357,0,0,2,0,0,0,0,0
BENITO,Milena,ANT,3,0,1,0,1,0,1,3,0.333,1.000,0.333,1.333,0,0,0,0,0,1,0,0
BENITO,Paula,ANT,84,26,29,3,0,1,6,35,0.345,0.417,0.415,0.832,9,1,11,0,0,4,5,3
BERMEJO,Judith,VIL,5,0,1,0,0,0,0,1,0.200,0.200,0.333,0.533,1,0,3,0,0,0,0,0
BERNAL,Rebecca,CAM,55,8,12,5,0,0,5,17,0.218,0.309,0.317,0.626,7,1,13,0,0,0,3,1
BOLAÑOS,Sarai,CAP,15,2,5,0,0,0,3,5,0.333,0.333,0.444,0.777,2,1,4,0,0,1,1,0
BONILLA,Natalia,ANT,38,2,9,1,0,1,5,13,0.237,0.342,0.318,0.660,5,0,8,1,1,1,0,2
BRACHO,Hislamar,CAP,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,0,0,0,0,0,1,0
BRIZ,Claudia,ANT,19,6,5,0,1,1,4,10,0.263,0.526,0.440,0.966,6,0,7,0,0,0,0,2
CAAMAÑO,Marina,CAM,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,0,1,0,0,0,0,0,0
CABRERA,Martha,MIR,10,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,7,0,0,0,0,0
CABRERA,Rebeca,DRI,46,20,13,3,2,1,14,23,0.283,0.500,0.382,0.882,7,1,12,0,1,3,3,0
CAICOYA,Carmen,RIV,114,60,53,13,10,0,42,86,0.465,0.754,0.512,1.266,10,1,8,0,0,1,8,1
CAICOYA,Maria,RIV,105,66,48,8,1,1,31,61,0.457,0.581,0.540,1.121,19,1,6,0,1,0,18,0
CALDERIN,Daniela,CAP,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
CASTAÑO,Elsa,RIV,2,3,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
CASTILLA,Amanda,BCN,32,6,8,1,1,0,4,11,0.250,0.344,0.368,0.712,6,0,2,0,0,1,1,1
CERDA,Ari,SBO,20,10,8,5,0,0,12,13,0.400,0.650,0.556,1.206,5,2,5,0,0,0,1,0
CHERECHES,Beatriz,DRI,3,2,0,0,0,0,0,0,0.000,0.000,0.250,0.250,1,0,1,0,0,0,0,0
COLMENARES,Elizabeth,FEN,38,12,12,1,1,0,9,15,0.316,0.395,0.422,0.817,7,0,7,0,0,2,2,0
CONEJO,Victoria,OBB,3,4,1,0,0,0,1,1,0.333,0.333,0.600,0.933,2,0,1,0,0,0,1,0
CORIA,Laura,CAM,8,1,0,0,0,0,0,0,0.000,0.000,0.200,0.200,2,0,3,0,0,1,1,0
CORTÉS,Noemí,CAM,69,10,13,0,2,0,12,17,0.188,0.246,0.329,0.575,15,0,18,0,1,1,1,0
CÓRDOBA,Claudia,DRI,18,5,2,0,0,0,4,2,0.111,0.111,0.273,0.384,4,0,8,0,0,0,1,0
DE LA CRUZ,Laura,BCN,11,6,0,0,0,0,1,0,0.000,0.000,0.333,0.333,5,1,9,0,1,0,0,0
DE LA PAZ,Verónica,ANT,43,3,15,5,0,0,8,20,0.349,0.465,0.508,0.973,14,1,3,0,1,0,0,0
DE TERRY,Victoria,CAP,45,6,10,1,0,0,6,11,0.222,0.244,0.352,0.596,5,4,16,1,0,0,3,1
DEL PINO,Emma,VIL,72,26,26,6,6,0,22,44,0.361,0.611,0.427,1.038,9,0,11,1,1,0,4,0
DEL PINO,María,VIL,9,2,1,0,0,0,0,1,0.111,0.111,0.273,0.384,2,0,5,0,0,0,1,0
DENIA,Yulan,FEN,75,35,34,3,4,1,13,48,0.453,0.640,0.534,1.174,12,1,9,0,0,11,10,1
DOMERO,Mariona,BCN,57,14,18,0,1,1,11,23,0.316,0.404,0.487,0.891,18,1,17,0,0,1,2,1
DÍAZ,Tábata,RIV,49,25,19,4,0,0,13,23,0.388,0.469,0.508,0.977,12,2,7,1,2,1,2,0
ECHEZARRETA,Ariane,OBB,4,0,1,0,0,0,1,1,0.250,0.250,0.250,0.500,0,0,1,0,0,0,0,0
ERKIZIA,Amane,OBB,28,3,5,2,0,0,6,7,0.179,0.250,0.258,0.508,3,0,7,0,0,1,3,2
ESCORIHUELA,Lucía,MIR,37,9,10,0,0,1,2,13,0.270,0.351,0.372,0.723,6,0,8,0,0,0,5,0
ESPÍN,Ivette,ANT,48,13,15,2,0,0,5,17,0.313,0.354,0.421,0.775,8,1,5,1,0,1,2,0
ESTEVEZ SIGILLO,Genesi Isabel,BCN,4,1,0,0,0,0,0,0,0.000,0.000,0.200,0.200,1,0,3,0,0,0,0,0
ETXEBERRÍA,Edurne,OBB,38,8,9,3,1,0,5,14,0.237,0.368,0.356,0.724,7,0,13,0,0,4,1,0
ETXEBERRÍA,Igone,OBB,72,21,25,2,3,0,17,33,0.347,0.458,0.415,0.873,9,0,7,0,1,2,1,0
EXPÓSITO,Sara,CAM,4,0,1,0,0,0,0,1,0.250,0.250,0.250,0.500,0,0,2,0,0,0,0,0
FARAGAU,Alexia,VIL,22,3,2,0,0,0,1,2,0.091,0.091,0.276,0.367,4,2,11,0,1,0,1,0
FARO,Aroa,OBB,13,2,3,1,0,0,2,4,0.231,0.308,0.286,0.594,1,0,4,0,0,0,1,1
FERNÁNDEZ,Carla,VIL,22,8,8,3,0,1,5,14,0.364,0.636,0.500,1.136,5,1,4,0,0,0,4,0
FERNÁNDEZ,Dayeni,VIL,81,32,28,5,3,0,10,39,0.346,0.481,0.407,0.888,9,0,12,0,1,0,11,1
FERNÁNDEZ,Elena,DRI,11,8,3,3,0,0,2,6,0.273,0.545,0.429,0.974,2,1,6,0,0,1,0,0
FERNÁNDEZ,Raquel,SBO,3,1,1,0,0,0,1,1,0.333,0.333,0.333,0.666,0,0,1,0,0,0,0,0
FERREIRO,Marta,DRI,10,8,3,0,2,0,5,7,0.300,0.700,0.300,1.000,0,0,4,0,0,0,1,0
FLORES,Noelia,ANT,45,7,13,3,0,1,16,19,0.289,0.422,0.385,0.807,6,1,4,1,0,0,0,0
FLORES,Stephany,CAP,27,9,9,4,0,0,5,13,0.333,0.481,0.438,0.919,5,0,4,0,0,1,1,0
GALARZA,Mishell,ANT,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
GAMBÍN,Indira,ANT,54,5,9,1,1,0,5,12,0.167,0.222,0.237,0.459,2,3,17,0,0,1,1,0
GARCIA,Alejandra,BCN,64,14,18,2,0,0,10,20,0.281,0.313,0.373,0.686,9,1,9,1,1,2,4,0
GARCÍA,Candela,ANT,85,41,42,1,2,3,18,56,0.494,0.659,0.573,1.232,14,3,9,0,1,0,27,3
GARCÍA,Julia,ANT,7,1,2,0,0,0,1,2,0.286,0.286,0.286,0.572,0,0,5,0,0,0,0,0
GARCÍA,Laia,SBO,15,5,6,2,1,0,8,10,0.400,0.667,0.438,1.105,1,0,1,1,0,0,1,0
GARDE,Sara,ANT,83,20,38,9,1,1,25,52,0.458,0.627,0.505,1.132,10,0,5,0,2,1,6,0
GIMENO,Aida,BCN,11,0,1,0,0,0,1,1,0.091,0.091,0.167,0.258,1,0,4,0,0,0,0,0
GIMENO,Erin,SBO,0,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
GODINO,Anabel,BCN,63,12,25,2,2,0,20,31,0.397,0.492,0.426,0.918,4,0,10,0,1,2,1,0
GOICOETXEA,Aroia,VIL,27,10,15,3,4,0,10,26,0.556,0.963,0.567,1.530,2,0,3,0,1,0,1,0
GONZALEZ,Malena,RIV,12,17,5,0,0,0,5,5,0.417,0.417,0.500,0.917,2,0,1,0,0,0,0,1
GORBE,Angela,MIR,32,7,8,1,0,0,1,9,0.250,0.281,0.400,0.681,8,0,10,0,0,0,6,1
GRANDES,Ana,DRI,28,4,9,3,1,1,9,17,0.321,0.607,0.429,1.036,5,1,2,0,1,0,1,0
