Player,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
AGUIRRE
Rosmer,ANT,20,104,83,18,3,0.971,1,13,6,68.4,5,0
AINETO
Cristian,ANT,22,43,42,1,0,1.000,1,0,0,,0,0
ALBES
Ander,NAV,23,52,23,25,4,0.923,6,0,0,,0,0
ALCAIDE
Adriá,VIL,18,119,105,12,2,0.983,0,14,8,63.6,3,1
ALCONCHEL
Marcos,MIR,11,10,9,1,0,1.000,2,0,0,,0,0
ALFONSO
Alex,ANT,22,70,38,27,5,0.929,8,0,0,,0,0
ALVAREZ
Daniel,MAR,1,1,0,1,0,1.000,0,0,0,,0,0
AMADOR
Jaime,SBO,24,61,57,2,2,0.967,1,0,0,,0,0
AMADOR
Marcos,SBO,5,2,1,1,0,1.000,1,0,0,,0,0
ANGUSTIA
Joan,BCN,16,13,12,0,1,0.923,0,0,0,,0,0
ARGEÑAL
Jem,MIR,10,29,26,1,2,0.931,0,0,0,,0,0
ARZA
David,NAV,14,66,27,37,2,0.970,11,0,0,,0,0
ARZA
Marcos,NAV,15,65,23,38,4,0.938,6,0,0,,0,0
ARÉVALO
Digney,NAV,13,12,6,6,0,1.000,1,0,0,,0,0
AUCIELLO
Kreisber,INA,24,72,23,44,5,0.931,5,0,0,,0,0
BALBOA
Jorge,VIL,12,18,5,12,1,0.944,0,0,0,,0,0
BEDOYA
Alain,MIR,12,53,50,2,1,0.981,4,0,0,,0,0
BELLO
Samuel,ANT,2,5,2,1,2,0.600,0,0,0,,0,0
BERMÚDEZ
Josef,NAV,22,98,87,6,5,0.949,1,12,1,92.3,4,0
BERMÚDEZ
Samuel,BCN,4,19,14,5,0,1.000,0,4,0,100.0,0,0
BETANCOURT
Brhayan,BCN,5,10,3,7,0,1.000,3,0,0,,0,0
BETANCOURT
Gabriel,BCN,4,17,4,11,2,0.882,1,0,0,,0,0
BLANCO
Eduardo,INA,29,53,45,4,4,0.925,0,0,0,,0,0
BLANCO
Miguel,SBO,19,19,12,7,0,1.000,1,0,0,,0,0
BORDANOBA
Joan,SBO,9,3,2,0,1,0.667,0,0,0,,0,0
BORGES
Joel,MAR,25,175,164,10,1,0.994,1,6,5,54.5,1,0
BROUWER
