Player,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ARDAEN
Fien,GEN,13,0,2.70,18,14,0,13,6,67.1,71,31,26,10,53,10,8,0,273,0.260,6,3,0,1,3,72,70
BAETENS
Ellen,GEN,2,0,29.40,2,2,0,0,0,1.2,4,7,7,9,2,0,0,0,7,0.571,1,0,0,0,0,1,0
BRUYNSEELS
Ellen,HEI,2,9,12.08,17,13,0,12,1,59.2,124,125,103,55,51,22,5,3,312,0.397,15,9,0,0,0,72,40
CHIKH
Norine,SER,2,2,11.73,8,5,0,0,0,25.2,40,50,43,45,15,6,3,0,120,0.333,6,3,0,0,0,35,23
DAENE
Christine,SER,0,3,45.50,4,3,0,0,0,2.0,7,14,13,12,1,0,0,1,13,0.538,3,0,0,0,0,2,2
DENOEL
Alex,SER,5,7,10.12,13,13,0,9,1,55.1,74,89,80,81,45,3,6,3,233,0.318,16,28,0,1,0,59,41
ELOY
Epiphanie,MON,8,1,6.51,13,11,0,10,1,57.0,105,62,53,14,16,12,2,3,273,0.385,7,2,0,1,1,75,63
FAUCON
Marilou,MON,1,1,11.76,6,4,0,3,1,16.2,36,37,28,20,20,5,2,0,83,0.434,4,6,1,0,0,8,16
GHELEYNS
Marie,BRI,0,3,13.82,4,3,0,1,0,12.2,24,30,25,19,4,2,2,0,62,0.387,8,0,0,0,0,21,9
HAEPERS
Raven,HEI,0,14,41.48,18,14,0,7,0,40.2,146,273,241,147,23,27,7,6,271,0.539,57,40,0,0,1,44,42
HAJJI
Hinde,BRU,0,0,21.00,2,0,0,0,0,2.0,3,7,6,9,1,0,0,0,9,0.333,1,0,0,1,0,2,3
HUYGHE
Lara,BRU,3,4,7.29,9,8,0,6,1,32.2,46,49,34,20,25,8,3,0,153,0.301,8,2,0,2,2,36,33
KICQ
Marie,MON,1,1,12.97,5,2,0,0,0,11.1,16,25,21,19,5,2,1,0,54,0.296,11,3,0,1,0,13,15
MASSE
Alexa,BRI,0,2,20.00,3,2,0,2,0,7.0,22,23,20,1,3,4,1,0,44,0.500,1,1,0,2,0,6,11
MERLIN
Alice,MON,3,2,16.29,8,7,0,3,1,19.1,25,54,45,53,12,2,1,0,86,0.291,15,6,0,0,0,16,21
MORE
Christelle,SER,4,6,11.33,20,10,0,10,0,63.0,119,108,102,49,45,13,9,4,300,0.397,11,11,0,3,0,73,53
MUMENTHALER
Adeline,BRI,1,1,3.50,2,2,0,2,0,10.0,13,8,5,5,12,0,0,0,42,0.310,0,1,0,1,0,8,8
MYNCKE
Liselotte,GEN,2,0,10.50,4,2,0,1,0,6.0,10,9,9,5,3,3,0,0,29,0.345,0,0,0,0,0,8,7
PAUCKSTADT
Sybill,BRU,7,4,6.31,14,13,0,13,1,61.0,78,64,55,21,52,6,3,3,265,0.294,9,0,0,2,1,68,57
PIAZZI
Linda,BRI,3,2,9.59,7,6,0,6,2,27.0,47,42,37,22,24,2,6,3,123,0.382,4,3,0,3,3,21,29
VAN DER VEKEN
Tine,HEI,0,3,22.34,10,3,0,1,0,15.2,34,71,50,48,14,5,0,1,83,0.410,19,12,0,0,0,17,10
VAN HIRTUM
Justine,BRI,3,2,5.96,5,5,0,4,0,22.1,23,22,19,20,15,2,4,0,86,0.267,2,2,0,1,3,32,12
VAN WAUWE
Sofie,BRU,0,1,5.25,1,1,0,1,0,5.1,5,5,4,2,11,1,0,0,22,0.227,2,1,0,0,0,5,0
VANSEVENANT
Sarah,GEN,7,1,3.05,9,8,0,7,2,39.0,38,21,17,20,22,2,0,0,160,0.238,8,1,0,0,0,54,37
VERHULST
Joyce,GEN,4,0,0.41,4,4,0,3,3,17.0,3,1,1,7,30,0,0,0,59,0.051,5,0,0,0,0,15,6
WEGIERSKI
Julie,MON,0,0,21.00,1,0,0,0,0,1.0,2,3,3,2,0,0,0,0,6,0.333,0,0,0,0,0,1,2
WITHROW
Courtney,BRU,4,5,12.53,12,10,0,7,0,41.1,90,93,74,35,49,6,4,2,222,0.405,14,2,0,0,1,44,27
