Player,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ABATE
Brian,CER,66,11,9,1,1,0,6,12,0.136,0.182,0.269,0.451,12,0,35,0,0,3,1,2
ABATE
Riccardo,RES,21,3,4,1,0,0,5,5,0.190,0.238,0.217,0.455,1,0,9,1,1,0,1,0
ABREU
Alcis,CER,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
ACCORSI
Luca,ATL,126,17,27,5,0,0,11,32,0.214,0.254,0.263,0.517,9,0,25,4,2,0,3,0
ADORNI
Tommaso,CRO,96,11,16,4,1,2,8,28,0.167,0.292,0.286,0.578,16,0,41,3,0,0,1,0
AGRETTI
Filippo,BOL,93,39,32,11,1,3,25,54,0.344,0.581,0.455,1.036,15,4,12,3,0,0,1,0
ALBANESE
Simone,RSM,64,12,14,2,0,0,6,16,0.219,0.250,0.338,0.588,8,4,16,3,1,0,0,0
ALBERT
Shakir Achmed Girigorie,GOD,100,22,32,10,1,7,23,65,0.320,0.650,0.378,1.028,10,0,34,0,1,0,2,1
ALBERTONI
Diego,MAC,5,0,0,0,0,0,0,0,0.000,0.000,0.167,0.167,1,0,3,0,0,0,0,0
ALFIERI
Leonardo,COL,47,9,14,0,2,0,7,18,0.298,0.383,0.353,0.736,4,0,14,0,0,2,5,1
ALFINITO MONTECCHI
Simone,CRO,111,20,25,7,1,0,14,34,0.225,0.306,0.338,0.644,16,4,31,3,2,2,8,3
ALLOISIO
Giovanni,BRE,49,4,3,0,1,0,3,5,0.061,0.102,0.220,0.322,10,0,29,0,0,1,1,1
AMBROSINO
Paolino Junior,NE5,36,6,9,1,0,0,8,10,0.250,0.278,0.417,0.695,9,2,10,1,1,1,2,2
AMBROSIONI
Lorenzo,MIL,66,6,14,0,2,0,3,18,0.212,0.273,0.246,0.519,2,1,21,2,0,3,0,1
ANDRES TURINO
Danny,CAG,73,13,29,8,0,0,13,37,0.397,0.507,0.489,0.996,10,4,16,0,1,1,3,1
ANDRETTA
Maurizio,MON,20,3,5,1,0,0,3,6,0.250,0.300,0.304,0.604,2,0,7,0,1,0,0,0
ANDUEZA ALVAREZ
Ivan Gustavo,MAC,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,0,0,0,0,0,0,0
ANGELONI
Niccolò,SEN,8,0,1,0,0,0,0,1,0.125,0.125,0.300,0.425,2,0,5,0,0,0,0,0
ANGELONI
Niccolò,BRE,50,3,12,1,1,0,6,15,0.240,0.300,0.345,0.645,6,2,12,1,0,1,1,1
ANGELOTTI TORRES
Saul Giovanni,ROV,95,17,27,5,3,0,18,38,0.284,0.400,0.384,0.784,8,8,14,4,1,0,3,1
ANGIOI
Gabriele,CAG,57,21,22,5,0,2,3,33,0.386,0.579,0.500,1.079,10,3,6,0,0,0,2,2
ANGULO GAMEZ
Oscar David,RSM,92,27,39,6,0,5,33,60,0.424,0.652,0.476,1.128,7,4,11,2,2,0,1,0
ANICHINI
Filippo,FIO,34,2,5,0,0,0,4,5,0.147,0.147,0.147,0.294,0,0,19,0,0,0,0,1
ANNUNZIATA NINO
Andres Antonio,NE5,12,3,3,1,0,0,5,4,0.250,0.333,0.333,0.666,2,0,3,0,1,0,0,0
ANZANEL
Nicola,CER,7,2,1,0,0,0,0,1,0.143,0.143,0.143,0.286,0,0,1,0,0,0,0,0
ARAUJO CANO
Jose Gustavo,LAN,53,2,9,0,0,0,1,9,0.170,0.170,0.250,0.420,5,1,22,2,1,0,5,2
ARCILA GONZALEZ
Darwin Jose,TOR,76,15,24,8,0,0,10,32,0.316,0.421,0.379,0.800,6,3,17,2,2,0,2,1
ARMIGLIATI
Matteo,SEN,89,16,22,4,0,1,3,29,0.247,0.326,0.385,0.711,14,6,31,2,0,1,5,3
AROCHE JIMENEZ
Wilfredo Yasel,RES,119,35,50,12,1,2,25,70,0.420,0.588,0.496,1.084,20,0,9,5,2,0,8,2
ARRAIS
Alessandro,CAG,10,1,0,0,0,0,0,0,0.000,0.000,0.091,0.091,1,0,8,0,0,0,0,0
ASTORRI
Cesare,PAR,87,26,28,7,2,3,24,48,0.322,0.552,0.380,0.932,7,3,18,0,3,1,5,0
BACCELLI
Marco,RIM,106,12,35,8,1,2,14,51,0.330,0.481,0.424,0.905,13,5,11,4,1,0,1,0
BADIANE
Sidy,BRE,19,0,1,1,0,0,0,2,0.053,0.105,0.143,0.248,2,0,13,0,0,0,0,0
BAKKALI TAHIRI
Mohamed,MOD,101,14,22,2,0,0,10,24,0.218,0.238,0.333,0.571,15,3,21,2,1,1,4,1
BALDAZZI
Alessio,NE5,18,3,6,1,0,1,4,10,0.333,0.556,0.429,0.985,2,1,7,0,0,0,0,0
BANCI
Riccardo,FIO,43,2,3,0,1,0,1,5,0.070,0.116,0.111,0.227,1,1,26,0,0,1,1,0
BANCORA
Nicola,MIL,90,7,13,4,2,0,7,21,0.144,0.233,0.230,0.463,7,3,26,0,0,3,2,3
BARALDI SCANTAMBURLO
Marco,MOD,72,12,12,0,0,0,6,12,0.167,0.167,0.268,0.435,5,5,24,3,0,5,6,1
BARATELLA
Simone,LAN,112,10,25,2,0,0,13,27,0.223,0.241,0.315,0.556,7,8,32,2,0,2,5,2
BARAVALLE
Gianluca,SEN,21,1,1,0,0,0,0,1,0.048,0.048,0.091,0.139,1,0,7,0,0,1,0,0
BARBA
Matteo,CRO,1,0,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
BARBERO
Paolo,TOR,75,15,14,4,0,0,7,18,0.187,0.240,0.330,0.570,13,3,25,3,0,0,1,0
BARBONA
Alessandro,ACA,103,15,27,2,0,0,8,29,0.262,0.282,0.387,0.669,18,3,25,2,0,3,4,4
BARBONA
Lorenzo,ACA,25,6,8,1,0,0,4,9,0.320,0.360,0.452,0.812,6,0,6,0,0,1,4,0
BARO COELLO
Angel De Jesus,MAC,111,17,34,9,0,0,16,43,0.306,0.387,0.361,0.748,6,4,21,1,1,1,2,0
BATISTA DE JESUS
Nathanael Manoly,MAC,105,19,45,10,3,4,27,73,0.429,0.695,0.504,1.199,17,1,10,1,2,1,4,1
BATTIONI
Tommaso,PAR,95,18,30,7,0,0,18,37,0.316,0.389,0.411,0.800,13,3,24,2,1,0,7,0
BAZZANA
Davide,BRE,93,18,25,5,0,0,4,30,0.269,0.323,0.370,0.693,11,4,26,2,0,0,1,3
BECATTINI
Manuele,LAN,104,15,16,0,0,0,5,16,0.154,0.154,0.239,0.393,8,4,27,1,1,1,0,0
BECCARI
Alessandro,RSM,10,3,3,0,0,0,3,3,0.300,0.300,0.462,0.762,3,0,2,0,0,0,0,0
BECONCINI
Alessio,LAN,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BELLAFIORE
Samuel,DRA,61,12,14,2,0,0,9,16,0.230,0.262,0.351,0.613,10,2,12,0,1,4,3,2
BELLINAZZI
Luca,BOZ,102,13,21,4,0,0,9,25,0.206,0.245,0.347,0.592,21,1,24,3,0,2,5,1
BELLINI
Emanuele,COL,15,0,1,0,0,0,0,1,0.067,0.067,0.067,0.134,0,0,8,0,0,0,0,0
BELLUCCI
Alessandro,ATL,32,9,7,1,0,0,4,8,0.219,0.250,0.286,0.536,2,1,8,1,0,2,0,0
BELNABE TORRES
Maicol Desmin,LAN,34,5,5,1,1,0,3,8,0.147,0.235,0.237,0.472,2,2,10,0,0,1,4,0
BELTRE CONCEPCION
Engel Manuel,NE5,32,7,10,3,0,0,6,13,0.313,0.406,0.421,0.827,4,2,4,0,0,1,1,0
BENETTI
Davide,COL,96,21,24,5,1,0,14,31,0.250,0.323,0.385,0.708,16,5,23,1,0,6,5,2
BERARDI
Federico,RSM,7,4,2,0,0,0,0,2,0.286,0.286,0.375,0.661,1,0,4,0,0,0,0,0
BERINI
Stefano,RON,122,24,39,6,3,0,17,51,0.320,0.418,0.407,0.825,16,2,24,2,0,1,6,1
BERNARDI
Andrea,ROV,28,3,2,0,0,0,3,2,0.071,0.071,0.188,0.259,3,1,17,1,0,0,1,0
BERTAGNON
Riccardo,RIM,34,2,11,1,0,0,4,12,0.324,0.353,0.410,0.763,4,1,2,0,0,0,1,0
BERTOLDI
Nicholas,RON,34,3,6,0,0,0,7,6,0.176,0.176,0.333,0.509,8,1,7,0,2,0,0,1
BERTOSSI
Riccardo,BOL,95,45,35,8,1,3,25,54,0.368,0.568,0.527,1.095,22,11,22,1,1,0,11,1
BETTATI
Jacopo,OLT,87,13,20,2,0,0,12,22,0.230,0.253,0.350,0.603,16,0,23,2,0,0,1,2
BETTI
Giuseppe,SEN,63,7,16,4,0,1,16,23,0.254,0.365,0.400,0.765,16,0,27,1,1,0,0,0
BETTIOL
Fabio,DRA,104,19,22,3,1,1,11,30,0.212,0.288,0.328,0.616,14,4,27,4,0,0,5,1
BEUDEAN
Giovanni Gabriel,LAN,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BIANCHI
Filippo,OLT,92,6,17,3,1,0,6,22,0.185,0.239,0.250,0.489,7,1,38,0,0,4,2,0
BIFFOLI
Andrea,FIO,101,11,30,6,0,4,21,48,0.297,0.475,0.387,0.862,13,3,27,3,2,1,2,1
BIONDI
Lapo,LAN,2,0,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,1,0,0,0,0,0
