Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ADAMS-SMITH,Ben,BRU,0,0,32.40,2,0,0,0,0,5.0,21,24,18,10,4,5,0,0,35,0.600,2,1,0,0,0,4,4
ADAMS-SMITH,Ben,BRU,0,0,0.00,1,0,0,0,0,0.0,0,1,1,2,0,0,0,0,0,0.000,0,0,0,0,0,0,0
ANDRIES,Thibo,BOR,3,0,18.23,6,3,0,0,0,13.1,22,29,27,20,12,8,0,0,57,0.386,3,5,1,1,1,12,11
ANTOINE,Louis,BRU,0,3,27.00,5,3,0,1,0,10.1,26,50,31,22,12,9,1,0,69,0.377,19,7,1,1,0,15,9
BALTUS,Terry,LIE,1,0,6.75,1,1,0,1,0,8.0,7,6,6,5,12,1,0,0,30,0.233,2,2,0,1,0,4,7
BAR,Maxime,LIE,2,0,17.00,7,2,0,1,0,18.0,31,45,34,27,20,6,0,1,85,0.365,4,11,1,1,1,16,15
BELMANS,Jonas,BRA,2,8,8.80,12,12,0,1,0,44.0,67,61,43,42,34,11,3,2,200,0.335,6,6,1,3,1,43,48
BIESEMANS,Leko,MER,1,0,9.00,2,1,0,0,0,3.0,4,5,3,3,2,1,0,0,14,0.286,3,0,0,0,0,4,3
CARRILLO TOVAR,Luis Eduardo,BEV,0,0,6.75,2,0,0,0,0,1.1,0,4,1,5,1,0,0,0,6,0.000,0,0,0,1,0,1,2
CASIE,Natan,BOR,0,0,54.00,1,0,0,0,0,0.2,0,5,4,5,1,0,0,0,2,0.000,0,1,0,0,0,1,0
CASORRAN,Carlos,BRU,0,0,21.60,1,0,0,0,0,1.2,1,5,4,6,0,0,0,0,7,0.143,0,2,0,0,0,2,3
CHANG,Shu,BRU,1,7,15.92,8,8,0,1,0,31.2,41,64,56,47,19,10,3,0,132,0.311,9,12,0,4,0,34,35
CHANG,Shu,BRU,0,0,9.00,1,0,0,0,0,2.0,1,2,2,3,1,0,0,0,7,0.143,0,1,0,0,0,2,3
CHATEL,Alexandre,MSG,1,0,18.56,3,0,0,0,0,5.1,10,11,11,11,7,1,1,0,24,0.417,4,4,0,1,0,3,5
CLESSE,Tashi-Phuntsok,MSG,0,0,0.00,1,0,0,0,0,0.2,1,0,0,1,1,0,0,0,2,0.500,2,0,0,1,0,0,1
CLINCKART,Emeric,MSG,2,0,0.00,4,2,0,0,0,13.0,9,0,0,5,15,1,0,0,46,0.196,0,1,0,0,0,14,8
COLLAZOS-MUNOZ,Nathéo,MSG,0,0,7.71,1,0,0,0,0,2.1,1,2,2,3,2,1,0,0,7,0.143,1,1,0,0,0,3,1
COPPENS,Manu,ZOT,0,0,2.45,1,0,0,0,0,7.1,8,2,2,2,4,0,0,0,27,0.296,0,0,0,0,0,9,6
CORTES ROJAS,Carlos Alberto,BRI,1,1,4.96,5,2,0,0,0,16.1,22,9,9,8,23,3,0,0,68,0.324,2,4,0,1,0,15,8
DE BAETS,Matthias,BOR,0,1,6.97,3,1,0,0,0,10.1,10,8,8,14,15,0,0,1,37,0.270,2,0,0,0,0,6,5
DE BRAEKELEER,Rune,BRA,0,1,29.89,4,1,0,0,0,9.1,30,31,31,18,6,3,2,0,53,0.566,0,0,0,2,0,7,12
