Player,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ABATE
Brian,CER,36,123,32,79,12,0.902,16,0,0,,0,0
ABREU FLORIMON
Alcis Manuel,CER,16,6,2,3,1,0.833,0,2,0,100,0,0
ACCORSI
Luca,ATL,29,139,50,82,7,0.95,13,0,0,,0,0
ACERBI
Edoardo,COL,16,11,2,9,0,1,0,0,0,,0,0
ACOSTA MACUMA
Edgar Eduardo,REG,31,12,10,2,0,1,0,0,0,,0,0
ADORNI
Tommaso,CRO,34,63,59,2,2,0.968,0,0,0,,0,0
AGOSTINELLO
Filippo,ROV,4,8,7,1,0,1,0,0,0,,1,0
AGOSTO
Andrea,TOR,6,2,0,1,1,0.5,0,0,0,,0,0
AGRETTI
Filippo,BOL,33,42,6,32,4,0.905,2,0,0,,0,0
ALBERI
Luca,COD,20,17,14,1,2,0.882,0,0,0,,0,0
ALBERT
Shakir Achmed Girigorie,BOL,42,47,43,1,3,0.936,0,0,0,,0,0
ALDEGHERI
Mattia,PAR,16,5,0,5,0,1,1,0,0,,0,0
ALFIERI
Leonardo,COL,22,71,21,42,8,0.887,8,0,0,,0,0
ALFINITO MONTECCHI
Simone,REG,35,132,42,80,10,0.924,12,0,0,,0,0
ALLEGRI
Alessandro,OLT,10,5,3,1,1,0.8,0,0,0,,0,0
ALLOISIO
Giovanni,BRE,30,35,30,2,3,0.914,0,0,0,,0,0
ALMORA ESCUDERO
Julio Jesus,POV,16,4,3,0,1,0.75,0,0,0,,0,0
ALVAREZ MARTINEZ
Luis Miguel,CAG,46,86,75,9,2,0.977,3,3,1,75,5,1
AMANCIO CONSTANZA
Jordin,COL,25,70,22,39,9,0.871,4,0,0,,0,0
AMORE
Gabriele,SET,19,6,2,4,0,1,1,0,0,,0,0
AMORETTI
Arturo,CRO,7,20,17,2,1,0.95,0,10,1,90.9,1,1
ANDREINI
Samuele,COL,10,35,11,22,2,0.943,5,0,0,,0,0
ANDRES TURINO
Danny,CAG,36,87,45,33,9,0.897,5,0,0,,0,0
ANDRETTA
Maurizio,BOL,12,2,1,1,0,1,0,0,0,,0,0
ANGELOTTI TORRES
Saul Giovanni,REG,28,79,71,3,5,0.937,6,0,0,,0,0
ANGIOI
Filippo,CAG,13,7,4,3,0,1,0,0,0,,0,0
ANGIOI
Gabriele,CAG,36,177,69,94,14,0.921,29,0,0,,0,0
ANGULO GAMEZ
Oscar David,RSM,41,112,42,63,7,0.938,15,0,0,,0,0
ANNUNZIATA NINO
