Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ALZINGER,Richard,VM,121,39,41,7,0,7,42,69,0.339,0.570,0.445,1.015,18,10,19,1,6,2,9,0
AMON,Florian,DD,73,22,16,3,0,0,10,19,0.219,0.260,0.333,0.593,13,0,20,0,1,1,2,0
ASTL,Paul,FC,33,5,9,2,0,2,5,17,0.273,0.515,0.385,0.900,5,1,14,0,0,0,0,0
ASTNER,Felix,DD,128,34,39,3,1,0,19,44,0.305,0.344,0.395,0.739,17,4,25,2,3,2,12,1
BICKEL,Lukas,FC,55,5,14,5,0,2,13,25,0.255,0.455,0.333,0.788,5,2,21,1,1,0,1,0
BICKEL,Moritz,FC,71,11,15,3,0,1,7,21,0.211,0.296,0.300,0.596,6,3,23,1,0,0,3,2
BISCHOF,Dominik,FC,65,7,13,1,0,1,5,17,0.200,0.262,0.274,0.536,5,2,30,3,1,2,6,2
BOATENG,Mike,DI,65,10,11,2,0,0,8,13,0.169,0.200,0.333,0.533,9,7,19,1,0,3,3,0
BRANDT,David,AA,76,31,28,10,1,4,21,52,0.368,0.684,0.510,1.194,15,7,16,1,0,0,20,0
BREITENFELDER,Ian,FC,38,2,7,2,0,0,5,9,0.184,0.237,0.279,0.516,5,0,22,0,0,1,0,0
BRENNER,Phillip,GH,141,46,50,10,1,8,35,86,0.355,0.610,0.410,1.020,13,1,29,1,1,0,0,2
BURNS,David,AA,73,13,18,2,0,1,12,23,0.247,0.315,0.394,0.709,14,5,16,2,2,0,1,0
BURNS,Parker,AA,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BUSTAMANTE,Oscar,DD,90,41,31,12,3,1,26,52,0.344,0.578,0.520,1.098,26,9,7,0,2,0,18,1
BÖHLER,Hubert,HB,81,9,10,2,0,1,11,15,0.123,0.185,0.276,0.461,5,12,26,2,0,1,0,0
CAMARGO,Luis,DD,62,21,25,3,0,0,19,28,0.403,0.452,0.530,0.982,16,3,6,3,2,2,0,0
CAMPREGHER,Pascal,HB,26,0,2,1,0,0,1,3,0.077,0.115,0.172,0.287,3,0,13,1,0,0,0,0
CARSON,Clayton,HB,79,11,21,2,0,3,14,32,0.266,0.405,0.385,0.790,10,6,8,0,1,0,6,0
CASAGRANDE,Marcel,FC,7,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,4,0,0,0,0,0
CASTILLO,Kervin,GH,101,31,33,4,0,9,35,64,0.327,0.634,0.423,1.057,17,2,15,2,3,0,0,0
CHRISTOF,Benedict,BB,73,14,23,3,3,0,14,32,0.315,0.438,0.432,0.870,13,2,22,2,0,0,12,1
CHRISTOF,Sebastian,BB,62,3,13,3,0,2,16,22,0.210,0.355,0.279,0.634,5,1,16,3,0,0,0,0
CLAUSS,Eric,DD,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
CLAUSS,Jacob,DD,2,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
DE LEON MOREL,Braudy,BB,79,26,29,5,1,3,21,45,0.367,0.570,0.435,1.005,9,2,20,2,2,0,8,3
