Player,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ADLER
Tom,QUI,2,0,8.31,4,0,0,0,0,4.1,6,4,4,6,1,3,0,0,16,0.375,3,2,0,1,1,3,8
ANDRINGA
Calvin,DKI,0,1,31.76,8,0,0,0,0,5.2,15,20,20,11,4,3,0,1,31,0.484,1,0,0,0,1,8,5
ANGELA
Nelmerson,STO,3,6,4.75,14,11,0,1,0,77.2,70,50,41,44,58,10,1,3,287,0.244,4,5,10,2,7,73,90
BAKKER
Kevin,NEP,3,2,3.53,24,1,0,0,0,35.2,26,16,14,15,23,3,1,2,122,0.213,0,1,0,0,2,41,32
BASILIA
Gedryon,STO,0,3,19.70,11,2,0,0,0,12.1,31,34,27,27,10,7,1,3,65,0.477,2,0,0,1,2,11,12
BERKEL
Nathan,PIO,0,0,0.00,2,0,0,0,0,3.0,0,1,0,3,1,0,0,0,7,0.000,1,0,0,1,1,3,5
BING
Jelle,DKI,0,3,10.91,5,5,0,0,0,15.2,18,26,19,28,5,3,1,2,62,0.290,6,1,1,1,0,23,14
BOXELAAR
Nick,DKI,5,1,3.27,17,7,0,0,0,52.1,51,25,19,26,39,11,0,3,205,0.249,4,0,0,1,4,43,71
BREEK
Donny,AMS,0,0,0.00,1,0,0,0,0,0.0,1,4,4,2,0,1,0,0,1,1.000,2,1,0,0,0,0,0
BROERSEN
Lars,PIO,0,3,9.27,10,8,0,0,0,22.1,37,26,23,17,7,6,1,2,100,0.370,1,2,0,1,0,27,28
BRUINS SLOT
Stijn,QUI,2,9,4.39,19,13,1,0,0,84.0,99,58,41,37,32,23,0,5,337,0.294,1,7,1,2,5,99,110
BURGERSDIJK
Dennis,HCA,9,2,2.61,15,14,0,2,2,93.0,89,31,27,20,75,13,0,2,358,0.249,6,3,0,1,6,132,61
CHAVEZ
Enrique,TWI,1,2,6.00,17,0,1,0,0,27.0,29,19,18,19,15,8,0,1,105,0.276,2,3,1,1,3,28,33
CLARA
Robyn,AMS,2,0,3.63,22,0,1,0,0,39.2,46,20,16,13,26,7,1,1,157,0.293,5,4,0,4,0,42,46
CLEMENSIA
Taylor,QUI,0,0,9.00,1,0,0,0,0,1.0,0,1,1,4,0,0,0,0,3,0.000,0,0,0,0,0,1,2
COCU
Raf,TWI,3,3,5.00,23,0,3,0,0,27.0,17,17,15,28,28,4,1,0,88,0.193,6,4,0,0,3,24,21
CORDEMANS
Rob,AMS,0,0,0.00,1,1,0,0,0,1.0,1,1,0,0,0,0,0,0,3,0.333,0,0,0,1,0,0,3
DE BLOK
Tom,AMS,3,2,1.59,7,6,0,1,1,34.0,17,10,6,11,46,6,0,0,118,0.144,1,1,0,0,0,33,20
DE GRAAUW
Gio,AMS,5,2,3.32,19,8,0,0,0,57.0,39,23,21,41,36,6,0,2,198,0.197,4,3,0,2,0,56,65
DE GROOT
Aaron,NEP,3,2,2.48,16,5,1,0,0,36.1,22,10,10,18,39,6,0,1,124,0.177,2,1,1,1,0,29,35
DEKKER
Ruben,HCA,0,0,5.59,7,1,0,0,0,9.2,7,6,6,9,5,2,0,1,36,0.194,0,0,0,0,0,11,13
DELEMARRE
Ian,HCA,0,0,7.71,2,0,0,0,0,2.1,2,2,2,3,2,2,0,0,9,0.222,1,0,0,0,0,2,3
DIABY
Nathan,PIO,0,3,5.40,9,0,1,0,0,11.2,7,8,7,8,5,2,0,1,39,0.179,3,0,0,1,2,11,19
DORAN
Joshmar,STO,0,0,3.86,3,0,0,0,0,4.2,3,2,2,2,4,0,1,0,15,0.200,1,1,0,1,0,7,2
ELFRINK
Jasper,HCA,1,0,3.24,13,0,1,0,0,16.2,7,8,6,13,13,0,1,0,55,0.127,5,1,4,1,0,14,22
ENGELHARDT
Rachid,QUI,0,0,27.00,1,0,0,0,0,0.1,2,1,1,1,0,0,0,0,3,0.667,2,0,0,0,0,1,0
EVERTSE
Jan,TWI,0,0,0.00,1,0,0,0,0,0.0,0,2,2,2,0,0,0,0,0,0.000,0,0,0,0,0,0,0
FARLEY
Dylan,PIO,0,1,9.20,6,2,0,0,0,14.2,18,17,15,16,11,4,0,1,57,0.316,1,3,0,3,2,16,13
FRANSEN
Arij,HCA,1,0,0.00,2,0,1,0,0,3.0,2,0,0,2,5,0,1,0,11,0.182,0,1,0,0,0,3,1
GEERTS
Jan-Willem,QUI,1,9,7.86,17,13,0,1,0,63.0,82,63,55,50,33,16,4,2,258,0.318,5,4,0,6,5,78,69
GEESTMAN
Kevin,AMS,3,0,3.00,21,0,4,0,0,30.0,27,11,10,13,26,3,0,0,111,0.243,1,2,0,0,1,27,31
GNADE
Bobbie,HCA,1,2,7.36,14,0,1,0,0,14.2,14,13,12,10,5,5,0,0,55,0.255,2,0,0,0,1,19,16
GONESH
Jayden,STO,4,3,3.49,14,4,3,0,0,38.2,30,16,15,20,41,3,0,3,142,0.211,2,3,2,3,1,39,33
GROEN
Mike,AMS,0,0,2.70,15,0,4,0,0,23.1,24,7,7,4,18,3,0,0,92,0.261,1,1,0,3,0,27,24
GROSS
Simon,TWI,3,4,3.69,13,13,0,0,0,61.0,57,34,25,49,39,3,1,5,229,0.249,7,3,3,3,3,57,74
HALLEY
John-Michael,PIO,3,2,3.23,7,6,1,0,0,39.0,36,17,14,15,32,1,1,0,150,0.240,7,3,1,2,1,40,38
HARCKSEN
Misja,NEP,4,2,3.30,20,8,0,0,0,60.0,55,23,22,22,34,6,1,2,223,0.247,3,2,0,3,4,78,62
HELMENDACH
Sander,PIO,1,3,5.60,13,0,1,0,0,17.2,20,12,11,14,15,1,0,0,72,0.278,2,3,0,0,0,16,19
HERNANDEZ
Obed,STO,1,2,6.44,23,1,0,0,0,36.1,40,30,26,36,13,13,1,0,130,0.308,0,4,0,2,3,38,43
HOEVE
Anferney Amary Jack,QUI,0,0,0.00,1,0,0,0,0,1.1,0,0,0,1,1,0,0,0,5,0.000,0,0,0,0,0,2,1
HUIJER
Lars,HCA,10,4,2.05,16,16,0,3,2,114.0,68,35,26,35,135,13,1,2,400,0.170,7,10,1,1,7,137,58
HUNTINGTON
Ryan,PIO,5,5,4.13,15,15,0,2,1,93.2,93,47,43,29,71,13,3,3,359,0.259,3,2,0,5,8,87,115
IANNELLI
Stefan,TWI,2,3,7.43,17,5,0,0,0,36.1,27,35,30,44,17,8,0,1,127,0.213,8,2,0,2,3,41,42
JALVINGH
Rik,QUI,0,1,9.88,10,0,0,0,0,13.2,21,21,15,14,7,4,0,0,59,0.356,6,0,1,3,0,21,11
JAMOENA
Darryl,STO,0,4,7.04,17,9,0,0,0,47.1,47,46,37,57,19,7,0,3,171,0.275,2,7,2,7,3,49,62
JANSSEN
Dave,TWI,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,2,1,0,0,3,0.333,1,0,0,0,1,1,0
KELLY
Kevin,NEP,4,1,1.07,25,2,7,1,1,59.0,25,7,7,25,63,4,1,1,195,0.128,2,3,0,2,0,46,62
KEMP
Tyriq,TWI,0,0,36.00,1,0,0,0,0,1.0,1,4,4,3,0,0,0,1,3,0.333,0,0,1,1,0,0,3
KEUR
Nick,HCA,1,1,1.42,19,1,6,0,0,25.1,19,5,4,14,20,2,0,0,91,0.209,0,0,0,1,0,28,25
KNAPE
Kelvin,STO,0,1,18.00,2,0,0,0,0,3.0,7,6,6,4,3,3,2,0,17,0.412,1,0,0,0,0,3,4
KOEIMAN
Elton,NEP,0,0,3.38,3,0,0,0,0,5.1,4,2,2,2,2,0,1,0,19,0.211,0,0,0,0,0,11,2
KOK
Sebastian,PIO,0,2,6.44,11,5,0,0,0,29.1,43,26,21,16,9,9,1,0,127,0.339,3,2,1,1,2,28,45
KOPS
Finn,TWI,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,1,0,0,0,3,0.333,0,0,0,0,0,1,0
KRAGT
Naut,AMS,5,2,1.66,11,8,0,0,0,54.1,33,12,10,15,50,4,0,1,187,0.176,3,1,0,2,6,49,56
LACHKAR
Yassir,PIO,2,0,1.41,19,0,2,0,0,32.0,33,5,5,10,23,6,0,0,122,0.270,1,2,0,0,0,30,35
LAUF
Sem,PIO,0,4,7.56,13,0,0,0,0,16.2,17,16,14,14,9,3,0,0,60,0.283,4,4,0,2,0,15,21
LEE
Braden,RCH,0,0,0.00,1,0,0,0,0,1.0,2,0,0,0,0,0,0,0,5,0.400,0,0,0,0,0,1,2
LEVENSTONE
Jeffrey,TWI,0,0,5.91,11,0,0,0,0,10.2,7,9,7,14,6,0,0,0,41,0.171,3,0,0,0,1,11,16
LIPPENS
Dorian,AMS,0,0,9.00,2,0,0,0,0,3.0,4,3,3,2,2,3,0,0,11,0.364,2,0,0,0,0,2,3
LOOS
Nick,PIO,0,0,27.00,1,0,0,0,0,0.2,2,2,2,1,0,0,0,0,4,0.500,0,0,0,0,0,0,2
LOURENS
Maverich,QUI,0,5,8.01,25,6,1,0,0,48.1,70,55,43,54,41,15,1,0,205,0.341,1,5,6,6,3,43,57
MARKWELL
Diegomar,NEP,12,1,1.80,17,16,0,2,0,105.0,100,26,21,27,39,14,1,3,388,0.258,5,7,0,3,4,133,119
MARTIE
Yurdion,STO,0,0,81.00,1,0,0,0,0,0.1,0,3,3,1,0,0,0,0,0,0.000,3,2,0,1,0,0,1
MARTIS
Joel,STO,1,1,7.99,17,2,0,0,0,32.2,33,37,29,50,22,8,0,1,122,0.270,5,4,0,4,1,41,29
MARTIS
Renaigel,STO,1,3,7.82,11,0,0,0,0,12.2,15,17,11,19,14,6,0,0,48,0.313,5,3,3,2,1,9,10
MARTIS
Shairon,AMS,8,1,0.84,14,10,1,4,2,75.1,61,13,7,8,61,12,1,2,278,0.219,5,0,0,1,4,68,86
MEINDERTS
Lex,NEP,0,0,4.76,3,0,0,0,0,5.2,5,3,3,9,7,0,0,0,21,0.238,1,2,0,0,0,3,6
NAESSENS
Twan,STO,0,7,7.02,20,17,0,0,0,66.2,67,61,52,69,27,12,2,1,256,0.262,11,2,0,3,1,65,93
NAKAMURA
Taisei,TWI,3,4,4.35,13,11,0,0,0,51.2,39,30,25,33,49,8,0,2,177,0.220,3,17,5,5,2,50,46
NEIJNDORFF
Ben,DKI,0,2,9.41,14,3,0,0,0,22.0,27,24,23,27,9,7,0,0,83,0.325,11,3,0,5,1,19,32
NIJKAMP
Arjen,HCA,0,0,0.00,2,0,0,0,0,1.0,2,1,0,1,1,0,0,0,5,0.400,0,0,0,1,0,0,2
OBA
Shunta,TWI,4,1,2.52,18,0,4,0,0,35.2,34,12,10,13,37,7,1,0,136,0.250,2,0,0,1,0,40,22
OOSTERBEEK
Mathijs,PIO,0,3,4.83,12,5,0,0,0,41.0,50,27,22,17,25,8,1,0,164,0.305,1,4,0,4,5,34,58
PLOEGER
Jim,HCA,4,4,4.13,16,13,0,0,0,76.1,75,42,35,29,76,13,3,1,295,0.254,4,3,0,1,3,96,47
POPKEN
Jasper,QUI,2,3,6.70,28,0,3,0,0,48.1,58,37,36,24,27,9,2,3,193,0.301,3,2,1,6,3,52,62
POSTELMANS
Koen,TWI,2,3,4.29,14,13,0,0,0,71.1,74,42,34,29,71,12,1,1,274,0.270,4,2,1,4,4,51,81
PRINS
Connor,AMS,0,0,4.50,2,0,0,0,0,2.0,0,1,1,4,4,0,0,0,5,0.000,0,0,0,1,0,0,2
PRINS
Scott,PIO,4,1,2.06,9,8,0,0,0,48.0,43,11,11,15,44,7,0,1,185,0.232,0,2,1,0,2,43,53
QUOLAS
