Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
BALLARDINI,Lino,BRA,47,4,15,1,1,0,5,18,0.319,0.383,0.370,0.753,5,0,5,0,2,0,2,0
BOERMANS,Sam,BOR,37,11,13,2,0,1,12,18,0.351,0.486,0.422,0.908,6,0,9,1,2,0,2,0
BUERMS,Lieven,HOB,27,1,2,0,0,0,2,2,0.074,0.074,0.138,0.212,2,0,4,0,0,1,0,0
CLESSE,Tashi,MSG,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
COLLAZOS-MUNOZ,Natheo,MSG,9,0,0,0,0,0,0,0,0.000,0.000,0.100,0.100,0,1,4,0,0,0,1,0
COLLE,Florian,MSG,21,1,1,0,0,0,2,1,0.048,0.048,0.167,0.215,3,0,11,0,0,0,0,0
D'HALLEWIN,Alexandre,MSG,10,0,3,1,0,0,2,4,0.300,0.400,0.364,0.764,1,0,2,1,0,2,0,0
DE BOEY,Robbe,BRA,20,3,1,0,0,0,1,1,0.050,0.050,0.208,0.258,4,0,8,1,0,0,0,0
DE BRAUWER,Zion,BOR,31,8,8,1,0,0,6,9,0.258,0.290,0.425,0.715,6,3,4,0,0,0,4,0
DE JONGH,Robbe,MSG,16,1,5,0,0,0,0,5,0.313,0.313,0.313,0.626,0,0,5,0,0,0,0,0
DE LA HAMAYDE,Christophe,BRA,10,0,0,0,0,0,0,0,0.000,0.000,0.091,0.091,1,0,4,0,0,2,0,0
DE LA ROSA,Andres,DEU,13,0,1,0,0,0,0,1,0.077,0.077,0.294,0.371,3,1,7,0,0,1,0,0
DE LANNOY,Steven,BOR,32,9,12,2,0,0,6,14,0.375,0.438,0.535,0.973,10,1,1,0,0,0,2,0
DE PERMENTIER,Matthew,DEU,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,1,0,0
DE QUINT,Dennis,HOB,45,9,14,4,0,2,14,24,0.311,0.533,0.426,0.959,8,4,8,3,4,0,1,0
DE SAEDELEER,Sander,BOR,22,5,3,0,0,0,1,3,0.136,0.136,0.269,0.405,4,0,3,0,0,0,1,0
DE VRIENDT,Morris,DEU,29,4,9,0,0,1,3,12,0.310,0.414,0.429,0.843,5,1,5,1,0,0,0,0
DE WOLF,Thomas,HOB,39,9,17,3,0,0,8,20,0.436,0.513,0.586,1.099,14,3,4,1,2,0,1,0
DELETOMBE,Guillaume,BRU,32,2,5,0,0,0,1,5,0.156,0.156,0.270,0.426,3,2,5,1,0,0,0,0
DELGADO,Kelvin,HOB,42,12,16,1,1,0,6,19,0.381,0.452,0.435,0.887,3,1,1,1,0,0,4,0
DESMEDT,Cedric,BRU,4,2,2,1,0,0,2,3,0.500,0.750,0.600,1.350,1,0,1,0,0,0,0,0
DESMEDT,Kevin,BRU,25,1,5,0,0,0,4,5,0.200,0.200,0.310,0.510,3,1,3,0,0,0,0,0
DEVREESE,Quentin,MSG,11,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,5,0,0,0,0,0
DURAN GARCIA,Rafael,DEU,9,1,0,0,0,0,0,0,0.000,0.000,0.182,0.182,1,1,7,0,0,0,0,0
FATIHI,Ayoub,BOR,3,1,1,0,0,0,0,1,0.333,0.333,0.500,0.833,1,0,2,0,0,0,0,0
FUNDORA BASNUEVA,Elio,BRU,26,3,5,2,0,0,1,7,0.192,0.269,0.250,0.519,1,1,6,1,0,0,1,2
GARCIA PUPO,Oreste,BRU,21,3,2,1,1,0,5,5,0.095,0.238,0.174,0.412,0,2,7,1,0,0,0,0
GOFFAUX,Benjamin,HOB,51,10,16,2,0,2,9,24,0.314,0.471,0.444,0.915,9,3,5,0,0,1,2,1
GONTIER,Yannick,BOR,6,1,2,0,0,0,0,2,0.333,0.333,0.333,0.666,0,0,1,0,0,0,0,0
GROUP,Matthias,BOR,23,4,6,0,0,0,2,6,0.261,0.261,0.346,0.607,2,1,1,0,0,1,0,0
HAESAERT,Geoffrey,MSG,28,2,8,1,0,0,2,9,0.286,0.321,0.310,0.631,1,0,6,1,0,0,1,0
HENDRICKX,Toon,HOB,14,3,2,0,0,0,2,2,0.143,0.143,0.200,0.343,1,0,2,0,0,0,1,0
HENDRICKX,Zane,HOB,3,0,1,0,0,0,0,1,0.333,0.333,0.333,0.666,0,0,1,0,0,1,0,0
HERNANEZ SARAO,Eder,DEU,32,2,3,0,0,0,0,3,0.094,0.094,0.121,0.215,0,1,8,1,0,1,1,0
HEYRMAN,Hans,BRA,3,0,1,0,0,0,0,1,0.333,0.333,0.500,0.833,0,1,1,0,0,0,0,0
