Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ADAMS,Liam,MOR,0,0,0.00,1,0,0,0,0,0.0,0,1,1,4,0,0,0,0,0,0.000,2,0,0,0,0,0,0
BARBARA,Shelton,ZON,3,1,8.91,6,4,0,3,0,32.1,56,38,32,19,20,8,1,4,144,0.389,3,1,1,0,2,42,23
BEECKMANS,Tom,MER,0,1,15.43,6,1,0,0,0,9.1,16,21,16,11,8,6,1,1,48,0.333,3,5,1,0,0,9,10
BIESEMANS,Leko,MER,0,1,16.50,2,1,0,0,0,6.0,11,11,11,7,5,1,0,0,28,0.393,3,2,1,0,0,7,5
BRAYDEN,Bebee,HOB,7,0,1.01,13,12,0,1,1,71.0,34,12,8,34,78,3,1,0,239,0.142,4,7,0,2,4,72,53
CALLEWAERT,Erik,GEN,0,0,20.25,4,0,0,0,0,4.0,7,10,9,6,1,1,0,0,19,0.368,4,2,0,0,0,4,7
CAPPAERT,Zeb,BRA,0,0,3.38,4,0,0,0,0,5.1,3,3,2,3,2,0,0,0,17,0.176,0,1,0,1,0,9,4
CLESSE,Tashi,MSG,0,2,16.71,6,1,0,0,0,7.0,14,17,13,8,2,6,1,0,32,0.438,2,4,1,2,0,4,11
CLINCKART,Emeric,MSG,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,0,1,0,0,4,0.250,0,0,0,0,0,3,0
CLINCKART,Melvin,NAM,0,0,0.00,1,1,0,0,0,2.1,1,0,0,0,5,0,0,0,8,0.125,0,0,0,0,0,0,2
COLLAZOS-MUNOZ,Natheo,MSG,1,0,25.20,4,0,0,0,0,5.0,10,17,14,11,3,0,0,0,25,0.400,3,3,0,0,0,10,2
CORTES,Carlos,NAM,4,7,6.31,12,10,0,6,1,67.0,82,66,47,48,94,21,1,3,284,0.289,16,9,1,0,2,61,32
DAOUDI,Loïc,GEN,0,1,35.59,6,0,0,0,0,7.1,6,36,29,31,3,1,0,0,25,0.240,8,5,0,3,0,8,10
DASPREMONT,Stéphane,NAM,1,5,8.37,12,7,0,3,0,43.0,56,43,40,22,34,7,2,2,180,0.311,4,2,0,3,3,45,43
DE BAETS,Matthias,BOR,0,1,8.00,3,1,0,0,0,9.0,13,9,8,9,7,1,0,0,38,0.342,1,0,1,1,0,7,11
DE BOEY,Robbe,BRA,1,0,0.68,5,2,0,0,0,13.1,7,1,1,8,10,2,0,0,44,0.159,0,1,0,0,2,20,8
DE DEYNE,Yannick,GEN,0,0,27.00,2,0,0,0,0,0.1,1,1,1,2,1,0,0,0,2,0.500,4,1,0,0,0,0,0
DE JONGH,Robbe,MSG,4,2,3.65,14,4,0,1,0,49.1,50,23,20,8,30,10,3,0,191,0.262,3,2,0,3,2,52,59
DE MEYER,Sam,GEN,0,0,29.25,10,0,0,0,0,16.0,43,64,52,36,5,8,1,1,92,0.467,10,8,0,4,0,14,29
DE PERMENTIER,Matthew,DEU,3,2,9.00,6,6,0,3,0,33.0,41,36,33,25,33,5,2,0,136,0.301,11,1,0,0,0,37,23
DE QUINT,Dennis,HOB,0,0,0.00,1,0,1,0,0,4.0,1,0,0,2,3,0,0,0,13,0.077,0,1,0,0,0,2,7
DE SAEDELEER,Roche Junior,MOR,0,0,5.40,1,0,0,0,0,1.2,2,1,1,1,1,0,0,0,6,0.333,0,0,0,1,0,2,2
DE VRIENDT,Morris,DEU,0,0,16.88,1,0,0,0,0,2.2,5,5,5,2,1,1,0,1,13,0.385,2,0,0,0,0,5,2
DE WOLF,Thomas,HOB,3,0,0.00,4,3,0,3,2,22.1,12,1,0,3,41,1,1,0,80,0.150,2,3,0,0,0,16,7
DELGADO,Paul Michael,ZON,0,0,27.00,1,0,0,0,0,1.0,1,3,3,2,0,1,0,0,4,0.250,1,1,1,0,0,1,2
DENUIT,Sébastien,MSG,0,1,3.60,1,1,0,0,0,5.0,5,4,2,2,8,0,0,0,22,0.227,0,0,0,0,0,6,1
DESMEDT,Cedric,BRU,5,1,3.23,11,3,0,1,1,47.1,48,21,17,10,47,7,0,3,190,0.253,4,10,0,0,0,39,49
DESMEDT,Kevin,BRU,7,5,2.81,16,12,2,7,1,86.1,73,34,27,16,92,8,2,4,327,0.223,5,3,0,2,6,100,56
DRIESSENS,Artuur,BRA,6,2,2.98,8,8,0,4,1,60.1,71,22,20,8,23,12,1,0,239,0.297,1,4,1,1,3,77,70
DUPUIS,Clément,MER,5,6,8.11,15,13,0,5,1,84.1,131,89,76,26,37,19,10,3,374,0.350,4,7,1,9,1,91,108
DURAN GARCIA,Rafael,DEU,1,0,36.00,2,0,0,0,0,1.0,2,6,4,7,0,1,0,0,4,0.500,2,0,0,0,0,1,0
GERDEL NIETO,Anderson Denny,DEU,15,1,1.84,20,17,0,11,1,136.2,109,38,28,31,174,13,4,3,509,0.214,4,4,1,3,5,115,105
GEUQUET,Ludovic,NAM,0,0,0.00,1,0,0,0,0,1.0,2,3,0,0,1,1,0,0,6,0.333,0,0,0,1,0,1,1
GONTIER,Yannick,BOR,0,1,17.36,6,1,0,0,0,9.1,18,19,18,8,8,3,0,2,44,0.409,1,4,0,1,1,10,9
GROUP,Matthias,BOR,0,0,3.60,4,0,0,0,0,5.0,8,3,2,4,0,0,0,0,18,0.444,0,0,0,1,1,6,6
HELSEN,Lowie,MOR,0,1,8.76,4,1,0,1,0,12.1,17,12,12,8,2,5,0,1,53,0.321,0,0,0,2,0,14,20
HENDRICKX,Pepijn,ZON,0,1,21.60,3,0,0,0,0,10.0,18,26,24,13,8,6,1,0,50,0.360,1,6,1,2,0,11,13
HENDRICKX,Zane,HOB,2,1,4.88,8,5,0,1,0,24.0,15,17,13,26,29,2,0,0,79,0.190,8,6,1,0,2,19,15
HENRIQUE RAMON,Jhan Poll,BRU,1,0,6.35,2,0,0,0,0,5.2,6,4,4,3,6,2,0,0,22,0.273,1,0,0,1,0,3,7
HERKUL,EfraiM,ZON,0,1,40.50,1,1,0,0,0,1.1,7,12,6,3,1,2,0,0,14,0.500,2,0,0,0,0,3,0
HEYMANS,Arthur,NAM,2,3,6.10,12,4,1,2,0,51.2,62,41,35,23,48,11,10,4,207,0.300,12,7,1,2,4,59,38
HEYMANS,Lucas,NAM,7,4,6.31,12,11,0,8,1,67.0,80,55,47,45,55,14,6,1,275,0.291,15,10,0,1,1,73,59
HEYMANS,Tom,NAM,0,1,27.00,1,1,0,0,0,1.0,1,3,3,2,0,1,0,0,4,0.250,1,0,0,0,0,1,2
HOEBEKE,Jonas,GEN,0,0,20.25,1,0,0,0,0,1.1,2,3,3,4,0,0,0,0,6,0.333,0,0,0,0,0,0,4
HOFLACK,Bram,GEN,0,1,50.14,5,1,0,0,0,2.1,3,14,13,11,0,0,0,0,7,0.429,9,4,0,2,0,1,5
HOFLACK,Tim,GEN,0,0,30.38,4,0,0,0,0,5.1,19,23,18,8,1,6,0,0,36,0.528,2,1,0,2,0,9,6
HUBER,Rusty,MER,10,5,1.78,17,13,0,10,1,101.1,75,38,20,18,129,14,2,1,388,0.193,5,4,1,0,8,107,56
JANSSEN,Drew,HOB,2,0,6.00,4,1,0,0,0,9.0,4,6,6,12,14,1,0,0,30,0.133,2,5,0,0,1,11,2
JOHNSON,Cade,BRA,8,5,2.43,16,16,0,4,1,103.2,56,41,28,85,143,5,1,3,358,0.156,17,11,1,0,6,89,61
KUENEN,Daan,ZON,0,5,12.65,9,4,0,2,0,37.0,50,64,52,54,29,12,1,3,161,0.311,11,2,1,3,2,27,48
LAMBERT,Joey,MOR,0,0,0.00,1,0,0,0,0,0.2,0,0,0,1,0,0,0,0,1,0.000,0,0,0,0,0,0,1
LARRINAGA OCAMPO,Jose Luis,DEU,2,0,1.78,8,2,1,1,1,25.1,15,7,5,5,22,2,0,1,90,0.167,0,1,0,0,2,27,23
LEKEU,Florian,MSG,3,0,5.94,7,4,0,0,0,16.2,15,11,11,20,4,3,0,0,57,0.263,0,3,0,2,0,23,14
MACIAS,Elias Roberto,BRA,1,1,2.38,5,0,0,0,0,11.1,10,5,3,5,6,2,0,0,42,0.238,0,1,0,0,1,13,14
MAREELS,Glenn,BOR,6,2,4.53,14,10,0,1,0,59.2,63,39,30,25,37,11,0,3,238,0.265,6,5,1,4,3,69,64
MAREELS,Gregg,BOR,3,3,8.83,15,6,0,0,0,52.0,74,57,51,27,15,20,1,4,214,0.346,4,11,1,3,5,65,61
MARQUEZ,Alexis,DEU,0,1,4.05,4,1,0,0,0,13.1,9,6,6,10,20,1,0,0,45,0.200,3,1,0,1,3,8,11
MEERT,Aaron,GEN,0,11,19.23,13,13,0,2,0,46.1,94,122,99,67,30,18,6,2,238,0.395,17,19,1,8,1,45,62
MERTENS,Nicky,HOB,1,0,6.35,2,0,0,0,0,5.2,10,4,4,2,2,0,0,2,25,0.400,0,1,0,0,0,4,8
MERTENS,Olivier,DEU,0,0,0.00,2,0,0,0,0,3.1,0,0,0,4,4,0,0,0,9,0.000,0,1,1,0,1,2,4
MEURIS,Robin,GEN,2,12,9.91,17,14,0,7,0,85.1,133,118,94,47,73,18,14,2,407,0.327,10,6,0,6,3,73,104
MORALES,Luis Efrem,MOR,3,12,5.42,17,16,1,4,2,89.2,101,64,54,41,107,16,4,3,358,0.282,18,5,1,2,6,98,50
MORGAN,John Paul,MOR,0,3,16.45,12,2,0,0,0,29.0,42,57,53,45,13,14,1,0,125,0.336,7,5,0,4,0,26,45
MOSTAERT,Nando,DEU,4,3,6.99,11,6,0,1,0,46.1,62,41,36,19,29,10,3,7,201,0.308,8,4,3,0,1,48,54
MULKERS,Milan,ZON,0,7,18.78,9,8,0,6,0,38.1,77,107,80,54,12,25,3,1,197,0.391,9,10,2,1,1,39,55
MUYLDERMANS,Julien,MSG,0,0,0.00,3,0,1,0,0,5.1,6,0,0,2,5,2,0,0,21,0.286,1,0,0,0,0,6,4
NIETO CASTILLO,Edgardo Jose,DEU,5,3,4.95,10,9,0,5,1,67.1,80,48,37,28,40,16,1,6,274,0.292,4,4,0,2,7,84,68
O'BRIAN,Slater,BOR,0,4,6.97,7,7,0,0,0,31.0,21,28,24,59,42,3,1,0,103,0.204,9,4,0,0,4,25,17
PACHECO ALVAREZ,Giënco,BOR,0,0,27.00,1,0,0,0,0,0.1,0,1,1,4,0,0,0,0,1,0.000,0,0,0,0,0,0,1
PEETERS,Jamie,BRA,1,1,4.15,4,0,0,0,0,8.2,12,6,4,5,6,0,0,0,35,0.343,3,2,0,0,1,9,7
PIGNATELLI,Luca,ZON,0,1,9.00,1,1,0,1,0,6.0,4,8,6,9,1,0,1,0,25,0.160,1,1,1,0,0,13,4
PIRLOT,Victor,MSG,4,1,7.34,10,7,0,0,0,30.2,17,30,25,37,23,3,2,1,101,0.168,6,3,2,2,0,27,33
POESMANS,Yves,BRA,4,0,3.15,10,2,1,0,0,34.1,25,16,12,22,34,2,1,0,121,0.207,9,9,0,2,2,38,26
POLANCO,Elvis,BRU,5,3,3.62,11,9,0,4,1,69.2,74,38,28,13,34,9,5,0,274,0.270,3,5,0,0,4,99,55
POLFLIET,Arno,MOR,3,9,6.63,15,14,0,1,0,77.1,94,71,57,58,55,16,3,1,320,0.294,12,8,0,7,3,66,102
PÉREZ SILVA,José Gregorio,BOR,1,4,8.75,6,6,0,0,0,23.2,18,26,23,38,27,3,1,0,83,0.217,13,6,0,1,1,23,15
REINA,Leonel,DEU,0,0,0.00,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2,0.000,0,0,0,0,0,0,2
RITTWEGER,Jean-François,MSG,0,4,9.93,11,5,0,0,0,29.0,36,32,32,30,8,12,1,1,118,0.305,2,7,1,2,0,37,36
RIZZI,Lucas,BRA,2,0,3.45,4,3,0,2,0,15.2,13,6,6,11,12,1,0,0,53,0.245,1,3,0,1,1,13,16
ROBBERECHTS,Jill,MER,0,0,18.00,1,0,0,0,0,1.0,3,2,2,0,1,0,1,0,5,0.600,0,0,0,1,0,0,2
ROEVENS,Robin,BRA,4,0,1.86,6,4,0,3,2,29.0,26,7,6,3,35,2,1,0,113,0.230,1,2,0,0,1,25,23
ROSIERS,Mika,ZON,0,1,22.50,1,1,0,0,0,2.0,3,5,5,1,1,1,0,0,10,0.300,3,2,0,0,0,2,4
ROYMANS,Steff,DEU,0,0,21.21,4,0,1,0,0,4.2,8,11,11,7,3,1,0,2,23,0.348,1,3,0,0,0,6,6
RUIJTER,Sam,DEU,1,0,6.75,3,1,0,0,0,5.1,3,6,4,11,8,0,0,0,21,0.143,2,0,0,0,1,6,3
RYNIERS,Jarno,MOR,0,0,4.50,1,0,0,0,0,4.0,1,2,2,5,2,0,0,0,12,0.083,1,0,0,1,0,3,7
SELLICAERTS,Jarno,HOB,0,0,108.00,1,1,0,0,0,0.1,0,4,4,3,0,0,0,0,1,0.000,0,1,1,0,0,1,0
SIRGEDAS,Matas,BOR,2,1,6.60,11,0,0,0,0,30.0,31,27,22,22,24,6,2,0,115,0.270,5,9,1,4,0,23,38
SOEBERT,Tibo,MOR,0,0,16.20,3,0,0,0,0,3.1,5,6,6,6,4,1,1,0,15,0.333,3,1,0,0,0,0,5
STALMANS,Arne,ZON,0,1,22.50,1,1,0,0,0,2.0,3,5,5,3,1,2,0,0,7,0.429,1,0,0,1,0,3,1
STONER,Chad,MSG,4,2,1.93,7,6,0,4,2,42.0,31,15,9,11,53,7,1,0,160,0.194,2,2,0,1,1,47,23
TARTAN,Anthony,GEN,0,1,30.60,2,1,0,0,0,5.0,8,19,17,15,1,1,0,0,22,0.364,1,4,0,0,0,7,4
TAUIL,Nabil,MSG,0,1,7.11,4,3,0,0,0,12.2,17,10,10,12,6,3,0,0,51,0.333,3,1,0,1,0,11,17
THORNE,Jayde,BRU,1,2,5.59,7,3,0,0,0,19.1,32,17,12,7,19,7,1,2,86,0.372,2,2,0,2,2,21,16
TRIBOLET,Bruno,NAM,1,0,4.50,2,1,0,0,0,6.0,6,3,3,6,3,0,1,0,23,0.261,0,3,0,0,0,2,12
UNDA,Luis,BRU,0,0,20.25,4,0,0,0,0,4.0,7,9,9,4,4,3,1,0,18,0.389,0,2,1,0,0,5,2
VAN ACKEREN,Jeroen,MOR,2,2,11.85,15,2,0,0,0,41.0,57,65,54,54,21,9,4,1,172,0.331,12,15,4,10,1,38,59
VAN AGTMAEL,Noah,MER,0,0,9.00,2,0,0,0,0,5.0,4,6,5,2,6,2,0,0,22,0.182,0,2,0,0,0,1,8
VAN DE VOORDE,Nick,MER,1,5,8.10,11,5,0,0,0,30.0,42,31,27,15,15,9,3,2,133,0.316,6,1,1,2,1,35,40
VAN DEN BOSCH,Dave,BOR,0,0,4.50,1,0,0,0,0,2.0,0,1,1,4,1,0,0,0,5,0.000,1,0,0,1,0,0,5
VAN DEN BRANDE,Yann,BOR,1,3,5.30,12,4,0,1,0,37.1,39,24,22,14,18,10,0,1,143,0.273,4,8,1,1,3,39,47
VAN DEN BRANDEN,Kenny,HOB,9,3,2.43,17,13,0,1,0,77.2,65,26,21,25,82,15,0,0,286,0.227,5,2,0,5,3,67,71
VAN DROOGENBROECK,Jace,BOR,0,1,12.46,2,0,0,0,0,4.1,7,6,6,3,2,1,0,0,20,0.350,0,1,0,0,0,7,3
VAN HEVEL,Kevin,BRA,0,0,108.00,1,1,0,0,0,0.1,0,4,4,7,0,0,0,0,1,0.000,0,0,0,0,0,1,0
VAN MOOK,Mauro,BRU,3,4,6.49,13,10,0,4,0,61.0,68,48,44,41,48,7,2,1,244,0.279,21,1,0,5,4,94,37
VAN NUFFEL,Ben,HOB,4,0,1.97,13,1,2,0,0,32.0,20,9,7,12,31,4,0,1,116,0.172,2,3,0,0,0,36,25
VAN NUFFEL,Sam,HOB,3,0,4.34,11,3,0,1,0,29.0,29,14,14,23,29,3,0,0,112,0.259,7,2,0,2,2,27,28
VANDERVELDEN,Cazimir,GEN,0,0,27.00,2,0,0,0,0,1.0,1,3,3,3,0,0,0,0,3,0.333,0,1,0,1,0,1,2
VANDERVELDEN,Cazimir,GEN,0,0,27.00,1,0,0,0,0,1.0,5,5,3,1,0,0,1,0,9,0.556,0,1,0,0,0,1,1
VANDERVELDEN,Viktor,GEN,1,1,3.86,2,1,0,0,0,4.2,3,3,2,4,7,0,1,0,17,0.176,0,0,0,0,0,1,5
VANDERZANDE,Laurens,ZON,0,2,13.50,3,3,0,1,0,14.0,19,26,21,23,13,3,0,2,65,0.292,1,8,1,0,0,11,18
VANHEER,Edouard,NAM,1,0,2.25,1,1,0,1,0,4.0,0,1,1,7,3,0,0,0,11,0.000,1,1,0,0,0,4,4
VANHEES,Ferre,ZON,1,1,8.31,3,2,0,1,0,13.0,22,18,12,8,9,7,2,0,62,0.355,7,2,0,0,0,19,7
