Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ANDRETTA,Maurizio,BOL,5,2,2.76,18,12,0,0,0,49.0,36,19,15,29,58,8,0,1,177,0.203,2,3,0,0,2,51,29
ANGIOI,Gabriele,CAG,4,0,3.72,13,0,4,0,0,29.0,20,13,12,18,38,6,1,0,104,0.192,7,2,1,0,0,24,20
ANITOHIN,Jeron Crisostomo,MOD,1,1,4.29,14,0,0,0,0,21.0,23,10,10,14,17,3,1,0,83,0.277,2,3,0,0,0,16,27
ANNUNZIATA NINO,Andres Antonio,ACA,0,0,7.71,1,0,0,0,0,2.1,4,3,2,1,1,0,2,0,11,0.364,0,1,0,0,0,3,3
ANSELMI,Davide,VER,3,1,2.97,15,2,0,0,0,39.1,28,17,13,11,41,4,1,0,145,0.193,5,9,0,0,0,32,37
ARCILA GONZALEZ,Anthony Jose,TOR,7,7,5.47,16,16,0,1,0,77.1,98,50,47,34,48,22,0,4,321,0.305,2,2,0,0,1,89,83
ARCILA GONZALEZ,Darwin Jose,BRE,0,0,0.00,1,0,0,0,0,2.0,1,0,0,1,0,0,0,0,6,0.167,0,0,0,1,0,3,3
ARRAIS,Alessandro,CAG,0,0,10.19,10,0,0,0,0,17.2,27,25,20,25,9,5,1,0,78,0.346,1,3,1,0,1,27,11
ARTITZU,Marco,GRO,3,1,3.77,13,0,3,0,0,45.1,41,23,19,25,60,7,2,0,168,0.244,9,5,1,2,4,37,34
BAEZ,Fernando,RSM,5,2,2.23,17,2,2,0,0,36.1,23,12,9,15,52,4,0,1,132,0.174,0,4,0,0,1,21,35
BAEZ,Joel Ernesto,POV,3,3,6.81,13,3,0,0,0,38.1,33,33,29,39,36,6,0,0,139,0.237,12,7,2,4,2,40,35
BARBONA,Lorenzo,ACA,0,0,45.00,2,0,0,0,0,1.0,7,5,5,0,0,4,0,0,10,0.700,0,0,0,0,0,1,2
BASSANI,Alex,BOL,7,0,1.53,19,0,5,0,0,53.0,36,10,9,13,47,7,1,1,195,0.185,4,0,0,1,0,48,60
BASSI,Marco,CRO,1,1,3.72,9,0,0,0,0,19.1,16,14,8,13,15,2,0,1,73,0.219,2,3,0,0,0,20,19
BAZZANA,Davide,BRE,0,0,0.00,2,0,0,0,0,1.0,1,0,0,2,1,0,0,0,4,0.250,0,0,0,0,0,2,0
BAZZARINI,Simone,RON,2,0,3.34,14,0,2,0,0,35.0,28,16,13,24,48,1,2,2,124,0.226,5,5,1,1,2,23,26
BECHEVOLO,Samuele,DRA,0,3,11.91,13,3,0,0,0,22.2,35,39,30,33,6,3,2,3,102,0.343,10,6,0,3,1,21,37
BELLAFIORE,Samuel,DRA,0,1,9.75,7,0,0,0,0,12.0,13,16,13,19,4,5,0,1,46,0.283,5,4,0,1,0,8,20
BELLUCCI,Attilio,ACA,1,2,8.78,13,2,1,0,0,27.2,42,37,27,25,18,6,0,0,118,0.356,4,7,0,3,1,29,31
BENELLI,Omar,GRO,0,0,27.00,3,0,0,0,0,2.0,6,6,6,4,0,0,0,0,12,0.500,4,0,0,0,0,3,3
BENETTON,Federico,PAD,0,1,9.64,8,1,0,0,0,14.0,18,16,15,11,11,4,1,0,57,0.316,4,1,2,2,1,16,13
BENETTON,Riccardo,PAD,0,0,0.00,1,0,0,0,0,1.0,0,0,0,2,0,0,0,0,2,0.000,0,0,0,1,0,0,3
BERTOLDI,Davide,CER,6,5,2.73,15,15,0,0,0,89.0,71,31,27,45,83,15,1,1,322,0.220,1,4,1,1,5,91,79
BERTOLDI,Nicholas,RON,0,0,0.00,1,0,0,0,0,0.0,1,2,2,3,0,0,0,0,1,1.000,0,1,0,0,0,0,0
BERTOLINI,Romano,COL,0,0,9.13,13,0,0,0,0,22.2,33,27,23,19,20,5,1,0,101,0.327,8,7,0,1,0,22,23
BIANCHI,Filippo,OLT,1,1,4.09,8,0,0,0,0,11.0,13,8,5,9,4,3,0,0,46,0.283,1,0,0,2,0,12,17
BIGLIARDI,Riccardo,CRO,3,2,3.75,14,7,0,0,0,48.0,36,25,20,41,64,1,0,0,172,0.209,7,2,0,2,0,40,28
BOLLA,Diego,SET,0,0,0.00,1,0,0,0,0,0.1,1,0,0,0,1,0,0,0,2,0.500,0,1,0,0,0,0,0
BONETTI,Nicolò,BRE,0,0,25.31,7,0,0,0,0,5.1,25,17,15,4,0,4,1,0,39,0.641,1,1,0,2,0,7,8
BONVINI,Francesco Maria,CRO,0,0,0.00,2,0,0,0,0,2.1,0,3,0,4,2,0,0,0,7,0.000,3,1,0,0,1,4,1
BORELLA,Jacopo,CRO,0,0,81.00,1,0,0,0,0,0.1,0,3,3,3,0,0,0,0,1,0.000,0,0,0,0,0,1,0
BORGHI,Gilberto,LON,0,0,13.50,3,0,0,0,0,4.0,5,6,6,6,2,2,0,0,16,0.313,2,1,0,0,0,5,4
BORTOLAMAI,Giovanni,SEN,3,4,4.89,15,5,2,0,0,49.2,58,37,27,25,56,14,5,0,201,0.289,5,5,1,3,1,48,34
BORTOLOTTI,Luca,LON,1,5,5.79,15,6,2,0,0,42.0,45,33,27,27,41,2,1,4,167,0.269,14,5,0,2,1,46,33
BROLO GOUVEA,Murilo,BOL,11,0,0.82,20,13,1,1,1,76.2,33,7,7,13,108,4,0,0,262,0.126,4,2,0,0,1,77,41
BRZEZINSKI,Gabriele Davide,GRO,0,0,15.43,3,0,0,0,0,2.1,5,5,4,4,1,1,0,0,10,0.500,0,0,0,2,0,1,5
BUIN,Enrico,ROV,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,2,0,0,0,3,0.000,0,0,0,0,0,0,1
BULFONE,Leonardo,BBC,0,2,3.96,15,4,0,0,0,25.0,19,13,11,24,15,6,2,0,86,0.221,7,3,1,1,1,29,23
BURANI,Niccolò,POV,2,4,2.58,9,5,0,1,0,45.1,37,25,13,27,29,6,1,1,165,0.224,5,2,0,3,1,60,36
CALERO GAMEZ,Angel Gustavo,MOD,3,2,1.63,14,4,1,0,0,38.2,21,12,7,12,60,5,2,0,137,0.153,5,0,0,2,0,29,24
CALVO,Federico,SET,1,1,4.81,10,1,1,0,0,24.1,23,18,13,16,19,5,0,1,92,0.250,3,3,2,3,0,20,30
CAMILO NUNEZ,Darlin Nicolas,NET,0,1,7.94,12,1,1,0,0,17.0,17,18,15,18,15,1,2,0,61,0.279,2,5,0,1,1,19,11
CAMPANELLA,Lorenzo,LON,3,4,4.46,13,10,0,1,0,68.2,61,45,34,40,65,16,5,2,268,0.228,8,4,0,3,2,66,74
CANELLINI,Davide,GOD,0,3,4.58,15,7,1,0,0,39.1,45,27,20,33,30,8,2,1,154,0.292,3,2,1,4,1,36,47
CANTELLI,Alessandro,LON,3,5,5.88,17,4,0,0,0,41.1,43,34,27,33,40,4,2,0,160,0.269,12,5,0,5,2,50,29
CANUTI,Tomas,LON,0,0,4.50,3,0,0,0,0,4.0,5,2,2,0,4,3,0,0,16,0.313,0,0,0,1,0,3,5
CAPELLANO,Luca,PAR,2,1,4.30,12,2,1,0,0,23.0,22,12,11,10,21,1,0,2,85,0.259,1,5,0,2,0,17,25
CAPELLANO,Luca,OLT,0,1,6.39,3,3,0,0,0,12.2,15,13,9,6,11,4,0,0,52,0.288,1,4,0,0,1,12,13
CAPRARA GOMEZ,Gian Carlo,POV,0,2,7.98,9,2,0,0,0,14.2,26,19,13,6,10,4,2,0,69,0.377,5,2,0,1,0,17,14
CARBO CAMPOALEGRE,Jonathan,BBC,4,6,2.48,12,12,0,3,2,65.1,58,24,18,22,73,11,3,2,244,0.238,3,5,1,3,6,66,51
CARRILLO SUAREZ,ERIEL,RIM,4,2,0.94,10,10,0,1,0,67.0,39,8,7,14,104,9,3,1,237,0.165,6,1,1,1,4,53,40
CASANOVA,Edoardo,ATL,1,0,37.80,3,0,0,0,0,1.2,4,9,7,5,1,1,0,0,8,0.500,1,3,0,1,0,2,2
CASTILLO CASTILLO,Jonathan,POV,0,1,3.00,2,0,0,0,0,3.0,3,4,1,3,6,0,0,0,12,0.250,0,0,2,0,1,2,1
CATELLANI,Sebastiano,OLT,2,3,5.12,14,3,0,0,0,31.2,34,25,18,27,40,4,0,0,122,0.279,5,0,2,3,4,23,25
CENTENO GUITERREZ,Henry Jesus Ysaih,RSM,2,1,0.79,5,3,0,0,0,22.2,11,2,2,11,33,2,0,0,78,0.141,1,1,0,0,0,18,16
CIARLA,Alessandro,MAC,3,0,3.83,12,0,3,0,0,40.0,29,25,17,36,58,2,0,0,151,0.192,14,3,1,1,1,38,22
COLALUCCI,Matteo,ACA,0,0,11.37,3,0,0,0,0,6.1,9,11,8,8,5,3,0,0,29,0.310,2,2,0,0,0,8,7
COLASANTE,Moises Vicente,NET,1,1,4.13,10,4,0,0,0,28.1,16,13,13,18,43,6,0,0,99,0.162,7,5,0,1,1,22,19
CONSUEGRA ALMANZA,Randy Miguel,CRO,5,4,2.76,14,13,0,0,0,71.2,47,27,22,31,104,6,2,0,257,0.183,15,4,2,2,3,63,44
CONTRERAS ABREU,Carlos Manuel,PAR,3,1,1.99,20,1,4,0,0,40.2,23,9,9,18,69,3,0,1,139,0.165,6,5,1,0,4,32,18
CONTU,Marco,CAG,0,1,0.00,2,0,0,0,0,0.2,2,3,0,2,1,1,0,0,3,0.667,0,0,0,1,0,0,1
CORSINI,Andrea,SAL,0,1,3.68,10,0,2,0,0,14.2,14,10,6,6,12,3,3,0,57,0.246,1,1,0,0,0,14,15
COZZOLINO,Federico,BBC,5,4,5.37,15,14,0,0,0,63.2,67,53,38,40,36,15,1,1,254,0.264,9,2,1,0,1,75,70
CREPALDI,Enrico,ROV,9,1,3.33,17,15,0,0,0,75.2,62,30,28,20,48,7,2,3,270,0.230,2,11,0,5,2,84,79
CREPALDI,Filippo,BOL,6,0,2.65,15,8,0,0,0,51.0,36,18,15,12,47,5,0,3,178,0.202,4,7,0,3,0,42,52
CUESTA LINDSAY,José Pablo,CAG,2,0,0.41,12,0,7,0,0,22.0,7,1,1,2,35,1,0,0,68,0.103,1,2,0,0,1,19,8
CURVELO NAVARRO,Uriel Francisco,LON,1,5,8.61,10,7,0,0,0,38.2,43,54,37,35,42,3,1,1,156,0.276,16,14,3,6,3,40,29
D'ANGELO,Francesco,DRA,0,0,20.25,2,0,0,0,0,1.1,0,4,3,4,1,0,0,0,5,0.000,1,1,0,0,0,2,1
D'ORIANO,Gioele,CER,0,0,0.00,1,0,0,0,0,0.0,0,1,1,3,0,0,0,0,0,0.000,0,0,0,0,0,0,0
DA SILVA,Tiago Felipe,RSM,3,1,2.81,4,4,0,0,0,16.0,21,10,5,5,16,2,0,1,68,0.309,0,0,0,0,0,22,7
DALLA SILVESTRA,Matteo,CER,0,3,3.31,17,1,3,0,0,35.1,25,27,13,29,38,3,2,2,131,0.191,7,10,0,1,3,25,42
DALLATANA,Federico,CRO,2,1,3.09,17,1,1,0,0,35.0,23,14,12,24,29,3,0,0,126,0.183,9,2,0,2,3,40,31
DALLATURCA,Lorenzo,COL,1,0,6.64,16,0,2,0,0,20.1,28,19,15,16,11,8,0,2,89,0.315,5,1,0,2,0,18,30
DANDO,Niccolò Christopher,VER,0,4,4.53,16,6,1,0,0,49.2,51,27,25,37,47,11,1,2,190,0.268,11,3,1,2,3,52,36
DAS NEVES MARIN,Luis Jesus,SAL,0,1,3.38,2,0,0,0,0,2.2,4,2,1,2,1,1,0,0,11,0.364,0,1,1,0,0,3,3
DE LA ROSA,Erick Alexander,DRA,2,13,6.20,17,16,0,2,0,107.1,146,97,74,54,63,25,5,6,449,0.325,15,22,2,8,9,116,125
DE MARCHI,Lorenzo,ROV,2,4,8.02,14,5,1,0,0,33.2,41,33,30,25,23,12,1,2,129,0.318,4,5,0,4,1,26,42
DELGADO CASTANEDA,Livan Francisco,CAG,1,0,5.59,5,0,1,0,0,9.2,11,7,6,14,11,4,0,0,36,0.306,4,2,0,0,0,6,8
DI FABIO,Lorenzo,RSM,0,0,0.00,2,0,0,0,0,2.2,1,0,0,1,2,1,0,0,8,0.125,0,0,0,0,0,1,4
DI GIACOMO,Alessandro,RIM,1,6,7.87,17,7,1,0,0,50.1,64,58,44,34,49,10,1,2,210,0.305,4,5,2,2,3,64,31
DI MICHELE,Fanose,CER,0,0,5.63,9,1,0,0,0,16.0,19,14,10,9,12,5,0,0,65,0.292,2,1,2,2,0,10,25
DI RAFFAELE,Lorenzo,RSM,0,0,27.00,1,0,0,0,0,1.0,2,3,3,2,1,1,0,0,5,0.400,1,0,0,0,0,1,1
DI RAFFAELE,Luca,RSM,7,0,3.28,20,8,1,0,0,49.1,34,19,18,28,59,8,0,5,173,0.197,2,8,0,1,1,33,46
DIAZ LEZAMA,Jose Alexander,PAR,5,3,2.83,18,10,1,0,0,54.0,44,25,17,16,67,7,0,2,199,0.221,3,6,0,1,2,58,32
DIAZ,Denzel,CER,0,0,0.00,1,0,0,0,0,0.0,1,1,1,2,0,0,0,0,1,1.000,0,0,0,0,0,0,0
DINI,Davide,ACA,3,5,7.32,13,13,0,0,0,67.2,78,61,55,42,43,10,4,1,265,0.294,16,11,0,3,4,89,57
DOBA,Ion,GRO,2,1,8.05,12,1,1,0,0,19.0,21,17,17,24,27,4,1,0,75,0.280,2,3,0,0,0,11,16
DUNO RODRIGUEZ,ANGEL ALBERTO,OLT,3,4,2.08,13,12,0,0,0,65.0,56,27,15,16,79,9,0,0,248,0.226,8,9,1,4,3,72,39
ERRICO,Mirko,ATL,1,0,4.42,8,1,2,0,0,18.1,23,13,9,9,17,4,0,0,79,0.291,6,1,0,1,1,20,17
FABBRI,Matteo,RIM,0,0,0.00,1,0,0,0,0,0.1,1,0,0,1,1,0,0,0,2,0.500,0,0,0,0,0,0,0
FABIANI,Diego,PAR,6,5,3.86,21,11,1,0,0,65.1,63,36,28,39,64,17,1,2,249,0.253,8,3,0,0,2,64,52
FACCINI,Giovanni,PAD,8,8,5.46,19,15,0,2,0,94.0,124,67,57,27,80,25,4,3,399,0.311,5,4,3,1,6,118,75
FANDINO HIDALGO,Javier Jose,CAG,9,3,2.37,17,17,0,1,0,110.0,85,37,29,52,160,17,3,0,401,0.212,9,9,0,1,6,107,47
FASAN,Filippo,CRO,0,0,81.00,1,0,0,0,0,0.1,2,3,3,3,0,0,0,0,2,1.000,2,0,0,0,0,0,0
FERRARI,Mirko,ROV,0,1,15.00,3,0,0,0,0,3.0,8,9,5,2,2,2,0,1,19,0.421,3,2,0,1,0,5,3
FILIPPINI,Giuseppe,RIM,0,0,18.00,2,0,0,0,0,1.0,2,2,2,3,0,1,0,0,4,0.500,0,0,0,1,0,2,1
FLORES MATEO,Kendry,GRO,5,4,3.23,13,13,0,0,0,61.1,51,30,22,24,93,9,1,3,229,0.223,9,2,0,1,2,39,46
FOCCHI,Riccardo,GOD,0,2,6.39,12,0,1,0,0,12.2,13,12,9,11,8,3,2,1,45,0.289,1,3,0,3,1,16,11
FONTANA,Leonardo,SAL,0,0,0.00,1,0,0,0,0,2.0,1,1,0,3,1,0,0,0,7,0.143,1,0,0,0,0,0,4
FRACCHIOLLA RIOS,Gianny Tomasso,PAD,3,3,3.07,20,6,2,0,0,82.0,63,36,28,42,122,12,0,1,297,0.212,9,6,2,2,4,54,54
FRATI,Manuele,SAL,0,0,16.58,10,0,0,0,0,19.0,32,47,35,38,14,5,4,1,90,0.356,6,13,0,2,0,25,18
GABBARI,Francesco,CRO,0,0,16.20,1,0,0,0,0,1.2,3,3,3,0,2,2,0,0,9,0.333,2,0,0,0,0,1,3
GALEOTTI,Matteo,GOD,6,10,6.19,16,16,0,0,0,77.0,93,67,53,45,62,17,2,5,307,0.303,7,23,0,3,5,94,51
GALLI,Samuele,GOD,0,0,1.80,5,0,0,0,0,5.0,4,3,1,3,1,0,0,1,18,0.222,3,0,0,1,0,7,7
GAMBARDELLO,Andrew Jay,PAD,0,1,11.57,8,0,0,0,0,7.0,13,15,9,9,6,3,0,0,33,0.394,3,1,0,1,0,5,7
GARBELLA,Nicola Luciano Sathya,NET,0,2,6.35,5,3,0,0,0,11.1,18,9,8,8,8,0,2,0,48,0.375,0,2,0,0,1,11,12
GARCIA DEL TORO,Eddy Abel,GOD,7,5,2.26,15,14,0,1,0,79.2,55,23,20,28,137,9,2,3,284,0.194,6,1,0,0,1,46,43
GERGOLET,Diego,RON,0,1,2.53,7,0,0,0,0,10.2,9,3,3,5,12,1,0,0,40,0.225,2,2,0,0,0,10,9
GIAROLA,Filippo,TOR,0,0,36.00,2,0,0,0,0,2.0,5,8,8,4,0,1,0,2,10,0.500,0,0,0,1,0,1,5
GIORGI,Francesco,ATL,1,7,9.43,12,6,0,0,0,48.2,87,61,51,28,30,11,1,3,228,0.382,11,6,1,6,0,51,56
GIOVANARDI,Alex,POV,0,0,2.70,6,0,0,0,0,6.2,1,2,2,7,5,0,0,0,19,0.053,4,1,0,0,1,4,10
GIOVANELLI,Matteo,RFA,0,0,16.20,1,0,0,0,0,1.2,4,3,3,0,0,0,0,0,8,0.500,2,1,0,1,0,1,4
GISMONDI,Ludovico,TOR,0,1,5.33,18,1,0,0,0,25.1,19,17,15,31,25,4,0,0,88,0.216,5,3,0,3,2,19,27
GONZALEZ LEON,HERMES DAVID,PAD,2,6,3.66,9,9,0,1,0,59.0,58,34,24,16,81,3,3,0,237,0.245,7,5,0,0,3,63,33
GONZALEZ POLANCO,Luis Humberto,BOL,0,2,1.76,13,0,8,0,0,30.2,15,10,6,8,50,6,0,1,108,0.139,0,1,0,0,2,28,14
GONZALEZ VALERA,Luis Gabriel,BBC,6,0,2.15,10,10,0,1,0,46.0,46,12,11,5,49,11,0,1,182,0.253,1,1,0,0,1,33,51
GONZALEZ,RINO ANDRES,CER,1,1,2.59,14,1,1,0,0,31.1,21,11,9,25,17,1,1,0,116,0.181,1,4,1,0,1,29,45
GONZALEZ,Ronmel Higuey,ACA,0,2,9.17,4,3,0,0,0,17.2,30,21,18,12,17,5,0,0,82,0.366,5,4,0,0,0,24,8
GRADO,Giuseppe Gabriel,GOD,0,3,8.10,16,2,1,0,0,26.2,37,32,24,28,22,12,1,1,112,0.330,6,3,1,2,1,29,25
GRASSI,Stefano,SEN,1,4,6.22,15,10,0,0,0,55.0,75,49,38,34,40,14,4,3,231,0.325,7,6,0,1,6,66,47
GREMI,Marcello,OLT,1,1,14.34,8,0,0,0,0,10.2,15,22,17,15,6,1,1,0,45,0.333,3,8,0,1,0,14,10
GUARDA,Dario,VER,6,6,3.91,19,18,0,1,1,96.2,85,52,42,32,82,19,1,4,362,0.235,9,16,1,2,3,102,87
GUERRA CEBALLOS,Pedro Rafael,CRO,4,1,3.38,14,2,2,0,0,40.0,37,25,15,11,43,5,2,0,147,0.252,2,1,0,5,4,32,40
GUEVARA,Carlos Modesto,DRA,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,1,0,0,0,4,0.250,0,0,0,0,0,2,0
HABECK,Marc-André René,PAR,7,2,2.09,24,4,5,0,0,56.0,47,13,13,15,70,7,1,0,204,0.230,4,6,1,1,2,43,43
HALLEY,John-Michael Rapha,ROV,0,1,135.00,1,1,0,0,0,0.1,3,5,5,3,0,1,0,0,4,0.750,0,0,1,0,0,0,1
HAMAYA,Kodai,NET,0,2,3.49,10,6,0,0,0,28.1,27,12,11,26,33,4,1,1,100,0.270,3,1,0,0,2,22,19
HATMA,Enrique Starling,PAD,0,0,0.00,1,0,0,0,0,0.1,0,0,0,1,0,0,0,0,0,0.000,0,0,0,0,0,0,0
HIDALGO REYES,Stalin Stiven,BBC,0,1,6.35,12,1,0,0,0,11.1,17,9,8,15,5,3,1,1,46,0.370,3,1,0,1,2,11,14
HURTADO NOA,Yuliesky,MOD,4,4,4.87,15,11,0,1,0,61.0,56,38,33,29,67,11,3,1,226,0.248,9,12,0,1,5,61,42
IANNUZZI YEPEZ,YEFFERSSON ANTONIO,BRE,0,2,12.67,10,1,2,0,0,16.1,20,29,23,36,15,5,1,0,63,0.317,9,6,1,1,2,13,16
IANNUZZI,Giacomo Josè,BRE,0,0,6.75,5,0,0,0,0,4.0,4,3,3,5,2,0,0,1,14,0.286,0,0,0,0,0,3,5
INFANTE CARRENO,Juan Carlos Junior,MOD,3,0,0.52,9,0,2,0,0,17.1,7,8,1,6,22,1,0,0,61,0.115,0,0,1,0,1,13,16
IOLI,Nicolò,RFA,5,8,5.42,19,18,0,0,0,76.1,66,62,46,73,65,6,2,0,288,0.229,14,12,0,1,2,72,73
IOLI,Simone,RFA,0,4,17.05,9,3,0,0,0,12.2,23,30,24,28,5,6,2,0,59,0.390,0,1,0,0,1,9,22
JAVIER DIAZ,Daury,ROV,2,0,1.82,7,6,0,0,0,34.2,20,9,7,14,43,2,3,0,119,0.168,4,1,0,0,2,36,20
JIMENEZ GOMEZ,Elias,CER,6,9,3.55,17,16,0,3,0,101.1,89,63,40,45,118,17,2,1,389,0.229,17,6,1,2,4,130,52
KOURTIS,Dimitrios,RSM,2,1,0.68,10,2,4,0,0,26.1,11,3,2,12,47,0,0,1,87,0.126,1,2,0,1,1,17,13
LAGE SISO,Jesus Alejandro,NET,3,2,1.52,6,5,0,0,0,23.2,13,5,4,22,31,0,0,0,80,0.163,6,1,0,1,0,17,20
LAGHI,Cristian,GOD,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,1,0,0,0,3,0.000,0,0,0,0,0,0,2
LAGHI,Filippo,GOD,0,0,13.50,3,0,0,0,0,3.1,6,5,5,5,3,1,0,0,16,0.375,3,0,0,0,0,2,5
LAMA,Sanik,SAL,0,2,12.71,10,2,0,0,0,17.0,25,29,24,23,7,5,4,0,76,0.329,8,3,0,1,1,18,27
LASARACINA,GIACONINO PAOLO,SET,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,2,0,0,0,4,0.250,0,0,0,0,0,1,0
LIGUORI,Lars Vincent,NET,2,7,3.25,14,5,0,0,0,52.2,50,25,19,16,54,10,2,0,202,0.248,5,2,0,2,6,57,43
LOPEZ GUERRA,Aliangel Frank,MAC,10,1,1.05,13,13,0,1,0,77.0,46,13,9,14,130,5,2,1,271,0.170,4,3,1,1,1,61,33
LOTTI,Alessandro,PAD,0,0,54.00,3,0,0,0,0,1.2,7,10,10,6,2,2,0,0,11,0.636,2,2,0,1,0,0,3
LUGO LARESCHI,Luis Eduardo,PAR,3,2,2.58,11,7,1,0,0,38.1,27,11,11,19,55,8,0,0,133,0.203,1,1,0,3,2,26,27
MACCAGNAN,Luca,CER,0,0,18.00,2,0,0,0,0,1.0,3,2,2,2,1,2,0,0,6,0.500,2,0,0,0,0,1,1
MADURO,Cal Fernando,COL,2,5,5.01,17,6,3,0,0,46.2,43,35,26,34,51,4,0,1,181,0.238,8,4,0,2,1,44,37
MAGNANI,Luca,RFA,0,1,15.43,1,0,0,0,0,2.1,4,4,4,2,1,1,0,0,9,0.444,0,2,0,0,1,4,1
MALUSÀ,Davide,RON,0,0,0.00,2,0,0,0,0,1.0,1,1,0,0,0,0,0,0,5,0.200,0,0,0,0,0,2,1
MANGHI,Giacomo,OLT,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,3,0.000,1,1,0,0,0,1,2
MARELLI,Matteo,SEN,0,3,5.91,14,4,1,0,0,32.0,32,29,21,23,26,8,2,0,119,0.269,6,9,1,7,3,31,35
MARQUEZ CORONADO,Angel Alexander,GRO,2,0,4.24,10,0,1,0,0,17.0,21,12,8,7,18,3,2,0,72,0.292,4,2,0,0,1,10,22
MARTIGNONI,Andrea,PAD,0,2,4.58,7,3,0,0,0,19.2,18,15,10,17,12,6,1,0,76,0.237,5,6,1,0,1,25,15
MARTINELLI,Claudio,MOD,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,3,0.000,0,0,0,0,0,1,2
MARTINEZ TORREZ,Rafael Anderson,DRA,5,7,2.60,19,16,1,2,0,114.1,92,42,33,29,152,17,7,0,426,0.216,13,9,3,3,7,96,83
MARZIO,Luca,BRE,0,3,13.91,8,0,0,0,0,11.0,12,17,17,18,17,5,0,0,43,0.279,7,1,0,1,1,5,11
MARZULLO,Stefano,SEN,4,0,4.86,13,1,1,0,0,37.0,39,26,20,11,23,10,1,2,146,0.267,1,6,0,1,2,34,48
MASINI,Gioele,RFA,0,0,9.31,7,0,0,0,0,9.2,16,11,10,6,4,2,0,0,43,0.372,5,3,0,1,0,11,12
MAZZOCCHI,Rene Rafael,RSM,0,2,4.50,15,0,2,0,0,18.0,21,9,9,6,22,4,0,1,71,0.296,0,0,0,2,0,22,8
MEDINA GARCIA,Frank Luis,POV,5,2,1.88,17,5,5,1,1,81.1,65,18,17,8,101,12,2,0,300,0.217,6,11,1,1,3,91,45
MEGA,Nicola,GRO,0,0,5.40,7,0,0,0,0,6.2,10,4,4,2,3,2,0,0,28,0.357,0,0,1,1,0,6,10
MESCHINI,Michele,TOR,0,0,15.43,14,0,0,0,0,11.2,17,23,20,17,9,4,0,1,52,0.327,1,3,0,0,0,15,10
MESSINA,Jordan,ACA,1,3,4.13,10,0,1,0,0,24.0,26,17,11,21,24,3,1,0,91,0.286,1,5,1,5,0,18,27
MINARDI,Fabrizio,SET,1,1,4.40,14,0,2,0,0,14.1,13,8,7,7,9,4,0,0,56,0.232,0,1,1,0,0,18,15
MISELL MARTINEZ,Carlos Enrique,ATL,4,5,4.75,13,12,0,0,0,66.1,74,49,35,30,83,16,1,1,269,0.275,11,3,1,3,2,56,52
MONTERO SOLANO,Javier José,NET,0,0,0.00,3,0,0,0,0,3.0,1,0,0,2,2,0,0,0,10,0.100,1,0,0,0,0,5,2
