Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ABILES,Daniel,MSG,27,111,87,22,2,0.982,4,14,3,82.4,0,0
ADAMS,Liam,MOR,5,6,4,0,2,0.667,1,0,0,,0,0
ADANK,Martin,NAM,12,24,8,11,5,0.792,1,0,0,,0,0
ALMONTE BERROA,Oliver,MER,26,86,34,45,7,0.919,2,0,0,,0,0
ANTHONISSEN,Quinten,BRA,7,6,6,0,0,1.000,0,0,0,,0,0
ARGUINZONES OCANTO,Johiner Alfonso,DEU,40,269,216,44,9,0.967,6,20,8,71.4,4,0
AZEVEDO,Miguel,BRU,4,3,0,3,0,1.000,0,0,0,,0,0
BALLARDINI,Lino,HOB,37,93,35,54,4,0.957,8,0,0,,0,0
BARBARA,Shelton,ZON,23,64,36,26,2,0.969,7,6,2,75.0,0,0
BAUDÉ,Florian,GEN,27,70,66,1,3,0.957,1,0,0,,0,0
BEECKMANS,Tom,MER,38,115,35,64,16,0.861,5,0,0,,0,0
BERINTAN,Robin,GEN,6,7,6,1,0,1.000,0,0,0,,0,0
BIESEMANS,Leko,MER,29,124,112,5,7,0.944,6,0,0,,0,0
BILLER,Jacob,MSG,31,140,42,91,7,0.950,14,0,0,,0,0
BOERMANS,Jens,BRA,14,22,18,4,0,1.000,0,3,0,100.0,4,0
BOERMANS,Sam,BOR,28,148,73,62,13,0.912,7,17,13,56.7,7,0
BOSMANS,Ben,ZON,22,45,35,5,5,0.889,1,0,0,,0,0
BOULET,Nguyen,BRU,7,4,3,0,1,0.750,0,1,0,100.0,0,0
BRACKE,Arno,BRA,6,16,5,8,3,0.813,5,0,0,,0,0
BRAYDEN,Bebee,HOB,15,21,6,14,1,0.952,1,2,0,100.0,0,0
BUERMS,Lieven,HOB,13,5,5,0,0,1.000,0,0,0,,0,0
CALLEWAERT,Erik,GEN,17,31,9,15,7,0.774,0,0,0,,0,0
CAPPAERT,Zeb,BRA,16,15,11,3,1,0.933,0,0,0,,0,0
CARDINAEL,Giel,GEN,2,1,0,0,1,0.000,0,0,0,,0,0
CEDEÑO DAUDINOT,Alain,BRU,10,12,12,0,0,1.000,0,0,0,,0,0
CEYSSENS,Colin,ZON,4,2,1,0,1,0.500,0,0,0,,0,0
CLESSE,Tashi,MSG,34,80,26,41,13,0.838,6,0,0,,0,0
CLINCKART,Emeric,MSG,6,9,9,0,0,1.000,0,0,0,,1,0
CLINCKART,Melvin,NAM,6,3,3,0,0,1.000,0,0,0,,0,0
COLLAZOS-MUNOZ,Natheo,MSG,24,26,22,3,1,0.962,0,1,0,100.0,0,0
COLLE,Florian,MSG,28,37,35,0,2,0.946,1,0,0,,0,0
CORTES,Carlos,NAM,32,37,20,12,5,0.865,3,8,0,100.0,0,0
COSSE,Florian,NAM,1,1,1,0,0,1.000,0,0,0,,0,0
D'HALLEWIN,Alexandre,MSG,1,1,0,0,1,0.000,0,0,0,,0,0
DAOUDI,Loïc,GEN,32,132,118,10,4,0.970,1,51,1,98.1,5,0
DASPREMONT,Stéphane,NAM,46,93,80,10,3,0.968,6,4,0,100.0,0,0
DASSY,Noah,MSG,21,55,45,10,0,1.000,4,13,0,100.0,1,0
DE BAETS,Matthias,BOR,18,28,9,12,7,0.750,4,11,0,100.0,5,0
DE BOEY,Robbe,BRA,33,117,50,60,7,0.940,24,0,0,,0,0
DE BRAUWER,Zion,BOR,23,93,49,36,8,0.914,9,8,1,88.9,3,0
DE CLERCQ,Maurits,GEN,26,37,24,2,11,0.703,1,0,0,,0,0
DE DEYNE,Yannick,GEN,21,75,33,31,11,0.853,3,3,0,100.0,0,0
DE JONGH,Robbe,MSG,35,37,17,16,4,0.892,7,2,0,100.0,0,0
DE LANNOY,Steven,BOR,27,53,44,7,2,0.962,0,0,0,,0,0
DE LAUW,Zino,MER,16,44,30,10,4,0.909,2,0,0,,0,0
DE MEYER,Sam,GEN,33,86,67,15,4,0.953,0,6,0,100.0,0,0
DE PERMENTIER,Matthew,DEU,6,2,0,2,0,1.000,0,7,0,100.0,0,0
DE QUINT,Dennis,HOB,36,149,109,35,5,0.966,13,4,1,80.0,0,0
DE SAEDELEER,Roche Junior,MOR,34,50,13,32,5,0.900,1,0,0,,0,0
