Player,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ABILES
Daniel,MSG,89,29,40,11,1,1,36,56,0.449,0.629,0.541,1.170,18,2,0,1,2,1,5,3
ADAMS
Liam,MOR,15,0,1,0,0,0,1,1,0.067,0.067,0.067,0.134,0,0,7,1,0,0,0,1
ADANK
Martin,NAM,30,1,2,0,0,0,0,2,0.067,0.067,0.125,0.192,2,0,12,1,0,0,0,0
ALMONTE BERROA
Oliver,MER,67,22,16,0,4,0,7,24,0.239,0.358,0.386,0.744,16,0,18,1,0,0,14,0
ANTHONISSEN
Quinten,BRA,15,4,2,0,0,0,5,2,0.133,0.133,0.440,0.573,7,2,5,0,1,0,0,0
ARGUINZONES OCANTO
Johiner Alfonso,DEU,152,41,47,12,1,4,29,73,0.309,0.480,0.389,0.869,18,3,19,2,2,1,11,3
AZEVEDO
Miguel,BRU,5,0,0,0,0,0,1,0,0.000,0.000,0.286,0.286,2,0,2,0,0,0,1,0
BALLARDINI
Lino,HOB,128,39,44,8,0,6,36,70,0.344,0.547,0.416,0.963,18,0,12,1,3,1,6,0
BARBARA
Shelton,ZON,49,8,10,4,1,0,7,16,0.204,0.327,0.322,0.649,5,4,11,3,1,0,4,1
BAUDÉ
Florian,GEN,72,10,21,4,0,0,12,25,0.292,0.347,0.420,0.767,14,2,14,2,0,0,3,1
BEECKMANS
Tom,MER,93,10,14,2,1,0,10,18,0.151,0.194,0.282,0.476,16,1,35,3,0,1,2,0
BERINTAN
Robin,GEN,11,0,1,0,0,0,0,1,0.091,0.091,0.333,0.424,4,0,7,0,0,0,0,0
BIESEMANS
Leko,MER,72,4,10,1,0,0,6,11,0.139,0.153,0.195,0.348,5,0,26,1,0,1,1,1
BILLER
Jacob,MSG,101,44,30,10,6,0,16,52,0.297,0.515,0.463,0.978,23,9,21,0,1,0,15,1
BOERMANS
Jens,BRA,42,6,7,3,0,0,7,10,0.167,0.238,0.271,0.509,6,0,14,0,0,0,0,1
BOERMANS
Sam,BOR,99,36,34,7,3,8,39,71,0.343,0.717,0.427,1.144,15,4,23,0,6,0,7,0
BOSMANS
Ben,ZON,55,2,6,0,0,0,3,6,0.109,0.109,0.138,0.247,2,0,17,2,1,1,0,0
BOULET
Nguyen,BRU,21,2,6,0,0,0,2,6,0.286,0.286,0.318,0.604,1,0,5,0,0,0,1,0
BRACKE
Arno,BRA,18,7,5,0,1,0,1,7,0.278,0.389,0.417,0.806,5,0,7,0,1,0,2,0
BRAYDEN
Bebee,HOB,6,2,2,1,0,0,0,3,0.333,0.500,0.429,0.929,1,0,1,0,0,1,0,0
BUERMS
Lieven,HOB,32,9,10,0,0,0,3,10,0.313,0.313,0.389,0.702,4,0,5,0,0,2,3,0
CALLEWAERT
Erik,GEN,32,1,5,3,0,0,6,8,0.156,0.250,0.308,0.558,6,1,10,2,0,0,2,0
CAPPAERT
Zeb,BRA,36,6,7,1,0,0,5,8,0.194,0.222,0.293,0.515,4,1,16,0,0,1,1,0
CARDINAEL
Giel,GEN,4,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
CEDEÑO DAUDINOT
Alain,BRU,32,3,6,0,0,0,3,6,0.188,0.188,0.229,0.417,2,0,10,0,1,0,1,0
CEYSSENS
Colin,ZON,7,1,1,0,0,0,0,1,0.143,0.143,0.143,0.286,0,0,6,0,0,0,0,0
CLESSE
Tashi,MSG,73,12,16,3,0,0,14,19,0.219,0.260,0.387,0.647,16,4,16,1,0,1,13,0
CLINCKART
Emeric,MSG,10,4,1,0,0,0,2,1,0.100,0.100,0.308,0.408,1,2,6,0,0,0,0,0
CLINCKART
Melvin,NAM,15,1,0,0,0,0,2,0,0.000,0.000,0.118,0.118,2,0,11,0,0,0,0,0
COLLAZOS-MUNOZ
Natheo,MSG,50,5,10,0,2,0,4,14,0.200,0.280,0.268,0.548,4,1,18,1,1,0,0,0
COLLE
Florian,MSG,81,20,18,4,2,1,19,29,0.222,0.358,0.316,0.674,11,1,22,0,2,0,7,1
CORTES
Carlos,NAM,54,8,13,2,0,0,6,15,0.241,0.278,0.349,0.627,8,1,17,1,0,0,3,1
COSSE
Florian,NAM,1,1,0,0,0,0,0,0,0.000,0.000,0.500,0.500,0,1,1,0,0,0,0,0
D'HALLEWIN
Alexandre,MSG,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
DAOUDI
Loïc,GEN,77,13,25,3,0,0,11,28,0.325,0.364,0.429,0.793,13,1,11,1,0,0,7,0
DASPREMONT
Stéphane,NAM,98,16,22,2,0,1,16,27,0.224,0.276,0.361,0.637,11,10,28,1,0,0,1,0
DASSY
Noah,MSG,38,6,3,0,0,0,3,3,0.079,0.079,0.255,0.334,9,0,17,0,0,1,0,0
DE BAETS
Matthias,BOR,34,14,9,0,0,0,5,9,0.265,0.265,0.438,0.703,10,2,9,0,2,0,3,0
DE BOEY
Robbe,BRA,91,23,23,2,0,0,14,25,0.253,0.275,0.381,0.656,14,6,14,1,2,2,2,1
DE BRAUWER
Zion,BOR,68,19,19,4,0,0,12,23,0.279,0.338,0.386,0.724,10,3,5,1,2,3,11,2
DE CLERCQ
Maurits,GEN,60,3,6,2,0,0,2,8,0.100,0.133,0.167,0.300,4,1,29,2,1,1,0,0
DE DEYNE
Yannick,GEN,47,5,7,0,0,0,3,7,0.149,0.149,0.310,0.459,9,2,9,4,0,0,0,0
DE JONGH
Robbe,MSG,48,10,9,0,0,0,8,9,0.188,0.188,0.371,0.559,14,0,11,2,0,0,3,1
DE LANNOY
Steven,BOR,97,35,41,12,0,0,19,53,0.423,0.546,0.509,1.055,16,2,9,2,1,1,9,1
DE LAUW
Zino,MER,55,7,14,2,0,0,6,16,0.255,0.291,0.305,0.596,4,0,5,2,0,0,0,1
DE MEYER
Sam,GEN,64,4,16,1,1,0,9,19,0.250,0.297,0.342,0.639,6,3,26,1,0,0,0,0
DE QUINT
Dennis,HOB,114,35,48,11,0,3,37,68,0.421,0.596,0.549,1.145,32,4,13,3,3,0,2,0
DE SAEDELEER
Roche Junior,MOR,102,12,27,2,0,0,13,29,0.265,0.284,0.364,0.648,14,3,24,1,2,1,9,0
DE SAEDELEER
Sander,BOR,116,24,26,5,2,0,13,35,0.224,0.302,0.331,0.633,15,4,14,5,1,2,2,0
DE VRIENDT
Morris,DEU,17,1,3,0,0,1,4,6,0.176,0.353,0.333,0.686,4,0,1,0,0,1,2,0
DE WOLF
Thomas,HOB,104,30,42,8,0,5,46,65,0.404,0.625,0.529,1.154,23,7,15,1,2,3,1,0
DEIANA
Daniele,ZON,7,1,0,0,0,0,0,0,0.000,0.000,0.222,0.222,2,0,5,0,0,0,0,0
DELETOMBE
Guillaume,BRU,20,1,5,3,0,0,2,8,0.250,0.400,0.286,0.686,0,1,6,0,0,0,0,0
DELGADO
Kelvin,HOB,96,18,25,7,1,0,20,34,0.260,0.354,0.327,0.681,10,0,10,3,1,2,5,1
DELGADO
Paul Michael,ZON,68,9,8,0,1,0,6,10,0.118,0.147,0.333,0.480,20,2,32,0,0,0,2,1
DELORY
Arthur,NAM,68,12,11,1,0,0,6,12,0.162,0.176,0.305,0.481,12,2,22,1,0,1,1,0
DESMEDT
Cedric,BRU,49,9,16,5,1,0,8,23,0.327,0.469,0.389,0.858,2,3,7,2,0,2,1,1
DESMEDT
Kevin,BRU,83,14,28,6,3,2,16,46,0.337,0.554,0.417,0.971,7,5,15,1,1,1,5,0
DEVREESE
Quentin,MSG,88,29,32,8,1,4,30,54,0.364,0.614,0.420,1.034,5,5,16,2,2,2,5,1
DRIESSENS
Artuur,BRA,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
DUPUIS
Clément,MER,93,14,28,6,2,1,22,41,0.301,0.441,0.364,0.805,8,3,11,0,3,0,6,0
DURAN GARCIA
Rafael,DEU,41,6,9,0,0,0,2,9,0.220,0.220,0.407,0.627,11,2,17,1,0,2,3,0
EAGAR
Duncan,MER,23,4,6,2,0,0,2,8,0.261,0.348,0.370,0.718,3,1,6,1,0,0,1,0
FATIHI
Ayoub,BOR,18,2,1,0,0,0,0,1,0.056,0.056,0.150,0.206,1,1,16,0,0,0,1,0
FLORUS
Amraa,MOR,5,0,1,0,0,0,0,1,0.200,0.200,0.200,0.400,0,0,2,0,0,0,1,0
FOURNIER PULIDO
Marcial,BRU,2,0,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
FROMENT
Louis,MSG,2,2,0,0,0,0,0,0,0.000,0.000,0.500,0.500,2,0,0,1,0,0,0,0
FUNDORA BASNUEVA
Elio,BRU,110,15,31,4,2,1,18,42,0.282,0.382,0.344,0.726,11,0,21,8,1,0,9,1
GENOT
Thierry,MOR,8,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,4,0,0,0,0,0
GÉRARD
Tom,BRU,27,3,6,0,0,0,3,6,0.222,0.222,0.364,0.586,5,1,10,0,0,0,0,1
GEUQUET
Ludovic,NAM,42,8,9,1,0,0,4,10,0.214,0.238,0.320,0.558,7,0,5,1,1,2,3,0
GOFFAUX
Benjamin,HOB,145,64,52,10,2,1,27,69,0.359,0.476,0.481,0.957,31,5,17,0,2,0,21,1
GONTIER
Yannick,BOR,68,11,18,4,1,0,11,24,0.265,0.353,0.405,0.758,11,5,8,3,0,3,1,0
GOUDMIJN
Adam,ZON,5,0,0,0,0,0,1,0,0.000,0.000,0.286,0.286,2,0,3,0,0,0,0,0
GROUP
Matthias,BOR,93,15,24,4,2,0,18,32,0.258,0.344,0.375,0.719,18,0,12,3,1,2,4,1
HAESAERT
Geoffrey,MSG,91,28,31,6,0,0,19,37,0.341,0.407,0.435,0.842,12,4,14,1,1,2,7,0
HAEST
Yael,ZON,31,2,12,1,0,0,1,13,0.387,0.419,0.441,0.860,0,3,5,1,0,0,1,0
HALLAY
Thomas,BRU,33,4,3,1,0,0,4,4,0.091,0.121,0.231,0.352,6,0,19,0,0,0,2,0
HELSEN
Lowie,MOR,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
HENDRICKX
Pepijn,ZON,102,13,21,1,0,0,1,22,0.206,0.216,0.277,0.493,10,0,23,2,0,0,3,3
HENDRICKX
Toon,HOB,68,29,23,6,1,2,21,37,0.338,0.544,0.489,1.033,15,7,11,1,2,2,10,0
