Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ANDERSEN,Oscar,STA,3,2,2,0,0,1,1,5,0.667,1.667,0.750,2.417,1,0,0,0,0,0,0,0
ANGELISTA,Selvinson,BRA,10,2,2,0,1,0,0,4,0.200,0.400,0.200,0.600,0,0,2,0,0,0,0,0
ARGUINZONES OCANTO,Johiner Alfonso,DEU,12,1,6,1,0,0,4,7,0.500,0.583,0.500,1.083,0,0,5,0,0,0,0,0
BANK,Dominik,DEU,4,1,1,0,0,1,1,4,0.250,1.000,0.250,1.250,0,0,0,0,0,0,0,0
BUERMS,Lieven,HOB,42,6,12,5,3,0,7,23,0.286,0.548,0.380,0.928,7,0,8,0,1,0,0,0
BUTS,Dean,DEU,8,1,1,0,0,0,0,1,0.125,0.125,0.300,0.425,2,0,1,1,0,0,0,0
CELIE,Kenny,HOB,45,20,19,5,3,1,8,33,0.422,0.733,0.481,1.214,4,2,2,0,1,1,2,0
CLAES,Wesley,BRA,45,15,16,3,1,0,6,21,0.356,0.467,0.431,0.898,6,0,6,0,0,3,1,0
CNOPS,Wout,BRA,45,21,21,4,3,2,18,37,0.467,0.822,0.571,1.393,10,1,3,1,0,0,2,0
COMENENCIA,Cecil,BRA,2,2,1,0,0,1,2,4,0.500,2.000,0.800,2.800,1,2,1,0,0,0,0,0
COPPENS,Tom,GRE,21,0,3,2,0,0,4,5,0.143,0.238,0.217,0.455,2,0,13,0,0,1,0,0
CORNELIS,Jordi,GRE,12,1,2,1,0,0,0,3,0.167,0.250,0.167,0.417,0,0,5,0,0,0,1,0
DAELMAN,Jorne,GRE,25,3,3,1,0,0,0,4,0.120,0.160,0.313,0.473,6,1,8,0,0,0,1,0
DE BENS,Joran,DEU,34,9,11,1,1,1,9,17,0.324,0.500,0.378,0.878,3,0,4,0,0,0,2,0
DE PERMENTIER,Matthew,STA,18,3,5,2,1,0,3,9,0.278,0.500,0.350,0.850,2,0,9,0,0,0,1,0
DE QUINT,Dennis,HOB,32,17,18,2,0,10,23,50,0.563,1.563,0.681,2.244,14,0,6,0,1,0,0,0
DE TELDER,Tony,DEU,24,6,4,1,1,0,1,7,0.167,0.292,0.286,0.578,3,1,9,0,0,0,0,0
DE VRIENDT,Morris,DEU,25,7,5,2,0,1,5,10,0.200,0.400,0.310,0.710,4,0,7,0,0,1,0,0
DE VRIENDT,Nick,BRA,34,9,8,1,0,0,7,9,0.235,0.265,0.426,0.691,12,0,7,0,1,3,0,0
DEGROOTE,Ivan,HOB,41,9,14,2,1,1,12,21,0.341,0.512,0.383,0.895,4,0,7,0,2,0,2,0
DELARUELLE,Kenneth,DEU,13,3,4,1,0,0,1,5,0.308,0.385,0.357,0.742,1,0,5,0,0,0,0,0
DIX,Ronald,BRA,41,10,16,2,2,1,13,25,0.390,0.610,0.479,1.089,5,2,9,0,0,2,1,0
DURAN GARCIA,Johnathan,GRE,23,1,5,1,1,0,1,8,0.217,0.348,0.308,0.656,2,1,9,0,0,0,1,0
EYSERMANS,Andy,DEU,16,2,4,0,0,0,2,4,0.250,0.250,0.250,0.500,0,0,7,0,0,0,0,0
FERNANDEZ,David Abel,STA,20,2,6,2,0,0,6,8,0.300,0.400,0.481,0.881,6,1,2,0,0,0,2,0
GONTIER,Yannick,DEU,8,1,1,1,0,0,2,2,0.125,0.250,0.125,0.375,0,0,2,1,0,0,0,0
GUERRA ARTEAGA,Juan Carlos,DEU,44,9,9,0,0,0,4,9,0.205,0.205,0.294,0.499,5,1,11,0,1,1,1,1
HENDRIKX,Lennert,BRA,14,6,2,0,0,0,2,2,0.143,0.143,0.333,0.476,3,1,9,0,0,1,2,0
HEYRMAN,Hans,BRA,3,2,1,1,0,0,1,2,0.333,0.667,0.500,1.167,1,0,0,0,0,0,0,0
HUYGHE,Goran,BRA,36,13,11,2,1,0,11,15,0.306,0.417,0.480,0.897,12,1,6,0,1,1,2,2
JACOBS,Stefan,DEU,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
JANSSEN,Tom,STA,41,15,8,0,0,0,5,8,0.195,0.195,0.313,0.508,7,0,13,0,0,0,0,0
JANSSENS,Wesley,HOB,49,18,22,2,2,4,14,40,0.449,0.816,0.491,1.307,4,0,3,0,0,0,6,0
JAVIER,Enrique,BRA,1,1,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,1,0
KOBLÍŽEK,Filip,STA,5,1,0,0,0,0,0,0,0.000,0.000,0.167,0.167,0,1,1,0,0,0,0,0
KORTLEVEN,Rudi,STA,1,0,1,0,0,0,1,1,1.000,1.000,1.000,2.000,2,0,0,0,0,0,0,0
KUBÁT,Lukáš,STA,4,1,1,0,0,0,0,1,0.250,0.250,0.250,0.500,0,0,0,0,0,0,0,0
KWAS,Enio,DEU,6,0,1,0,0,0,0,1,0.167,0.167,0.167,0.334,0,0,1,0,0,0,0,0
LAMBEAU,Alain,HOB,39,4,8,2,0,0,10,10,0.205,0.256,0.365,0.621,11,0,9,2,2,1,0,0
LANOOTE,Jasper,HOB,14,1,2,0,0,0,0,2,0.143,0.143,0.143,0.286,0,0,7,1,0,0,0,0
LE JEUNE,Maxime,BRA,21,7,3,1,0,1,8,7,0.143,0.333,0.280,0.613,4,0,7,0,0,0,2,0
LEYS,Michael,STA,3,1,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
MARQUEZ,Alexis,STA,42,21,19,3,0,3,8,31,0.452,0.738,0.558,1.296,9,1,2,0,0,0,3,0
MEDINA CASADO,Daniwill,GRE,16,3,2,0,0,0,0,2,0.125,0.125,0.300,0.425,3,1,8,0,0,0,1,1
MERKX,Coen,BRA,30,13,9,1,1,2,8,18,0.300,0.600,0.463,1.063,9,1,8,0,1,1,3,0
MEYERS,Fransel Adriaan,STA,3,1,1,0,0,0,0,1,0.333,0.333,0.333,0.666,0,0,1,0,0,0,0,0
MORIN VASQUEZ,Jeiko,GRE,16,1,2,1,0,0,1,3,0.125,0.188,0.176,0.364,1,0,10,0,0,0,0,0
MOSTAERT,Nando,DEU,38,6,11,1,1,0,3,14,0.289,0.368,0.372,0.740,5,0,15,0,0,1,0,1
NATEROP,Jan,BRA,5,3,3,1,0,0,5,4,0.600,0.800,0.667,1.467,2,1,1,0,1,0,0,0
NIAZI,Hsibullah,DEU,6,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,4,0,0,0,0,0
OOYE,Enzo,GRE,14,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,10,0,0,0,0,0
PANDURO,Jesper,BRA,5,2,2,0,1,0,2,4,0.400,0.800,0.400,1.200,0,0,1,0,0,0,0,0
PEETERS,Jamie,HOB,14,8,5,0,2,1,3,12,0.357,0.857,0.550,1.407,6,0,7,0,0,0,2,0
POURIER,Giovanni,DEU,5,2,1,0,1,0,1,3,0.200,0.600,0.429,1.029,1,1,2,0,0,0,0,0
PRIETO BURGOS,Frank Alejandro,STA,40,6,6,2,0,0,3,8,0.150,0.200,0.209,0.409,3,0,13,0,0,0,0,0
RAMAROJAONA,Serge,GRE,28,1,1,0,0,0,3,1,0.036,0.036,0.069,0.105,1,0,9,0,0,0,1,0
RIZZI,Lucas,HOB,33,7,12,0,2,4,15,28,0.364,0.848,0.462,1.310,5,1,9,1,0,0,2,0
ROYMANS,Steff,DEU,29,4,6,1,1,1,8,12,0.207,0.414,0.258,0.672,2,0,11,0,0,0,2,0
SELIS,Steve,STA,27,2,5,0,1,0,0,7,0.185,0.259,0.290,0.549,4,0,5,0,0,0,1,0
SELLICAERTS,Jarno,HOB,29,9,7,1,2,0,4,12,0.241,0.414,0.333,0.747,3,1,14,0,0,0,1,0
SMITS,Pieter,DEU,11,0,2,0,0,0,2,2,0.182,0.182,0.182,0.364,0,0,5,0,0,1,1,0
SOMMERLINK,Michael,HOB,33,12,9,2,1,1,4,16,0.273,0.485,0.400,0.885,6,1,13,1,0,1,3,0
SWERS,Jeroen,BRA,25,11,9,0,3,0,7,15,0.360,0.600,0.514,1.114,8,1,3,0,1,2,1,0
TEN PAS,Ben,BRA,3,1,1,0,0,0,2,1,0.333,0.333,0.600,0.933,2,0,0,0,0,0,1,0
TORRES BAUTISTA,Johnny Anthony,DEU,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
TRIO,Jan,STA,10,0,1,0,0,0,0,1,0.100,0.100,0.250,0.350,2,0,6,0,0,0,0,0
VAN AARSEN,Kristof,HOB,42,17,23,5,0,4,21,40,0.548,0.952,0.655,1.607,13,0,3,1,0,0,1,0
VAN DE WEYER,Daniël,BRA,22,6,5,0,0,0,5,5,0.227,0.227,0.485,0.712,11,0,8,0,0,0,0,0
VAN DEN BOSCH,Dave,DEU,33,12,12,3,0,1,5,18,0.364,0.545,0.417,0.962,2,1,10,1,0,0,0,0
VAN DEN BRANDEN,Kenny,HOB,37,13,16,2,2,3,15,31,0.432,0.838,0.447,1.285,1,0,9,0,0,0,2,0
VAN DEN EYNDE,Filip,STA,42,7,13,2,2,2,12,25,0.310,0.595,0.383,0.978,4,1,6,1,0,0,0,0
VAN DER LINDEN,Don,GRE,27,5,7,1,0,0,2,8,0.259,0.296,0.355,0.651,3,1,5,1,0,0,4,1
VAN DER LINDEN,Lukas,GRE,19,2,3,0,0,0,1,3,0.158,0.158,0.484,0.642,12,0,5,0,0,0,1,0
VAN DER REIJDEN NATHAN,Nathan,BRA,20,2,7,1,0,1,7,11,0.350,0.550,0.381,0.931,1,0,4,0,0,0,0,0
VAN DER VORST,David,STA,17,6,4,0,0,0,2,4,0.235,0.235,0.435,0.670,6,0,0,1,0,0,0,0
