Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ABBATTISTA,Diana,SBO,23,13,12,1,2,0,7,17,0.522,0.739,0.656,1.395,8,1,3,0,0,0,1,1
ABRUÑEDO,Ibone,BCN,26,4,5,0,0,0,3,5,0.192,0.192,0.250,0.442,2,0,5,0,0,0,1,0
AGUILAR PLÁ,Elisa,FEN,48,24,21,1,1,0,8,24,0.438,0.500,0.557,1.057,12,1,5,0,0,2,3,1
AGUSTIN HERNANDEZ,Carla,BCN,2,0,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,1,1,0,0,0,0,0
ALCAZAR GARCÍA,Carmen,ANT,19,1,3,0,0,0,3,3,0.158,0.158,0.273,0.431,3,0,6,0,0,2,1,0
ALCONCHEL FERNÁNDEZ,Cristina,MIR,65,26,29,2,6,3,17,52,0.446,0.800,0.526,1.326,12,0,3,0,1,2,7,0
ALCÁNTARA,Alejandrina,RIV,80,38,30,11,1,5,34,58,0.375,0.725,0.495,1.220,17,2,14,0,0,1,12,1
ALEMAN GONZALEZ,Yenisleidys,CAP,14,0,4,0,0,0,2,4,0.286,0.286,0.333,0.619,1,0,3,0,0,0,0,0
ALFONSO MARTEL,Alondra,CAP,6,1,0,0,0,0,1,0,0.000,0.000,0.333,0.333,3,0,2,0,0,0,0,0
ALONSO,Beatriz,SBO,1,1,0,0,0,0,1,0,0.000,0.000,0.500,0.500,1,0,1,0,0,0,0,0
ALVAREZ GALA,Leire,VIL,18,8,2,0,0,0,4,2,0.111,0.111,0.467,0.578,12,0,2,1,0,0,0,0
AMAR RAMÓN,Susana,MIR,9,2,1,1,0,0,1,2,0.111,0.222,0.200,0.422,1,0,5,0,0,0,0,0
AMAR RAMÓN,Virginia,MIR,6,2,3,0,0,0,3,3,0.500,0.500,0.700,1.200,4,0,0,0,0,0,0,0
ANDUEZA PEREZ,Carla,IRA,67,16,20,4,1,1,12,29,0.299,0.433,0.360,0.793,7,0,18,0,1,2,4,1
ARAIZ PAGOLA,Irene,IRA,70,19,15,3,2,1,7,25,0.214,0.357,0.396,0.753,20,1,24,0,0,1,9,2
ARANES MENDEZ,Olivia,IRA,32,4,7,0,0,0,2,7,0.219,0.219,0.286,0.505,3,0,9,0,0,5,1,0
ARROYO POZO,Susana,MIR,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
ASTRAIN LIÑERO,Iranzu,IRA,66,9,20,3,2,0,18,27,0.303,0.409,0.343,0.752,3,1,15,0,0,2,1,1
AURE CARRASCON,Elisa,MIR,64,12,20,2,0,0,12,22,0.313,0.344,0.429,0.773,11,2,15,0,0,4,2,0
AVILA CORRALES,Paula,VIL,16,3,4,0,0,0,2,4,0.250,0.250,0.250,0.500,0,0,4,0,0,0,3,0
AZCONA PORTERO,Daniela,MIR,4,0,1,0,1,0,1,3,0.250,0.750,0.250,1.000,0,0,2,0,0,0,0,0
BARRERAS,Claudia,OBB,3,3,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,2,0
BARRERAS,Lidia,OBB,16,7,3,0,0,0,1,3,0.188,0.188,0.350,0.538,4,0,8,0,0,0,4,0
BARRIOS KOKEFF,Sara,FEN,11,4,1,0,0,0,0,1,0.091,0.091,0.375,0.466,5,0,4,0,0,0,0,0
BELASTEGUI JULIÁN,Iris,ANT,3,0,0,0,0,0,0,0,0.000,0.000,0.571,0.571,4,0,1,0,0,2,0,1
BENITO MARIMON,Paula,ANT,74,30,23,3,1,0,19,28,0.311,0.378,0.453,0.831,18,2,3,0,1,8,9,2
BERNAL NAYLOR,Rebecca,CAM,36,2,9,0,1,0,8,11,0.250,0.306,0.341,0.647,4,1,9,1,0,0,0,0
BLASCO JIMÉNEZ,Laura,RIV,9,10,4,0,0,0,2,4,0.444,0.444,0.500,0.944,0,1,1,0,0,1,2,0
BODON ACEVEDO,Saioa,IRA,54,6,8,3,0,0,6,11,0.148,0.204,0.266,0.470,8,1,17,0,1,1,0,0
BOLAÑOS RODRIGUEZ,Sarai del Carmen,CAP,15,0,2,0,0,0,1,2,0.133,0.133,0.133,0.266,0,0,7,0,0,2,0,0
BRIZ VILLEGAS,Claudia,ANT,28,6,5,2,0,0,6,7,0.179,0.250,0.368,0.618,9,0,15,0,1,2,2,1
BUFARDECI,KAYLA CHRISTINE,CAM,6,4,3,1,0,0,2,4,0.500,0.667,0.571,1.238,1,0,0,0,0,0,0,0
CABRERA,Rebeca,DRI,12,3,2,0,0,0,0,2,0.167,0.167,0.167,0.334,0,0,3,0,0,1,2,0
CAICOYA RODRIGUEZ,Carmen,RIV,94,51,44,14,4,4,42,78,0.468,0.830,0.523,1.353,14,0,8,0,3,3,6,1
CAICOYA RODRIGUEZ,Maria,RIV,92,57,47,6,6,0,33,65,0.511,0.707,0.612,1.319,24,0,4,0,0,0,20,2
CARMONA GARCÍA,Claudia Ximena,MIR,26,1,4,0,0,0,2,4,0.154,0.154,0.267,0.421,4,0,3,1,0,0,0,0
CARRÓN DE BENITO,Andrea,RIV,4,2,2,1,0,0,2,3,0.500,0.750,0.500,1.250,0,0,0,0,0,0,0,0
CASO ALVARENGA,Myrna Sofía,BCN,11,1,2,2,0,0,4,4,0.182,0.364,0.438,0.802,3,2,1,0,0,0,0,0
CASTAÑO,Elsa,DRI,46,12,12,1,2,0,9,17,0.261,0.370,0.340,0.710,6,0,6,0,1,1,2,0
CASTILLO LEAL,Angely del Valle,FEN,11,4,0,0,0,0,0,0,0.000,0.000,0.083,0.083,1,0,10,0,0,0,4,1
CERDA BERMEJO,Ariadna,SBO,21,7,6,4,0,0,4,10,0.286,0.476,0.444,0.920,6,0,3,0,0,0,1,0
CHERECHES,Beatriz,DRI,3,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
CIAURRIZ AGUILAR,Isabel,IRA,41,13,8,0,0,0,7,8,0.195,0.195,0.333,0.528,9,0,10,0,1,0,5,0
COLMENARES ARGUIANO,Elizabeth,RIV,30,26,15,2,0,0,10,17,0.500,0.567,0.559,1.126,3,1,3,0,0,1,3,1
CONEJO,Victoria,OBB,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
CONTIN HERNÁNDEZ,Irene,IRA,42,7,14,1,1,0,5,17,0.333,0.405,0.396,0.801,4,1,8,0,1,1,8,3
CONTRERAS ATENZA,María,FEN,64,17,20,4,4,2,14,38,0.313,0.594,0.443,1.037,14,1,20,0,0,2,5,0
CORTÉS SEOANE,Noemí,CAM,58,23,18,1,3,0,17,25,0.310,0.431,0.475,0.906,19,1,9,0,2,6,1,0
CREPIN,Héléna,OBB,4,1,1,0,0,0,1,1,0.250,0.250,0.250,0.500,0,0,0,0,0,0,0,0
CÓRDOBA,Claudia,DRI,6,0,0,0,0,0,0,0,0.000,0.000,0.143,0.143,1,0,3,0,0,0,0,0
DE CASTRO,Emma,CAP,2,2,1,1,0,0,1,2,0.500,1.000,0.667,1.667,1,0,0,0,0,0,0,0
DE LA PAZ PINTO,Verónica,ANT,65,17,28,10,0,0,13,38,0.431,0.585,0.580,1.165,21,2,5,0,0,2,3,0
DE TERRY RODRÍGUEZ,Victoria Eugenia,CAP,19,1,3,2,0,0,2,5,0.158,0.263,0.200,0.463,1,0,6,0,0,0,0,0
DEL PINO ROJAS,Emma,VIL,53,12,17,4,0,0,6,21,0.321,0.396,0.406,0.802,9,0,10,0,2,0,5,1
