Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
BALLARDINI,Lino,HOB,0,1,2.45,2,0,0,0,0,3.2,2,2,1,4,2,0,0,0,11,0.182,0,0,0,0,2,5,3
BEBEE,Brayden,HOB,11,2,1.66,17,12,0,2,0,92.0,53,18,17,33,118,4,0,1,313,0.169,9,6,0,1,6,81,61
BEECKMANS,Tom,MER,4,4,7.02,15,15,0,0,0,66.2,77,71,52,36,37,14,3,2,282,0.273,9,17,2,0,2,99,56
BIESEMANS,Leko,MER,0,4,15.23,10,1,0,0,0,26.0,43,53,44,35,20,6,2,3,116,0.371,12,21,2,2,3,30,26
CAPPAERT,Zeb,BRA,4,6,7.82,15,12,0,1,0,58.2,64,62,51,47,25,12,3,0,228,0.281,13,19,0,4,3,75,65
CLESSE,Tashi-Phuntsok,MSG,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,3,0.000,0,0,0,0,0,3,0
CLINCKART,Emeric,MSG,0,1,13.03,4,0,1,0,0,9.2,17,18,14,11,3,3,0,0,47,0.362,1,2,0,1,0,13,12
COLLAZOS-MUNOZ,Nathéo,MSG,0,2,13.83,9,0,0,0,0,13.2,29,26,21,16,9,3,0,0,69,0.420,2,4,1,0,2,21,9
COOPER,Hunter,BRA,0,2,5.92,14,3,2,0,0,38.0,33,28,25,34,41,3,0,1,140,0.236,9,7,1,2,2,41,24
DASPREMONT,Stéphane,NAM,3,1,8.24,10,3,0,0,0,31.2,44,34,29,12,18,10,4,0,141,0.312,4,1,1,1,1,37,38
DE BAETS,Matthias,BOR,0,0,0.00,1,0,1,0,0,1.0,0,0,0,1,0,0,0,0,2,0.000,0,0,0,0,0,2,0
DE BOEY,Robbe,BRA,0,1,6.97,12,1,1,0,0,31.0,54,29,24,18,15,9,1,1,141,0.383,4,2,0,2,2,39,33
DE JONGH,Robbe,MSG,4,3,6.37,14,6,1,1,0,53.2,85,48,38,10,25,15,2,4,246,0.346,7,3,0,1,4,65,65
DE QUINT,Dennis,HOB,0,0,13.50,2,0,0,0,0,2.0,3,3,3,2,4,0,0,0,9,0.333,1,1,0,0,0,0,2
DELORY,Arthur,NAM,0,0,19.96,10,0,0,0,0,15.1,21,36,34,36,3,5,3,4,65,0.323,6,9,2,4,0,12,30
DESMEDT,Cedric,DEU,12,5,3.97,21,19,0,4,1,133.2,131,68,59,42,114,19,0,6,519,0.252,9,14,0,3,13,149,121
DESMEDT,Kevin,HOB,10,0,1.90,17,14,1,2,2,94.2,72,21,20,30,76,5,1,2,345,0.209,1,4,0,1,4,104,89
DRIESSENS,Artuur,BRA,1,2,5.47,4,4,0,1,0,24.2,35,21,15,4,12,7,0,1,109,0.321,1,0,0,2,4,27,31
DUPUIS,Clément,MER,1,4,7.67,16,5,0,1,0,54.0,88,65,46,26,21,9,2,0,244,0.361,10,5,0,7,3,70,60
DURAN GARCIA,Aneudy Rafaël,DEU,0,0,9.00,1,0,0,0,0,1.0,1,1,1,0,0,0,0,0,4,0.250,0,2,0,0,0,3,0
FLORUS,Amraa,MOR,0,0,10.80,1,0,0,0,0,1.2,4,2,2,2,0,0,0,1,8,0.500,1,0,0,0,0,2,2
GERDEL NIETO,Anderson Denny,DEU,12,5,2.68,18,14,1,7,0,121.0,109,48,36,32,155,15,1,5,469,0.232,4,7,0,3,7,104,97
GEUQUET,Ludovic,NAM,0,0,5.40,2,0,0,0,0,5.0,5,3,3,2,1,1,0,0,21,0.238,0,0,0,1,0,5,10
HELSEN,Lowie,MOR,1,5,11.17,7,7,0,0,0,29.0,54,44,36,26,7,10,1,0,136,0.397,2,2,0,6,2,27,51
HENDRICKX,Zane,HOB,2,0,6.23,11,5,1,0,0,30.1,30,24,21,18,21,2,0,0,121,0.248,3,11,1,0,0,49,14
HEYMANS,Arthur,NAM,2,3,5.44,11,2,2,0,0,44.2,60,34,27,16,32,10,0,4,185,0.324,3,8,0,2,4,43,51
HEYMANS,Lucas,NAM,9,10,6.49,20,20,0,12,0,136.0,188,124,98,62,69,39,8,4,578,0.325,16,27,2,8,9,146,161
HEYMANS,Tom,NAM,2,6,7.58,15,13,0,0,0,48.2,58,49,41,33,22,15,2,3,200,0.290,11,17,0,4,1,56,63
HIRONAKA,Kanoa,NAM,0,0,0.00,2,0,1,0,0,4.0,2,0,0,1,8,0,0,0,15,0.133,0,0,0,0,0,2,2
JANSSEN,Drew,HOB,0,0,3.52,2,2,0,0,0,7.2,8,3,3,4,10,1,0,1,31,0.258,0,1,0,0,0,9,4
KUENEN,Daan,MSG,0,3,19.13,7,1,0,0,0,8.0,16,17,17,15,5,3,2,0,37,0.432,1,1,0,1,1,8,10
LAMBERT,Joey,MOR,0,0,5.06,1,0,0,0,0,5.1,3,3,3,5,0,1,0,0,17,0.176,2,1,0,0,0,5,9
LARRINAGA OCAMPO,Jose Luis,DEU,2,1,6.37,12,2,1,0,0,35.1,38,26,25,13,28,7,1,5,142,0.268,2,4,0,1,1,41,34
LEKEU,Florian,MSG,0,0,6.35,4,0,0,0,0,11.1,15,8,8,3,6,4,0,0,46,0.326,1,1,0,1,0,16,10
LONGHOFER,Jackson,BRA,8,7,2.26,18,15,0,1,1,107.2,71,31,27,35,115,8,0,0,383,0.185,8,12,0,1,3,129,59
MAREELS,Glenn,BOR,3,1,5.75,12,4,1,0,0,36.0,40,25,23,18,19,5,0,1,135,0.296,4,9,0,5,4,40,43
MAREELS,Gregg,BOR,3,1,4.66,8,1,1,0,0,29.0,37,16,15,11,22,5,0,1,118,0.314,3,1,0,1,2,31,27
MARQUEZ,Alexis,DEU,0,0,15.00,1,1,0,0,0,3.0,6,5,5,2,1,1,0,0,13,0.462,4,0,0,0,1,6,1
MEERT,Aaron,BOR,0,1,18.00,3,0,0,0,0,3.0,6,6,6,3,2,1,0,0,15,0.400,0,1,0,0,0,5,2
MOLTZAN,Garrett,MSG,0,2,11.41,10,5,0,0,0,23.2,22,35,30,36,40,6,1,0,89,0.247,13,6,0,1,1,18,7
MORALES,Luis Efrem,MOR,0,0,6.55,5,0,0,0,0,11.0,15,10,8,10,11,3,1,1,48,0.313,2,2,1,2,0,8,13
MORGAN,John Paul,MOR,6,4,7.55,21,14,1,1,0,93.0,124,99,78,80,64,17,0,4,389,0.319,8,15,0,5,7,87,112
MOSTAERT,Nando,DEU,1,1,6.06,10,1,1,0,0,16.1,23,15,11,10,14,6,0,2,72,0.319,2,4,0,0,1,14,19
MUYLDERMANS,Julien,MSG,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,1,0,0,0,3,0.000,0,0,0,0,0,0,2
NAUTS,Cédric,MSG,0,0,0.00,1,0,0,0,0,0.2,1,0,0,1,0,0,0,0,3,0.333,0,0,0,0,0,1,1
NIETO CASTILLO,Edgardo Jose,DEU,1,1,4.23,7,1,3,0,0,27.2,31,16,13,16,13,5,0,0,112,0.277,2,2,0,1,3,36,32
OBERTO SILVA,Tomasz,MSG,0,0,6.75,2,0,1,0,0,2.2,4,2,2,3,2,0,1,0,11,0.364,1,0,0,0,0,4,1
PAPANIKITAS,Tobias,MOR,0,0,7.36,4,0,0,0,0,7.1,9,8,6,13,3,2,0,0,31,0.290,0,2,0,0,1,5,12
PEETERS,Christoff,HOB,0,0,18.00,1,0,0,0,0,1.0,3,2,2,1,1,0,0,0,6,0.500,0,0,0,0,0,2,0
PEETERS,Jamie,BRA,0,0,19.64,3,0,0,0,0,3.2,6,8,8,6,0,0,0,0,15,0.400,1,2,0,0,1,7,3
PERALTA ARCE,Ramiro Andres,MSG,2,4,4.78,8,4,0,0,0,26.1,28,24,14,13,26,5,1,1,109,0.257,3,9,1,1,2,28,22
PIERREUX,Xavier,MSG,0,0,0.00,1,0,0,0,0,0.2,2,0,0,0,0,0,0,0,4,0.500,0,0,0,0,0,1,1
PIRLOT,Victor,MSG,1,2,9.30,16,6,1,0,0,49.1,61,53,51,59,35,15,2,4,193,0.316,8,2,1,3,2,54,44
POESMANS,Yves,BRA,0,1,11.57,7,0,0,0,0,7.0,7,9,9,15,7,2,0,0,24,0.292,1,1,0,1,0,7,4
POLANCO,Elvis,DEU,2,0,2.59,6,5,0,1,0,24.1,24,9,7,13,12,5,0,0,93,0.258,2,2,0,1,1,35,19
POLFLIET,Arno,MOR,2,13,7.82,18,15,0,4,0,96.2,119,104,84,76,69,16,1,1,402,0.296,24,8,1,7,7,111,96
REINA VIANT,Leonel Santiago,DEU,0,0,3.86,1,0,0,0,0,2.1,4,1,1,2,0,0,0,0,10,0.400,0,0,1,0,0,1,5
RITTWEGER,Jean-François,MSG,5,9,7.69,21,16,0,2,0,103.0,147,95,88,47,23,34,4,0,425,0.346,7,40,2,12,4,118,143
RIZZI,Lucas,HOB,3,2,2.83,11,2,2,0,0,28.2,20,11,9,15,19,3,0,0,100,0.200,4,5,0,1,0,27,34
ROBBERECHTS,Jill,MER,0,0,9.18,8,1,0,0,0,16.2,27,22,17,13,18,6,1,0,76,0.355,5,1,0,2,1,8,22
ROEVENS,Robin,BRA,4,1,2.61,10,4,1,2,0,41.1,39,18,12,12,17,3,1,2,162,0.241,2,1,0,1,5,53,48
RYNIERS,Jarno,MOR,0,0,22.09,4,0,0,0,0,3.2,11,11,9,8,2,1,0,1,24,0.458,2,0,0,0,0,3,5
SCHOONHEYDT,Stefan,MOR,1,2,13.99,12,1,1,0,0,27.2,36,49,43,38,8,6,0,0,110,0.327,17,8,1,4,2,29,41
