Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
AGRETTI,Filippo,BOL,85,22,20,1,1,0,13,23,0.235,0.271,0.383,0.654,19,2,13,2,1,2,1,2
AHRENS,Vincent,RSM,50,6,9,2,0,0,5,11,0.180,0.220,0.281,0.501,7,0,17,1,0,0,0,0
ALBANESE,Simone,RSM,43,6,15,3,0,0,12,18,0.349,0.419,0.451,0.870,6,2,15,0,0,0,1,0
ALFIERI,Kevin,PAR,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
ALFIERI,Leonardo,COL,71,9,13,1,1,0,6,16,0.183,0.225,0.266,0.491,7,1,28,0,0,0,6,1
ALFINITO MONTECCHI,Simone,PAR,28,5,4,1,0,0,2,5,0.143,0.179,0.265,0.444,4,1,5,0,1,0,0,0
AMORETTI,Arturo,PAR,1,0,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
ANGELINI,Luigi,RSM,8,1,1,0,0,0,2,1,0.125,0.125,0.125,0.250,0,0,1,1,0,0,0,0
ANGULO,Oscar,RSM,54,15,17,4,1,2,17,29,0.315,0.537,0.356,0.893,4,0,11,0,1,0,1,0
ASTORRI,Cesare,BOL,76,10,16,2,0,5,20,33,0.211,0.434,0.303,0.737,7,4,33,1,2,3,0,0
AVAGNINA,Lorenzo,RSM,101,20,31,7,0,3,19,47,0.307,0.465,0.385,0.850,12,2,21,3,2,2,0,0
BATTIONI,Tommaso,COL,84,9,14,3,0,0,4,17,0.167,0.202,0.247,0.449,7,2,22,0,0,2,5,1
BECCARI,Alessandro,RSM,5,2,2,0,0,0,1,2,0.400,0.400,0.500,0.900,0,1,1,0,0,0,0,0
BELLINI,Emanuele,COL,11,2,1,0,0,0,0,1,0.091,0.091,0.167,0.258,1,0,5,0,0,0,0,0
BENETTI,Davide,COL,71,4,11,1,0,0,5,12,0.155,0.169,0.267,0.436,9,3,25,1,3,0,5,2
BERTOLINI,Romano,COL,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
BERTOSSI,Riccardo,BOL,87,30,24,2,0,0,8,26,0.276,0.299,0.475,0.774,31,3,20,2,1,1,11,2
BESS DIAZ,Roberto Carlos,MAC,11,2,1,0,0,0,0,1,0.091,0.091,0.333,0.424,4,0,4,0,0,0,0,0
BUCCHI,Mattia,GOD,56,8,10,4,0,0,3,14,0.179,0.250,0.352,0.602,7,8,20,3,0,0,0,0
CALASSO,Simone,COL,51,4,6,0,1,0,3,8,0.118,0.157,0.258,0.415,9,1,30,0,1,1,0,1
