Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
AICHER,Kai,DI,0,1,11.25,2,1,0,0,0,4.0,7,7,5,0,1,2,0,0,15,0.467,0,2,0,3,0,2,7
ALZINGER,Richard,VM,1,0,4.50,1,1,0,0,0,4.0,1,2,2,7,5,0,0,0,11,0.091,0,2,0,1,1,1,6
AMON,Florian,DD,0,0,27.00,2,0,0,0,0,1.2,4,8,5,5,0,1,0,0,13,0.308,1,1,0,0,0,2,4
ASTL,Paul,FC,1,3,9.64,6,1,0,0,0,18.2,32,31,20,15,18,8,1,0,88,0.364,10,7,0,1,1,14,20
BICKEL,Lukas,FC,3,3,8.56,8,7,0,0,0,41.0,47,46,39,38,38,11,1,10,164,0.287,6,7,0,3,2,45,34
BISCHOF,Dominik,FC,0,1,32.40,5,1,0,0,0,6.2,22,28,24,12,7,3,0,3,42,0.524,2,2,0,0,0,6,4
BREITENFELDER,Ian,FC,0,6,15.62,12,6,1,0,0,34.0,61,66,59,44,24,15,1,2,159,0.384,21,7,2,5,2,35,39
BURNS,Parker,AA,1,0,16.57,5,1,0,0,0,14.2,20,31,27,23,4,2,0,2,59,0.339,11,13,0,0,0,15,19
BÖHLER,Hubert,HB,0,0,21.38,4,0,0,0,0,8.0,30,25,19,7,1,10,0,1,51,0.588,0,2,0,0,0,4,15
CAMPREGHER,Pascal,HB,1,3,11.93,12,5,0,0,0,28.2,31,43,38,40,32,7,0,5,116,0.267,7,14,0,0,0,20,30
CASAGRANDE,Marcel,FC,0,0,0.00,1,0,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.000,0,2,0,0,0,0,0
CHRISTOF,Benedict,BB,0,1,19.93,8,1,0,0,0,14.0,26,35,31,17,20,5,2,7,65,0.400,13,4,1,0,1,11,8
CHRISTOF,Sebastian,BB,0,0,31.50,2,0,0,0,0,2.0,3,8,7,7,1,1,0,0,9,0.333,3,3,1,0,0,1,3
CLAUSS,Jacob,DD,0,0,19.29,3,0,0,0,0,2.1,5,5,5,3,0,1,1,1,11,0.455,0,2,0,0,0,3,3
DE LEON MOREL,Braudy,BB,0,0,36.00,1,0,0,0,0,1.0,3,5,4,2,2,1,0,1,6,0.500,2,0,0,0,0,1,0
DOMINGUEZ,Albert,GH,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,1,0,0,0,3,0.000,0,0,0,0,0,0,2
DUENAS HIDALGO,Omar Luis,AA,2,2,6.28,10,5,1,0,0,38.2,49,41,27,24,44,6,0,6,161,0.304,7,11,4,2,1,31,36
FAULHABER,Julian,DD,2,1,6.08,8,5,0,1,1,23.2,21,19,16,33,31,2,0,1,88,0.239,4,4,1,1,2,17,18
FERAK,Peter Jr.,VM,0,1,7.36,2,0,0,0,0,3.2,3,7,3,8,2,0,0,0,15,0.200,2,0,0,1,0,2,7
FUKUHARA,Marcus,HB,2,1,4.22,7,1,0,1,0,32.0,38,25,15,13,28,7,1,0,134,0.284,7,7,0,2,1,29,33
GOHM,Pascal,FC,0,0,6.75,1,0,0,0,0,2.2,4,2,2,0,2,0,0,1,11,0.364,0,0,0,0,0,3,2
GOLUBIEWSKI,Dominick,DI,0,0,0.00,1,0,0,0,0,0.2,1,0,0,0,1,0,0,0,3,0.333,0,0,0,0,0,0,1
GVRYTISHVILI,Georgii,GH,3,0,4.94,13,2,1,0,0,47.1,46,34,26,24,57,11,4,4,181,0.254,4,3,1,1,3,44,31
HACKL,Mo,VM,1,2,7.36,5,3,0,1,0,22.0,23,20,18,10,21,9,0,3,90,0.256,3,6,0,0,0,24,20
HACKL,Sammy,VM,2,0,5.82,7,0,0,0,0,21.2,24,16,14,16,19,5,1,0,88,0.273,5,4,0,0,1,22,22
HANSON,Sören,FC,0,2,2.03,6,6,0,1,0,40.0,30,11,9,12,70,5,1,2,149,0.201,3,1,0,0,1,26,20
HEINZLE,Levin,FC,0,0,8.31,6,0,0,0,0,8.2,17,20,8,6,5,2,1,5,49,0.347,2,3,0,1,0,12,9
HIRNSCHAL,Fabian,VW,0,0,18.00,1,0,0,0,0,1.0,3,2,2,0,2,0,1,0,6,0.500,0,0,0,0,0,0,1
INMANN,Lukas,VW,1,2,8.13,9,4,2,0,0,27.2,29,33,25,32,25,2,0,3,110,0.264,10,3,0,1,1,33,20
JAHN,Daniel,BB,0,0,28.80,5,0,0,0,0,5.0,21,16,16,4,3,3,1,3,34,0.618,0,0,0,0,0,5,5
JENSEN,James,AA,10,4,2.74,16,15,0,11,3,128.1,126,47,39,12,165,22,1,8,502,0.251,9,9,0,0,2,131,74
JOHNSON,Zachary,FC,0,4,8.36,6,1,0,0,0,14.0,25,18,13,4,16,5,0,2,68,0.368,1,2,0,0,0,11,12
JÄGER,Michael,DI,1,2,7.56,10,0,2,0,0,25.0,24,24,21,18,27,4,0,1,103,0.233,9,8,1,1,0,20,31
KAWCZYNSKI,Florian,DD,2,0,2.25,4,1,0,0,0,16.0,13,7,4,8,23,3,0,1,65,0.200,5,1,0,1,0,14,11
KIEFER,Tobias,GH,8,3,2.27,13,13,0,1,1,71.1,38,25,18,23,114,5,2,1,260,0.146,9,14,0,0,1,63,31
KIENBERGER,Alexander,DD,4,0,2.72,10,8,0,1,1,43.0,36,17,13,17,49,4,1,2,163,0.221,2,0,1,2,0,29,45
KOLLER,Michael,GH,1,1,7.43,9,1,0,0,0,23.0,29,21,19,8,9,9,2,4,97,0.299,1,6,0,3,0,27,30
KONSTAT KORZENNY,Enrique,VW,0,0,10.13,2,0,0,0,0,5.1,9,7,6,1,5,3,0,1,25,0.360,2,0,2,1,0,3,8
KOTRBA,Sascha,VW,0,1,0.00,1,0,0,0,0,0.0,0,2,2,2,0,0,0,0,0,0.000,0,0,0,0,0,0,0
KRESKA,Elias,DD,0,0,0.00,1,0,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0.000,2,0,0,0,0,0,0
LANSCHÜTZER,Lucas,FC,0,0,20.57,5,0,0,0,0,7.0,15,16,16,6,1,2,0,4,33,0.455,3,3,0,1,0,10,7
LETOUZÉ,Thierry,VM,6,3,5.74,14,14,0,1,0,64.1,71,52,41,23,51,14,1,4,266,0.267,9,13,1,1,3,61,75
LUDEMAN,Brett,GH,4,4,4.44,11,11,0,0,0,48.2,50,39,24,29,62,5,5,4,192,0.260,6,2,0,3,3,35,42
LUGER,Maximilian,DI,2,1,6.85,6,2,1,1,0,23.2,29,23,18,21,15,4,0,0,99,0.293,12,3,0,3,0,26,27
MAIER,Levin,HB,0,1,14.73,7,2,0,0,0,11.0,9,20,18,21,8,3,0,1,41,0.220,2,5,1,0,0,11,10
MARTE MATIAS,Luis Manuel,BB,0,0,33.75,2,0,0,0,0,1.1,3,5,5,4,0,0,0,1,6,0.500,1,0,0,1,0,1,3
MATHES,Stephan,BB,0,1,11.68,4,1,0,0,0,12.1,26,24,16,8,4,8,0,1,67,0.388,6,4,1,2,0,18,15
MAYR,Raphael,AA,2,0,6.97,10,0,0,0,0,20.2,20,16,16,22,18,2,0,2,76,0.263,9,10,0,3,0,11,27
MCGARRY,Eoghan,DD,1,1,8.59,14,6,1,0,0,29.1,39,43,28,28,35,10,1,7,129,0.302,3,2,3,3,1,23,28
NAHMENS,Will,VM,0,0,14.73,2,1,0,0,0,3.2,8,6,6,2,0,2,1,2,18,0.444,0,0,0,1,0,5,5
NENNING,Julian,FC,0,2,16.39,5,2,0,0,0,9.1,20,19,17,9,6,6,0,3,49,0.408,1,2,0,0,0,12,10
NIEDERL,Nicolas,BB,0,0,67.50,1,0,0,0,0,0.2,6,10,5,0,0,1,0,1,11,0.545,1,1,0,0,0,1,1
OBERMAYER,Sascha,GH,0,0,6.75,1,0,0,0,0,1.1,2,1,1,1,0,1,0,0,6,0.333,0,0,0,0,0,0,4
PERNET,Oliver,GH,2,0,1.88,7,0,1,0,0,14.1,12,4,3,7,15,2,0,1,54,0.222,0,1,0,0,0,14,10
PFISTER,Jochen,DI,0,2,3.97,2,2,0,0,0,11.1,11,8,5,4,10,0,0,0,48,0.229,3,4,0,0,0,15,10
PICHLER,Kirian,HB,1,5,7.96,12,5,0,0,0,52.0,66,54,46,39,31,17,0,5,210,0.314,7,9,0,4,5,55,58
PICHLER,Lukas,DI,0,0,20.25,1,0,0,0,0,1.1,3,4,3,3,1,0,0,1,8,0.375,0,0,0,0,0,1,2
QUIRANTES GARCIA,Adrian,BB,0,1,31.50,1,1,0,0,0,2.0,5,7,7,7,1,2,0,1,11,0.455,5,0,0,0,0,3,2
RESEL,Alexander,VW,0,0,0.00,1,0,0,0,0,1.0,1,0,0,1,1,0,0,0,3,0.333,0,0,0,0,0,0,1
REYES,Peter,VW,4,2,4.34,7,7,0,1,0,45.2,46,29,22,12,53,3,1,7,179,0.257,2,4,1,1,3,43,35
RITTER,Pierre,FC,0,0,189.00,2,0,0,0,0,0.1,4,8,7,4,0,0,0,0,6,0.667,3,1,1,0,0,1,0
RUPP,Ryan,DI,6,4,4.57,14,14,0,1,1,84.2,65,52,43,60,131,13,0,7,312,0.208,15,11,0,3,2,67,48
SAKANASHI,Hiro,VW,0,0,4.50,1,0,0,0,0,2.0,2,1,1,1,1,1,0,0,8,0.250,0,0,0,0,0,2,2
SCHADLER,Mario,VM,0,0,0.00,4,0,0,0,0,3.0,2,0,0,0,3,0,0,0,11,0.182,0,0,0,0,0,1,5
SCHADLER,Nico,VM,5,1,5.36,11,2,2,0,0,42.0,57,32,25,19,23,10,0,2,177,0.322,6,2,0,2,0,36,58
SCHEIBER,Felix,BB,0,0,0.00,1,0,0,0,0,0.0,0,5,5,3,0,0,0,0,0,0.000,0,2,0,0,0,0,0
SCHEICHER,Moritz,DD,5,1,3.33,18,1,6,0,0,46.0,39,21,17,20,57,11,2,1,176,0.222,8,14,0,4,0,38,40
SCHILLER,Alexander,GH,0,0,7.04,3,1,0,0,0,7.2,3,6,6,10,2,0,0,1,23,0.130,0,4,0,2,0,11,8
SCHNEIDER,Michael,VW,0,1,9.72,4,0,1,0,0,8.1,17,9,9,5,2,2,0,3,40,0.425,4,1,0,0,0,8,13
SCHNEIDER,Thomas,BB,0,0,31.50,2,0,0,0,0,2.0,10,11,7,3,1,3,0,1,16,0.625,4,0,0,1,0,1,4
SCHÜLLER,Sven,HB,2,4,2.81,9,9,0,1,1,48.0,23,25,15,19,66,5,0,1,177,0.130,10,8,0,0,1,61,16
SCHÜTZ,Lukas,BB,0,4,14.44,11,3,0,0,0,33.2,72,71,54,26,14,16,3,12,179,0.402,15,5,1,5,1,25,58
SCHÜTZ,Niklas,BB,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,2,0.000,0,0,0,0,0,2,0
SCHÜTZ,Severin,BB,0,1,9.90,6,0,0,0,0,10.0,12,14,11,10,3,5,1,3,39,0.308,2,3,0,3,0,12,13
SEIDENBERGER,Alexander,DD,0,0,0.00,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2,0.000,0,0,0,0,0,0,2
SEIDL,Alex,VM,3,0,4.50,5,4,0,0,0,22.0,21,14,11,7,23,3,1,1,94,0.223,5,3,0,1,0,32,13
SEISER,Claus,VM,0,1,6.00,3,0,0,0,0,6.0,8,4,4,3,5,1,0,0,26,0.308,0,1,0,1,0,7,6
SIMONSEN,Jakob,VM,9,2,4.45,14,12,0,9,0,109.1,124,71,54,35,40,25,3,6,444,0.279,5,6,0,4,8,137,136
SOUTHEE,Lochlan,DI,8,1,2.64,11,11,0,4,2,81.2,56,30,24,28,117,10,0,3,293,0.191,8,2,0,1,3,79,38
SQUIRES,Chris,DI,1,1,1.42,9,0,3,0,0,19.0,9,4,3,8,27,3,0,0,67,0.134,1,0,0,1,0,12,18
STEPHAN,Felix,BB,1,5,14.18,9,6,0,0,0,26.2,48,54,42,22,16,6,2,5,133,0.361,13,8,0,1,0,26,36
SUCHAROWSKI,Stefan,DD,3,1,9.49,15,0,1,0,0,30.1,47,36,32,25,35,6,3,5,137,0.343,9,2,1,0,0,16,35
TALIR,Dominik,VW,0,0,30.86,4,0,0,0,0,2.1,0,8,8,7,6,0,0,0,7,0.000,0,4,0,0,0,0,1
THAU,Angelo,VW,4,1,4.27,12,5,1,2,0,46.1,55,28,22,17,23,5,2,4,188,0.293,2,4,1,1,1,43,61
THEINER,Marcel,DI,0,0,0.00,1,0,0,0,0,1.0,1,1,0,0,0,1,0,0,5,0.200,1,0,0,0,0,1,2
TOMSICH,Christian,VW,1,0,0.56,2,2,0,0,0,16.0,9,1,1,2,12,0,0,1,57,0.158,1,1,0,0,0,19,16
TRIMMEL,Markus,GH,1,2,15.43,7,2,0,0,0,11.2,24,23,20,17,7,2,0,1,58,0.414,4,3,1,1,0,14,11
VALIDO MORRISON,Alessandro Ramon,VW,1,1,12.34,4,1,0,0,0,11.2,19,17,16,12,3,5,0,1,51,0.373,1,3,0,2,1,12,18
VALS FRIAS,Erwin Eduardo,HB,0,4,12.15,6,4,1,0,0,20.0,36,33,27,12,26,9,2,2,98,0.367,3,1,0,1,1,19,13
VAN DIJCK,Rick,DD,6,5,5.75,15,14,0,0,0,81.1,102,62,52,25,73,20,3,7,341,0.299,7,1,1,3,2,83,77
VEGH,Jürgen,GH,0,0,27.00,1,0,0,0,0,1.2,3,7,5,5,0,2,0,0,8,0.375,0,2,0,1,0,0,5
VITALE,Marcel,AA,1,2,7.82,7,0,0,0,0,12.2,17,19,11,15,16,4,0,0,57,0.298,8,5,0,0,0,12,8
WALENTA,Daniel,VW,6,5,6.05,14,11,0,4,0,80.1,98,72,54,27,41,13,4,10,336,0.292,3,15,0,8,2,67,128
WELLER,Jacob,BB,1,6,17.74,11,7,0,0,0,34.0,62,86,67,55,27,12,2,7,163,0.380,28,16,0,2,0,43,21
WERNER,Tobias,GH,0,1,7.94,3,0,0,0,0,5.2,6,7,5,4,2,2,0,0,24,0.250,2,3,0,1,0,5,10
