Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
BALLARDINI,Lino,BRA,0,0,0.00,2,0,0,0,0,4.2,5,0,0,2,4,1,0,0,19,0.263,0,1,0,0,0,4,6
CLESSE,Tashi,MSG,0,0,7.71,1,0,0,0,0,2.1,2,2,2,0,0,1,0,1,9,0.222,0,0,0,0,0,3,4
COLLAZOS-MUNOZ,Natheo,MSG,0,0,36.00,1,0,0,0,0,1.0,2,4,4,6,0,1,0,0,4,0.500,0,0,0,1,0,1,2
DE JONGH,Robbe,MSG,0,1,1.00,2,1,0,0,0,9.0,8,2,1,3,4,2,0,0,35,0.229,0,0,0,1,0,6,15
DE PERMENTIER,Matthew,DEU,0,2,7.36,2,2,0,0,0,11.0,15,12,9,6,8,3,0,1,46,0.326,5,2,0,0,0,16,5
DE VRIENDT,Morris,DEU,0,0,2.84,1,1,0,0,0,6.1,4,2,2,4,5,1,0,0,23,0.174,0,1,0,0,1,3,11
DELETOMBE,Guillaume,BRU,0,0,18.00,2,0,0,0,0,4.0,10,8,8,4,1,2,0,0,21,0.476,0,0,0,0,0,2,8
DESMEDT,Cedric,BRU,2,1,5.31,4,3,0,0,0,20.1,20,13,12,15,17,2,0,2,86,0.233,0,2,0,0,0,20,24
DESMEDT,Kevin,BRU,0,4,2.88,7,4,0,1,0,34.1,27,15,11,10,33,5,0,0,132,0.205,0,4,1,0,2,35,32
DRIESSENS,Artuur,BRA,3,1,3.35,5,5,0,2,0,40.1,43,16,15,9,13,6,1,1,157,0.274,1,9,0,2,0,62,37
GROUP,Matthias,BOR,1,0,2.08,2,0,0,0,0,4.1,3,1,1,2,0,2,0,0,14,0.214,0,0,0,0,1,4,8
JENKINS,Cole,BRA,3,2,7.25,6,6,0,0,0,22.1,22,18,18,26,19,3,0,0,81,0.272,4,4,0,2,6,17,28
JOHNSON,Ryan,BOR,2,2,1.72,5,5,0,1,0,36.2,19,12,7,14,48,0,0,1,130,0.146,1,1,0,0,2,35,24
JONIS,Riugino,DEU,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,3,0.000,0,0,0,0,0,2,1
LARRINAGA OCAMPO,Jose Luis,DEU,1,1,3.38,3,2,0,2,0,18.2,12,7,7,5,10,1,0,1,66,0.182,0,4,0,0,1,17,25
LEBACKS,Sharlon,DEU,1,2,5.51,3,2,0,1,0,16.1,22,12,10,6,8,2,0,0,73,0.301,1,3,0,0,0,23,18
LEKEU,Florian,MSG,0,2,13.00,2,2,0,0,0,9.0,17,15,13,3,4,3,0,2,43,0.395,0,4,0,1,1,10,12
LOUBSER MUNN,Thomas,BOR,0,1,15.43,1,0,0,0,0,2.1,5,4,4,3,3,2,0,0,11,0.455,1,1,0,0,1,2,2
MAREELS,Glenn,BOR,0,0,6.11,4,4,0,0,0,17.2,22,14,12,7,10,3,1,0,76,0.289,1,2,0,1,1,20,21
MAREELS,Gregg,BOR,2,1,2.19,4,1,0,0,0,12.1,14,3,3,4,9,1,0,1,50,0.280,0,0,0,0,0,13,13
MARQUEZ,Alexis,DEU,1,2,2.13,3,3,0,2,0,25.1,19,6,6,11,16,2,0,1,92,0.207,0,3,2,1,1,28,31
NIETO CASTILLO,Edgardo Jose,DEU,0,0,3.86,1,0,0,0,0,2.1,2,2,1,3,1,0,0,0,9,0.222,0,0,1,0,1,4,2
NISHIDA,Kosaku,BRU,0,0,0.00,1,0,0,0,0,0.0,0,4,4,4,0,0,0,0,0,0.000,0,0,0,0,0,0,0
OBERTO SILVA,Tomasz,MSG,0,2,4.35,2,2,0,0,0,10.1,5,6,5,15,7,0,0,0,31,0.161,1,2,0,1,1,11,10
PIERREUX,Xavier,MSG,0,0,5.40,4,0,0,0,0,6.2,7,4,4,4,4,1,0,1,27,0.259,2,2,0,1,0,9,7
PIRLOT,Victor,MSG,0,0,2.08,3,0,0,0,0,8.2,7,4,2,2,3,3,0,1,32,0.219,1,0,0,0,0,8,14
POLANCO,Elvis,BRU,0,0,4.50,1,0,0,0,0,6.0,7,3,3,2,3,0,1,0,23,0.304,1,2,0,1,0,7,7
RITTWEGER,Jean-François,MSG,0,0,8.53,5,0,0,0,0,6.1,6,7,6,6,1,1,0,0,25,0.240,1,4,0,0,0,7,10
RIZZI,Lucas,BRA,1,0,11.74,4,0,0,0,0,7.2,9,11,10,7,4,1,1,1,30,0.300,0,0,0,1,0,7,9
ROEMER,Wesley,BOR,0,0,0.00,2,0,0,0,0,2.1,2,0,0,0,2,0,0,0,10,0.200,0,0,0,0,0,3,2
ROEVENS,Robin,BRA,0,0,7.36,2,0,0,0,0,7.1,9,6,6,1,4,2,0,0,32,0.281,2,1,0,0,0,13,6
ROME,Julien,MSG,0,0,14.54,1,0,0,0,0,4.1,6,7,7,3,0,1,1,0,18,0.333,0,5,1,0,0,6,5
ROYMANS,Steff,DEU,0,0,22.50,2,0,0,0,0,4.0,13,13,10,5,2,3,1,0,26,0.500,3,2,0,0,0,7,3
SCHÜLLER,Sven,HOB,5,1,2.08,6,6,0,2,0,43.1,23,11,10,16,50,0,0,1,151,0.152,2,7,0,0,0,55,18
SIRGEDAS,Matas,BOR,0,0,3.86,2,0,1,0,0,2.1,1,1,1,1,0,0,0,0,9,0.111,2,0,0,0,0,4,3
STRAW,Eli,BRA,1,0,1.84,6,0,1,0,0,14.2,12,6,3,3,17,2,0,0,55,0.218,0,4,0,3,1,11,14
TAUIL,Nabil,MSG,1,2,7.36,4,4,0,0,0,14.2,12,14,12,15,7,4,0,0,51,0.235,2,4,0,0,1,13,18
VAN DEN BRANDEN,Kenny,HOB,4,1,1.65,7,5,0,2,0,43.2,31,10,8,13,55,5,0,1,158,0.196,2,1,0,1,2,38,35
VAN DROOGENBROECK,Jace,BOR,0,0,8.44,1,0,0,0,0,5.1,9,5,5,2,3,2,0,0,23,0.391,1,0,0,1,0,7,5
VAN HEVEL,Kevin,BRA,1,0,4.76,1,1,0,0,0,5.2,5,3,3,4,4,0,0,0,21,0.238,0,1,0,0,1,9,4
VAN MOOK,Mauro,BRU,1,2,8.41,6,3,0,1,0,20.1,21,27,19,19,24,2,1,0,82,0.256,7,6,0,1,2,23,10
VAN NUFFEL,Ben,HOB,0,0,4.05,5,2,0,0,0,20.0,19,10,9,12,17,1,0,0,74,0.257,2,3,0,1,0,20,18
VAN NUFFEL,Sam,HOB,0,1,27.00,2,0,0,0,0,1.0,2,3,3,1,3,1,0,0,6,0.333,0,0,0,0,0,0,0
VERSPREET,Brendan,HOB,1,0,0.00,4,0,0,0,0,7.0,5,0,0,2,2,1,0,0,21,0.238,2,0,0,0,0,8,6
