Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ABRY,Yves,ANT,5,1,1,0,0,1.000,0,0,0,,0,0
ADAMS,Dave,DEU,8,21,9,12,0,1.000,2,0,0,,0,0
AELBRECHT,Nick,DEU,8,37,24,7,6,0.838,0,4,3,57.1,6,0
ALLAERTS,Peter,ANT,2,11,10,0,1,0.909,0,0,0,,0,0
AUDENAERT,Sven,CHI,7,1,1,0,0,1.000,0,0,0,,0,0
BARBIER,Jasper,CHI,11,5,2,0,3,0.400,0,0,0,,0,0
BLAINE,ALLISON,TBS,8,12,8,4,0,1.000,0,1,0,100.0,2,0
BOLJAU,Jonas,CHI,8,5,4,0,1,0.800,0,0,0,,0,0
BUONSENSO,Antonella,ANT,3,2,2,0,0,1.000,0,0,0,,0,0
BUTS,Dean,DEU,4,17,6,9,2,0.882,0,0,0,,0,0
CEDEÑO,Aquiles,TBS,4,14,6,6,2,0.857,0,0,0,,0,0
CLAES,Wesley,CHI,20,21,2,19,0,1.000,1,32,0,100.0,0,0
CLOOTS,Marco,CHI,10,6,5,1,0,1.000,0,0,0,,0,0
COPPENS,Danny,GRE,1,1,0,0,1,0.000,0,0,0,,0,0
COPPENS,Jan,GRE,5,4,1,0,3,0.250,0,0,0,,0,0
COPPENS,Tom,GRE,15,17,15,1,1,0.941,0,0,0,,0,0
DAELMAN,Jorne,GRE,8,11,5,5,1,0.909,0,6,0,100.0,0,0
DANDRIDGE,Arthur,BRU,9,29,10,18,1,0.966,2,0,0,,0,0
DE CLOEDT,Jelle,CHI,13,47,33,11,3,0.936,3,12,3,80.0,9,0
DE KAM,Robbe,DEU,2,1,0,1,0,1.000,0,7,0,100.0,0,0
DE MAN,Leslie,GRE,1,1,1,0,0,1.000,0,0,0,,0,0
DE RYCK,Ben,BRU,22,9,3,5,1,0.889,0,19,0,100.0,0,0
DE WOLF,Arno,ANT,1,3,1,2,0,1.000,0,0,0,,0,0
DELARUELLE,Kenneth,DEU,11,37,30,6,1,0.973,0,2,0,100.0,0,0
DIELEN,Lennert,ANT,3,2,2,0,0,1.000,0,0,0,,0,0
DIELEN,Steve,ANT,6,8,7,1,0,1.000,0,0,0,,0,0
EELEN,Lars,TBS,3,1,1,0,0,1.000,0,0,0,,0,0
EERDEKENS,Axl,GRE,4,1,0,0,1,0.000,0,0,0,,0,0
FREITEZ,Jhoanderson,TBS,4,7,4,2,1,0.857,0,0,0,,0,0
GEBRUERS,Jan,TBS,5,25,23,1,1,0.960,0,7,2,77.8,1,0
GELDOF,Dean,ANT,14,17,5,12,0,1.000,1,7,0,100.0,0,0
GELDOF,Vincent,ANT,5,23,11,9,3,0.870,1,1,1,50.0,10,0
GODEFROI,Christophe,BRU,11,5,4,0,1,0.800,0,0,0,,0,0
GOOS,Yannick,GRE,2,1,0,1,0,1.000,0,0,0,,0,0
GRANT,Sandy,BRU,8,34,33,0,1,0.971,0,13,0,100.0,11,0
GUERRA ARTEAGA,Juan Carlos,DEU,4,9,0,8,1,0.889,0,0,0,,0,0
HABRAKEN,Steff,TBS,12,11,1,8,2,0.818,0,5,0,100.0,0,0
HAJJI,Hinde,BRU,3,2,1,0,1,0.500,0,0,0,,0,0
HASHIMOTO,Shigetoshi,BRU,9,24,10,13,1,0.958,3,0,0,,0,0
HELLEMANS,Erik,GRE,19,26,18,4,4,0.846,1,1,0,100.0,0,0
HENS,Nick,CHI,10,2,1,0,1,0.500,0,0,0,,0,0
HERMANS,Jef,TBS,6,18,11,6,1,0.944,1,6,1,85.7,2,0
HEYKERS,Lars,ANT,5,1,1,0,0,1.000,0,0,0,,0,0
IGUCHI,Akinori,BRU,10,32,28,3,1,0.969,0,3,0,100.0,3,0
IMHOF,Thomas,TBS,5,8,5,2,1,0.875,0,0,0,,0,0
JANSSEN,Tom,CHI,12,37,20,11,6,0.838,1,6,1,85.7,3,0
JERUSALEM,Sven,DEU,9,34,28,2,4,0.882,0,7,0,100.0,4,0
JOHNNY,Pineda,DEU,7,3,1,1,1,0.667,1,0,0,,0,0
KASCHL,Arno,BRU,11,23,20,1,2,0.913,0,0,0,,0,0
KITAGAWA,Yuki,BRU,3,18,15,3,0,1.000,0,0,0,,0,0
KORTLEVEN,Rudi,CHI,3,10,4,5,1,0.900,1,0,0,,0,0
KOSAKA,Kohei,BRU,6,15,5,7,3,0.800,0,0,0,,0,0
LANOOTE,Jeroen,ANT,2,2,1,1,0,1.000,0,0,0,,0,0
LANSSENS,Steve,ANT,8,8,5,3,0,1.000,0,0,0,,0,0
LENOIR,Tom,CHI,2,4,2,0,2,0.500,0,0,0,,0,0
MACKEN,Serge,BRU,25,23,12,9,2,0.913,1,11,0,100.0,0,0
MAES,Patricia,GRE,2,2,0,0,2,0.000,0,0,0,,0,0
MERTENS,Herwig,TBS,1,1,1,0,0,1.000,0,0,0,,0,0
MIYAMOTO,Koji,BRU,7,19,17,2,0,1.000,0,8,1,88.9,4,0
MOSTAERT,Nando,DEU,1,1,1,0,0,1.000,0,0,0,,0,0
PETIT,Danny,DEU,6,1,0,1,0,1.000,0,0,0,,0,0
RAMAROJAONA,Serge,GRE,13,34,17,11,6,0.824,0,0,0,,0,0
ROSEMAN,William,BRU,11,30,14,14,2,0.933,1,0,0,,0,0
ROYMANS,Steff,DEU,2,15,7,7,1,0.933,2,0,0,,0,0
SANO,Hitomi,BRU,7,4,4,0,0,1.000,0,0,0,,0,0
SELIS,Steve,CHI,3,8,8,0,0,1.000,0,3,0,100.0,4,0
SELS,Luca,CHI,10,7,2,3,2,0.714,1,0,0,,0,0
SMITS,Pieter,DEU,9,4,0,4,0,1.000,0,3,0,100.0,0,0
SMITS,Raf,DEU,7,7,4,1,2,0.714,0,0,0,,0,0
STOOPS,Kristof,TBS,7,8,4,3,1,0.875,1,0,0,,0,0
STUYCK,Tim,CHI,5,5,5,0,0,1.000,0,0,0,,0,0
TABE,Jackson,GRE,1,1,0,1,0,1.000,0,0,0,,0,0
TRIO,Jan,CHI,12,29,23,6,0,1.000,2,20,0,100.0,6,0
VAN ACKEREN,Peter,ANT,5,3,2,1,0,1.000,0,0,0,,0,0
VAN DEN BOSCH,Dave,DEU,1,1,1,0,0,1.000,0,0,0,,0,0
VAN DER LINDEN,Don,GRE,5,1,1,0,0,1.000,0,3,0,100.0,0,0
VAN DER LINDEN,Lukas,GRE,9,26,26,0,0,1.000,1,0,0,,0,0
VAN DER VORST,David,CHI,6,7,3,4,0,1.000,1,3,0,100.0,0,0
VAN DONINCK,Maarten,TBS,4,15,5,8,2,0.867,0,0,0,,0,0
VAN DONINCK,Tomas,TBS,5,40,38,0,2,0.950,0,0,0,,0,0
VAN EYNDE,Bart,TBS,5,5,3,0,2,0.600,0,0,0,,0,0
VAN GENECHTEN,Joseph,GRE,20,5,2,3,0,1.000,0,3,0,100.0,0,0
VAN HOYE,Bjorn,CHI,11,42,20,20,2,0.952,4,8,0,100.0,3,0
VAN LINDEN,Brett,CHI,9,45,41,1,3,0.933,3,0,0,,0,0
VAN LOON,Dennis,GRE,10,5,0,2,3,0.400,0,0,0,,0,0
VAN OPDORP,Kevin,ANT,7,53,49,1,3,0.943,1,5,0,100.0,5,0
VAN ROEYEN,Wout,ANT,4,2,1,0,1,0.500,0,0,0,,0,0
VAN ROOST,Felix,DEU,1,6,5,1,0,1.000,0,0,0,,0,0
VAN STEEN,benny,CHI,8,30,27,2,1,0.967,1,1,0,100.0,2,0
VAN WAUWE,Sofie,BRU,12,8,4,4,0,1.000,2,4,0,100.0,0,0
VANDAELE,Joeni,GRE,10,37,13,24,0,1.000,1,0,0,,0,0
VERBEECK,Jense,CHI,2,1,0,0,1,0.000,0,0,0,,0,0
VERELST,Kevin,GRE,4,18,16,1,1,0.944,0,0,0,,1,0
VERELST,Wesley,DEU,2,3,2,1,0,1.000,0,0,0,,0,0
VERHEYDEN,Djamy,DEU,9,3,2,1,0,1.000,0,0,0,,0,0
VERMEIREN,Illiam,GRE,7,1,1,0,0,1.000,0,0,0,,0,0
VERMEULEN,Danté,ANT,1,3,2,0,1,0.667,0,0,0,,0,0
VERMEULEN,yanni,CHI,8,2,1,1,0,1.000,0,0,0,,0,0
VERSTRAETEN,Elias,DEU,9,10,7,0,3,0.700,0,0,0,,0,0
VINCK,Matthieu,GRE,17,73,65,6,2,0.973,1,9,0,100.0,3,0
VISCHSCHOONMAKER,Connor,GRE,8,51,46,4,1,0.980,1,7,3,70.0,9,0
VOLKAERT,Filip,GRE,3,11,9,1,1,0.909,0,0,0,,0,0
VOLS,Matthias,DEU,9,11,8,2,1,0.909,1,3,0,100.0,1,0
WITVROUWEN,Tim,CHI,3,7,7,0,0,1.000,1,0,0,,0,0
WOUTERS,Joris,BRU,13,18,4,10,4,0.778,1,0,0,,0,0
WUYTS,Nick,TBS,5,8,2,6,0,1.000,1,5,0,100.0,0,0
YAMAMOTO,Ken,BRU,8,41,41,0,0,1.000,2,0,0,,0,0
