Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
NAGEL,Tijmen,DKI,6,0,1,0,0,0,1,1,0.167,0.167,0.167,0.334,0,0,3,0,0,0,0,0
NAHUIS,Tieme,RCH,12,2,2,1,0,0,0,3,0.167,0.250,0.167,0.417,0,0,7,0,0,0,0,0
NUIJTEN,Duco,AMS,100,19,29,4,1,0,17,35,0.290,0.350,0.363,0.713,7,5,12,0,1,1,5,4
ORMAN,Jeldwin,RCH,135,28,49,9,0,0,14,58,0.363,0.430,0.401,0.831,6,4,17,1,2,0,8,2
PASTOR,Luca,AMS,5,0,1,0,0,0,1,1,0.200,0.200,0.375,0.575,2,0,1,0,1,0,0,0
PASTOR,Thibaud,AMS,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
PATIST,Jorrit,UVV,76,11,22,6,0,0,12,28,0.289,0.368,0.329,0.697,5,1,20,0,3,1,2,0
PEELS,Rick,QUI,72,5,19,1,0,1,5,23,0.264,0.319,0.338,0.657,7,1,18,0,0,0,0,0
PENSEEL,Jorrit,AMS,79,7,20,3,0,0,14,23,0.253,0.291,0.344,0.635,11,1,13,6,2,1,5,0
PETERS,Thijmen,TWI,42,13,12,1,0,0,6,13,0.286,0.310,0.516,0.826,13,7,12,1,0,1,4,0
PIETERNELLA,Keegan,NEP,25,3,6,1,0,0,4,7,0.240,0.280,0.333,0.613,3,1,3,0,1,1,0,0
PITERNELLA,Ruendrick,RCH,96,15,30,6,0,0,22,36,0.313,0.375,0.417,0.792,20,0,14,2,4,0,1,0
POESMANS,Axel,TWI,59,11,17,3,0,0,8,20,0.288,0.339,0.395,0.734,10,3,5,0,4,0,3,2
REDAN,Danyll Sky,HCA,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,1
REDAN,Ibrahin,DKI,93,18,32,4,2,1,12,43,0.344,0.462,0.442,0.904,15,3,29,2,2,0,5,2
REDAN,Irving,DKI,88,11,17,1,0,0,8,18,0.193,0.205,0.324,0.529,17,1,31,0,2,1,6,0
RICHARDSON,Denzel,AMS,115,27,36,6,0,6,26,60,0.313,0.522,0.385,0.907,16,0,23,1,4,0,5,2
RIFAELA,Jhan,QUI,9,2,2,0,0,0,0,2,0.222,0.222,0.364,0.586,2,0,2,1,0,0,0,0
RIJPSTRA,Bas,QUI,24,0,4,0,0,0,1,4,0.167,0.167,0.231,0.398,2,0,11,1,0,0,0,0
RIJPSTRA,Nik,QUI,49,3,8,0,0,0,2,8,0.163,0.163,0.255,0.418,4,2,20,0,0,1,1,0
ROJAS,Timothy,UVV,125,36,30,3,0,0,14,33,0.240,0.264,0.410,0.674,30,6,32,0,0,2,26,2
RUBEN,Berend,TWI,73,15,14,2,0,0,9,16,0.192,0.219,0.310,0.529,11,2,14,3,1,1,1,0
