Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ADRIAANSZ-TUK,Karin,OGZ,116,26,39,9,2,7,26,73,0.336,0.629,0.425,1.054,15,3,32,0,0,4,1,0
ADRIAANSZ,Desiree,OGZ,87,11,18,1,0,0,4,19,0.207,0.218,0.225,0.443,2,0,23,0,0,2,1,2
AKKERMAN,Nadine,OGZ,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
ANDRINGA,Naomi,UVV,108,14,18,2,1,0,6,22,0.167,0.204,0.244,0.448,11,0,25,0,0,1,2,2
ARAGONES,Phine,SPA,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
ARP,Laura,UVV,94,8,14,3,0,0,9,17,0.149,0.181,0.241,0.422,12,0,29,0,2,3,3,0
BARTELS,Anna-be,OGZ,75,5,14,2,0,0,8,16,0.187,0.213,0.215,0.428,3,0,18,1,1,3,1,0
BEEKVELDT,Yindi,OLY,79,23,22,2,2,0,7,28,0.278,0.354,0.452,0.806,22,3,17,0,0,2,4,1
BEERS,Brenda,OLY,128,48,53,6,6,1,29,74,0.414,0.578,0.503,1.081,24,2,19,0,3,1,15,3
BIERVLIET,Tamar,SPA,1,0,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,1,0,0,0,0,0,0
BLOK,Minke,NEP,105,13,26,7,5,2,13,49,0.248,0.467,0.378,0.845,18,4,33,0,0,0,1,1
BOERSMA,Tenley,SPA,82,17,22,1,0,0,10,23,0.268,0.280,0.367,0.647,13,1,8,1,2,5,1,0
BOMBA,Angelica,AMS,86,14,13,1,1,0,2,16,0.151,0.186,0.284,0.470,14,2,28,0,0,3,2,0
BRINK,Lisa,TTT,31,0,2,0,0,0,2,2,0.065,0.065,0.121,0.186,2,0,13,0,0,3,0,0
BRINKS,Demi,AMS,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BROCKMEYER,Lara,UVV,5,0,2,1,0,0,1,3,0.400,0.600,0.400,1.000,0,0,1,0,0,0,0,0
BUISE,Lorijn,NEP,3,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,1
BURGER,Melissa,UVV,27,4,7,4,1,0,1,13,0.259,0.481,0.487,0.968,10,2,7,0,0,0,1,0
BUSCHMAN,Judith,NEP,89,20,21,4,3,0,19,31,0.236,0.348,0.373,0.721,18,2,20,0,1,2,1,0
CATSBURG,Renske,OLY,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
CHARLES,Damishah,NEP,136,34,55,19,6,0,41,86,0.404,0.632,0.456,1.088,16,1,12,0,5,3,7,1
CLARIJS,Lizzie,AMS,105,28,30,6,2,0,16,40,0.286,0.381,0.461,0.842,33,2,8,1,1,0,4,1
COERIEL,Qui-Lin,OGZ,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
COLEMAN,Kamryn,AMS,37,11,15,7,0,0,2,22,0.405,0.595,0.450,1.045,3,0,4,0,0,0,0,0
