Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADRIAANSZ-TUK,Karin,OGZ,33,140,116,20,4,0.971,1,30,3,90.9,3,0
ADRIAANSZ,Desiree,OGZ,34,37,30,3,4,0.892,2,0,0,,0,0
AMERSFOORT,Britt,OLY,5,17,15,1,1,0.941,1,0,0,,0,0
BARNHILL,Kelly Katlyn,SPA,20,7,1,4,2,0.714,0,0,0,,0,0
BEEKVELDT,Yindi,OLY,40,22,16,3,3,0.864,1,0,0,,0,0
BEERS,Brenda,OLY,42,215,185,26,4,0.981,0,15,5,75.0,5,0
BEZEMS,Maudy,ROE,12,24,21,2,1,0.958,0,6,0,100.0,2,0
BLOK,Minke,NEP,30,87,44,38,5,0.943,11,0,1,0.0,0,0
BOERSMA,Tenley,SPA,22,102,84,17,1,0.990,2,15,4,78.9,3,0
BOLAND,Ailleen,AMS,21,20,14,1,5,0.750,0,0,0,,0,0
BOMBA,Angelica,AMS,29,69,37,28,4,0.942,2,0,0,,0,0
BRINK,Lisa,TTT,34,8,1,5,2,0.750,0,0,0,,0,0
BRINKS,Demi,AMS,15,4,1,3,0,1.000,0,0,0,,0,0
BUISE,Lorijn,NEP,33,32,28,3,1,0.969,2,0,0,,0,0
BUSCHMAN,Judith,NEP,34,32,31,1,0,1.000,0,0,0,,0,0
CALEEN,Kaitlyn,ROE,10,25,17,5,3,0.880,0,4,0,100.0,0,0
CHARLES,Damishah,AMS,32,115,43,64,8,0.930,4,0,0,,0,0
CLARIJS,Lizzie,TTT,53,121,47,67,7,0.942,8,0,0,,0,0
CROUWEL,Marijn,OLY,12,61,55,5,1,0.984,0,10,1,90.9,0,0
DE BOER,Else- Fieke,AMS,18,14,14,0,0,1.000,0,0,0,,0,0
DE GROOT,Puk,TTT,10,11,4,6,1,0.909,1,0,0,,0,0
DE JONGE,Babs,OGZ,36,113,54,48,11,0.903,9,0,0,,0,0
DE VRIES,Lisa,ROE,33,67,28,30,9,0.866,1,0,0,,0,0
DEN DUIJN,Sterre,ROE,8,22,8,13,1,0.955,0,0,0,,0,0
DONKERS,Kim,ROE,33,64,56,7,1,0.984,2,0,0,,0,0
DRIJVERS,Charlotte,ROE,1,3,2,0,1,0.667,0,0,0,,0,0
DRIJVERS,Sietske,ROE,26,58,49,6,3,0.948,0,10,1,90.9,3,0
EVERS,Sarah,OGZ,31,78,32,39,7,0.910,6,0,0,,0,0
FELIX,Amy,OLY,42,79,71,4,4,0.949,3,0,0,,0,0
FISCHER,Kirsten,NEP,35,19,16,1,2,0.895,1,0,0,,0,0
FLANEGIN,Riangela,SPA,34,118,63,48,7,0.941,10,0,0,,0,0
FRANKA,Onaisha,ROE,34,109,79,26,4,0.963,1,0,0,,0,0
FRANKA,Reganied,NEP,37,106,47,50,9,0.915,7,0,0,,0,0
GILDEMACHER,Famke,SPA,3,4,1,3,0,1.000,0,0,0,,0,0
GOODMAN,Krystal Arianna,AMS,11,8,3,5,0,1.000,0,0,0,,0,0
GROOT,Stacy,AMS,35,74,33,34,7,0.905,2,0,0,,0,0
HALDERMAN,Sanne,OGZ,2,1,1,0,0,1.000,0,0,0,,0,0
HAM,Cheska,OGZ,1,1,1,0,0,1.000,0,0,0,,0,0
HAM,Maranca,OGZ,2,1,1,0,0,1.000,0,0,0,,0,0
HELD,Hannah,SPA,26,8,1,7,0,1.000,0,0,0,,0,0
HOEVERTS,Lisa,NEP,42,33,13,19,1,0.970,2,0,0,,0,0
HOOGLAND,Mathilde,SPA,3,1,0,0,1,0.000,0,0,0,,0,0
HOOIJER,Iris,AMS,30,47,40,2,5,0.894,0,0,0,,0,0
HOP,Lisa,OLY,70,69,29,38,2,0.971,4,0,0,,0,0
HORSTEN,Kim,ROE,15,5,0,4,1,0.800,0,0,0,,0,0
JANSEN,Annemiek,TTT,41,50,41,8,1,0.980,1,0,0,,0,0
JONES,Kimberly,SPA,6,19,9,8,2,0.895,4,0,0,,0,0
JONG LOY,Uchenna,AMS,10,18,15,0,3,0.833,1,0,0,,0,0
KETELAARS,Gini,ROE,6,9,9,0,0,1.000,0,0,0,,0,0
KIEFT,Lorraine,SPA,36,212,191,18,3,0.986,6,6,7,46.2,4,0
