Player,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
AGUILERA ZAYAS
Paris,DKI,4,1,0,0,0,0,0,0,0.000,0.000,0.500,0.500,4,0,2,0,0,0,0,0
ALGRA
Jelger,RCH,2,0,1,0,0,0,0,1,0.500,0.500,0.800,1.300,3,0,0,0,0,0,0,0
ANASAGASTI
Leandro,HCA,29,7,7,3,0,0,0,10,0.241,0.345,0.371,0.716,5,1,8,0,0,0,2,0
ANGELA
Nelmerson,STO,2,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
ARENDS
Jeffrey,TWI,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
AUSSEMS
Jesse,RCH,9,5,4,1,1,0,2,7,0.444,0.778,0.583,1.361,3,0,0,0,0,0,0,0
BELJAARDS
Duncan,PIO,25,5,7,1,1,0,2,10,0.280,0.400,0.400,0.800,5,0,6,0,0,0,1,0
BENTURA
Railison,TWI,89,15,21,3,0,0,6,24,0.236,0.270,0.346,0.616,14,1,11,2,0,3,4,0
BERKEL
Kai,QUI,85,12,13,2,0,0,6,15,0.153,0.176,0.267,0.443,12,2,33,1,2,1,0,0
BERKEL
Nathan,PIO,71,11,17,6,1,1,8,28,0.239,0.394,0.295,0.689,5,1,19,0,1,4,5,3
BERKENBOSCH
Kenny,AMS,156,19,27,7,1,1,28,39,0.173,0.250,0.304,0.554,31,0,24,8,4,0,1,0
BERKHOUT
Joran,STO,166,24,41,6,0,1,18,50,0.247,0.301,0.339,0.640,21,3,39,0,2,2,13,7
BERNADINA
Roger,NEP,168,42,57,10,0,2,32,73,0.339,0.435,0.470,0.905,45,1,22,2,5,0,12,2
BERNARDUS
Wesley,QUI,2,0,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,2,0,0,0,0,0
BIEZEN
Brian,QUI,64,11,15,2,2,0,6,21,0.234,0.328,0.372,0.700,14,0,31,1,0,0,1,2
BLIJLEVEN
Mart,DKI,8,1,2,0,0,0,1,2,0.250,0.250,0.400,0.650,2,0,2,0,0,0,0,0
BLOKKER
Bram,DKI,66,13,15,1,0,0,7,16,0.227,0.242,0.346,0.588,11,1,17,4,0,3,2,0
BOEKHOUDT
Gianison,NEP,97,24,36,6,1,3,32,53,0.371,0.546,0.466,1.012,19,0,23,6,2,0,4,1
BOER
Jah-One,NEP,17,2,5,1,0,0,2,6,0.294,0.353,0.368,0.721,2,0,7,0,0,0,0,0
BOERSMA
Tyler,PIO,123,13,25,5,0,0,23,30,0.203,0.244,0.291,0.535,15,1,8,5,2,1,0,1
BOGAERTS
Jair,PIO,71,6,8,0,0,2,9,14,0.113,0.197,0.247,0.444,13,0,24,1,1,0,0,0
BONEVACIA
Arthur,HCA,140,25,45,10,0,2,30,61,0.321,0.436,0.439,0.875,26,4,20,2,1,1,0,1
BOS
Thomas,DKI,126,24,25,1,0,0,8,26,0.198,0.206,0.393,0.599,41,0,32,0,1,5,8,4
BROOKS
Denzel,PIO,128,26,33,6,1,1,20,44,0.258,0.344,0.365,0.709,19,5,32,1,4,2,12,3
BUN
Luuk,TWI,29,6,5,0,0,1,5,8,0.172,0.276,0.333,0.609,5,3,7,1,2,0,0,0
BUREMA
Kaj,NEP,9,3,2,0,0,0,0,2,0.222,0.222,0.364,0.586,2,0,2,0,0,0,1,0
BURGER
Jordy,QUI,99,15,28,2,0,0,11,30,0.283,0.303,0.393,0.696,18,0,11,0,0,6,7,2
CAROLINA
Rayshelon,TWI,142,32,43,9,2,0,15,56,0.303,0.394,0.459,0.853,38,3,21,0,0,2,11,5
CLARIJS
Max,AMS,45,3,8,1,0,0,5,9,0.178,0.200,0.351,0.551,10,2,13,1,0,2,0,1
CLEMENSIA
