Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
DI RAFFAELE,Luca,RSM,2,1,2.67,12,1,2,0,0,18.1,11,11,7,15,22,2,0,0,62,0.177,3,1,0,1,1,17,14
ERCOLANI,Alessandro,RSM,1,0,0.91,7,0,0,0,0,7.2,6,4,1,7,13,0,0,0,31,0.194,0,0,0,0,0,7,4
FABIANI,Diego,COL,2,4,2.98,11,8,1,0,0,42.1,29,22,18,19,49,5,1,0,153,0.190,4,5,0,4,1,32,42
FRACCHIOLLA,Gianny,MAC,0,5,4.94,8,6,0,0,0,28.1,35,27,20,17,19,7,1,4,116,0.302,2,2,4,0,1,25,35
GALEOTTI,Matteo,GOD,3,6,5.25,10,9,0,0,0,46.2,62,41,35,20,37,9,1,1,199,0.312,3,5,0,2,0,66,30
GALLI,Samuele,GOD,0,0,3.00,3,0,0,0,0,2.1,3,1,1,2,0,0,0,0,10,0.300,0,0,0,0,0,2,5
GARBELLA,Nicola,RSM,4,1,2.87,16,4,0,0,0,39.0,30,19,16,15,34,3,0,2,142,0.211,2,1,0,2,2,51,27
GHEBREIGZIABIHER,Samuele,BOL,0,0,7.00,1,0,0,0,0,1.0,1,1,1,0,0,1,0,0,4,0.250,0,0,0,0,0,2,1
GONZALEZ,Cesar,MAC,0,1,4.77,5,1,2,0,0,7.1,8,7,5,2,6,0,0,0,27,0.296,1,4,0,0,1,9,5
HERNANDEZ,Ricardo,RSM,1,1,2.33,4,4,0,0,0,15.0,10,5,5,8,16,2,0,1,53,0.189,1,1,1,1,0,8,18
IACOMUCCI,Thomas,MAC,0,0,5.25,1,0,0,0,0,1.1,2,1,1,0,0,0,0,0,6,0.333,1,0,0,0,0,1,3
KOURTIS,Dimitrios,RSM,3,2,1.85,21,1,3,0,0,34.0,21,11,9,14,51,6,0,2,121,0.174,1,0,0,0,1,29,20
LAGHI,Filippo,GOD,0,0,0.00,1,0,0,0,0,0.1,0,0,0,1,0,0,0,0,1,0.000,0,0,0,0,0,0,1
LAMA,Sanik,COL,0,0,0.00,1,0,0,0,0,1.1,1,0,0,0,0,0,0,0,5,0.200,0,0,0,0,0,3,1
LEYVA,Elian,BOL,0,2,3.50,3,3,0,0,0,10.0,11,8,5,1,8,2,0,0,41,0.268,2,0,0,2,0,13,9
LUGO,Luis,PAR,3,3,1.58,8,8,0,0,0,40.0,26,12,9,10,69,5,1,1,139,0.187,1,2,1,1,3,22,23
MAESTRI,Alessandro,RSM,7,2,2.30,14,13,1,0,0,54.2,35,20,18,26,77,8,0,0,195,0.179,7,4,0,1,1,47,31
MARZIALI,Nicola,BOL,0,0,0.00,5,0,0,0,0,6.0,4,2,0,2,4,0,0,0,22,0.182,0,2,0,0,0,10,3
NARDI,Francesco,PAR,4,0,6.46,12,1,0,0,0,17.1,18,16,16,15,11,1,1,1,65,0.277,1,0,0,0,1,20,17
NÁCAR,Leslie,MAC,1,1,2.33,2,1,0,0,0,6.0,5,2,2,4,4,0,0,0,19,0.263,2,1,1,1,1,5,7
OZANICH,Owen,PAR,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,1,0,0,0,4,0.250,0,0,0,0,0,1,1
PERDOMO,Javier,MAC,0,1,4.57,8,2,0,0,0,15.1,17,10,10,8,8,4,2,0,58,0.293,0,2,0,2,1,14,22
PINAZZI,Nicolò,COL,0,0,7.00,1,0,0,0,0,1.0,1,1,1,0,0,1,0,0,4,0.250,0,0,1,0,0,2,1
PIUMATTI,Gabriele,GOD,2,2,6.84,11,8,1,0,0,28.2,34,30,28,25,24,8,2,1,113,0.301,7,6,3,2,0,19,35
PIZZOLINI,Marco,GOD,0,0,8.17,16,0,0,0,0,18.0,21,26,21,22,12,3,1,2,73,0.288,3,4,0,1,1,21,16
POMPONI,Francesco,PAR,0,0,0.00,6,0,2,0,0,3.2,4,0,0,1,3,0,0,0,13,0.308,0,0,0,0,0,4,3
POMPONI,Michele,PAR,2,3,2.65,14,9,0,0,0,39.2,34,17,15,20,48,9,0,1,149,0.228,3,2,0,1,2,37,31
QUATTRINI,Gabriele,MAC,1,0,7.74,7,2,0,0,0,19.0,26,23,21,18,13,5,5,1,77,0.338,3,3,0,2,0,19,20
QUATTRINI,Michele,MAC,1,2,6.65,10,3,1,0,0,26.1,40,28,25,11,26,11,1,3,120,0.333,3,4,1,2,0,21,30
RIVERA,Yomel,PAR,1,2,3.11,8,1,1,0,0,18.0,13,9,8,12,30,5,0,0,67,0.194,1,2,1,1,0,7,16
SABBADINI,Alex,GOD,1,1,3.50,15,0,0,0,0,20.0,22,13,10,7,11,3,0,1,81,0.272,2,5,0,3,0,20,28
SABBADINI,Mirco,GOD,0,0,3.50,2,0,0,0,0,2.0,1,1,1,1,0,0,0,0,6,0.167,0,1,0,0,0,1,4
SABBATANI,Marco,GOD,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,4,0.250,0,1,0,0,0,0,3
SAMPAOLO,Riccardo,MAC,0,1,12.00,1,1,0,0,0,2.1,3,4,4,1,1,1,0,0,11,0.273,0,2,3,0,0,6,1
SANTANA PAYANO,Luis Manuel,COL,2,6,3.43,17,10,1,0,0,51.0,46,27,25,24,54,9,3,1,193,0.238,8,2,1,1,1,32,59
SCOTTI,Claudio,BOL,1,3,3.30,14,3,0,0,0,23.1,21,11,11,21,27,3,0,2,89,0.236,4,0,0,1,1,24,17
SERVIDEI L,Luca,GOD,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,0,0,0,0,3,0.333,0,0,0,0,0,2,0
SERVIDEI M,Marco,GOD,0,0,0.00,1,0,0,0,0,1.0,1,0,0,1,2,0,0,0,4,0.250,0,0,0,0,0,1,0
SOLBACH,Markus,RSM,4,0,0.19,11,10,0,0,0,37.0,17,2,1,8,67,2,0,0,128,0.133,3,1,0,0,0,27,16
TUCCI,Oscar,MAC,1,6,8.58,13,6,0,0,0,23.2,39,34,29,23,25,8,2,1,106,0.368,1,0,0,1,0,14,28
TURI,Giovanni,MAC,1,0,0.00,4,0,0,0,0,4.1,1,0,0,5,1,0,0,0,15,0.067,2,1,0,0,0,10,3
VALENTI,Filippo,COL,0,0,0.00,1,0,0,0,0,1.0,2,0,0,0,1,0,0,0,5,0.400,1,0,0,0,0,0,2
VILORIA,Nolberto,PAR,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,1,0,0,0,3,0.000,0,0,0,0,0,1,1
ZOTTI,Matthias,BOL,4,0,3.41,14,7,0,0,0,41.0,41,28,20,24,37,5,0,3,158,0.259,4,4,0,2,1,30,49
