Player,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
BALLARDINI
Lino,BRA,11,63,33,29,1,0.984,10,0,0,,0,0
BOERMANS
Sam,BOR,10,34,28,3,3,0.912,0,0,0,,0,0
BUERMS
Lieven,HOB,3,1,0,1,0,1.000,0,0,0,,0,0
CLESSE
Tashi,MSG,2,2,0,2,0,1.000,0,0,0,,0,0
COLLAZOS-MUNOZ
Natheo,MSG,4,13,10,2,1,0.923,0,1,0,100.0,0,0
COLLE
Florian,MSG,7,21,20,1,0,1.000,0,0,0,,0,0
D'HALLEWIN
Alexandre,MSG,4,9,2,7,0,1.000,0,0,0,,0,0
DE BOEY
Robbe,BRA,7,19,5,12,2,0.895,2,0,0,,0,0
DE BRAUWER
Zion,BOR,10,44,18,20,6,0.864,1,0,0,,0,0
DE JONGH
Robbe,MSG,5,23,16,6,1,0.957,2,2,1,66.7,0,0
DE LA HAMAYDE
Christophe,BRA,4,6,5,0,1,0.833,0,0,0,,0,0
DE LA ROSA
Andres,DEU,4,8,7,1,0,1.000,0,0,0,,0,0
DE LANNOY
Steven,BOR,10,15,15,0,0,1.000,0,0,0,,0,0
DE PERMENTIER
Matthew,DEU,0,5,1,2,2,0.600,0,3,0,100.0,0,0
DE QUINT
Dennis,HOB,13,57,30,25,2,0.965,7,0,0,,0,0
DE SAEDELEER
Sander,BOR,8,16,6,10,0,1.000,2,0,0,,0,0
DE VRIENDT
Morris,DEU,8,30,26,4,0,1.000,0,1,0,100.0,1,0
DE WOLF
Thomas,HOB,12,25,21,4,0,1.000,2,0,0,,0,0
DELETOMBE
Guillaume,BRU,10,13,10,2,1,0.923,0,0,0,,0,0
DELGADO
Kelvin,HOB,9,15,5,7,3,0.800,1,0,0,,0,0
DESMEDT
Cedric,BRU,1,4,0,4,0,1.000,0,5,0,100.0,0,0
DESMEDT
Kevin,BRU,6,20,5,15,0,1.000,1,5,0,100.0,0,0
DEVREESE
Quentin,MSG,2,12,11,1,0,1.000,0,0,0,,0,0
DRIESSENS
Artuur,BRA,0,12,2,10,0,1.000,0,1,0,100.0,0,0
DURAN GARCIA
Rafael,DEU,5,11,9,2,0,1.000,0,5,0,100.0,0,0
FATIHI
Ayoub,BOR,1,2,2,0,0,1.000,0,0,0,,0,0
FUNDORA BASNUEVA
Elio,BRU,6,31,20,10,1,0.968,1,0,0,,0,0
GARCIA PUPO
Oreste,BRU,6,14,10,3,1,0.929,0,0,0,,0,0
GOFFAUX
Benjamin,HOB,13,95,63,30,2,0.979,11,3,1,75.0,1,0
GROUP
Matthias,BOR,6,8,7,1,0,1.000,0,0,0,,0,0
HAESAERT
Geoffrey,MSG,7,46,42,2,2,0.957,3,0,0,,0,0
HENDRICKX
Toon,HOB,4,8,6,0,2,0.750,0,0,0,,0,0
HERNANEZ SARAO
Eder,DEU,9,45,42,2,1,0.978,0,0,0,,0,0
HEYRMAN
Hans,BRA,1,5,5,0,0,1.000,0,0,0,,0,0
JANSSENS
Senne,BRA,4,2,1,0,1,0.500,0,0,0,,0,0
JANSSENS
Wesley,HOB,13,45,17,27,1,0.978,7,0,0,,0,0
JENKINS
Cole,BRA,12,21,15,6,0,1.000,1,1,0,100.0,0,0
JOHNSON
Ryan,BOR,4,21,5,15,1,0.952,1,0,0,,0,0
JONIS
Riugino,DEU,8,24,5,14,5,0.792,1,0,0,,0,0
KASCHL
Nathan,BRU,9,33,26,4,3,0.909,0,15,1,93.8,0,0
KOLB
Owen,MSG,6,16,14,1,1,0.938,0,0,0,,0,0
LARRINAGA OCAMPO
Jose Luis,DEU,0,6,2,4,0,1.000,0,2,0,100.0,0,0
LEBACKS
Sharlon,DEU,0,2,0,1,1,0.500,0,0,0,,0,0
LEKEU
Florian,MSG,5,13,5,8,0,1.000,0,0,1,0.0,0,0
LEWIS
Rob,HOB,5,51,48,3,0,1.000,5,0,0,,0,0
LOUBSER MUNN
Thomas,BOR,1,3,0,2,1,0.667,0,0,0,,0,0
LOWE
Ross Paul,MSG,5,13,12,1,0,1.000,0,2,0,100.0,1,0
LUTTOR
Graeham,MSG,2,3,2,0,1,0.667,0,0,0,,0,0
MAEDA
Ryoga,BRU,10,37,15,16,6,0.838,2,0,0,,0,0
MAREELS
Glenn,BOR,0,3,1,2,0,1.000,0,0,0,,0,0
MAREELS
Gregg,BOR,0,3,0,3,0,1.000,0,2,0,100.0,0,0
MARQUEZ
Alexis,DEU,6,34,17,16,1,0.971,3,1,0,100.0,0,0
MERTENS
Nicky,HOB,10,13,13,0,0,1.000,0,0,0,,0,0
MIGEOT
Nicolas,MSG,4,2,2,0,0,1.000,0,0,0,,0,0
MOSTAERT
Nando,DEU,9,45,16,26,3,0.933,2,0,0,,0,0
MUYLDERMANS
Julien,MSG,9,40,30,8,2,0.950,2,2,3,40.0,4,0
NAUTS
Cédric,MSG,5,10,9,1,0,1.000,0,0,0,,0,0
NIAZI
Hsibullah,DEU,2,2,2,0,0,1.000,0,0,0,,0,0
NIELSEN
David,BRU,4,25,23,1,1,0.960,0,0,0,,0,0
NIETO CASTILLO
Edgardo Jose,DEU,4,26,11,13,2,0.923,1,0,0,,0,0
NISHIDA
Kosaku,BRU,3,4,3,0,1,0.750,0,0,0,,0,0
NOBLET
Clément,MSG,4,18,16,2,0,1.000,0,0,2,0.0,2,0
OBERTO SILVA
Tomasz,MSG,0,2,0,2,0,1.000,0,4,0,100.0,0,0
OGIKUBO
Toshinori,BRU,1,2,0,1,1,0.500,0,0,0,,0,0
PEETERS
Christoff,HOB,3,19,17,2,0,1.000,0,0,1,0.0,0,0
PEETERS
Jamie,HOB,5,43,41,2,0,1.000,0,1,0,100.0,1,0
PIERREUX
Xavier,MSG,1,6,1,4,1,0.833,0,0,0,,0,0
PIRLOT
Victor,MSG,0,2,1,1,0,1.000,0,3,0,100.0,0,0
POESMANS
Axel,BRA,10,67,60,5,2,0.970,2,1,1,50.0,2,0
POESMANS
Yves,BRA,12,25,23,1,1,0.960,0,0,0,,0,0
POLANCO
Elvis,BRU,6,44,40,2,2,0.955,3,0,0,,0,0
PRIETO BURGOS
Frank Alejandro,DEU,8,13,13,0,0,1.000,0,0,0,,0,0
RABIJNS
Sam,BRA,2,4,3,1,0,1.000,0,0,0,,0,0
REINA
Leonel,BRU,10,26,26,0,0,1.000,0,0,0,,0,0
RITTWEGER
Jean-François,MSG,0,1,0,1,0,1.000,0,1,0,100.0,0,0
RIZZI
Lucas,BRA,9,22,9,11,2,0.909,0,0,0,,0,0
ROEMER
Wesley,BOR,5,5,1,3,1,0.800,0,0,0,,0,0
ROEVENS
Robin,BRA,10,37,13,22,2,0.946,3,0,0,,0,0
ROME
Julien,MSG,5,7,6,0,1,0.857,0,0,0,,0,0
ROSARIO
Angel Williams,DEU,4,14,14,0,0,1.000,1,0,0,,0,0
ROYMANS
Steff,DEU,6,22,14,8,0,1.000,1,0,0,,0,0
RUIJTER
Sam,DEU,3,2,2,0,0,1.000,0,0,0,,0,0
RYELANDT
Maurice Kantaro,BRU,3,10,4,5,1,0.900,0,0,0,,0,0
SCHÜLLER
Sven,HOB,1,15,5,10,0,1.000,1,3,0,100.0,0,0
SELLICAERTS
Jarno,HOB,9,32,29,2,1,0.969,1,1,0,100.0,0,0
SELLICAERTS
Yorrid,HOB,5,1,1,0,0,1.000,0,0,0,,0,0
SIRGEDAS
Matas,BOR,3,2,2,0,0,1.000,0,0,0,,0,0
SOLIS
Aaron,BOR,2,1,1,0,0,1.000,0,0,0,,0,0
SPURGEON
Ken,BRU,10,64,57,6,1,0.984,1,7,1,87.5,2,0
STRAW
Eli,BRA,12,61,23,36,2,0.967,8,0,0,,0,0
TAUIL
Nabil,MSG,0,1,0,1,0,1.000,0,1,0,100.0,0,0
TAUIL
Nasser,MSG,9,43,17,25,1,0.977,4,0,0,,0,0
VALDEZ LAZIL
Brian,DEU,9,48,40,5,3,0.938,0,5,0,100.0,0,1
VALDEZ MUNOZ
Luis Ramon,DEU,6,31,28,0,3,0.903,3,0,0,,0,0
VAN DEN BRANDE
Yann,BOR,1,4,4,0,0,1.000,0,0,0,,0,0
VAN DEN BRANDEN
Kenny,HOB,0,10,1,8,1,0.900,1,0,0,,0,0
VAN GEEL
Timen,BOR,2,3,3,0,0,1.000,0,0,0,,0,0
VAN HEVEL
Kevin,BRA,0,1,0,1,0,1.000,0,0,0,,0,0
VAN MOOK
Mauro,BRU,1,8,2,4,2,0.750,0,1,0,100.0,0,0
VAN NUFFEL
Ben,HOB,0,4,1,2,1,0.750,1,0,0,,0,0
VAN VELTHOVEN
Jasper,BRA,7,11,9,1,1,0.909,0,0,0,,0,0
VANDESOMPELE
Cedric,BOR,7,18,5,11,2,0.889,0,0,0,,0,0
VANHEES
Ferre,BOR,7,23,14,9,0,1.000,0,0,1,0.0,0,0
VERAGHTERT
Tim,BOR,9,71,67,3,1,0.986,1,1,2,33.3,3,0
VERAS LUCIANO
Luis Manuel,BRU,9,37,13,21,3,0.919,2,0,0,,0,0
VERHEYLEWEGHEN
