Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
AGRETTI,Filippo,BOL,58,14,12,2,1,0,10,16,0.207,0.276,0.309,0.585,9,0,14,2,1,0,0,0
ALBANESE,Simone,RSM,53,6,12,1,0,1,10,16,0.226,0.302,0.354,0.656,9,2,23,1,1,0,0,1
ALFINITO MONTECCHI,Simone,CAS,68,12,13,4,0,2,6,23,0.191,0.338,0.276,0.614,6,2,18,6,0,0,0,1
ALVAREZ BELLO,Luis Honorio,NET,57,15,22,3,0,4,17,37,0.386,0.649,0.500,1.149,11,3,7,1,1,0,2,0
AMBROSINO,Paolino Junior,CAS,78,15,21,5,0,3,12,35,0.269,0.449,0.370,0.819,12,1,22,0,1,1,5,1
ANDREOZZI,Milvio,NET,4,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,4,0,0,0,0,0
ANGULO,Oscar,NET,110,25,41,7,1,1,14,53,0.373,0.482,0.420,0.902,4,5,16,0,0,0,1,0
AVAGNINA,Lorenzo,RSM,39,8,6,1,0,0,0,7,0.154,0.179,0.214,0.393,2,1,13,2,0,3,0,0
BEAUMONT,Reangelo Anthony,PAR,20,3,2,0,0,0,2,2,0.100,0.100,0.143,0.243,0,1,5,0,0,1,0,0
BENTIVOGLI,Fabrizio,CAS,16,3,3,0,0,0,2,3,0.188,0.188,0.188,0.376,0,0,6,0,0,0,1,0
BOSCAROL,Giacomo,RED,78,10,14,1,1,0,2,17,0.179,0.218,0.253,0.471,7,1,30,1,1,0,2,1
BUCCHI,Mattia,GOD,72,4,13,1,1,0,4,16,0.181,0.222,0.302,0.524,8,5,28,2,1,1,0,0
CANCELLIERI,Daniele,CAS,44,2,4,1,0,0,2,5,0.091,0.114,0.216,0.330,6,1,20,0,0,1,4,0
CARUSO,Francesco,PAR,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
CECHET,Ivan,RED,75,6,14,3,0,1,7,20,0.187,0.267,0.238,0.505,3,2,24,0,0,1,0,0
CELLI,Federico,RSM,107,23,34,3,1,7,26,60,0.318,0.561,0.427,0.988,19,3,29,3,2,0,2,3
CESPEDES,Leonel,RED,53,7,12,3,1,1,9,20,0.226,0.377,0.369,0.746,10,2,23,1,0,2,0,0
CESTARELLI,Sergio,NET,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
CHIATTO,Simone,CAS,37,3,11,1,0,0,3,12,0.297,0.324,0.316,0.640,1,0,14,1,0,1,2,1
CONTRERAS ELZAU,Efrain Daniel,RED,86,19,26,3,0,3,8,38,0.302,0.442,0.375,0.817,8,2,11,0,0,1,7,1
DEOTTO,Alessandro,RED,78,14,18,2,2,4,14,36,0.231,0.462,0.348,0.810,10,4,27,5,0,0,0,0
DESIMONI,Stefano,PAR,84,18,22,4,0,0,3,26,0.262,0.310,0.415,0.725,21,1,24,1,0,5,3,2
DI FABIO,Lorenzo,RSM,77,7,19,1,1,0,4,22,0.247,0.286,0.310,0.596,6,1,24,3,0,4,2,0
DI RAFFAELE,Lorenzo,GOD,41,5,6,0,0,1,4,9,0.146,0.220,0.271,0.491,6,1,11,0,0,1,1,2
DI RAFFAELE,Luca,GOD,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
DOBBOLETTA,Lorenzo,BOL,64,12,14,4,0,1,4,21,0.219,0.328,0.351,0.679,13,0,24,2,0,3,4,1
DRENI,Julian,CAS,71,11,18,0,2,0,3,22,0.254,0.310,0.346,0.656,10,0,23,2,0,0,4,1
EPIFANO,Erick,RSM,88,11,18,2,0,0,10,20,0.205,0.227,0.271,0.498,7,1,23,2,0,0,5,0
EVANGELISTA,Digno,GOD,74,6,18,3,0,0,6,21,0.243,0.284,0.400,0.684,18,2,13,0,1,0,0,0
FERRINI,Jose,BOL,121,23,38,5,1,1,24,48,0.314,0.397,0.384,0.781,15,0,32,3,2,3,6,3
FLISI,Riccardo,PAR,19,5,6,0,0,0,5,6,0.316,0.316,0.381,0.697,1,1,3,1,0,0,1,1
FLORES PENALOZA,Jose Ramon,RSM,117,17,41,15,1,3,31,67,0.350,0.573,0.434,1.007,16,2,18,3,1,0,4,0
FUZZI,Francesco,BOL,53,16,17,3,1,1,13,25,0.321,0.472,0.463,0.935,12,2,18,0,0,1,1,0
GALLI,Samuele,GOD,21,0,3,1,0,0,0,4,0.143,0.190,0.280,0.470,4,0,10,2,0,0,1,0
GARBELLA,Giovanni,NET,97,17,30,7,0,6,22,55,0.309,0.567,0.364,0.931,9,0,39,1,1,0,3,1
GARBELLA,Nicola,NET,107,19,32,5,0,3,21,46,0.299,0.430,0.392,0.822,14,3,25,1,1,0,1,2
GELLI,Erik,GOD,73,7,8,0,0,0,6,8,0.110,0.110,0.195,0.305,8,0,24,2,1,1,0,0
GIORDANI,Federico,RSM,135,25,43,7,1,6,19,70,0.319,0.519,0.350,0.869,5,2,24,2,1,0,2,1
GRADALI,Lorenzo,PAR,46,11,12,4,0,1,6,19,0.261,0.413,0.370,0.783,7,1,10,0,0,0,0,0
GRASSO,Victor Ernesto,PAR,30,2,5,0,0,1,3,8,0.167,0.267,0.212,0.479,2,0,10,1,1,0,0,0
GRIMAUDO,Alessandro,BOL,78,18,22,6,0,2,13,34,0.282,0.436,0.406,0.842,17,0,22,0,1,0,1,0
HERNANDEZ,Ricardo,NET,1,0,1,0,0,0,0,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
HIDALGO SOSA,Anderson Jose,RED,75,10,21,5,0,4,22,38,0.280,0.507,0.391,0.898,13,2,17,5,2,0,1,0
IELLINI,Cristian,RED,57,9,14,2,0,0,4,16,0.246,0.281,0.343,0.624,8,1,12,1,1,3,0,0
IENCO,Marco,RED,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
IMPERIALI,Francesco,RSM,38,7,6,1,0,1,2,10,0.158,0.263,0.333,0.596,9,1,12,0,0,0,0,0
