Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
AARTS,Arno,LEU,17,6,9,1,0,0,2,10,0.529,0.588,0.571,1.159,3,0,1,0,1,0,4,0
ADAM,Dorian,BIN,3,2,2,0,0,0,0,2,0.667,0.667,0.750,1.417,1,0,0,0,0,0,3,0
ADAM,Emeric,LIE,10,6,1,0,0,0,2,1,0.100,0.100,0.500,0.600,7,1,6,0,0,0,2,0
ADANK,Martin,NAM,39,16,14,3,0,0,14,17,0.359,0.436,0.554,0.990,14,3,2,0,0,0,1,0
ANDRIES,Thibo,BOR,35,9,9,2,0,0,10,11,0.257,0.314,0.527,0.841,19,1,18,0,0,0,7,1
ANTOINE,Louis,BRU,28,9,8,2,1,0,5,12,0.286,0.429,0.432,0.861,7,1,6,0,1,0,4,1
ARMIROTTO,Kaj,BOR,10,5,4,1,0,0,2,5,0.400,0.500,0.538,1.038,3,0,3,0,0,0,4,0
AZEVEDO,Miguel,BRU,4,2,1,0,0,0,1,1,0.250,0.250,0.571,0.821,2,1,1,0,0,0,1,0
BAIVERLIN,Cyril,LIE,0,2,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,1,0,0,0,0,0,0
BALTUS,Terry,LIE,4,3,1,0,1,0,2,3,0.250,0.750,0.400,1.150,1,0,0,0,0,0,4,0
BALZANI,Lorenzo,BRU,28,6,8,1,0,0,3,9,0.286,0.321,0.474,0.795,10,0,8,1,0,0,5,1
BAR,Maxime,LIE,4,4,2,1,0,0,2,3,0.500,0.750,0.800,1.550,6,0,1,0,0,0,3,0
BARBIER,Ruben,MSG,20,11,6,1,0,0,5,7,0.300,0.350,0.545,0.895,10,2,4,0,1,0,4,0
BAUGNIES,Nathan,MSG,1,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
BEGUIN,Thibaut,NAM,14,1,2,0,0,0,1,2,0.143,0.143,0.250,0.393,2,0,5,0,0,0,0,0
BERARDOCCO,Matteo,BOR,28,6,3,0,0,0,3,3,0.107,0.107,0.278,0.385,7,0,14,0,1,0,0,0
BERNARD,Daniel,BIN,2,1,0,0,0,0,2,0,0.000,0.000,0.333,0.333,1,0,1,0,0,0,1,0
BEUKELEERS,Wouter,GRE,58,20,20,2,0,0,8,22,0.345,0.379,0.506,0.885,16,3,11,1,0,1,16,2
BHUIYAN,Mahedi,BRU,1,1,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,0,1,0,0,0,1,0
BLANCO BRAVO,Yasiel,LEU,59,30,25,6,0,1,28,34,0.424,0.576,0.532,1.108,13,3,11,0,2,0,20,1
BLAUWAERT,Ethan,MSG,5,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
BODART,Mathéo,AND,14,7,4,1,0,0,7,5,0.286,0.357,0.500,0.857,5,1,3,0,0,0,4,3
BODART,Mathéo,AND,15,7,4,1,0,0,4,5,0.267,0.333,0.421,0.754,2,2,5,0,0,0,4,0
BODART,Nathan,AND,22,15,8,1,0,0,3,9,0.364,0.409,0.588,0.997,10,2,4,0,0,0,15,1
BODART,Nathan,AND,35,20,11,1,0,0,5,12,0.314,0.343,0.571,0.914,20,1,14,0,0,0,26,0
BOLSENS,Vik,BEV,6,3,0,0,0,0,0,0,0.000,0.000,0.400,0.400,4,0,6,0,0,0,3,0
BONNET,Florianne,TOU,1,0,0,0,0,0,0,0,0.000,0.000,0.500,0.500,0,1,1,0,0,0,0,0
BONTINCK,Jasper,ZOT,22,12,3,3,0,0,1,6,0.136,0.273,0.537,0.810,17,2,15,0,0,0,15,1
BORCHARDT,Quinten,BEV,2,0,1,0,0,0,0,1,0.500,0.500,0.667,1.167,0,1,1,0,0,0,1,0
BORCHARDT,Seppe,WBA,1,1,0,0,0,0,0,0,0.000,0.000,0.667,0.667,1,1,1,0,0,0,0,0
BORCHARDT,Wannes,BEV,3,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
BORCHARDT,Wannes,WBA,11,2,6,0,0,0,6,6,0.545,0.545,0.643,1.188,3,0,1,0,0,0,3,0
BRABANT,Cyril,TOU,15,13,9,4,1,0,7,15,0.600,1.000,0.700,1.700,3,2,2,0,0,0,10,1
BRAND,Wim,BOR,31,13,14,2,0,0,8,16,0.452,0.516,0.614,1.130,10,3,8,0,0,0,8,0
BUSH,Will,BIN,13,9,10,6,0,0,7,16,0.769,1.231,0.800,2.031,2,0,2,0,0,0,8,0
BUSSELEN,Jona,ZOT,2,0,0,0,0,0,0,0,0.000,0.000,0.600,0.600,3,0,1,0,0,0,2,0
CAMMERS,Antonin,BIN,3,2,1,0,0,0,1,1,0.333,0.333,0.667,1.000,3,0,0,0,0,0,2,0
CANELLE,Xavier,MSG,23,9,11,1,0,1,17,15,0.478,0.652,0.700,1.352,15,2,4,0,0,0,1,0
CARRILLO TOVAR,Luis Eduardo,BEV,41,13,13,3,1,0,12,18,0.317,0.439,0.417,0.856,7,0,7,0,0,0,14,2
CASIE,Natan,BOR,22,16,7,0,1,1,9,12,0.318,0.545,0.634,1.179,18,1,7,0,0,0,12,0
CASORRAN,Carlos,BRU,33,4,7,0,0,0,6,7,0.212,0.212,0.316,0.528,4,1,7,1,0,1,7,0
CASSIERS,Elliott,GRE,40,13,13,2,1,1,8,20,0.325,0.500,0.426,0.926,6,1,13,0,0,0,5,0
CASSIERS,Max,GRE,2,0,0,0,0,0,0,0,0.000,0.000,0.600,0.600,2,1,1,0,0,0,0,0
CHASSEUR,Quentin,LIE,33,16,14,5,1,0,12,21,0.424,0.636,0.604,1.240,13,2,3,0,0,0,16,0
CHATEL,Alexandre,MSG,13,7,6,4,0,0,10,10,0.462,0.769,0.619,1.388,2,5,2,0,1,0,0,0
CHAVEE,Loris,AND,28,14,6,1,0,0,5,7,0.214,0.250,0.488,0.738,15,0,11,0,0,0,10,0
CHAVEE,Loris,AND,22,9,6,2,0,0,4,8,0.273,0.364,0.385,0.749,3,1,5,0,0,0,7,1
CHEN,Pei-Jie,LEU,17,2,2,1,0,0,2,3,0.118,0.176,0.286,0.462,4,0,4,1,0,0,2,0
CHENOY,Alexis,MSG,20,4,4,1,0,0,9,5,0.200,0.250,0.484,0.734,7,4,7,0,0,0,2,0
CHOVAU,Thomas,WBA,18,4,2,0,0,0,2,2,0.111,0.111,0.360,0.471,6,1,6,0,0,0,1,0
CHRISTIAENS,Lison,LIE,28,15,4,2,0,0,7,6,0.143,0.214,0.564,0.778,22,5,13,1,0,0,7,0
CLAES,Jef,ZOT,5,1,3,1,0,0,2,4,0.600,0.800,0.750,1.550,3,0,0,0,0,0,5,0
CLEMENT,Arnaud,TOU,11,7,1,0,0,0,3,1,0.091,0.091,0.643,0.734,8,9,6,0,0,0,2,0
CLEYET,Florian,LIE,2,2,1,1,0,0,2,2,0.500,1.000,0.833,1.833,4,0,1,0,0,0,2,0
CLINCKART,Gautier,NAM,55,19,15,4,0,0,19,19,0.273,0.345,0.452,0.797,16,2,21,0,0,0,10,0
CLINCKART,Melvin,NAM,4,4,1,0,0,0,2,1,0.250,0.250,0.625,0.875,3,1,1,0,0,0,2,0
COLART,Victor,BIN,46,21,15,2,1,3,12,28,0.326,0.609,0.436,1.045,8,1,10,0,0,0,19,1
COOREMANS,Cedric,BEV,3,1,1,0,0,0,0,1,0.333,0.333,0.500,0.833,1,0,2,0,0,0,0,0
COOREMANS,Cedric,WBA,9,5,3,0,0,0,0,3,0.333,0.333,0.455,0.788,1,1,2,0,0,0,5,0
COPPENS,Manu,ZOT,11,2,2,1,0,0,1,3,0.182,0.273,0.357,0.630,3,0,1,0,0,1,4,0
COPPENS,Thibault,ZOT,29,7,12,2,0,0,6,14,0.414,0.483,0.438,0.921,2,0,9,0,1,0,4,1
COPPENS,Tom,GRE,2,1,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,0,0,0,0,1,0
COPPENS,Vitas,WBA,2,2,1,0,0,0,1,1,0.500,0.500,0.800,1.300,2,1,0,0,0,0,0,0
COQUEREAU,Florentin,LIE,5,2,0,0,0,0,1,0,0.000,0.000,0.375,0.375,2,1,5,0,0,0,1,0
COSSE,Florian,NAM,29,21,10,1,3,0,7,17,0.345,0.586,0.537,1.123,11,1,8,0,0,0,7,0
CREYELMAN,Charlie,NAM,1,2,0,0,0,0,2,0,0.000,0.000,0.857,0.857,6,0,1,0,0,0,1,0
CUEVAS RUIZ,Roberto,TOU,3,0,1,0,0,0,1,1,0.333,0.333,0.500,0.833,0,1,1,0,0,0,0,0
CULOT,Guillaume,BIN,9,2,1,0,0,0,0,1,0.111,0.111,0.273,0.384,2,0,6,0,0,0,2,0
D'ANDREA,Joé,AND,30,22,11,2,0,0,6,13,0.367,0.433,0.556,0.989,13,1,4,0,1,0,25,0
D'ANDREA,Joé,AND,19,6,7,2,0,0,7,9,0.368,0.474,0.571,1.045,8,1,5,0,0,0,9,0
D'OLIVEIRA CARDO,Augustin,TOU,50,26,21,2,0,0,7,23,0.420,0.460,0.554,1.014,14,1,6,0,0,0,27,0
DAEMS,Tom,GRE,51,10,8,0,0,1,6,11,0.157,0.216,0.348,0.564,12,3,18,1,0,0,8,3
DARDENNE,Hugo,LIE,37,16,12,2,1,0,20,16,0.324,0.432,0.545,0.977,17,1,4,0,0,0,9,1
DE BAERDEMAEKER,Denis,MSG,6,4,2,0,0,0,2,2,0.333,0.333,0.429,0.762,1,0,1,0,0,0,2,0
DE BAERDEMAEKER,Ralph,MSG,2,2,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,1,1,0,0,0,0,0
DE BAETS,Matthias,BOR,20,11,7,1,1,0,6,10,0.350,0.500,0.519,1.019,5,2,3,0,0,0,7,0
DE BISSCHOP,Jolan,ZOT,10,0,0,0,0,0,1,0,0.000,0.000,0.333,0.333,5,0,7,0,0,0,1,0
DE BUGGENOMS,Finn,BRU,5,4,2,0,0,0,1,2,0.400,0.400,0.571,0.971,2,0,1,0,0,0,1,0
