Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ANDERSEN,Oscar,STA,2,2,0,1,1,0.500,0,0,0,,0,0
ANGELISTA,Selvinson,BRA,8,5,1,3,1,0.800,0,0,0,,0,0
ARGUINZONES OCANTO,Johiner Alfonso,DEU,4,2,2,0,0,1.000,0,0,0,,0,0
BAANEN,Arjan,DEU,8,3,0,3,0,1.000,0,0,0,,0,0
BANK,Dominik,DEU,2,3,0,2,1,0.667,0,0,0,,0,0
BUERMS,Lieven,HOB,15,29,18,10,1,0.966,2,0,0,,0,0
BUTS,Dean,DEU,4,25,25,0,0,1.000,2,0,0,,0,0
CELIE,Kenny,HOB,16,62,26,33,3,0.952,6,0,0,,0,0
CLAES,Wesley,BRA,18,14,10,2,2,0.857,3,0,0,,0,0
CNOPS,Wout,BRA,27,6,0,4,2,0.667,0,0,0,,0,0
COMENENCIA,Cecil,BRA,5,1,1,0,0,1.000,0,0,0,,0,0
COPPENS,Tom,GRE,12,27,23,0,4,0.852,0,0,0,,0,0
CORNELIS,Jordi,GRE,6,11,4,3,4,0.636,1,0,0,,0,0
DAELMAN,Jorne,GRE,14,20,8,11,1,0.950,1,0,0,,0,0
DE BENS,Joran,DEU,11,28,14,14,0,1.000,3,0,0,,0,0
DE PERMENTIER,Matthew,STA,7,26,23,2,1,0.962,0,2,0,100.0,3,0
DE QUINT,Dennis,HOB,20,27,13,12,2,0.926,3,0,0,,0,0
DE TELDER,Tony,DEU,9,13,10,1,2,0.846,0,0,0,,0,0
DE VRIENDT,Morris,DEU,8,37,36,1,0,1.000,0,3,0,100.0,0,0
DE VRIENDT,Nick,BRA,17,128,126,2,0,1.000,0,4,0,100.0,1,0
DEGROOTE,Ivan,HOB,14,20,12,7,1,0.950,1,0,0,,0,0
DELARUELLE,Kenneth,DEU,7,5,1,4,0,1.000,0,0,0,,0,0
DIX,Ronald,BRA,16,43,37,3,3,0.930,0,0,0,,0,0
DURAN GARCIA,Johnathan,GRE,11,26,21,1,4,0.846,0,0,0,,0,0
EYSERMANS,Andy,DEU,8,3,2,0,1,0.667,0,0,0,,0,0
FERNANDEZ,David  Abel,STA,14,11,4,5,2,0.818,0,1,0,100.0,0,0
GONTIER,Yannick,DEU,3,4,0,2,2,0.500,0,0,0,,0,0
GUERRA ARTEAGA,Juan Carlos,DEU,25,29,7,19,3,0.897,3,0,0,,0,0
HENDRIKX,Lennert,BRA,8,9,5,3,1,0.889,0,0,0,,0,0
HUYGHE,Goran,BRA,15,27,19,5,3,0.889,1,0,0,,0,0
JACOBS,Stefan,DEU,1,6,6,0,0,1.000,0,0,0,,0,0
JANSSEN,Tom,STA,13,34,9,19,6,0.824,2,0,0,,0,0
JANSSENS,Wesley,HOB,17,53,23,27,3,0.943,5,0,0,,0,0
JAVIER,Enrique,BRA,2,1,1,0,0,1.000,0,0,0,,0,0
KOBLÍŽEK,Filip,STA,4,1,0,1,0,1.000,0,0,0,,0,0
KORTLEVEN,Rudi,STA,2,4,1,3,0,1.000,0,0,0,,0,0
KUBÁT,Lukáš,STA,2,1,0,1,0,1.000,0,1,0,100.0,0,0
KWAS,Enio,DEU,2,3,2,1,0,1.000,0,0,0,,0,0
LAMBEAU,Alain,HOB,16,93,87,4,2,0.978,4,0,0,,0,0
LANOOTE,Jasper,HOB,6,4,4,0,0,1.000,0,0,0,,0,0
LE JEUNE,Maxime,BRA,12,10,7,3,0,1.000,1,0,0,,0,0
MACAS,Matěj,DEU,2,1,0,1,0,1.000,0,0,0,,0,0
MARQUEZ,Alexis,STA,13,41,9,29,3,0.927,3,0,0,,0,0
