Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
MEDINA CASADO,Daniwill,GRE,9,22,7,9,6,0.727,0,0,0,,0,0
MERKX,Coen,BRA,14,44,40,1,3,0.932,0,2,0,100.0,1,0
MEYERS,Fransel Adriaan,STA,2,1,0,1,0,1.000,0,0,0,,0,0
MORIN VASQUEZ,Jeiko,GRE,8,28,26,2,0,1.000,1,0,0,,0,0
MOSTAERT,Nando,DEU,12,51,18,28,5,0.902,5,0,0,,0,0
OOYE,Enzo,GRE,10,7,2,2,3,0.571,0,0,0,,0,0
PANDURO,Jesper,BRA,4,5,4,1,0,1.000,0,0,0,,1,0
PEETERS,Jamie,HOB,8,15,12,3,0,1.000,1,0,0,,2,0
POURIER,Giovanni,DEU,2,9,5,4,0,1.000,1,3,1,75.0,4,0
PRIETO BURGOS,Frank Alejandro,STA,13,12,11,1,0,1.000,0,0,0,,0,0
RAMAROJAONA,Serge,GRE,14,16,5,7,4,0.750,0,0,0,,0,0
RIZZI,Lucas,HOB,12,13,10,2,1,0.923,0,0,0,,0,0
ROYMANS,Steff,DEU,11,43,13,24,6,0.860,2,0,0,,0,0
SELIS,Steve,STA,12,30,26,4,0,1.000,0,3,1,75.0,2,0
SELLICAERTS,Jarno,HOB,18,106,95,6,5,0.953,2,2,3,40.0,5,0
SMITS,Pieter,DEU,6,6,2,3,1,0.833,0,0,0,,0,0
SOMMERLINK,Michael,HOB,14,17,7,7,3,0.824,1,0,0,,0,0
SWERS,Jeroen,BRA,16,12,12,0,0,1.000,0,0,0,,0,0
TEN PAS,Ben,BRA,2,8,7,0,1,0.875,0,0,0,,0,0
TRIO,Jan,STA,6,4,2,1,1,0.750,0,0,0,,0,0
VAN AARSEN,Kristof,HOB,33,21,1,19,1,0.952,2,0,0,,0,0
VAN DE WEYER,Daniël,BRA,13,16,9,5,2,0.875,0,0,0,,0,0
VAN DEN BOSCH,Dave,DEU,11,68,62,4,2,0.971,5,0,0,,0,0
VAN DEN BRANDEN,Kenny,HOB,12,11,9,0,2,0.818,0,0,0,,0,0
VAN DEN EYNDE,Filip,STA,14,21,19,0,2,0.905,0,0,0,,0,0
VAN DER LINDEN,Don,GRE,12,16,16,0,0,1.000,0,0,0,,0,0
VAN DER LINDEN,Lukas,GRE,14,55,44,6,5,0.909,1,4,0,100.0,1,0
VAN DER REIJDEN NATHAN,Nathan,BRA,8,11,6,5,0,1.000,2,0,0,,0,0
VAN DER VORST,David,STA,11,69,60,9,0,1.000,0,9,1,90.0,4,0
VAN GENECHTEN,Seppe,GRE,30,16,1,12,3,0.813,0,4,0,100.0,0,0
VAN NUFFEL,Jeroen,BRA,17,26,8,16,2,0.923,1,0,0,,0,0
VANDAELE,Joeni,GRE,15,24,15,5,4,0.833,0,0,0,,0,0
VERBEECK,Jense,STA,12,23,7,12,4,0.826,2,0,0,,0,0
VERELST,Kevin,DEU,12,61,57,4,0,1.000,0,15,0,100.0,1,0
VERELST,Wesley,DEU,12,11,9,0,2,0.818,0,0,0,,0,0
VERSPREET,Xander,HOB,11,12,7,3,2,0.833,0,0,0,,0,0
VERVLOET,Kevin,STA,14,88,79,6,3,0.966,4,0,0,,0,0
VINCK,Matthieu,GRE,17,38,19,13,6,0.842,0,2,0,100.0,1,0
VISCHSCHOONMAKER,Connor,GRE,12,36,33,1,2,0.944,0,12,0,100.0,13,0
VOLS,Matthias,DEU,3,3,2,1,0,1.000,0,0,0,,0,0
WITVROUWEN,Tim,STA,13,4,2,0,2,0.500,0,0,0,,0,0
ZELENKA,Jan,BRA,7,7,4,3,0,1.000,0,0,0,,0,0
ČECH,Jan,DEU,2,1,0,1,0,1.000,0,0,0,,0,0
