Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
EDMONDS,Jordan,LDM,0,0,0.00,1,0,0,0,0,0.2,0,0,0,0,0,0,0,0,2,0.000,0,0,0,0,0,1,1
FARRACH,Juan,EXA,4,2,2.68,12,8,0,2,1,49.2,40,22,19,22,48,8,0,2,184,0.217,5,6,3,0,0,51,41
FELIZ,Saul,ELL,0,0,14.00,1,0,0,0,0,2.0,6,7,4,3,1,2,0,1,13,0.462,0,1,0,0,0,1,4
FIGUEREO ALMONTE,Julio Cesar,LDC,0,0,7.41,2,0,0,0,0,5.2,6,7,6,7,6,2,0,1,23,0.261,0,2,1,0,0,5,4
FLAHERTY,Thomas,LDM,1,0,3.50,1,1,0,0,0,4.0,1,2,2,2,5,1,0,0,15,0.067,0,0,0,0,0,3,4
FRISS,Lucas,LDM,2,1,2.33,6,4,0,2,1,24.0,18,8,8,5,22,3,0,1,86,0.209,0,3,0,0,0,21,22
FROMETA,Luis,SHB,0,2,19.69,5,2,0,0,0,5.1,12,21,15,14,3,2,1,0,32,0.375,8,2,3,0,0,6,6
GONZALEZ,Diego,SHB,0,0,0.00,1,0,0,0,0,0.2,0,0,0,0,1,0,0,0,2,0.000,0,2,0,0,0,0,1
GONZÁLEZ,Jorge Luis,ELL,2,7,8.13,11,9,0,5,1,47.1,72,63,55,32,55,10,2,3,211,0.341,4,6,3,1,0,38,41
GROCOTT,Jordan,SHB,0,1,42.00,2,1,0,0,0,2.1,9,14,14,5,0,1,0,0,16,0.563,0,4,0,0,0,2,5
GÁLVEZ RODRÍGUEZ,Adonis jose,EXA,0,0,2.21,2,0,0,0,0,6.1,6,2,2,2,8,2,0,0,24,0.250,0,0,0,1,0,5,6
HASHIGUCHI,Masa,LDC,11,3,2.47,14,14,0,11,1,82.1,77,49,29,15,83,14,0,4,329,0.234,5,7,1,2,1,96,58
HICHE,Cris,HTF,0,1,8.94,9,0,0,0,0,15.2,26,27,20,8,6,6,1,6,71,0.366,1,0,1,3,0,14,25
ISHIHARA,Tasuku,HTF,0,0,22.75,4,0,0,0,0,4.0,17,14,13,3,2,1,1,0,28,0.607,0,0,1,0,0,2,6
KIM,Minjun,SHB,0,0,105.00,1,0,0,0,0,0.1,3,5,5,1,0,0,0,1,4,0.750,0,1,0,0,0,0,1
LAWLER,Dylan,HTF,0,0,7.64,4,0,0,0,0,3.2,6,4,4,1,1,2,0,0,16,0.375,2,2,0,2,0,3,7
LAWN,Spencer,SHB,0,0,84.00,2,0,0,0,0,0.1,3,4,4,1,0,0,0,1,4,0.750,0,0,0,0,0,0,1
LAWSON,Tosh,LDM,4,1,4.97,7,5,0,2,1,25.1,37,19,18,7,22,6,0,2,112,0.330,1,0,0,2,0,26,24
LEDESMA MARTÍNEZ,José Gabriel,ELL,0,4,8.57,4,4,0,1,0,16.1,19,27,20,18,9,1,0,2,71,0.268,0,3,3,0,0,18,21
MCCARTHY,Jack,HTF,0,2,5.88,2,2,0,1,0,8.1,8,7,7,5,3,3,0,0,32,0.250,0,3,1,0,0,8,12
MCLAUGHLIN,Ryan,LDM,6,0,1.20,8,6,0,4,4,41.0,30,8,7,8,37,3,0,1,154,0.195,2,1,0,0,0,45,37
MENCIA DE LA CRUZ,Elvin,ELL,0,1,9.80,1,1,0,0,0,5.0,7,9,7,4,2,0,1,0,21,0.333,1,4,0,0,0,2,9
MESSER,Chris,LDM,5,0,1.81,6,5,0,0,0,19.1,9,7,5,9,37,3,0,0,71,0.127,3,1,1,0,0,13,7
MINFORD,Rich,LDM,3,0,2.74,6,2,0,1,1,23.0,19,14,9,6,30,0,1,0,91,0.209,0,4,0,1,1,23,15
MORAN,Daniel,HTF,2,1,12.35,6,2,0,0,0,11.1,18,22,20,12,4,5,1,2,48,0.375,3,4,1,2,0,12,15
MORAN,Daniel,SHB,0,0,13.13,3,0,0,0,0,2.2,4,5,5,9,2,1,0,0,9,0.444,0,3,1,1,0,1,2
MURPHY,Ethan,LDM,0,0,21.00,2,0,0,0,0,1.0,1,3,3,1,0,0,1,0,4,0.250,2,1,0,0,0,3,0
NAKAZAWA,Cole,HTF,0,0,21.00,2,0,0,0,0,0.2,1,2,2,2,0,0,0,0,2,0.500,0,0,0,0,0,0,1
NOVAS,Yonathan,EXA,0,0,0.00,1,0,0,0,0,0.1,1,4,0,1,0,0,0,0,4,0.250,0,0,1,0,0,1,0
OBANDO,German,EXA,4,0,4.34,11,5,0,0,0,30.2,36,21,19,6,28,3,2,1,124,0.290,5,6,1,1,0,29,29
PAPPALARDO,Giovanni,EXA,8,3,3.19,15,8,0,5,2,59.1,57,31,27,34,44,9,1,1,227,0.251,2,2,0,3,0,56,66
PARKER,Ace,SHB,0,0,14.00,1,0,0,0,0,2.0,5,4,4,3,2,1,0,0,10,0.500,1,1,0,0,0,1,2
PARKER,Jarficur,LDM,0,0,5.60,3,0,0,0,0,5.0,5,4,4,3,9,1,0,0,20,0.250,0,1,0,0,0,3,3
PRITCHARD,Jono,SHB,0,1,27.00,1,1,0,0,0,2.1,6,10,9,5,3,3,0,0,13,0.462,0,0,0,1,0,0,4
QUIXLEY,Harry,HTF,0,1,12.08,6,1,0,0,0,13.1,20,33,23,12,7,6,0,2,66,0.303,4,9,3,1,0,20,11
RANDALL,Kyle,LDC,0,0,3.82,2,0,0,0,0,3.2,3,2,2,2,4,0,0,0,12,0.250,0,0,0,0,0,1,4
RATCLIFF,Jamie,SHB,0,2,15.00,3,2,0,0,0,4.2,6,10,10,13,9,1,0,0,20,0.300,4,0,0,0,0,4,1
RATKEVICIUS,Viktoras,ELL,0,2,12.41,5,2,0,0,0,14.2,27,27,26,12,16,4,3,2,67,0.403,4,6,1,3,0,9,17
RODRIGUEZ,Jonathan,SHB,2,2,6.78,4,4,0,1,0,21.2,32,31,21,11,11,5,3,3,101,0.317,2,4,0,1,0,23,26
RUEDA,Mario,EXA,4,1,3.13,8,5,0,2,1,31.1,30,18,14,18,15,4,0,3,119,0.252,4,6,2,1,0,32,37
SANTANA,Aleudy,ELL,0,2,9.33,6,2,0,1,0,18.0,26,30,24,15,4,8,1,0,83,0.313,2,9,3,3,0,20,26
SILVESTRE,Manuel,SHB,0,0,14.00,1,0,0,0,0,3.0,8,9,6,6,3,2,0,0,18,0.444,0,1,0,0,0,6,0
SKOPEC,Mark,LDC,0,0,0.00,1,0,0,0,0,0.0,4,4,4,1,0,2,0,0,4,1.000,0,0,0,0,0,0,0
SPORLEDER,Samuel,HTF,0,0,63.00,1,0,0,0,0,0.1,0,3,3,3,0,0,0,0,1,0.000,0,0,1,0,0,0,1
SPROULE,Sam,LDM,1,0,2.10,3,1,0,1,0,10.0,4,3,3,3,15,1,0,0,33,0.121,4,1,0,0,0,8,6
TAMURA,Tomohiro,HTF,0,0,5.73,4,0,0,0,0,7.1,6,9,6,7,0,0,0,0,32,0.188,1,0,1,0,0,10,10
TAYLOR,Josh,SHB,0,0,8.40,4,0,0,0,0,6.2,6,10,8,10,4,0,0,2,25,0.240,1,4,0,0,0,7,6
TURTEL,Jake,LDM,1,0,1.17,2,1,0,1,0,6.0,6,2,1,2,5,1,0,0,23,0.261,0,2,0,1,0,6,6
VILLANUEVA,Johan,LDC,0,5,6.40,10,7,0,2,0,42.2,58,47,39,40,25,7,1,2,175,0.331,4,10,0,3,1,46,41
VOM SCHEIDT,Mitchell,LDM,2,2,3.82,6,4,0,0,0,22.0,25,14,12,5,15,4,0,1,89,0.281,4,2,1,1,1,24,23
WILSON,Rhys,LDC,1,1,5.25,4,1,0,0,0,5.1,5,6,4,3,6,0,0,1,19,0.263,0,1,0,1,0,2,7
