Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
CASANOVA,Yanisleidys,CAP,14,76,58,15,3,0.961,2,16,6,72.7,0,0
CASTAÑO,Elsa,DRI,30,88,57,26,5,0.943,2,0,0,,0,0
CASTILLO,Angely,FEN,11,2,1,0,1,0.500,0,0,0,,0,0
CHERECHES,Noelia,ANT,38,9,2,6,1,0.889,0,0,0,,0,0
CIA,Paula,NAV,17,25,22,0,3,0.880,0,0,0,,0,0
CIAURRIZ,Isabel,IRA,27,108,94,7,7,0.935,3,0,0,,0,0
COLMENARES,Elizabeth,RIV,30,10,8,1,1,0.900,0,0,0,,0,0
CONTIN,Irene,IRA,31,34,16,15,3,0.912,2,0,0,,0,0
CONTRERAS,María,FEN,28,79,47,26,6,0.924,1,0,0,,0,0
CORTÉS,Noemí,CAM,17,39,23,9,7,0.821,0,0,0,,0,0
CRIADO,Cristina,NAV,3,1,0,0,1,0.000,0,0,0,,0,0
CRUZ,Oiane,NAV,7,8,5,1,2,0.750,0,0,0,,0,0
CRUZ,Rosa,NAV,9,4,0,1,3,0.250,0,0,0,,0,0
DALUZ DE LA TORRE,Nerea,VIL,2,2,2,0,0,1.000,0,0,0,,0,0
DE LA PAZ,Verónica,SBO,38,25,19,5,1,0.960,1,0,0,,0,0
DEL PINO,Emma,VIL,26,72,61,9,2,0.972,5,0,0,,0,0
DEL PINO,María,VIL,7,1,1,0,0,1.000,0,0,0,,0,0
DENIA,Yulan,FEN,31,111,59,46,6,0.946,6,0,0,,0,0
DIAZ GARABAN,Jocelin Alejandra,RIV,32,40,17,20,3,0.925,1,0,0,,0,0
DIAZ,Alba,NAV,25,54,32,20,2,0.963,3,0,0,,0,0
DOMERO,Mariona,VIL,27,95,72,22,1,0.989,2,7,5,58.3,3,0
DONOSO VAQUERO,Carol,ANT,12,4,2,1,1,0.750,0,1,0,100.0,1,0
DONOSO,Sara,ANT,12,11,8,2,1,0.909,1,1,0,100.0,2,0
ECHEVERRIA,Leyre,IRA,24,17,15,2,0,1.000,0,0,0,,0,0
ECHEVERRIA,Marta,IRA,19,14,4,8,2,0.857,1,0,0,,0,0
ECHEZARRETA,Ariane,OBB,10,2,0,2,0,1.000,0,0,0,,0,0
ERKIZIA,Amane,OBB,32,81,49,23,9,0.889,3,11,2,84.6,2,0
ESCALONA,Barbara,CAP,23,36,28,3,5,0.861,0,5,0,100.0,3,0
ESCOBAR,Emilie,CAP,20,6,1,4,1,0.833,0,0,0,,0,0
ESPÍN,Ivette,ANT,31,34,25,3,6,0.824,1,0,0,,0,0
ETXEBERRÍA,Igone,OBB,54,10,3,2,5,0.500,1,0,0,,0,0
EXPÓSITO,Celia,CAM,5,7,5,1,1,0.857,0,0,0,,0,0
EXPÓSITO,Sara,CAM,30,34,28,3,3,0.912,0,1,0,100.0,0,0
EZPONDA,Nerea,IRA,28,34,29,1,4,0.882,1,0,0,,0,0
FARO,Aroa,OBB,23,30,15,10,5,0.833,0,0,0,,0,0
FERNÁNDEZ,Dayeni,VIL,23,65,23,34,8,0.877,2,0,0,,0,0
FERNÁNDEZ,Elena,DRI,27,64,36,19,9,0.859,4,3,3,50.0,0,0
FERNÁNDEZ,María,CAP,34,105,51,39,15,0.857,2,3,1,75.0,2,0
FERNÁNDEZ,Raquel,SBO,37,24,1,18,5,0.792,0,1,0,100.0,0,0
FERREÑO,Maya,CAM,21,75,35,29,11,0.853,1,16,3,84.2,1,0
FIGUEREDO,María,SBO,4,2,2,0,0,1.000,0,0,0,,0,0
FLORES,Noelia,ANT,31,12,7,5,0,1.000,0,0,0,,0,0
FRIOL LEON,Dailyn Lazara,ANT,2,1,1,0,0,1.000,0,0,0,,0,0
GAMBÍN,Indira,ANT,30,91,31,50,10,0.890,3,0,0,,0,0
GARATEA,Sandra,IRA,14,4,1,2,1,0.750,0,0,0,,0,0
GARCIA,Ariadna,CAP,25,24,18,3,3,0.875,1,0,0,,0,0
GARCIA,Esther,CAM,22,12,9,0,3,0.750,0,10,0,100.0,7,0
GARCÍA,Candela,ANT,30,47,38,5,4,0.915,0,0,0,,0,0
GARCÍA,Eva,SBO,26,16,13,1,2,0.875,0,0,0,,0,0
GARDE,Sara,ANT,20,34,26,7,1,0.971,1,0,0,,0,0
GAÑETE,Lara,NAV,11,1,0,1,0,1.000,0,0,0,,0,0
GODAYOL,Martina,VIL,2,3,0,3,0,1.000,1,0,0,,0,0
GODINO,Anabel,SBO,14,9,4,4,1,0.889,0,0,0,,0,0
GONG,Ziying,ANT,3,4,4,0,0,1.000,0,0,0,,0,0
GONZALEZ DELGADO,Yorkarys Stefania,CAP,16,47,7,32,8,0.830,1,0,0,,0,0
GONZALEZ,Malena,RIV,31,28,13,12,3,0.893,0,0,0,,0,0
GONZÁLEZ,Ana,IRA,29,51,35,16,0,1.000,4,0,0,,0,0
GONZÁLEZ,Eva,FEN,33,75,64,9,2,0.973,1,0,1,0.0,0,0
GOÑI,Miren,NAV,16,62,21,27,14,0.774,4,0,0,,0,0
GRAU,Caterina,FEN,9,11,6,4,1,0.909,0,0,0,,0,0
GRUAS,Alba,SBO,30,97,39,45,13,0.866,1,0,0,,0,0
GUINEA,Inés,DRI,25,85,67,12,6,0.929,2,61,5,92.4,4,0
GUTIÉRREZ,Mireia,SBO,23,27,25,1,1,0.963,0,0,0,,0,0
HAM,Cheska,IRA,4,41,36,4,1,0.976,0,8,2,80.0,2,0
HELD,Hannah,IRA,8,4,1,3,0,1.000,0,4,0,100.0,0,0
HERNÁNDEZ,Elena,DRI,30,52,41,8,3,0.942,2,0,0,,0,0
HERNÁNDEZ,Elizabeth,VIL,8,9,8,1,0,1.000,0,0,0,,0,0
HERRERA,Alba,DRI,34,16,7,7,2,0.875,0,0,0,,0,0
IBERO,Ana,IRA,16,3,1,0,2,0.333,0,0,0,,0,0
IBORRA,Jessica,SBO,28,53,14,35,4,0.925,1,0,0,,0,0
IMAZ,Clara,IRA,13,11,10,0,1,0.909,0,0,0,,0,0
IZQUIERDO,Andrea,SBO,41,114,88,24,2,0.982,1,0,0,,0,0
JIMÉNEZ,Irene,DRI,26,42,39,1,2,0.952,0,0,0,,0,0
KIS,María,CAM,5,4,4,0,0,1.000,0,0,0,,0,0
LABANDEIRA,Olatz,NAV,30,5,2,3,0,1.000,0,0,0,,0,0
LAHOZ,Ana,NAV,22,19,14,3,2,0.895,1,0,0,,0,0
LARDÍN,Ainhoa,SBO,26,43,41,1,1,0.977,0,6,1,85.7,2,0
LECUMBERRI,Noa,NAV,18,11,8,0,3,0.727,0,0,0,,2,0
LEÓN IBAÑEZ,Alexandra,ANT,3,1,0,1,0,1.000,0,0,0,,0,0
LOIDI,Sara,OBB,34,136,112,20,4,0.971,4,0,0,,0,0
LORENZO,Tatiana,DRI,30,103,48,49,6,0.942,5,0,0,,0,0
LUNA,Glorilen,CAP,53,91,18,65,8,0.912,4,1,0,100.0,0,0
LÓPEZ MARTINEZ,Rebeca,VIL,27,39,33,5,1,0.974,1,0,0,,0,0
LÓPEZ,Alba,SBO,30,160,138,16,6,0.963,2,29,11,72.5,2,1
LÓPEZ,Amaya,NAV,24,14,8,2,4,0.714,0,0,0,,0,0
LÓPEZ,Blanca,OBB,31,33,25,5,3,0.909,1,0,0,,0,0
LÓPEZ,Elena,SBO,29,79,46,29,4,0.949,3,0,0,,0,0
LÓPEZ,Laura,DRI,5,1,0,1,0,1.000,0,0,0,,0,0
LÓPEZ,Natalia,ANT,30,110,47,42,21,0.809,2,0,0,,0,0
LÓPEZ,Valeria,CAM,18,16,12,3,1,0.938,0,0,0,,0,0
MACÍAS,Lucía,FEN,26,18,15,1,2,0.889,0,0,0,,0,0
MARTINEZ,Claudia,DRI,7,2,2,0,0,1.000,0,0,0,,0,0
MARTÍN,Yarismar,ANT,23,39,34,1,4,0.897,1,0,0,,0,0
MATA,Zeltzin,NAV,35,21,8,11,2,0.905,1,0,0,,0,0
MELERO,Marta,ANT,20,5,1,3,1,0.800,0,0,0,,0,0
MENCHERO,Coral,CAM,7,1,0,0,1,0.000,0,0,0,,0,0
MIEZA,Helena,DRI,11,2,1,1,0,1.000,0,0,0,,0,0
MOLPECERES,Naroa,NAV,13,56,42,7,7,0.875,1,17,3,85.0,4,0
MONRO,Oriana,DRI,13,4,4,0,0,1.000,0,0,0,,0,0
MONTES,Irene,NAV,20,26,18,6,2,0.923,1,0,0,,0,0
MORALES,Carlota,DRI,8,11,9,0,2,0.818,0,0,0,,0,0
MORENO,Rocío,DRI,10,27,21,3,3,0.889,1,0,0,,0,0
MORENTE,Alba,DRI,54,41,11,25,5,0.878,0,1,0,100.0,0,0
MOYA,Georgina,VIL,23,22,14,6,2,0.909,1,0,0,,0,0
MUTILVA,Ane,NAV,40,34,21,9,4,0.882,2,1,1,50.0,0,0
MUÑIO,Meritxell,NAV,21,52,33,14,5,0.904,2,0,0,,0,0
NAVARRO,Ainara,RIV,32,106,99,4,3,0.972,3,0,0,,0,0
NELSON,Claire,FEN,30,92,35,51,6,0.935,5,0,0,,0,0
NIELSEN,Mathilde,FEN,50,60,37,22,1,0.983,4,0,0,,0,0
NOVELLA,Carla,OBB,32,146,96,38,12,0.918,3,13,0,100.0,1,0
NÚÑEZ,Cristina,CAM,24,17,12,3,2,0.882,0,0,0,,0,0
OJEDA,Fransheska,ANT,22,8,7,0,1,0.875,0,0,0,,0,0
ORTIGOSA,Ines,FEN,10,5,4,1,0,1.000,0,3,1,75.0,0,0
ORTIZ,Itziar,DRI,29,95,85,4,6,0.937,3,14,2,87.5,1,0
ORZÁIZ,Maddi,OBB,10,5,3,1,1,0.800,0,0,0,,0,0
OTAZU,Irene,OBB,22,12,7,2,3,0.750,0,0,0,,0,0
OTERO,Laura,CAM,57,74,20,49,5,0.932,4,4,0,100.0,0,0
PALACIOS,Carmen,ANT,26,94,63,26,5,0.947,2,0,0,,0,0
PARRÓN,Lucia,VIL,27,71,25,37,9,0.873,4,0,0,,0,0
PICO,Iria,CAM,21,50,17,26,7,0.860,1,0,0,,0,0
PINTOR,Julia,FEN,20,7,5,1,1,0.857,1,0,0,,0,0
PISÓN,Maialen,OBB,31,208,176,22,10,0.952,0,35,10,77.8,4,0
PLATA,Judit,VIL,19,25,25,0,0,1.000,1,0,0,,0,0
PÉREZ,Yanely,VIL,15,30,29,1,0,1.000,2,14,0,100.0,2,0
RAMOS,Valentina,VIL,48,28,9,14,5,0.821,0,0,0,,0,0
RAMÍREZ,Anyibell,RIV,49,38,13,24,1,0.974,1,0,0,,0,0
RAMÓN,Sofia,ANT,28,121,108,10,3,0.975,0,8,1,88.9,1,0
RIAL,Sofia,CAM,29,139,121,11,7,0.950,5,0,0,,0,0
RIAL,Vanessa,CAM,28,95,37,49,9,0.905,2,0,0,,0,0
RODRIGO,Judith,VIL,22,97,85,10,2,0.979,6,0,0,,0,0
RODRIGO,Marina,VIL,28,127,79,43,5,0.961,7,0,0,,0,0
RODRIGO,Raquel,FEN,30,176,157,17,2,0.989,2,30,10,75.0,2,0
RODRÍGUEZ,Ariadna,CAP,24,88,49,28,11,0.875,3,0,0,,0,0
ROMERA,Anna,SBO,8,26,23,3,0,1.000,1,0,1,0.0,0,0
RUTTE,Jelyna,IRA,2,1,0,1,0,1.000,0,3,0,100.0,0,0
SANTANA,Irene,CAP,20,2,1,0,1,0.500,0,0,0,,0,0
SANTANA,Rosa,CAP,21,18,12,4,2,0.889,0,0,0,,0,0
SANTESTEBAN,Nerea,IRA,24,69,38,29,2,0.971,4,0,0,,0,0
SEBASTIAN CRUET,Julia,SBO,14,8,1,7,0,1.000,0,0,0,,0,0
SERRANO,Laia,DRI,21,21,16,2,3,0.857,0,0,0,,0,0
SIMON,Enora,OBB,43,19,8,10,1,0.947,0,0,0,,0,0
SOENGAS,Adelaida,CAM,21,115,100,14,1,0.991,0,24,11,68.6,7,0
SOJO,Yaicey,RIV,32,234,219,13,2,0.991,1,4,5,44.4,1,0
SUGG,Elizabeth Dickson,RIV,6,17,14,3,0,1.000,0,0,1,0.0,0,0
TARONCHER,Leire,FEN,23,27,23,3,1,0.963,0,0,0,,0,0
TEIXEIRA,Beatriz,CAP,26,55,45,5,5,0.909,1,0,0,,0,0
TOET,Esmee,IRA,3,2,0,2,0,1.000,0,0,0,,0,0
TRIO,Cristina,CAM,17,33,13,18,2,0.939,1,0,0,,0,0
TRUJILLO,María,CAP,28,166,143,16,7,0.958,7,25,3,89.3,6,0
UNZUÉ GOÑI,Naiara,NAV,24,75,71,4,0,1.000,4,0,0,,0,0
VALENCIA,Irune,NAV,24,72,30,30,12,0.833,2,0,0,,0,0
VALLS,Maria,VIL,6,11,8,3,0,1.000,2,4,2,66.7,1,0
VARGAS,Katia,CAM,14,11,10,0,1,0.909,0,0,0,,0,0
VIDAL,Andrea,CAP,16,6,3,2,1,0.833,0,0,0,,0,0
VILLANUEVA,Andrea,SBO,33,17,4,9,4,0.765,0,0,0,,0,0
VIZCAÍNO,Diana,FEN,27,42,36,4,2,0.952,1,0,0,,0,0
ZAVALA,Melitza,CAM,15,10,10,0,0,1.000,0,0,0,,0,0
ZOROZA,Uxua,OBB,24,36,11,20,5,0.861,1,0,0,,0,0
ÁLVAREZ,Estibaliz,OBB,32,43,31,9,3,0.930,2,0,0,,0,0
