Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ANDRINGA,Calvin,RCH,0,1,7.50,2,1,0,0,0,6.0,10,6,5,3,1,4,0,1,28,0.357,0,0,0,0,0,7,10
ANDRINGA,Nick,RCH,0,0,16.20,10,0,0,0,0,8.1,6,17,15,22,4,1,0,1,30,0.200,6,8,1,1,1,10,11
ANGELA,Nelmerson,AMS,10,5,2.24,24,21,0,2,1,132.1,107,45,33,45,70,24,1,1,481,0.222,5,16,7,2,7,142,165
AUCOIN,Eddie,PIO,0,1,1.83,3,3,0,0,0,19.2,16,7,4,8,17,1,0,0,69,0.232,1,0,2,1,1,17,20
AUSSEMS,Jesse,RCH,0,1,54.00,1,0,0,0,0,0.1,3,2,2,1,0,1,0,0,4,0.750,0,0,0,0,0,0,1
BAKKER,Kevin,NEP,5,1,3.09,21,2,1,0,0,35.0,28,14,12,12,30,4,1,0,125,0.224,4,2,0,2,2,53,18
BAKKER,Sven,QUI,0,1,14.73,3,1,0,0,0,7.1,8,14,12,11,0,2,0,0,28,0.286,3,1,0,3,0,8,14
BENNETT,Michael,AMS,3,4,2.43,20,4,0,0,0,59.1,63,22,16,10,41,7,1,0,225,0.280,1,0,1,2,8,66,60
BING,Jelle,DKI,0,0,0.00,1,0,0,0,0,2.0,3,0,0,1,2,0,0,0,8,0.375,0,0,0,0,0,2,1
BLOKKER,Finn,DKI,0,0,1.35,10,0,0,0,0,13.1,16,2,2,4,10,2,2,0,49,0.327,0,1,0,0,1,13,9
BOXELAAR,Nick,DKI,6,7,2.58,18,18,0,1,1,101.0,79,35,29,34,57,9,1,2,359,0.220,15,7,2,3,5,112,112
BRAY,Rutger,RCH,0,0,0.00,1,0,0,0,0,1.0,1,0,0,1,0,1,0,0,4,0.250,0,1,1,0,0,0,3
BREEK,Donny,DKI,0,2,19.29,10,4,0,0,0,9.1,7,22,20,31,10,0,0,0,32,0.219,12,4,0,0,1,10,6
BURGER,Jordy,QUI,0,0,0.00,1,0,0,0,0,1.0,2,0,0,1,0,0,0,0,4,0.500,0,0,0,0,0,0,2
BURGERSDIJK,Dennis,HCA,9,5,2.57,22,18,1,1,0,126.0,103,44,36,41,117,12,4,2,459,0.224,4,7,0,3,7,139,105
CARDINAL,Nik,UVV,0,3,4.30,7,4,0,0,0,23.0,27,32,11,14,15,6,0,1,100,0.270,10,2,0,2,2,41,14
CLARA,Robyn,DKI,2,3,4.18,27,0,5,0,0,32.1,44,19,15,10,16,8,0,0,132,0.333,2,5,1,2,3,37,36
COCU,Raf,TWI,6,2,4.14,18,11,1,0,0,63.0,36,31,29,75,72,5,2,1,199,0.181,6,4,1,3,8,47,52
CORNELISSEN,Maxwell,HCA,0,0,4.50,2,0,0,0,0,2.0,3,1,1,0,2,1,0,0,9,0.333,0,1,0,0,0,1,3
CRAMA,Sander,QUI,0,0,13.50,2,0,0,0,0,0.2,3,1,1,0,0,1,0,0,5,0.600,1,0,1,0,0,1,1
CREMER,Mees,UVV,0,0,0.00,2,0,0,0,0,2.2,3,1,0,2,3,0,0,0,10,0.300,0,0,4,0,0,1,3
DE BLOK,Tom,NEP,8,0,1.62,17,17,0,1,1,100.0,63,21,18,36,105,11,1,0,350,0.180,3,8,0,0,5,113,69
DE GRAAUW,Gio,HCA,3,2,4.73,8,5,0,0,0,26.2,19,17,14,24,18,2,0,1,92,0.207,5,0,0,0,2,35,22
DE GROOT,Aaron,NEP,3,2,1.57,34,0,6,0,0,57.1,36,14,10,17,57,4,2,1,205,0.176,3,3,3,0,3,52,55
DEKKER,Ruben,HCA,0,0,6.75,10,0,0,0,0,12.0,18,9,9,5,8,2,0,0,51,0.353,1,2,0,0,0,14,11
DEN DUIJN,Lucas,TWI,0,0,8.31,4,0,0,0,0,4.1,10,5,4,1,3,2,1,0,22,0.455,1,0,0,0,0,4,5
DIABY,Nathan,HCA,2,0,4.15,16,4,0,0,0,34.2,32,18,16,27,24,8,0,1,125,0.256,3,0,2,1,3,37,35
DRAIJER,Dave,RCH,0,1,6.75,1,0,0,0,0,1.1,3,3,1,0,1,0,0,0,7,0.429,1,0,2,0,1,2,1
ELFRINK,Jasper,HCA,1,1,4.50,22,0,1,0,0,30.0,27,16,15,15,30,4,1,1,113,0.239,4,1,0,0,2,26,29
ESHUIS,Dylan,DKI,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,2,0,0,0,3,0.000,1,0,0,0,0,1,0
FARLEY,Dylan,AMS,0,1,18.00,1,1,0,0,0,1.0,1,2,2,4,0,0,0,0,3,0.333,0,0,0,0,0,2,0
FUKUDA,Takuya,TWI,8,1,0.74,14,9,1,0,0,73.1,40,11,6,21,83,10,2,1,253,0.158,6,3,1,0,4,56,74
GARCIA,Terrence,TWI,4,3,5.36,17,7,1,0,0,47.0,43,31,28,35,28,10,1,4,178,0.242,3,6,3,1,0,41,64
GEERTS,Jan-Willem,RCH,2,1,3.86,27,2,1,0,0,53.2,62,26,23,23,32,7,1,2,209,0.297,8,2,2,5,5,56,64
GONESH,Jayden,NEP,1,2,4.76,15,0,0,0,0,17.0,10,11,9,12,9,1,0,0,59,0.169,5,2,1,1,2,27,16
GONESH,Riley,QUI,1,2,11.63,15,2,0,0,0,24.0,25,36,31,39,11,2,2,0,90,0.278,9,5,1,2,1,27,28
GONZALEZ GARAY,Luis,RCH,0,0,4.50,1,0,0,0,0,2.0,2,1,1,0,1,0,0,0,8,0.250,0,1,1,0,0,2,3
GROEN,Mike,NEP,0,1,1.78,24,0,5,0,0,25.1,16,6,5,5,23,0,0,0,92,0.174,2,2,1,1,1,25,26
GROß,Simon,TWI,2,0,3.13,13,3,2,0,0,31.2,23,19,11,30,35,1,0,2,117,0.197,4,2,0,0,3,24,31
GUZMAN,Aldrich,RCH,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2,0.000,0,0,0,0,0,2,0
HELMS,Allard,UVV,2,7,5.80,17,9,0,0,0,59.0,82,53,38,36,43,13,5,2,244,0.336,9,10,1,4,3,59,58
HENRIETTA,Lex,QUI,0,0,0.00,1,0,0,0,0,1.0,1,0,0,1,0,0,0,0,4,0.250,1,0,0,0,0,2,1
HUIJER,Lars,HCA,7,2,0.81,14,14,0,1,1,88.2,52,11,8,13,85,4,0,0,300,0.173,1,4,0,0,4,117,47
HUIJER,Swen,PIO,1,0,4.85,5,0,0,0,0,13.0,13,12,7,7,7,4,0,1,56,0.232,3,3,0,1,0,14,19
HUNTINGTON,Ryan,NEP,6,1,2.70,29,4,2,0,0,56.2,56,19,17,17,51,11,0,1,216,0.259,2,4,1,2,0,63,45
HUTZEZON,Ingmar,UVV,1,1,5.02,11,0,0,0,0,14.1,8,11,8,20,28,1,0,0,52,0.154,11,0,0,0,1,10,7
IMMING,Tobias,DKI,0,1,4.50,1,0,0,0,0,2.0,3,5,1,1,4,2,0,0,10,0.300,0,1,0,0,0,2,0
IRAUSQUIN,Edvin,QUI,0,1,6.75,4,0,1,0,0,6.2,11,5,5,5,3,2,0,1,29,0.379,0,0,0,0,1,7,8
ISENIA,Aaron,UVV,1,4,6.80,16,5,0,0,0,41.0,51,49,31,36,29,3,0,0,170,0.300,10,6,2,4,2,61,27
JAKOBUS,Marvin,QUI,0,0,40.50,1,0,0,0,0,0.2,1,3,3,2,1,0,0,0,3,0.333,0,1,0,0,0,1,0
KAMPHORST,Floris Jan,QUI,0,0,36.00,2,1,0,0,0,1.0,3,4,4,0,0,0,0,0,6,0.500,0,1,1,0,0,1,2
KAREL,Sedley,HCA,5,1,4.97,26,0,0,0,0,29.0,22,21,16,16,30,2,1,0,108,0.204,2,0,2,0,0,37,17
KELLY,Kevin,NEP,14,2,2.07,19,15,1,1,1,117.2,67,31,27,38,108,14,2,1,405,0.165,11,12,4,0,5,144,86
KEUR,Nick,HCA,1,4,2.39,26,0,11,0,0,26.1,21,11,7,18,23,2,0,0,98,0.214,4,2,0,0,1,37,17
KOEIMAN,Chris,RCH,1,1,4.73,15,1,4,0,0,26.2,29,18,14,9,20,2,2,2,108,0.269,1,4,0,1,2,32,26
KOEIMAN,Elton,QUI,0,3,8.66,4,3,0,0,0,17.2,28,25,17,8,7,2,0,2,84,0.333,0,4,1,2,1,22,22
KORTSTAM,Raoell,UVV,0,0,21.60,2,0,0,0,0,1.2,2,4,4,2,0,1,0,0,7,0.286,1,3,0,0,0,3,2
KRAGT,Finn,AMS,1,0,4.84,16,1,0,0,0,22.1,25,12,12,11,16,7,3,0,87,0.287,2,0,1,1,0,25,22
KRAGT,Naut,AMS,2,1,2.05,10,3,0,0,0,30.2,32,12,7,9,23,2,1,0,119,0.269,0,2,0,2,2,31,35
KUIPERS,Stefan,UVV,0,0,4.70,4,0,0,0,0,7.2,11,7,4,6,5,3,0,0,35,0.314,2,2,3,0,0,4,12
KUIT,Daan,PIO,0,2,4.96,26,1,0,0,0,45.1,53,43,25,31,25,6,2,0,183,0.290,7,13,4,4,1,48,53
LACHKAR,Yassir,AMS,2,2,5.16,18,3,1,0,0,29.2,28,18,17,14,15,5,0,1,113,0.248,4,4,0,0,1,37,30
LAUF,Sem,PIO,2,8,6.98,17,10,0,1,1,68.1,85,64,53,44,43,12,1,2,285,0.298,5,11,2,3,3,85,67
LEVENSTONE,Jeffrey,TWI,1,3,5.87,14,1,0,0,0,23.0,22,25,15,28,13,2,0,1,92,0.239,2,3,0,2,2,29,26
LIPPENS,Dorian,DKI,0,1,4.66,8,1,0,0,0,9.2,10,6,5,14,11,1,0,0,36,0.278,8,0,0,0,1,7,8
LOOS,Nick,PIO,0,1,5.14,7,0,2,0,0,7.0,7,5,4,3,4,0,0,0,29,0.241,1,0,1,1,0,10,7
LOURENS,Emeron,QUI,0,0,0.00,5,0,1,0,0,3.2,1,0,0,1,4,0,0,0,12,0.083,1,0,0,0,0,1,6
MARKWELL,Diegomar,NEP,0,0,3.00,5,1,0,0,0,6.0,4,2,2,0,2,0,1,0,24,0.167,1,1,0,0,0,8,9
MARTINA,T'sean,RCH,2,11,6.72,19,17,0,0,0,80.1,104,76,60,57,45,13,5,9,336,0.310,6,6,0,1,4,79,106
MARTIS,Joel,QUI,1,4,9.96,19,2,0,0,0,34.1,51,48,38,31,25,6,0,1,145,0.352,8,13,3,5,2,45,25
MARTIS,Shairon,NEP,11,5,2.39,22,22,0,0,0,132.0,120,48,35,34,103,22,0,2,496,0.242,2,2,2,5,4,125,152
MEYER,Benjamin,AMS,1,0,3.60,11,0,0,0,0,20.0,14,8,8,7,16,3,1,0,71,0.197,2,1,0,0,1,29,13
MOK,Kylian,PIO,0,0,0.00,1,0,0,0,0,0.0,0,0,0,3,0,0,0,0,0,0.000,0,0,0,0,0,0,0
NEIJNDORFF,Ben,DKI,0,0,5.12,15,0,0,0,0,19.1,18,12,11,15,8,2,0,0,72,0.250,3,5,1,1,0,30,17
NIJKAMP,Arjen,HCA,0,1,4.96,15,1,0,0,0,16.1,16,10,9,11,11,1,1,0,64,0.250,2,2,0,0,0,18,19
NIJMAN,Sem,PIO,2,8,4.57,20,11,0,0,0,65.0,68,51,33,63,39,15,0,2,247,0.275,7,10,0,6,6,52,89
OOSTERBEEK,Mathijs,DKI,4,1,0.45,24,0,3,0,0,40.0,31,6,2,15,23,4,0,0,144,0.215,2,6,0,1,4,50,40
ORMAN,Jeldwin,RCH,0,0,0.00,1,0,0,0,0,1.1,1,3,0,2,0,1,0,0,6,0.167,0,0,0,0,0,3,1
OUKES,Kaien Robin,PIO,1,2,13.70,20,3,0,0,0,22.1,28,48,34,56,14,4,1,1,89,0.315,14,4,0,4,2,18,31
PALLAND,Leroy,QUI,0,0,9.00,1,0,0,0,0,1.0,1,1,1,1,0,0,0,0,4,0.250,0,0,1,0,0,3,0
POPKEN,Jasper,QUI,2,0,7.66,18,0,4,0,0,24.2,32,23,21,15,17,5,2,2,105,0.305,0,5,0,1,0,18,35
POSTELMANS,Koen,TWI,0,1,3.31,6,3,1,0,0,16.1,12,10,6,6,18,0,1,1,62,0.194,0,2,0,0,0,15,12
PRINS,Scott,AMS,7,5,3.16,19,14,1,1,0,94.0,97,37,33,28,61,15,4,2,362,0.268,2,10,0,3,5,94,110
RAMMELOO,Casper,AMS,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,3,0.000,0,0,0,0,0,2,1
REDAN,Irving,QUI,0,0,20.25,3,0,0,0,0,2.2,4,7,6,3,2,1,0,0,12,0.333,0,3,2,0,0,2,4
RIETEL,Maickel,AMS,1,0,3.60,19,0,2,0,0,20.0,24,11,8,5,21,3,0,0,73,0.329,1,1,0,2,2,13,19
RIFAELA,Jhan,QUI,4,6,5.55,13,12,0,1,0,71.1,76,50,44,35,53,13,4,0,275,0.276,5,4,1,8,2,48,104
RIZVIC,Rick,DKI,4,1,2.96,15,12,0,0,0,67.0,64,29,22,34,63,12,0,1,246,0.260,4,4,0,3,3,70,53
SAMBOE,Jairo,TWI,0,1,11.07,15,0,0,0,0,20.1,29,32,25,28,8,9,0,3,89,0.326,3,6,0,4,1,17,34
SCHOLTEN,James,TWI,2,2,4.31,9,5,1,0,0,39.2,34,21,19,14,40,5,1,2,145,0.234,1,4,6,1,2,38,33
