Player,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ACOSTA
Johnaikel,QUI,2,5,6.60,14,7,0,0,0,46.1,52,50,34,39,26,11,3,0,186,0.280,4,7,1,3,7,67,40
ANDRINGA
Calvin,RCH,0,0,17.36,4,0,0,0,0,4.2,9,9,9,7,4,3,0,0,20,0.450,1,1,0,1,0,3,5
ANDRINGA
Nick,RCH,0,0,22.50,4,0,0,0,0,2.0,4,5,5,2,2,2,0,1,10,0.400,0,2,0,0,0,2,2
ANGELA
Nelmerson,AMS,6,2,2.45,16,14,0,1,0,92.0,70,32,25,42,69,14,1,2,327,0.214,4,2,2,2,5,89,101
AUSSEMS
Jesse,RCH,1,2,3.50,7,0,0,0,0,18.0,21,10,7,6,10,5,0,0,72,0.292,0,3,1,0,1,25,16
BAKKER
Kevin,NEP,4,2,3.38,22,0,3,0,0,40.0,44,20,15,11,29,4,0,1,162,0.272,4,0,0,1,0,55,34
BENNETT
Michael,PIO,1,0,2.31,4,0,0,0,0,11.2,10,4,3,0,7,1,0,0,44,0.227,1,0,0,1,1,11,16
BERKEL
Nathan,HCA,1,0,0.00,2,0,0,0,0,2.1,3,1,0,1,1,0,0,0,10,0.300,0,0,0,0,0,4,2
BERKENBOSCH
Kenny,AMS,0,0,0.00,1,0,0,0,0,0.2,0,0,0,0,1,0,0,0,2,0.000,0,0,0,0,0,0,1
BING
Jelle,DKI,4,0,7.33,13,0,0,0,0,23.1,33,26,19,13,12,3,1,1,96,0.344,7,4,0,2,4,22,29
BOXELAAR
Nick,DKI,3,5,5.40,14,12,0,0,0,58.1,75,44,35,25,37,7,0,3,237,0.316,4,4,0,3,5,62,61
BREEK
Donny,AMS,0,1,54.00,3,1,0,0,0,2.0,2,12,12,13,4,0,0,0,7,0.286,7,2,1,0,0,1,0
BROERSEN
Lars,PIO,1,2,5.68,12,2,1,0,0,19.0,28,12,12,11,8,3,0,0,78,0.359,3,3,1,0,0,15,27
BRUINS SLOT
Stijn,QUI,3,6,6.79,11,11,0,1,0,51.2,84,49,39,23,27,14,2,1,231,0.364,3,4,0,2,4,56,62
BURGERSDIJK
Dennis,HCA,11,2,1.52,17,17,0,6,3,124.0,81,24,21,21,83,16,1,0,430,0.188,4,9,0,5,6,153,116
CHEVEZ
Enrique,TWI,2,0,6.17,18,0,0,0,0,23.1,34,19,16,24,13,6,0,0,98,0.347,1,3,3,1,3,27,24
CLARA
Robyn,DKI,2,2,4.24,26,1,2,0,0,40.1,46,21,19,19,30,5,0,2,157,0.293,2,4,0,1,4,38,45
CLEMENSIA
Taylor,QUI,0,0,0.00,1,0,0,0,0,1.0,1,0,0,1,0,1,0,0,3,0.333,0,0,0,0,0,1,1
COCU
Raf,TWI,0,3,2.82,20,0,4,0,0,22.1,11,10,7,20,22,2,1,0,76,0.145,7,3,0,1,1,19,23
DAANTJI
Shurensley,AMS,3,1,4.28,12,4,0,0,0,33.2,40,16,16,9,15,4,3,2,134,0.299,2,2,1,1,1,42,37
DE GRAAUW
Gio,HCA,4,3,4.21,14,4,0,0,0,36.1,29,18,17,36,50,6,1,0,125,0.232,1,1,0,4,1,21,27
DE GROOT
Aaron,NEP,4,2,2.79,13,10,0,0,0,58.0,43,20,18,30,51,8,0,2,202,0.213,3,5,1,1,4,55,56
DEKKER
Ruben,HCA,1,0,6.57,13,0,0,0,0,12.1,10,9,9,10,3,3,0,0,47,0.213,2,0,0,0,0,16,16
DIABY
Nathan,PIO,1,1,4.78,14,0,2,0,0,26.1,29,16,14,18,19,4,1,0,98,0.296,7,2,0,4,2,23,31
ELFRINK
Jasper,HCA,2,0,2.74,19,0,1,0,0,23.0,17,7,7,12,26,4,0,1,81,0.210,2,1,2,0,2,24,16
FARLEY
Dylan,PIO,2,1,2.40,6,1,0,0,0,15.0,8,4,4,10,18,1,1,0,50,0.160,3,3,0,1,1,11,14
GARBELLA
Nicola,AMS,0,2,9.00,6,1,0,0,0,9.0,16,11,9,3,6,3,2,0,42,0.381,2,0,0,1,0,11,8
GEERTS
Jan-Willem,QUI,0,2,9.00,13,0,0,0,0,16.0,24,19,16,16,8,4,2,0,67,0.358,2,3,0,1,1,18,17
GNADE
Bobbie,HCA,0,0,8.10,10,0,0,0,0,10.0,12,9,9,9,3,4,1,1,40,0.300,1,0,1,0,0,6,17
GONESH
Jayden,NEP,0,0,3.92,9,0,0,0,0,20.2,14,9,9,12,18,3,1,0,73,0.192,10,1,1,3,1,19,25
GROEN
Mike,AMS,2,1,1.26,10,1,2,0,0,14.1,9,8,2,8,14,2,0,0,48,0.188,0,2,0,2,1,13,14
GROß
Simon,TWI,3,6,4.36,17,12,1,1,1,66.0,55,37,32,42,60,11,1,1,244,0.225,10,4,1,6,3,65,65
HARCKSEN
Misja,NEP,5,2,2.11,14,3,3,0,0,42.2,42,20,10,18,23,7,1,1,157,0.268,0,4,0,1,4,47,47
HELMS
Allard,HCA,0,0,9.00,1,0,0,0,0,1.0,2,1,1,0,0,0,0,1,6,0.333,1,0,0,0,0,1,2
HERBOLD
Brandon,NEP,0,0,4.35,6,0,1,0,0,10.1,9,7,5,10,15,0,0,1,39,0.231,4,1,0,0,0,4,11
HERNANDEZ
Obed,STO,0,0,2.45,3,0,0,0,0,7.1,7,5,2,2,4,2,0,0,31,0.226,2,1,0,0,0,7,11
HOOGENDOORN
Ryan,NEP,0,0,3.18,3,0,1,0,0,5.2,2,2,2,6,2,0,0,0,17,0.118,1,2,0,1,1,7,8
HUIJER
Lars,HCA,12,1,0.79,19,17,1,5,3,137.0,71,16,12,29,133,8,0,0,465,0.153,2,11,0,2,9,197,67
HUNTINGTON
Ryan,TWI,5,10,3.65,16,16,0,1,0,103.2,110,46,42,19,87,17,2,5,405,0.272,5,3,3,4,2,94,111
IGAMI
Chikara,TWI,1,1,4.67,22,1,2,0,0,27.0,29,17,14,24,23,3,1,0,103,0.282,5,3,2,2,2,28,27
JAMOENA
Darryl,STO,0,11,10.23,13,12,0,0,0,53.2,77,79,61,64,26,16,5,1,224,0.344,8,5,1,9,3,43,78
KELLY
Kevin,NEP,5,3,1.57,20,6,5,2,0,74.2,40,15,13,25,78,6,1,1,250,0.160,7,5,1,2,3,91,43
KEUR
Nick,HCA,0,3,6.61,17,0,6,0,0,16.1,17,14,12,10,16,3,0,1,63,0.270,1,2,0,1,1,16,14
KNAPE
Kelvin,STO,0,1,2.38,5,0,0,0,0,11.1,10,6,3,9,6,2,0,1,43,0.233,1,2,0,1,1,13,13
KOEIMAN
Elton,TWI,0,2,2.70,6,1,0,0,0,16.2,23,9,5,6,6,5,1,0,70,0.329,0,2,0,2,0,19,21
KOK
Sebastian,RCH,2,2,3.78,9,8,0,0,0,33.1,30,20,14,22,13,5,0,2,122,0.246,1,3,1,2,4,36,42
KOPS
Finn,TWI,0,0,6.61,12,0,0,0,0,16.1,19,12,12,18,11,2,0,0,62,0.306,7,0,0,1,0,22,10
KRAGT
Finn,RCH,2,2,7.25,18,4,2,0,0,44.2,56,50,36,28,31,13,5,2,191,0.293,9,7,0,3,3,44,58
KRAGT
Naut,AMS,2,1,2.95,11,1,0,0,0,18.1,17,8,6,7,13,1,0,0,68,0.250,2,1,0,2,1,18,23
KRAM
Martin,AMS,2,0,6.38,14,0,1,0,0,18.1,27,16,13,10,8,7,0,0,85,0.318,0,1,0,0,0,27,20
LACHKAR
Yassir,PIO,3,3,2.90,12,9,0,1,0,59.0,55,27,19,16,27,12,2,1,227,0.242,3,5,0,4,3,80,68
LAURENS
Roland,AMS,1,0,6.23,5,0,0,0,0,8.2,9,8,6,7,2,3,0,0,33,0.273,2,2,0,0,0,11,9
LEE
Braden,QUI,0,1,10.13,5,0,0,0,0,2.2,4,4,3,3,2,0,0,0,11,0.364,0,0,0,1,0,2,4
LEVENSTONE
Jeffrey,TWI,0,1,5.91,12,1,0,1,0,21.1,20,14,14,19,9,7,1,1,77,0.260,5,3,0,1,0,15,33
LIPPENS
Dorian,DKI,1,2,13.50,7,2,0,0,0,10.0,15,21,15,11,5,5,1,1,44,0.341,2,4,1,3,1,9,17
LOURENS
Maverich,QUI,0,1,15.43,11,1,0,0,0,11.2,20,21,20,19,11,4,0,1,50,0.400,3,1,1,3,3,9,14
MARKWELL
Diegomar,NEP,0,0,1.29,3,0,0,0,0,7.0,7,1,1,2,1,2,0,0,28,0.250,0,0,0,0,0,8,10
MARLIN
Anthony,PIO,0,0,9.53,5,1,0,0,0,5.2,8,7,6,9,1,2,0,0,24,0.333,1,1,0,0,0,6,9
MARTINA
T'sean,PIO,5,3,3.39,14,13,0,1,1,77.0,64,31,29,47,43,11,1,2,269,0.238,7,4,1,2,7,72,96
MARTIS
Joel,RCH,0,0,2.77,9,0,1,0,0,13.0,11,9,4,8,9,1,0,1,46,0.239,2,0,0,2,2,15,14
MARTIS
Renaigel,RCH,0,0,23.14,2,0,0,0,0,2.1,4,6,6,7,3,2,1,0,11,0.364,1,0,0,0,0,4,0
MARTIS
Shairon,AMS,7,2,1.44,20,10,3,1,1,94.0,54,17,15,16,90,12,1,1,331,0.163,3,0,2,0,3,86,101
MEYER
Benjamin,PIO,1,6,6.70,8,8,0,0,0,41.2,55,36,31,24,30,5,2,6,172,0.320,1,4,1,2,2,48,41
MORTENSEN
Jared,HCA,0,0,0.00,2,0,2,0,0,2.0,2,0,0,0,2,0,0,0,8,0.250,0,0,0,0,0,3,1
NAESSENS
Twan,STO,0,6,6.05,14,10,0,0,0,58.0,73,53,39,40,11,14,3,1,230,0.317,5,7,0,6,7,53,94
NEIJNDORFF
Ben,DKI,1,0,7.13,12,0,0,0,0,17.2,21,17,14,20,11,7,0,1,74,0.284,7,2,0,1,1,16,25
NIJKAMP
Arjen,HCA,0,0,7.94,6,0,0,0,0,5.2,2,5,5,8,2,1,0,0,17,0.118,3,2,0,1,0,4,10
NIJMAN
Sem,NEP,0,0,13.50,3,0,0,0,0,2.0,2,4,3,5,1,2,0,0,7,0.286,0,0,0,0,1,1,3
OOSTERBEEK
Mathijs,DKI,2,2,6.27,11,0,0,0,0,18.2,25,19,13,11,19,4,0,2,81,0.309,1,1,0,1,2,21,17
OOSTERBEEK
Mathijs,PIO,0,0,10.13,3,0,0,0,0,2.2,6,3,3,2,1,1,0,1,12,0.500,0,2,0,0,0,3,2
OUKES
Kaien Robin,DKI,0,2,19.70,8,5,0,0,0,12.1,16,28,27,38,7,1,0,1,50,0.320,9,1,0,0,1,11,15
PLOEGER
Jim,HCA,7,4,3.68,14,14,0,1,0,73.1,68,35,30,24,69,11,1,1,277,0.245,5,4,0,0,4,88,52
POPKEN
Jasper,QUI,1,0,2.53,17,0,4,0,0,21.1,20,9,6,7,17,3,0,1,81,0.247,0,3,0,2,1,17,29
POSTELMANS
Koen,TWI,6,5,3.56,16,16,0,0,0,91.0,76,41,36,29,84,11,4,2,335,0.227,9,8,0,3,6,95,81
PRINS
Connor,AMS,0,2,13.15,7,3,0,0,0,13.0,9,20,19,30,12,1,0,0,49,0.184,5,0,0,0,1,6,19
PRINS
Scott,AMS,5,2,0.96,12,11,1,0,0,75.1,49,12,8,12,45,5,2,0,269,0.182,2,3,2,2,2,81,90
REDAN
