Player,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADLER
Tom,QUI,4,2,0,2,0,1.000,0,0,1,0.0,0,0
AGUILERA ZAYAS
Paris,DKI,6,3,3,0,0,1.000,0,0,0,,0,0
ALGRA
Jelger,RCH,1,13,12,0,1,0.923,0,5,0,100.0,1,0
ANASAGASTI
Leandro,HCA,16,22,9,10,3,0.864,0,0,0,,0,0
ANDRINGA
Calvin,DKI,8,1,1,0,0,1.000,0,0,0,,0,0
ANGELA
Nelmerson,STO,16,16,6,9,1,0.938,0,1,1,50.0,0,0
ARENDS
Jeffrey,TWI,1,3,3,0,0,1.000,0,0,0,,0,0
AUSSEMS
Jesse,RCH,2,10,2,8,0,1.000,2,0,0,,0,0
BAKKER
Kevin,NEP,24,9,4,4,1,0.889,1,0,0,,0,0
BASILIA
Gedryon,STO,11,2,0,2,0,1.000,0,0,0,,0,0
BELJAARDS
Duncan,PIO,17,31,28,0,3,0.903,0,5,0,100.0,3,0
BENTURA
Railison,TWI,30,130,62,65,3,0.977,21,0,0,,0,0
BERKEL
Kai,QUI,34,75,31,38,6,0.920,13,0,0,,0,0
BERKEL
Nathan,PIO,37,44,39,4,1,0.977,1,0,0,,0,0
BERKENBOSCH
Kenny,AMS,47,357,335,18,4,0.989,25,0,0,,0,0
BERKHOUT
Joran,STO,45,129,120,9,0,1.000,6,0,0,,0,0
BERNADINA
Roger,NEP,48,99,95,2,2,0.980,0,0,0,,0,0
BERNARDUS
Wesley,QUI,1,3,3,0,0,1.000,0,0,0,,0,0
BIEZEN
Brian,QUI,25,41,35,2,4,0.902,1,0,0,,0,0
BING
Jelle,DKI,5,2,0,1,1,0.500,0,0,0,,0,0
BLIJLEVEN
Mart,DKI,6,6,5,0,1,0.833,0,0,0,,0,0
BLOKKER
Bram,DKI,25,72,30,38,4,0.944,5,0,0,,0,0
BOEKHOUDT
Gianison,NEP,28,65,61,4,0,1.000,3,3,1,75.0,0,0
BOER
Jah-One,NEP,9,10,9,1,0,1.000,0,0,0,,0,0
BOERSMA
Tyler,PIO,40,192,176,13,3,0.984,9,8,3,72.7,6,0
BOGAERTS
Jair,PIO,31,89,88,1,0,1.000,6,0,0,,0,0
BONEVACIA
Arthur,HCA,40,182,175,4,3,0.984,16,0,0,,0,0
BOS
Thomas,DKI,40,215,98,106,11,0.949,33,0,0,,0,0
BOXELAAR
Nick,DKI,17,8,3,5,0,1.000,0,0,1,0.0,0,0
BROOKS
Denzel,PIO,39,157,49,91,17,0.892,17,0,0,,0,0
BRUINS SLOT
Stijn,QUI,19,14,4,10,0,1.000,0,0,0,,0,0
BUN
Luuk,TWI,18,35,17,17,1,0.971,5,0,0,,0,0
BUREMA
Kaj,NEP,5,5,4,1,0,1.000,0,0,0,,0,0
BURGER
Jordy,QUI,31,51,48,2,1,0.980,2,0,0,,0,0
BURGERSDIJK
Dennis,HCA,15,21,4,15,2,0.905,0,0,0,,0,0
BUS
Justin,HCA,1,1,1,0,0,1.000,0,0,0,,0,0
CAROLINA
Rayshelon,TWI,43,95,92,2,1,0.989,1,0,0,,0,0
CHAVEZ
Enrique,TWI,17,4,1,2,1,0.750,0,0,0,,0,0
CLARA
Robyn,AMS,22,4,0,3,1,0.750,0,1,0,100.0,0,0
CLARIJS
Max,AMS,18,109,95,10,4,0.963,0,13,3,81.3,5,0
CLEMENSIA
Taylor,QUI,48,351,336,11,4,0.989,31,0,0,,0,0
COCU
Raf,TWI,24,3,1,2,0,1.000,0,0,0,,0,0
CREMER
Jules,HCA,38,173,110,49,14,0.919,1,17,1,94.4,5,1
CROES
Linoy,HCA,37,52,49,0,3,0.942,0,0,0,,0,0
CROUWEL
Matis,DKI,38,217,176,31,10,0.954,18,22,1,95.7,5,0
DAAL
Rodney,HCA,37,243,198,37,8,0.967,2,10,5,66.7,0,1
DAANTJI
Shaldimar,NEP,33,65,62,1,2,0.969,0,0,0,,0,0
DE BLOK
Tom,AMS,7,1,1,0,0,1.000,0,0,0,,0,0
DE CUBA
Quintin,NEP,31,25,23,1,1,0.960,1,0,0,,0,0
DE GRAAUW
Gio,AMS,19,9,4,4,1,0.889,0,0,1,0.0,0,0
DE GROOT
Aaron,NEP,17,2,1,1,0,1.000,0,0,0,,0,0
DE VREEDE
Bodhi,PIO,35,61,56,3,2,0.967,1,0,0,,0,0
DE WIND
Quinlan,STO,2,9,5,2,2,0.778,0,2,0,100.0,2,0
DEKKER
Ruben,HCA,7,1,1,0,0,1.000,0,0,0,,0,0
DIABY
Nathan,PIO,9,2,0,2,0,1.000,0,0,0,,0,0
DIAZ
Christian,NEP,18,16,13,2,1,0.938,1,0,0,,0,0
DILLE
Benjamin,NEP,31,63,59,3,1,0.984,6,0,0,,0,0
DIRKSEN
Kevin,HCA,39,36,33,2,1,0.972,0,0,0,,0,0
DORAN
Joshmar,STO,23,92,32,50,10,0.891,13,0,0,,0,0
DRAIJER
Max,HCA,43,181,36,138,7,0.961,16,0,0,,0,0
DRAIJER
Victor,HCA,42,13,11,1,1,0.923,0,0,0,,0,0
ELFRINK
Jasper,HCA,13,3,0,2,1,0.667,0,0,0,,0,0
ENGELHARDT
Bryan,QUI,26,100,91,4,5,0.950,9,0,0,,0,0
ENGELHARDT
Rachid,QUI,50,224,111,104,9,0.960,21,5,0,100.0,2,0
FARLEY
Dylan,PIO,7,3,0,3,0,1.000,1,0,0,,0,0
FINNEGAN
Aiden,DKI,19,103,93,5,5,0.951,2,23,4,85.2,6,0
FRANK
Dion,HCA,17,8,5,1,2,0.750,0,0,0,,1,0
FROLIJK
Gianni,RCH,2,7,4,3,0,1.000,1,0,0,,0,0
GARIO
Mervin,PIO,16,33,16,15,2,0.939,1,0,0,,0,0
GE
Chris,HCA,32,141,76,62,3,0.979,13,0,0,,0,0
GEERTS
Jan-Willem,QUI,17,8,1,7,0,1.000,0,0,0,,0,0
GEESTMAN
Kevin,AMS,21,5,2,3,0,1.000,0,0,0,,0,0
GERARD
Rashid,AMS,44,178,127,44,7,0.961,4,12,2,85.7,2,0
GIBBS
Khirstan,STO,4,1,1,0,0,1.000,0,0,0,,0,0
GIJSBERTHA
Jaison,PIO,31,152,130,19,3,0.980,1,33,14,70.2,8,0
GNADE
Bobbie,HCA,14,2,0,2,0,1.000,0,0,0,,0,0
GOINS
Julian,HCA,32,163,147,8,8,0.951,1,16,4,80.0,6,0
GONESH
Jayden,STO,14,7,2,5,0,1.000,0,0,0,,0,0
GROEN
Mike,AMS,15,6,2,3,1,0.833,0,1,0,100.0,0,0
GROENEWOUD
Daan,RCH,2,2,2,0,0,1.000,0,0,0,,0,0
GROSS
Simon,TWI,13,12,2,10,0,1.000,1,1,2,33.3,0,0
HALDERMAN
Koen,DKI,21,132,126,5,1,0.992,1,23,2,92.0,2,0
HALLEY
John-Michael,PIO,7,5,1,4,0,1.000,1,1,0,100.0,0,0
HALMAN
Jason,TWI,44,272,241,26,5,0.982,1,42,11,79.2,4,0
HAMELINK
Donny,RCH,2,16,15,0,1,0.938,2,0,0,,0,0
HARCKSEN
Misja,NEP,20,10,3,7,0,1.000,0,0,0,,0,0
HASWELL
Emile,AMS,2,3,3,0,0,1.000,0,0,0,,0,0
HASWELL
Emilson,AMS,26,59,40,16,3,0.949,9,0,0,,0,0
HEILIGERS
Daniel,PIO,13,19,17,1,1,0.947,0,0,1,0.0,2,0
HELMENDACH
Sander,PIO,13,4,1,2,1,0.750,0,0,0,,0,0
HENRIQUE
Roelie,AMS,47,69,66,1,2,0.971,0,0,0,,0,0
HENSON
Stephen,STO,23,97,46,42,9,0.907,12,0,0,,0,0
HERNANDEZ MORANTES
Jorge,QUI,39,183,60,114,9,0.951,13,0,0,,0,0
HERNANDEZ
Joel,STO,43,171,133,30,8,0.953,4,48,14,77.4,14,0
HERNANDEZ
Obed,STO,23,7,1,5,1,0.857,1,0,2,0.0,0,0
HOFER
Nick,DKI,44,111,105,4,2,0.982,2,0,0,,0,0
HOOGKAMER
Thom,PIO,13,4,3,0,1,0.750,0,0,0,,0,0
HOUTKAMP
Robin,PIO,3,2,2,0,0,1.000,0,0,0,,0,0
HUIJER
Lars,HCA,16,36,3,30,3,0.917,2,0,0,,0,0
HUNTINGTON
Ryan,PIO,15,13,0,13,0,1.000,1,1,1,50.0,0,0
IANNELLI
Stefan,TWI,17,6,0,5,1,0.833,0,0,1,0.0,0,0
JACOBS
Raul,PIO,51,242,115,120,7,0.971,26,0,0,,0,0
JACOPUCCI
Jeandre,STO,3,2,2,0,0,1.000,0,0,0,,0,0
JAKOBUS
Jason,DKI,44,75,74,0,1,0.987,0,0,0,,0,0
JALVINGH
Rik,QUI,10,1,0,1,0,1.000,0,0,0,,0,0
JAMANIKA
Sheadion,STO,42,330,290,37,3,0.991,44,0,0,,0,0
JAMOENA
Darryl,STO,18,6,0,3,3,0.500,0,0,0,,0,0
JANSSEN
Dave,TWI,19,54,46,5,3,0.944,1,9,4,69.2,3,0
KELLY
Kevin,NEP,25,4,0,4,0,1.000,0,0,0,,0,0
KEMP
Dwayne,NEP,49,228,110,112,6,0.974,35,0,0,,0,0
KEMP
Tyriq,TWI,42,157,46,92,19,0.879,21,0,0,,0,0
KEMP
Urving,TWI,26,29,27,2,0,1.000,0,0,0,,0,0
KEUR
Nick,HCA,19,3,0,3,0,1.000,0,0,0,,0,0
KNAPE
Kelvin,STO,50,183,72,101,10,0.945,25,0,0,,0,0
KOEDIJK
Jochem,DKI,44,89,87,2,0,1.000,1,0,0,,0,0
KOK
