Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
AGUILAR COLLADO,Jeffrey,ELL,39,4,6,0,0,1,3,9,0.154,0.231,0.175,0.406,1,0,9,0,0,0,0,0
ALBERTELLI,Federico,LDC,15,4,4,0,0,0,1,4,0.267,0.267,0.333,0.600,2,0,4,0,1,0,1,0
ALMONTE,Edwin,EXA,33,10,10,3,0,0,10,13,0.303,0.394,0.439,0.833,5,3,8,0,0,0,1,0
ANDERSON,Bobby,LDC,7,2,1,0,0,0,0,1,0.143,0.143,0.250,0.393,1,0,2,0,0,0,0,0
APOSTOAEI,Andrei,SHB,37,8,15,2,0,1,10,20,0.405,0.541,0.450,0.991,1,2,2,0,0,0,1,0
APOSTOL,Jesus,EXA,33,4,10,0,0,0,5,10,0.303,0.303,0.361,0.664,2,1,7,0,0,0,3,0
ARMSTRONG,Luke,SHB,25,5,12,2,0,0,8,14,0.480,0.560,0.500,1.060,1,0,5,0,0,0,2,1
AVILA,Elbis,SHB,35,10,8,2,0,0,4,10,0.229,0.286,0.426,0.712,10,2,5,1,0,0,3,1
AYBAR,Emanuel,ELL,6,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0,0,3,0,0,0,0,0
BAEZ AYBAR,Nguyen,ELL,40,10,20,7,0,2,12,33,0.500,0.825,0.524,1.349,1,1,6,0,0,0,2,0
BANAGALE,Michael,LDM,38,16,15,2,0,0,6,17,0.395,0.447,0.589,1.036,16,2,2,0,0,0,9,1
BARRETT,Joshua Ralph,LDM,31,8,11,1,0,0,6,12,0.355,0.387,0.447,0.834,5,1,2,0,1,1,1,0
BARRETT,Michael,HTF,10,3,0,0,0,0,0,0,0.000,0.000,0.286,0.286,3,1,4,0,0,0,0,0
BARTELL,Chris,LDM,1,0,1,0,0,0,2,1,1.000,1.000,1.000,2.000,0,0,0,0,0,0,0,0
BATHO,Charlie,SHB,6,0,2,0,0,0,2,2,0.333,0.333,0.333,0.666,0,0,4,0,0,0,0,0
BAXTER,Dylan,LDM,17,7,5,0,1,0,3,7,0.294,0.412,0.455,0.867,2,3,3,0,0,0,1,0
BEDARD,David,LDC,15,4,4,2,0,0,7,6,0.267,0.400,0.294,0.694,1,0,4,0,1,0,0,0
CALZADO,Aneury,ELL,66,18,23,3,0,1,6,29,0.348,0.439,0.403,0.842,4,2,14,0,0,0,5,0
CEDEÑO,Leo,LDC,34,7,12,1,0,1,11,16,0.353,0.471,0.463,0.934,6,1,2,0,0,0,1,0
CHANDLER,Rory,LDM,73,27,35,4,2,1,17,46,0.479,0.630,0.560,1.190,13,3,9,0,2,0,21,1
CHIRA,Angel,EXA,32,11,6,1,0,3,7,16,0.188,0.500,0.381,0.881,8,2,13,0,0,0,2,1
CLARK,Phil,HTF,37,12,13,2,0,4,14,27,0.351,0.730,0.455,1.185,6,1,7,0,0,0,5,0
CLAYTON,Will,HTF,12,3,2,1,0,0,3,3,0.167,0.250,0.231,0.481,1,0,1,0,0,0,0,0
COOK,Derrick,LDM,2,3,1,0,0,0,1,1,0.500,0.500,0.750,1.250,2,0,0,0,0,0,1,0
COTE,Tyler,HTF,4,0,3,1,0,0,2,4,0.750,1.000,0.800,1.800,1,0,0,0,0,0,0,0
CRESSWELL,Mike,HTF,27,2,4,0,0,0,1,4,0.148,0.148,0.233,0.381,2,1,8,0,0,0,2,0
CUEVAS JOAQUIN,Joseph Alexander,ELL,17,4,4,0,0,0,1,4,0.235,0.235,0.381,0.616,4,0,2,0,0,0,4,1
DAMASO,Victor,ELL,1,0,1,0,0,0,0,1,1.000,1.000,1.000,2.000,1,0,0,0,0,0,1,0
