Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
Harpham,Ben,BLACK,,19,15,4,0,,0,11,3,,0,0
Annunziata,Andres,NETRO,,19,18,1,0,,0,1,0,,0,0
Pulles,Ricardo,SPAIN,,15,13,2,0,,0,1,1,,0,0
Suchon,Michal,GREEN,,14,13,1,0,,0,4,0,,0,0
Greene,Isaac,PURPL,,13,11,2,0,,0,2,2,,0,0
Noah Moser,Jules,GERMA,,11,9,2,0,,1,2,0,,0,0
Mika Schierhorn,Jann,GERMA,,11,11,0,0,,0,3,0,,0,0
Oijen,Gustav,BLACK,,11,11,0,0,,0,2,0,,0,0
Merkelbach,Lasser,BLACK,,10,10,0,0,,0,1,0,,0,0
Goll,Leander,AQUA,,10,9,1,0,,0,0,0,,0,0
Carlos Villalob,Luis,AQUA,,10,8,2,0,,0,2,0,,0,0
Jecht,Andre,GREY,,9,3,6,0,,1,0,0,,0,0
Urbanek,Jakub,GREEN,,8,7,1,0,,0,1,0,,1,0
Uttaro,Liam,SPAIN,,8,7,1,0,,0,3,0,,0,0
Zazza,Manuel,NETRO,,7,6,1,0,,0,0,0,,0,0
Marucci,Matteo,NETRO,,7,7,0,0,,1,0,0,,0,0
Niemeyer,Finn,GERMA,,7,3,4,0,,0,0,0,,0,0
Ruetti,Valerio,NETRO,,6,3,3,0,,0,0,0,,0,0
Gongora,Jorge,AQUA,,6,5,1,0,,0,0,0,,0,0
Palencia,Manuel,SPAIN,,6,3,3,0,,0,0,0,,0,0
Mihok,Marco,GREEN,,6,6,0,0,,0,0,0,,0,0
Prochazka,Jonas,GREEN,,6,1,5,0,,0,0,0,,0,0
Fierlbeck,Owen,GERMA,,5,1,4,0,,0,0,0,,0,0
Milano,Manuel,PURPL,,5,3,2,0,,0,0,0,,0,0
Azcuy,Joshua,AQUA,,5,5,0,0,,0,0,0,,0,0
Romero,Evian,GREY,,5,5,0,0,,0,0,0,,0,0
Spies,Robin,GERMA,,5,5,0,0,,0,0,0,,0,0
Joelsson,Oscar,PURPL,,5,5,0,0,,0,0,0,,0,0
Cendros,Adrian,SPAIN,,5,5,0,0,,0,1,0,,0,0
Collazo,Jesus,PURPL,,4,4,0,0,,0,0,0,,0,0
Gotz,Emilio,GERMA,,4,4,0,0,,0,0,0,,0,0
Morales,Alex,SPAIN,,4,3,1,0,,0,0,0,,0,0
Balaz,Jakub,GREEN,,4,1,3,0,,0,0,0,,0,0
Carr,Matthew,AQUA,,4,0,4,0,,0,0,0,,0,0
Kubelka,Jan,GREEN,,4,4,0,0,,0,0,0,,0,0
Okac,Filip,GREEN,,4,4,0,0,,0,0,0,,0,0
Skopek,David,GREEN,,4,3,1,0,,0,4,0,,0,0
Matousek,Stepan,GREEN,,4,4,0,0,,0,0,0,,0,0
Corneilles,Alejandro,SPAIN,,4,2,2,0,,0,0,0,,0,0
Cotogno,Gabriele,NETRO,,4,2,2,0,,1,0,0,,0,0
Lorenz,Noah,GERMA,,4,4,0,0,,0,0,0,,0,0
Binovec,Michal,GREEN,,4,3,1,0,,0,0,0,,0,0
Alonso,Rafael,PURPL,,4,3,1,0,,0,1,1,,0,0
Cruz,Rafael,PURPL,,3,3,0,0,,0,0,0,,0,0
Stockhaus,Pepe,GERMA,,3,3,0,0,,0,2,1,,0,0
Colombo,Gabriele,PURPL,,3,0,3,0,,0,0,1,,0,0
Zamudio,Esteban,GREY,,3,0,3,0,,0,0,0,,0,0
Kiewiet,Mathijs,AQUA,,3,1,2,0,,0,2,0,,0,0
Moonen,Perry,ORANG,,3,2,1,0,,0,0,0,,0,0
De Jesus,Junior,PURPL,,3,3,0,0,,0,0,0,,0,0
Gripp,Peter,BLACK,,3,3,0,0,,0,0,0,,0,0
Sindel,Marek,GREEN,,2,0,2,0,,0,0,0,,0,0
Hoyer,Dennis,AQUA,,2,1,1,0,,0,0,0,,0,0
Hermann,Sam,GREY,,2,2,0,0,,0,0,0,,0,0
Moreno,Moises,PURPL,,2,2,0,0,,0,0,0,,0,0
Bisicchia,Cristiano,NETRO,,2,2,0,0,,0,0,0,,0,0
Goiti,Atilio,AQUA,,2,0,2,0,,0,0,0,,0,0
Marin,Laurin,BLACK,,2,2,0,0,,0,0,0,,0,0
Mazzanti,Riccardo,NETRO,,2,2,0,0,,0,0,0,,0,0
Uttaro,Noah,SPAIN,,2,2,0,0,,0,0,0,,0,0
Astner,Moritz,AQUA,,2,2,0,0,,0,3,0,,0,0
Zezula,Nico,GREY,,2,2,0,0,,0,0,0,,0,0
Demic,Danilo,GREY,,2,2,0,0,,0,0,0,,0,0
Kottig,Lukas,BLACK,,2,0,2,0,,0,2,1,,0,0
Scholz,Hendrik,BLACK,,1,1,0,0,,0,0,0,,0,0
Iorio,Alberto,NETRO,,1,1,0,0,,0,3,0,,0,0
Romero,Luciano,PURPL,,1,1,0,0,,0,1,0,,0,0
Korthals,Conrad,BLACK,,1,1,0,0,,0,0,0,,0,0
Rijna,Yairo,PURPL,,1,1,0,0,,0,0,0,,0,0
Spieb,Fabian,GERMA,,1,0,1,0,,0,0,1,,0,0
Garcia,Luisfer,PURPL,,1,1,0,0,,0,0,0,,0,0
Suarez,Marti,SPAIN,,1,1,0,0,,0,0,0,,0,0
Vogler,Nicolar,GERMA,,1,0,1,0,,1,0,0,,0,0
Gustafson,Erik,NETRO,,1,1,0,0,,0,0,0,,0,0
Pacheco,Angel,SPAIN,,1,1,0,0,,0,0,0,,0,0
Ounap,Ander,AQUA,,1,1,0,0,,0,0,0,,0,0
Tosun,Sinan,ORANG,,1,1,0,0,,0,0,0,,0,0
