Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADRIAANSZ-TUK,Karin,OGZ,46,185,144,31,10,0.946,4,18,6,75.0,2,0
ADRIAANSZ,Desiree,OGZ,40,37,27,2,8,0.784,0,0,0,,0,0
AMES,Esmee,SPA,20,5,1,3,1,0.800,1,0,0,,0,0
ANDRINGA,Naomi,UVV,42,116,56,56,4,0.966,6,0,0,,0,0
ARP,Laura,UVV,41,93,85,6,2,0.978,1,0,0,,0,0
BARTELS,Anna-be,OGZ,62,103,84,16,3,0.971,3,0,0,,0,0
BEEKVELDT,Yindi,OLY,46,27,24,1,2,0.926,0,0,0,,0,0
BEERS,Brenda,OLY,44,176,147,21,8,0.955,5,11,4,73.3,6,0
BLOK,Minke,NEP,43,99,44,50,5,0.949,4,0,0,,0,0
BOERSMA,Tenley,SPA,34,166,142,19,5,0.970,3,14,4,77.8,5,0
BOMBA,Angelica,AMS,32,81,51,24,6,0.926,0,0,0,,0,0
BONORA,Kika,NEP,2,1,0,1,0,1.000,0,0,0,,0,0
BRINK,Lisa,TTT,60,14,3,8,3,0.786,0,0,0,,0,0
BRINKS,Demi,AMS,37,11,1,10,0,1.000,0,0,0,,0,0
BROCKMEYER,Lara,UVV,3,3,1,2,0,1.000,0,0,0,,0,0
BURGER,Melissa,UVV,39,21,18,3,0,1.000,0,0,0,,0,0
BUSCHMAN,Judith,NEP,41,37,33,2,2,0.946,0,0,0,,0,0
CECCHETTI,Greta,SPA,26,10,2,8,0,1.000,0,0,0,,0,0
CHARLES,Damishah,NEP,43,95,33,57,5,0.947,2,0,0,,0,0
CLARIJS,Lizzie,AMS,49,140,48,88,4,0.971,3,0,0,,0,0
COLEMAN,Kamryn,AMS,24,5,2,3,0,1.000,1,0,0,,0,0
CROUWEL,Marijn,OLY,20,85,70,14,1,0.988,1,2,0,100.0,4,0
DE BROUWER,Emma,ROE,41,23,9,14,0,1.000,3,0,0,,0,0
DE GRAEVE,Sara,ROE,12,4,1,3,0,1.000,0,0,0,,0,0
DE GROOT,Puk,OGZ,37,114,66,32,16,0.860,2,15,3,83.3,2,0
DE JONG,Willemijn,NEP,37,28,25,1,2,0.929,1,0,0,,0,0
DE JONGE,Babs,OGZ,43,121,97,15,9,0.926,0,0,0,,0,0
DE RUITER,Danielle,TTT,7,4,4,0,0,1.000,0,0,0,,0,0
