Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
Pacheco,Jose,AQUA,13,5,9,1,2,0,3,14,,,,,2,0,1,0,0,0,3,1
Nelson,Dylan,ROYAL,14,5,9,3,0,1,10,15,,,,,1,0,1,0,0,0,1,0
Herman,David,ROYAL,13,9,8,0,2,0,3,12,,,,,4,0,3,0,0,0,1,0
Uher,Jan,NAVY,12,7,6,1,3,0,1,13,,,,,2,3,4,0,0,0,8,0
Maibaum,Pascal,NAVY,10,4,5,1,0,0,2,6,,,,,0,0,3,0,0,0,0,0
Benelli,Serse,GOLD,10,6,5,1,0,0,1,6,,,,,5,0,1,0,1,0,3,2
Reenock,Lucas,ORANG,8,2,4,0,1,0,2,6,,,,,2,0,0,0,0,1,0,0
Okac,Filip,GREEN,8,7,4,1,0,1,4,8,,,,,3,2,0,0,0,0,2,0
Grassellini,Luca,GOLD,15,5,7,0,1,0,6,9,,,,,3,0,2,1,0,0,2,2
Lomi,Dario,AQUA,9,4,4,2,0,1,7,9,,,,,1,0,1,0,0,0,1,0
Bastiaanse,Bram,GREEN,9,1,4,1,0,0,3,5,,,,,2,0,4,0,0,0,2,1
fermin,Luiis,RED,14,8,6,4,0,0,4,10,,,,,3,0,0,1,0,0,0,0
Lee Pugh,Ashton,NAVY,14,5,6,2,0,0,3,8,,,,,4,0,4,0,0,0,3,1
Barton,David,GREEN,12,4,5,1,0,0,4,6,,,,,2,0,4,1,0,0,0,2
Castañeda,Nelson,RED,17,5,7,2,0,0,8,9,,,,,2,1,3,0,0,0,0,0
Jentges,Tobias,BLACK,15,4,6,1,0,0,3,7,,,,,3,0,4,0,0,0,4,0
Herrmann,Kiian,BLACK,10,0,4,1,0,0,2,5,,,,,0,0,2,0,0,0,0,1
Zepeda,Oscar,GREEN,10,2,4,1,0,0,0,5,,,,,1,0,4,0,0,0,0,0
Egan,Nolan,RED,13,4,5,1,0,0,7,6,,,,,1,1,3,0,0,0,2,0
Naranjo,Gabriel,ROYAL,16,4,6,2,0,0,4,8,,,,,3,0,2,0,0,0,0,1
Alting,Jens,GREEN,11,1,4,0,1,0,1,6,,,,,1,0,2,0,0,0,0,1
Mensik,Vaclav,GREEN,11,4,4,1,0,0,1,5,,,,,2,0,2,0,0,0,1,1
Moserratte,Daniel,AQUA,14,5,5,1,1,0,4,8,,,,,3,1,6,0,0,0,4,0
Rojas,Angel,ROYAL,17,5,6,1,0,0,1,7,,,,,3,1,2,1,0,0,2,0
Kutzner,Gideon,BLACK,15,3,5,1,0,0,3,6,,,,,2,0,4,1,0,0,0,0
von Jagemann,Hannes,BLACK,9,2,3,2,0,0,2,5,,,,,2,1,1,0,0,0,0,0
Arenas,Ruben,NAVY,9,3,3,1,0,0,3,4,,,,,2,0,1,0,1,0,1,0
Hegedus-Nagy,Botond,GOLD,9,2,3,0,0,0,0,3,,,,,4,0,2,0,0,0,0,0
Brigitha,Skyler,GREEN,6,5,2,0,0,0,0,2,,,,,4,0,3,0,0,0,1,2
Weiss,Fynn,RED,19,8,6,1,0,0,8,7,,,,,2,0,4,0,0,0,1,0
Stroll,Johannes,GOLD,13,3,4,1,0,0,6,5,,,,,4,0,3,0,0,0,2,1
Gienger,Leonard,BLACK,14,1,4,2,0,0,2,6,,,,,1,0,3,0,0,0,0,1
Roman,Jorge,NAVY,14,4,4,1,1,0,1,7,,,,,2,1,8,0,0,0,2,0
Balog,Simon,GREEN,7,5,2,1,0,0,1,3,,,,,4,2,2,0,0,0,6,0
Corredera,Guillermo,GREEN,7,0,2,0,0,0,3,2,,,,,2,1,1,0,1,0,0,0
Regal,Carlos,ROYAL,7,4,2,0,0,0,1,2,,,,,3,1,4,0,0,0,2,0
de Nasare,Mickleyner,AQUA,15,7,4,1,1,0,5,7,,,,,4,1,4,0,0,0,1,0
Linares,Emanuel,GOLD,16,3,4,2,0,0,1,6,,,,,2,0,3,0,0,0,3,1
Kocab,Matyas,ROYAL,12,3,3,1,0,0,3,4,,,,,1,0,5,0,0,0,0,0
Moreno,Moises,ORANG,12,2,3,0,1,0,3,5,,,,,4,0,1,0,1,0,1,0
Chance,Javier,ORANG,12,4,3,1,0,0,0,4,,,,,4,1,0,0,0,0,3,0
Ramirez,Abrahan,AQUA,12,1,3,0,0,0,1,3,,,,,3,0,2,0,0,0,2,0
Herrero,Gonzalo,GREEN,8,2,2,1,0,0,2,3,,,,,3,0,1,0,0,0,2,1
Hellwig,Laszlo,ORANG,8,1,2,1,0,0,1,3,,,,,2,0,2,0,0,0,0,0
Lieb,Henri,RED,8,3,2,0,0,0,1,2,,,,,2,0,3,0,0,0,1,0
Osechas,Jose,ROYAL,8,3,2,1,0,0,0,3,,,,,4,2,2,1,0,0,1,0
Guehring,Samuel,RED,17,11,4,0,0,0,3,4,,,,,4,0,2,0,0,0,4,0
Fornasaris,Enea,GOLD,9,2,2,0,0,0,3,2,,,,,2,0,2,0,1,0,1,0
Kely Franco,Jean,NAVY,9,2,2,0,0,0,1,2,,,,,2,0,4,0,1,0,1,0
Hunte,Canyon,RED,9,2,2,1,0,0,3,3,,,,,3,0,4,0,0,0,0,0
Parra,Carlos,ROYAL,10,3,2,0,0,0,1,2,,,,,2,1,2,0,0,0,0,1
Jaeger,Lucius,GOLD,10,1,2,0,0,0,1,2,,,,,1,0,1,0,0,0,2,0
