Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
AARTS,Arno,LEU,5,1,1,0,0,0,1,1,0.200,0.200,0.333,0.533,1,0,1,0,0,0,2,0
ACAMPO,Bryan,BRU,6,1,2,0,0,0,3,2,0.333,0.333,0.333,0.666,0,0,1,0,0,0,2,0
ADAM,Damien,BRI,2,2,0,0,0,0,0,0,0.000,0.000,0.667,0.667,4,0,1,0,0,0,3,1
ADAM,Dorian,BIN,14,5,3,1,0,0,2,4,0.214,0.286,0.313,0.599,2,0,3,0,0,0,8,0
ADANK,Martin,NAM,1,0,0,0,0,0,1,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
ADANK,Martin,NAM,27,18,13,4,0,0,16,17,0.481,0.630,0.660,1.290,15,3,3,0,2,0,20,1
AELBRECHT,Nick,DEU,17,11,6,1,0,0,9,7,0.353,0.412,0.593,1.005,10,0,5,0,0,0,11,0
ALARDIN,Adrien,BRU,4,2,1,0,0,0,3,1,0.250,0.250,0.250,0.500,0,0,0,0,0,0,1,0
ANTOINE,Louis,BRU,15,1,5,2,1,1,4,12,0.333,0.800,0.474,1.274,4,0,3,0,0,0,12,0
BARBIER,Ruben,MSG,9,11,4,0,0,1,5,7,0.444,0.778,0.667,1.445,4,2,2,0,0,0,5,0
BARCHA,Pascal,BRU,5,5,3,0,0,0,1,3,0.600,0.600,0.818,1.418,5,1,1,0,0,0,7,0
BARIAUX,Ludovic,BRI,2,1,1,1,0,0,2,2,0.500,1.000,0.667,1.667,1,0,1,0,0,0,2,0
BAUGNIES,Nathan,MSG,8,5,2,0,0,0,0,2,0.250,0.250,0.571,0.821,6,0,2,0,0,0,3,0
BAYARD,Noah,NAM,7,5,3,0,1,0,2,5,0.429,0.714,0.556,1.270,0,2,2,0,0,0,3,0
BEGUIN,Thibaut,NAM,5,6,0,0,0,0,1,0,0.000,0.000,0.667,0.667,5,5,1,0,0,0,6,0
BEGUIN,Thibaut,NAM,12,11,2,0,0,0,2,2,0.167,0.167,0.600,0.767,10,3,2,0,0,0,11,0
BEKE,Tristan,WIE,10,1,0,0,0,0,3,0,0.000,0.000,0.333,0.333,5,0,5,0,0,0,1,0
BELLIN,Melchior,MSG,34,26,14,4,3,1,20,27,0.412,0.794,0.608,1.402,13,4,7,0,0,0,11,3
BENJAMIN,Veeckmans,LEU,22,4,1,0,0,0,1,1,0.045,0.045,0.192,0.237,4,0,18,0,0,0,2,0
BERARDOCCO,Alessandro,DEU,11,6,6,1,0,0,4,7,0.545,0.636,0.643,1.279,2,1,2,0,0,0,3,0
BETTINGTON,Sam,WBA,19,3,3,0,0,0,0,3,0.158,0.158,0.333,0.491,5,0,11,0,0,0,10,0
BEUKELEERS,Wouter,GRE,22,15,8,2,0,0,5,10,0.364,0.455,0.517,0.972,6,1,2,0,0,0,7,1
BHUIYAN,Kashsaf,BRU,18,5,3,1,0,0,5,4,0.167,0.222,0.375,0.597,5,1,8,0,0,0,1,0
BHUIYAN,Mahedi,BRU,13,12,5,0,0,0,0,5,0.385,0.385,0.680,1.065,11,1,4,0,0,0,15,0
BLACK,Alexander,BRU,4,2,1,0,0,0,1,1,0.250,0.250,0.571,0.821,2,1,2,0,0,0,0,0
BOECKX,Kurt,HEI,21,4,5,0,0,0,3,5,0.238,0.238,0.385,0.623,4,1,13,1,0,0,0,0
BOEHL,David,BRU,13,2,4,0,0,0,3,4,0.308,0.308,0.308,0.616,0,0,4,0,0,0,1,0
BOGAERT,Gilles,LEU,9,1,1,0,0,0,0,1,0.111,0.111,0.385,0.496,4,0,5,0,0,0,3,0
BOGAERT,Thomas,WIE,11,11,3,0,0,0,1,3,0.273,0.273,0.600,0.873,7,2,7,0,0,0,11,0
BOMBART,Bastien,BRI,11,21,4,1,0,0,7,5,0.364,0.455,0.774,1.229,19,1,5,0,0,0,16,0
BONAVENTURE,Tom,BRI,1,5,1,0,0,0,1,1,1.000,1.000,1.000,2.000,3,1,0,0,0,0,2,0
BONTINCK,Jasper,ZOT,20,12,8,2,0,0,5,10,0.400,0.500,0.636,1.136,9,4,9,0,0,0,23,1
BORCHARDT,Quinten,WBA,9,6,3,0,0,0,1,3,0.333,0.333,0.500,0.833,2,1,0,0,0,0,10,0
BORCHARDT,Seppe,WBA,1,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,2,0
BORCHARDT,Wannes,WBA,19,12,14,1,1,0,6,17,0.737,0.895,0.821,1.716,8,1,3,0,0,0,27,0
BOSMANS,Ben,ZON,1,0,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,0,1,0,0,0,1,0
BOSMANS,Hans,HEI,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,1,0,0,0,0,0
BRAECKEVELT,Pieter,WIE,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,0,0,0,0,0,0,1
BRAMS,Arne,LEU,27,19,10,2,1,1,15,17,0.370,0.630,0.630,1.260,16,3,6,0,0,0,15,0
BRISON,Joakim,NAM,14,9,4,1,0,0,3,5,0.286,0.357,0.583,0.940,6,4,3,0,0,0,9,0
BRISON,Joakim,NAM,2,1,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,1,0,0,0,1,0
BRISON,Thibault,NAM,8,9,3,0,0,0,2,3,0.375,0.375,0.773,1.148,12,2,1,0,0,0,14,0
BRISON,Thibault,NAM,4,5,2,1,0,0,2,3,0.500,0.750,0.750,1.500,4,0,0,0,0,0,3,0
BUISSERET,Joachim,BIN,9,1,0,0,0,0,2,0,0.000,0.000,0.308,0.308,4,0,7,0,0,0,0,0
BUSSELEN,Jona,ZOT,27,8,10,1,0,0,6,11,0.370,0.407,0.414,0.821,2,0,6,0,0,0,15,0
BYNENS,Robin,ZON,10,7,6,0,0,0,3,6,0.600,0.600,0.714,1.314,3,1,2,0,0,0,3,0
CADEDDU,Matteo,BRI,24,16,17,3,1,1,18,25,0.708,1.042,0.767,1.809,5,1,3,0,0,0,27,0
CAMPIONI,Celestino,BRU,0,0,0,0,0,0,0,0,0.000,0.000,1.000,1.000,1,1,0,0,0,0,2,0
CARIS ALIAS REYNDERS,Alexander,ANT,31,13,6,1,0,1,7,10,0.194,0.323,0.375,0.698,9,0,9,0,0,0,19,0
CASORRAN,Carlos,BRU,3,2,2,0,0,0,1,2,0.667,0.667,0.800,1.467,1,1,0,0,0,0,4,0
CASSIERS,Elliott,GRE,11,11,7,4,0,0,4,11,0.636,1.000,0.789,1.789,6,2,0,0,0,0,7,0
CASSIERS,Max,GRE,6,4,2,0,0,0,0,2,0.333,0.333,0.500,0.833,2,0,1,0,0,0,2,0
CASSIMAN,Wim,MER,17,8,6,2,1,0,4,10,0.353,0.588,0.593,1.181,8,2,4,0,0,0,11,0
CEYSSENS,Colin,ZON,23,12,9,1,0,0,5,10,0.391,0.435,0.563,0.998,9,0,10,0,0,0,6,0
CHANG,Shu,BRU,2,1,2,1,0,0,3,3,1.000,1.500,0.833,2.333,3,0,0,0,1,0,1,0
CHATEL,Alexandre,MSG,2,2,1,0,0,0,1,1,0.500,0.500,0.750,1.250,2,0,0,0,0,0,1,0
CHEN,Pei-Jie,LEU,19,5,4,1,0,0,6,5,0.211,0.263,0.375,0.638,4,1,7,0,0,0,2,0
CHOVAU,Thomas,WBA,8,2,2,0,0,0,1,2,0.250,0.250,0.250,0.500,0,0,5,0,0,0,1,0
CHRISTIAENS,Niels,WIE,4,1,0,0,0,0,0,0,0.000,0.000,0.200,0.200,1,0,2,0,0,0,2,0
CHRISTOPHE,Hautenne,BIN,4,1,0,0,0,0,0,0,0.000,0.000,0.429,0.429,3,0,1,0,0,0,1,0
CLERBOIS,Theo,BRI,16,15,8,2,2,1,11,17,0.500,1.063,0.733,1.796,14,0,7,0,0,0,13,1
CLINCKART,Gautier,NAM,9,3,3,0,0,0,3,3,0.333,0.333,0.600,0.933,6,0,1,0,0,0,8,0
CLINCKART,Gautier,NAM,13,8,5,0,0,0,5,5,0.385,0.385,0.600,0.985,7,0,3,0,0,0,7,0
CLINCKART,Justin,NAM,1,0,0,0,0,0,1,0,0.000,0.000,0.667,0.667,1,1,1,0,0,0,1,0
CLINCKART,Melvin,NAM,7,5,4,0,1,0,5,6,0.571,0.857,0.750,1.607,5,0,1,0,0,0,7,0
CLINCKART,Melvin,NAM,10,9,5,0,0,0,1,5,0.500,0.500,0.688,1.188,5,1,1,0,0,0,13,0
COLART,Victor,BIN,31,20,13,4,0,0,14,17,0.419,0.548,0.591,1.139,11,2,5,0,0,0,22,0
COLAUX,Eléonore,MSG,1,0,1,0,0,0,1,1,1.000,1.000,1.000,2.000,0,1,0,0,0,0,0,1
COLET,André,NAM,15,4,6,1,0,0,5,7,0.400,0.467,0.571,1.038,4,2,2,0,0,0,7,2
COLET,André,NAM,11,12,6,3,0,0,3,9,0.545,0.818,0.722,1.540,4,3,2,0,0,0,11,0
CONICKX,Pieter,MER,16,8,6,2,0,0,4,8,0.375,0.500,0.583,1.083,8,0,2,0,0,0,9,0
COOLS,Matthias,ANT,30,14,15,6,0,0,14,21,0.500,0.700,0.634,1.334,9,2,4,0,0,0,14,1
COOREMANS,Cedric,WBA,7,16,2,0,1,0,2,4,0.286,0.571,0.833,1.404,19,4,3,0,0,0,17,1
COOREVITS,Arnout,WIE,15,5,4,0,0,0,2,4,0.267,0.267,0.389,0.656,2,1,3,1,0,0,3,0
COPPENS,Thibault,ZOT,2,1,0,0,0,0,0,0,0.000,0.000,0.333,0.333,1,0,0,0,0,0,1,0
COPPENS,Tom,GRE,3,1,1,0,0,0,1,1,0.333,0.333,0.250,0.583,0,0,1,0,1,0,0,0
CORDIER,Cedric,WIE,3,1,1,1,0,0,0,2,0.333,0.667,0.333,1.000,0,0,2,0,0,0,0,0
CORNISH,Oisin,HEI,14,10,6,1,0,0,4,7,0.429,0.500,0.600,1.100,5,1,5,0,0,0,9,0
COSSE,Florian,NAM,2,2,2,2,0,0,1,4,1.000,2.000,1.000,3.000,0,0,0,0,0,0,1,0
COSSE,Florian,NAM,34,29,15,2,0,0,12,17,0.441,0.500,0.642,1.142,18,1,4,0,0,0,26,0
COUNE,Nicolas,BRI,11,10,3,0,0,0,4,3,0.273,0.273,0.556,0.829,7,0,6,0,0,0,7,0
CROON,Nathan,BRI,1,0,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,0,1,0,0,0,0,0
DAAN,Troubleyn,LEU,5,4,2,0,0,0,1,2,0.400,0.400,0.625,1.025,3,0,2,0,0,0,5,0
DAEMS,Tom,GRE,28,15,9,1,0,0,6,10,0.321,0.357,0.513,0.870,9,2,13,0,0,0,12,0
DANIELS,Kiara,DEU,11,3,1,0,0,0,1,1,0.091,0.091,0.375,0.466,4,1,5,0,0,0,0,0
DANTINNE,Sophie,BIN,5,7,1,0,0,0,2,1,0.200,0.200,0.733,0.933,8,2,3,0,0,0,6,0
DE ARRIBA RODERO,Denis,MER,25,14,11,2,0,0,8,13,0.440,0.520,0.600,1.120,8,2,8,0,0,0,17,1
DE ARRIBA RODERO,Lucas,MER,4,2,3,1,0,0,2,4,0.750,1.000,0.750,1.750,0,0,0,0,0,0,2,0
DE BAERDEMAEKER,Ralph,MSG,25,10,11,0,0,0,13,11,0.440,0.440,0.600,1.040,6,4,3,0,0,1,2,0
DE COSTER,Finn,WBA,12,4,1,0,0,0,1,1,0.083,0.083,0.353,0.436,4,1,8,0,0,0,4,0
DE DECKER,Augustin,BRI,7,4,2,0,0,0,0,2,0.286,0.286,0.667,0.953,7,1,4,0,0,0,2,0
DE KAM,Robbe,DEU,13,8,6,3,0,0,5,9,0.462,0.692,0.588,1.280,4,0,1,0,0,0,7,0
DE KAM,Senne,DEU,1,1,1,1,0,0,3,2,1.000,2.000,1.000,3.000,1,0,0,0,0,0,0,0
DE LOCHT,Zjef,WBA,32,17,11,1,0,1,17,15,0.344,0.469,0.533,1.002,13,0,4,0,0,1,23,0
DE RYCK,Dries,HEI,7,5,2,0,0,0,2,2,0.286,0.286,0.545,0.831,4,0,2,0,0,0,3,0
DE RYCK,Laureis,GRE,23,12,8,3,0,1,9,14,0.348,0.609,0.516,1.125,7,1,6,0,0,0,13,2
DE RYCK,Len,HEI,1,0,0,0,0,0,0,0,0.000,0.000,0.500,0.500,1,0,1,0,0,0,0,0
