Player,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
ABATE
Brian,CER,131,14,22,3,1,0,13,27,0.168,0.206,0.241,0.447,11,2,63,0,1,6,8,3
ABREU FLORIMON
Alcis Manuel,CER,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ACCORSI
Luca,ATL,108,16,24,1,1,0,12,27,0.222,0.25,0.294,0.544,10,1,24,2,0,3,1,3
ACERBI
Edoardo,COL,15,0,3,1,0,0,1,4,0.2,0.267,0.294,0.561,2,0,4,0,0,0,0,1
ACOSTA MACUMA
Edgar Eduardo,REG,60,13,17,1,0,0,9,18,0.283,0.3,0.338,0.638,5,0,19,1,0,0,8,5
ADORNI
Tommaso,CRO,116,14,24,5,2,0,14,33,0.207,0.284,0.293,0.577,13,2,31,2,2,0,0,1
AGOSTINELLO
Filippo,ROV,5,1,1,0,0,0,0,1,0.2,0.2,0.2,0.4,0,0,3,0,0,0,0,0
AGRETTI
Filippo,BOL,73,18,19,1,0,1,15,23,0.26,0.315,0.44,0.755,20,5,6,0,2,2,6,1
ALBERI
Luca,COD,54,3,3,0,0,0,3,3,0.056,0.056,0.172,0.228,6,2,28,0,2,0,0,0
ALBERT
Shakir Achmed Girigorie,BOL,145,27,48,13,2,7,28,86,0.331,0.593,0.39,0.983,10,4,41,2,0,0,4,1
ALFIERI
Leonardo,COL,76,7,15,1,0,0,7,16,0.197,0.211,0.274,0.485,6,2,26,1,0,0,10,0
ALFINITO MONTECCHI
Simone,REG,134,17,36,5,1,0,23,43,0.269,0.321,0.34,0.661,13,3,33,1,3,1,4,3
ALLEGRI
Alessandro,OLT,7,0,2,0,0,0,0,2,0.286,0.286,0.444,0.73,2,0,4,0,0,0,1,0
ALLOISIO
Giovanni,BRE,83,10,13,1,0,0,3,14,0.157,0.169,0.314,0.483,18,1,36,2,0,2,2,2
ALVAREZ MARTINEZ
Luis Miguel,CAG,108,10,24,5,2,0,7,33,0.222,0.306,0.248,0.554,3,1,36,0,1,1,1,3
AMANCIO CONSTANZA
Jordin,COL,82,13,15,3,0,0,8,18,0.183,0.22,0.323,0.543,16,1,28,2,0,0,10,1
AMORE
Gabriele,SET,5,2,1,0,0,0,0,1,0.2,0.2,0.429,0.629,1,1,0,0,0,0,0,0
AMORETTI
Arturo,CRO,13,2,0,0,0,0,0,0,0,0,0.071,0.071,1,0,10,0,0,1,0,0
ANDREINI
Samuele,COL,21,6,2,0,0,0,0,2,0.095,0.095,0.345,0.44,6,2,8,0,0,1,1,0
ANDRES TURINO
Danny,CAG,151,34,52,17,2,1,39,76,0.344,0.503,0.407,0.91,17,3,20,3,6,0,10,1
ANGELOTTI TORRES
Saul Giovanni,REG,77,6,15,4,0,0,5,19,0.195,0.247,0.33,0.577,11,5,28,2,1,0,3,0
ANGIOI
Filippo,CAG,13,1,1,0,0,0,1,1,0.077,0.077,0.143,0.22,1,0,5,1,0,0,0,0
ANGIOI
Gabriele,CAG,122,49,58,9,3,2,28,79,0.475,0.648,0.575,1.223,15,15,8,1,1,0,17,3
ANGULO GAMEZ
Oscar David,RSM,144,28,44,12,1,0,22,58,0.306,0.403,0.364,0.767,15,1,23,2,5,0,2,0
ANNUNZIATA NINO
Andres Antonio,NE5,109,17,35,5,0,1,24,43,0.321,0.394,0.38,0.774,9,2,18,0,1,1,3,2
ANZANEL
Nicola,CER,79,11,23,5,0,0,11,28,0.291,0.354,0.371,0.725,10,0,12,0,0,2,3,2
ANZOVINO
Thomas,LON,50,7,14,1,0,0,11,15,0.28,0.3,0.387,0.687,10,0,13,0,2,1,2,1
ARCILA GONZALEZ
Darwin Jose,BRE,115,15,26,6,2,0,16,36,0.226,0.313,0.326,0.639,16,2,25,6,2,0,6,0
ARIANI
Jonathan,PAU,62,4,6,0,0,0,3,6,0.097,0.097,0.186,0.283,6,1,30,1,1,0,0,1
ARIANI
Jordan,PAU,28,4,5,0,0,0,4,5,0.179,0.179,0.303,0.482,5,0,16,0,0,1,0,0
ARMIGLIATI
Matteo,SEN,91,17,23,6,1,0,7,31,0.253,0.341,0.424,0.765,22,5,32,0,0,0,4,1
ASCANIO MENDEZ
Manuel Josè,ROV,130,17,43,12,1,2,33,63,0.331,0.485,0.407,0.892,14,4,22,7,2,1,0,1
ASTORRI
Cesare,PAR,129,24,40,11,1,1,25,56,0.31,0.434,0.374,0.808,13,2,22,4,3,0,2,1
BACCELLI
Marco,ATL,110,20,36,6,0,0,9,42,0.327,0.382,0.479,0.861,27,7,15,4,2,0,1,0
BACCI
Lorenzo,LON,106,12,20,1,0,0,7,21,0.189,0.198,0.295,0.493,14,2,22,2,0,5,1,4
BACCIOCCHI
Andrea,COD,19,2,1,1,0,0,0,2,0.053,0.105,0.182,0.287,3,0,14,0,0,0,0,0
BAEZ
Joel Ernesto,POV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BAKKALI TAHIRI
Mohamed,MOD,18,3,0,0,0,0,1,0,0,0,0.25,0.25,4,2,8,0,0,0,0,0
BARAVALLE
