Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
AARTS,Arno,LEU,2,1,1,0,0,1.000,0,0,0,,0,0
ACAMPO,Bryan,BRU,2,3,3,0,0,1.000,1,0,0,,0,0
ADAM,Dorian,BIN,6,16,9,5,2,0.875,0,0,0,,0,0
ADANK,Martin,NAM,2,7,0,1,6,0.143,0,0,0,,0,0
ADANK,Martin,NAM,15,21,10,7,4,0.810,1,0,0,,0,0
AELBRECHT,Nick,DEU,9,70,63,5,2,0.971,0,31,1,96.9,3,0
ALARDIN,Adrien,BRU,1,1,1,0,0,1.000,0,0,0,,0,0
ANTOINE,Louis,BRU,9,25,13,6,6,0.760,2,10,0,100.0,2,0
BARBIER,Ruben,MSG,7,9,3,6,0,1.000,1,2,0,100.0,0,0
BARCHA,Pascal,BRU,3,6,1,2,3,0.500,0,0,0,,0,0
BARIAUX,Ludovic,BRI,1,5,5,0,0,1.000,0,9,0,100.0,2,0
BAUGNIES,Nathan,MSG,4,15,12,0,3,0.800,0,14,0,100.0,3,0
BAYARD,Noah,NAM,4,3,2,0,1,0.667,1,0,0,,0,0
BEGUIN,Thibaut,NAM,4,17,13,3,1,0.941,0,14,0,100.0,8,0
BEGUIN,Thibaut,NAM,13,31,19,4,8,0.742,0,56,1,98.2,13,0
BEKE,Tristan,WIE,7,13,2,4,7,0.462,0,0,0,,0,0
BELLIN,Melchior,MSG,20,56,45,4,7,0.875,2,18,1,94.7,0,0
BENJAMIN,Veeckmans,LEU,11,6,3,0,3,0.500,0,0,0,,0,0
BERARDOCCO,Alessandro,DEU,8,4,2,1,1,0.750,0,2,0,100.0,0,0
BETTINGTON,Sam,WBA,9,5,4,0,1,0.800,0,0,0,,0,0
BEUKELEERS,Wouter,GRE,9,29,15,7,7,0.759,1,3,1,75.0,1,0
BHUIYAN,Kashsaf,BRU,12,10,4,5,1,0.900,0,0,0,,0,0
BHUIYAN,Mahedi,BRU,10,21,14,2,5,0.762,1,4,0,100.0,1,0
BLACK,Alexander,BRU,4,4,4,0,0,1.000,0,0,0,,0,0
BOECKX,Kurt,HEI,10,9,4,0,5,0.444,0,0,0,,0,0
BOEHL,David,BRU,6,8,2,2,4,0.500,0,0,0,,0,0
BOGAERT,Gilles,LEU,7,3,2,0,1,0.667,0,0,0,,0,0
BOGAERT,Thomas,WIE,7,44,36,5,3,0.932,0,69,1,98.6,21,0
BOMBART,Bastien,BRI,9,7,4,0,3,0.571,0,0,0,,0,0
BONTINCK,Jasper,ZOT,19,29,17,6,6,0.793,1,15,1,93.8,0,0
BORCHARDT,Quinten,WBA,4,9,5,3,1,0.889,0,0,0,,0,0
BORCHARDT,Seppe,WBA,1,1,1,0,0,1.000,0,0,0,,0,0
BORCHARDT,Wannes,WBA,9,21,19,1,1,0.952,0,0,0,,0,0
BRAMS,Arne,LEU,18,19,11,5,3,0.842,1,14,0,100.0,0,0
BRISON,Joakim,NAM,11,10,6,2,2,0.800,0,0,0,,0,0
BRISON,Joakim,NAM,1,1,0,1,0,1.000,0,0,0,,0,0
BRISON,Thibault,NAM,2,9,8,1,0,1.000,0,14,0,100.0,3,0
BRISON,Thibault,NAM,7,19,9,4,6,0.684,0,2,0,100.0,3,0
BUISSERET,Joachim,BIN,5,2,2,0,0,1.000,0,0,0,,0,0
BUSSELEN,Jona,ZOT,14,19,5,7,7,0.632,0,6,0,100.0,0,0
BYNENS,Robin,ZON,4,8,6,0,2,0.750,0,0,0,,0,0
