Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADAM,Dorian,BIN,2,5,3,0,2,0.600,0,0,0,,0,0
ADAM,Emeric,LIE,6,7,3,2,2,0.714,0,0,0,,0,0
ADAMS,Liam,MOR,8,8,4,3,1,0.875,0,16,0,100.0,0,0
ANDRIES,Thibo,BOR,6,2,2,0,0,1.000,0,3,0,100.0,0,0
ANTOGNINI SILVA,Victor,AND,13,56,46,2,8,0.857,1,0,0,,0,0
ASAKZAI,Awais,SER,21,34,8,16,10,0.706,0,48,1,98.0,0,0
AZZOLINA,Lorenzo,SER,1,1,0,1,0,1.000,0,0,0,,0,0
BAIVERLIN,Cyril,LIE,3,6,4,1,1,0.833,0,0,0,,0,0
BALTUS,Terry,LIE,3,13,7,5,1,0.923,0,0,0,,0,0
BAR,Maxime,LIE,17,32,12,10,10,0.688,1,1,0,100.0,0,0
BARBIER,Ruben,MSG,9,26,18,3,5,0.808,0,2,0,100.0,0,0
BARIAUX,Ludovic,BRI,13,15,9,3,3,0.800,0,15,1,93.8,6,0
BARO,Yannick,LIE,1,1,1,0,0,1.000,0,0,0,,0,0
BELLIN,Melchior,MSG,3,14,14,0,0,1.000,0,0,0,,0,0
BERNARD,Etienne,BIN,9,10,8,1,1,0.900,1,0,0,,0,0
BILLOT,Alexandre,BIN,20,29,13,12,4,0.862,1,45,0,100.0,0,0
BODART,Mathéo,AND,14,43,31,7,5,0.884,0,51,1,98.1,7,0
BODART,Nathan,AND,21,41,21,10,10,0.756,0,12,0,100.0,0,0
BOERMANS,Jens,BOR,1,10,8,2,0,1.000,0,4,0,100.0,1,0
BORCHARDT,Quinten,WBA,8,25,15,9,1,0.960,3,0,0,,0,0
BORCHARDT,Seppe,WBA,9,14,11,2,1,0.929,1,0,0,,0,0
BORCHARDT,Wannes,WBA,11,5,4,0,1,0.800,0,0,0,,0,0
BRABANT,Cyril,TOU,13,24,7,12,5,0.792,1,27,0,100.0,0,0
BUISSERET,Joachim,BIN,2,1,0,0,1,0.000,0,0,0,,0,0
CAMMERS,Antonin,BIN,7,9,8,1,0,1.000,0,0,0,,0,0
CHASSEUR,Quentin,LIE,18,57,44,3,10,0.825,1,10,0,100.0,0,0
CHATEL,Alexandre,MSG,14,24,14,10,0,1.000,0,3,0,100.0,0,0
CHAVEE,Loris,AND,13,19,11,2,6,0.684,0,0,0,,0,0
CHRISTIAENS,Lison,LIE,14,72,50,13,9,0.875,0,60,0,100.0,8,0
CLAES,Jef,ZOT,2,18,15,1,2,0.889,0,3,0,100.0,0,0
CLEMENT,Arnaud,TOU,3,3,3,0,0,1.000,0,5,0,100.0,3,0
CLEYET,Florian,LIE,7,32,22,4,6,0.813,0,2,0,100.0,3,0
CLINCKART,Emeric,MSG,2,3,1,2,0,1.000,0,0,0,,0,0
CLUDTS,Quentin,BRI,7,7,6,0,1,0.857,0,0,0,,0,0
COLART,Victor,BIN,6,13,4,3,6,0.538,0,4,0,100.0,0,0
COOREMANS,Cedric,WBA,12,10,8,2,0,1.000,1,0,0,,0,0
COPPENS,Manu,ZOT,10,55,46,3,6,0.891,0,15,0,100.0,1,0
COPPENS,Thibault,ZOT,6,7,5,2,0,1.000,0,0,0,,0,0
COPPENS,Vitas,WBA,11,26,9,14,3,0.885,3,0,0,,0,0
COQUEREAU,Florentin,LIE,1,1,1,0,0,1.000,0,0,0,,0,0
CRIEKEMANS,Bruce,MOR,3,9,3,4,2,0.778,0,0,0,,0,0
CULOT,Guillaume,BIN,4,3,1,0,2,0.333,0,0,0,,0,0
D'ANDREA,Joé,AND,1,9,7,2,0,1.000,0,2,0,100.0,0,0
D'OLIVEIRA CARDO,Augustin,TOU,7,38,21,6,11,0.711,0,31,0,100.0,16,0
DARDENNE,Hugo,LIE,9,31,11,17,3,0.903,0,0,0,,0,0
DE BACKER,Xavier,BRI,11,18,15,0,3,0.833,0,0,0,,0,0
DE CLERCK,Koen,WBA,3,3,0,1,2,0.333,0,0,0,,0,0
DE GROOF,Frédérick,BRI,8,6,4,1,1,0.833,0,0,0,,0,0
DE JONGH,Tim,BOR,11,62,52,6,4,0.935,0,0,0,,0,0
DE KEUKELAIRE,Naomi,TOU,5,1,1,0,0,1.000,0,0,0,,0,0
DE LA CRUZ CASTILLO,Romy Augusto,BIN,1,1,1,0,0,1.000,0,0,0,,0,0
DE LOCHT,Zjef,WBA,3,16,14,1,1,0.938,0,0,0,,0,0
DE MEESTER,Daan,WBA,14,13,8,5,0,1.000,1,12,0,100.0,0,0
DE MEESTER,Maarten,WBA,9,27,27,0,0,1.000,0,3,0,100.0,1,0
DE SAVEUR,Bram,ZOT,1,1,1,0,0,1.000,0,0,0,,0,0
DE WITTE,Stefan,WBA,9,5,3,1,1,0.800,0,0,0,,0,0
DEBOECK,Carel,TOU,2,2,0,1,1,0.500,0,0,0,,0,0
DECRAENE,Robin,ZOT,5,7,5,0,2,0.714,0,0,0,,0,0
DELCOURT,Tim,AND,13,13,6,1,6,0.538,0,0,0,,0,0
DELCOURT,Yan,TOU,6,27,22,1,4,0.852,0,0,0,,0,0
DELETOMBE,Maxime,BRI,12,39,26,10,3,0.923,1,13,1,92.9,2,0
DELLOYE,Justin,MSG,5,3,1,1,1,0.667,0,0,0,,0,0
DELVALLEE,Sohan,BIN,3,5,4,0,1,0.800,0,5,0,100.0,0,0
DELVAUX,Thibaud,BIN,15,30,15,6,9,0.700,2,0,0,,0,0
DELVENNE,Matthew,AND,4,18,15,0,3,0.833,0,0,0,,0,0
DENEUMOSTIER,Pierre,LIE,2,1,1,0,0,1.000,0,0,0,,0,0
DENIS,Louis,SER,10,28,8,14,6,0.786,0,0,0,,0,0
DENUIT,Sébastien,MSG,11,9,0,6,3,0.667,0,9,0,100.0,0,0
DEPAEPE,Tom,ZOT,7,7,1,2,4,0.429,0,0,0,,0,0
DEVILLERS,Wyatt,MSG,2,11,9,0,2,0.818,0,9,0,100.0,5,0
DIEPENDAELE,Koen,ZOT,3,3,2,0,1,0.667,0,0,0,,0,0
DUCHAINE,Jeremy,LIE,16,17,11,1,5,0.706,0,0,0,,0,0
DUCKERS,Aurore,LIE,4,3,2,1,0,1.000,0,0,0,,0,0
DUMINICO,Ludovic,BRI,3,13,10,3,0,1.000,0,5,0,100.0,2,0
DUPONT,Aubin,AND,3,9,4,3,2,0.778,1,11,0,100.0,1,0
DURIEUX,Laurent,BRI,14,23,13,10,0,1.000,1,0,0,,0,0
DUVIVIER,Adèle,TOU,3,3,0,1,2,0.333,0,0,0,,0,0
EDERICH,Arthur,LIE,8,6,3,2,1,0.833,0,1,0,100.0,0,0
EEKHOUT,Robin,ZOT,10,12,5,4,3,0.750,0,13,0,100.0,0,0
FABRI,Aurélien,MSG,2,1,1,0,0,1.000,0,0,0,,0,0
FAHANDEZH SAADI,Mohsen,BIN,4,1,0,0,1,0.000,0,0,0,,0,0
FATIHI,Nouamane,BOR,1,3,1,2,0,1.000,0,0,0,,0,0
FERRIELLO,Fabrizio,SER,12,47,39,3,5,0.894,1,0,0,,0,0
FIEVET,Antoine,AND,20,46,20,12,14,0.696,1,24,1,96.0,0,0
FIEZ,Lilian,MSG,10,13,4,8,1,0.923,0,6,0,100.0,0,0
FIORIDO,Luca,BIN,8,1,1,0,0,1.000,0,0,0,,0,0
FLORUS,Amraa,MOR,13,18,4,11,3,0.833,0,32,1,97.0,2,0
FLORUS,Aron,MOR,7,35,29,3,3,0.914,0,23,0,100.0,32,0
FOUREZ,Youri,TOU,8,3,2,0,1,0.667,0,0,0,,0,0
FOURNEAUX,Mallory,AND,10,80,57,9,14,0.825,1,38,1,97.4,13,0
FRANCKART,Dorian,SER,8,10,3,2,5,0.500,0,6,1,85.7,0,0
FRANCOIS,David,BIN,9,5,5,0,0,1.000,0,0,0,,0,0
FRANCOIS,Julien,MSG,2,5,5,0,0,1.000,0,0,0,,0,0
GENAO,Rigoberto,BRI,2,1,0,1,0,1.000,0,0,0,,0,0
GERARDI,Jochen,ZOT,4,16,16,0,0,1.000,0,0,0,,0,0
GHYS,Frédéric,AND,5,35,26,4,5,0.857,2,24,0,100.0,2,0
GHYS,Ilian,AND,24,46,17,19,10,0.783,1,43,0,100.0,0,0
GIELISSEN,Maxim,MOR,9,10,4,1,5,0.500,0,9,0,100.0,0,0
GIJSENS,Jossip,MOR,5,1,0,0,1,0.000,0,0,0,,2,0
GOFFINET,Valentin,AND,7,2,0,1,1,0.500,0,0,0,,0,0
GONTIER,Yannick,BOR,4,13,9,2,2,0.846,0,11,0,100.0,3,0
GOUDELOUF,Sébastien,BRI,3,6,3,1,2,0.667,0,0,0,,0,0
GROOTAERT,Paco,MSG,10,45,35,6,4,0.911,0,19,0,100.0,10,0
GUERRA ELIZONDO,César Emilio,BRI,14,25,9,11,5,0.800,1,0,0,,0,0
GUERRA GUERRERO,César,BRI,4,4,3,0,1,0.750,0,2,0,100.0,0,0
GUERY,Robin,BIN,7,13,11,0,2,0.846,0,0,0,,0,0
GUY,Romain,BRI,2,14,10,3,1,0.929,1,13,3,81.3,0,0
HAMELEERS,Illy,WBA,11,51,44,3,4,0.922,5,0,0,,0,0
HATO,Daira,MOR,6,3,1,0,2,0.333,0,0,0,,0,0
HAUBRUGE,Nathan,BIN,6,19,3,10,6,0.684,0,0,0,,0,0
HAVELANGE,Nicolas,SER,17,38,23,7,8,0.789,0,3,0,100.0,0,0
