Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADAMS,Finn,BOR,6,6,3,1,2,0.667,0,0,0,,0,0
ALMAGRO GOMEZ,Jose Raul,BRI,14,21,9,11,1,0.952,1,0,0,,0,0
ALMAO MOGOLLON,Samuel,BRU,15,25,15,8,2,0.920,0,5,0,100.0,3,1
ANDRIES,Thibo,BOR,11,12,6,4,2,0.833,0,0,0,,0,0
ARMIROTTO,Kaj,BOR,4,3,2,1,0,1.000,0,0,0,,0,0
BADOR,Gabriel,BRU,7,7,7,0,0,1.000,0,0,0,,0,0
BALTUS,Terry,LIE,23,105,78,23,4,0.962,2,35,5,87.5,1,0
BAR,Maxime,LIE,28,14,5,5,4,0.714,1,20,1,95.2,0,0
BARIAUX,Ludovic,BRI,17,9,5,3,1,0.889,0,12,1,92.3,0,0
BAUDÉ,Florian,GEN,18,18,18,0,0,1.000,0,0,0,,0,0
BELMANS,Jonas,BRA,12,13,7,4,2,0.846,0,2,0,100.0,0,0
BENNETT,Patrick,BRU,7,18,7,9,2,0.889,0,0,0,,0,0
BERARDOCCO,Matteo,BOR,2,4,2,1,1,0.750,0,0,0,,0,0
BERINTAN,Robin-Jan,GEN,11,8,8,0,0,1.000,0,0,0,,0,0
BEYENS,Brian,HOB,7,66,60,6,0,1.000,1,36,0,100.0,7,0
BEYENS,Jayden,HOB,3,2,0,2,0,1.000,0,0,0,,0,0
BIESEMANS,Leko,MER,4,15,12,2,1,0.933,1,0,0,,0,0
BLAKE,Isaac,MER,2,5,5,0,0,1.000,0,0,0,,0,0
BORCHARDT,Quinten,WBA,19,29,14,14,1,0.966,2,3,0,100.0,0,0
BORCHARDT,Seppe,WBA,16,15,6,5,4,0.733,0,5,0,100.0,0,0
BORCHARDT,Wannes,WBA,15,50,43,4,3,0.940,2,0,0,,0,0
BRAND,Wim,BOR,4,3,3,0,0,1.000,0,0,0,,0,0
CADEDDU,Matteo,BRI,8,11,6,3,2,0.818,0,0,0,,0,0
CALLEWAERT,Erik,GEN,17,38,16,16,6,0.842,2,0,0,,0,0
CANELLE,Xavier,MSG,1,8,8,0,0,1.000,0,0,0,,0,0
CAPPAERT,Zeb,BOR,2,2,1,1,0,1.000,0,0,0,,0,0
CASIE,Natan,BOR,16,34,10,18,6,0.824,0,0,0,,0,0
