Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
CHIQUILLO UTRIA,Diego Jose,COL,0,0,1.17,4,0,0,0,0,6.0,4,1,1,5,9,1,1,0,20,0.200,0,0,0,1,0,1,7
CHOI,Hyunseok,KOR,3,0,0.00,4,1,0,0,0,10.0,3,2,0,1,15,0,0,0,34,0.088,0,0,0,0,0,8,8
CLARKE,Dylan,AUS,1,0,2.63,2,0,0,0,0,2.2,3,2,1,3,4,1,0,0,12,0.250,0,1,0,0,0,1,3
COLLINS,Charlie,GBR,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,2,0,0,0,2,0.000,1,1,0,0,0,0,0
COLON TORRES,Shadai,PUR,1,0,1.05,4,0,0,0,0,6.2,7,1,1,1,7,1,0,0,27,0.259,1,1,0,0,0,4,9
CORCORAN,Luke Daniel,GBR,0,1,21.00,1,1,0,0,0,2.0,6,6,6,0,2,2,0,1,12,0.500,0,3,0,0,0,4,0
COSTIGAN,Kevin,RSA,0,1,25.20,2,1,0,0,0,1.2,4,11,6,10,1,0,0,0,10,0.400,0,0,0,0,0,2,3
CUADRADO OLMEDA,Yadiel Omar,PUR,1,0,3.00,2,0,0,0,0,2.1,2,1,1,3,1,1,0,0,9,0.222,0,1,0,0,0,4,2
DE GRAAUW,Gio,NED,0,1,0.00,2,0,0,0,0,4.1,2,2,0,1,6,0,0,0,14,0.143,0,1,0,1,1,1,6
DIAZ BELTRAN,Cristian David,COL,0,0,0.00,3,0,0,0,0,5.0,4,0,0,2,5,0,0,0,17,0.235,0,0,0,1,0,7,2
DING,Shutong,CHN,0,1,28.00,2,1,0,0,0,1.0,1,4,4,4,1,0,0,0,3,0.333,0,1,0,0,0,0,1
DUTHIE,Oliver Sam,GBR,1,0,0.62,2,2,0,0,0,11.1,5,1,1,4,13,0,0,0,38,0.132,0,1,0,0,0,14,6
ELVY,Zakary Brett,AUS,0,0,5.25,2,2,0,0,0,4.0,4,5,3,4,0,1,0,0,15,0.267,1,1,0,0,0,4,5
FARLEY,Dylan,NED,1,0,1.00,2,2,0,0,0,7.0,5,3,1,3,4,0,0,1,26,0.192,0,4,0,0,0,9,6
FERMIN ACOSTA,Cristian Abrahan,VEN,2,0,5.25,4,0,0,0,0,5.1,7,4,4,2,6,2,0,0,22,0.318,1,1,0,0,1,9,1
FU,Huachen,CHN,0,0,8.40,2,0,0,0,0,1.2,4,2,2,2,2,1,0,0,9,0.444,0,0,0,0,0,2,1
GARCES VILLA,Jose Gabriel,COL,0,2,105.00,2,2,0,0,0,0.1,2,5,5,4,0,0,0,0,2,1.000,0,2,0,0,0,0,0
GAYTAN,Juan,NCA,1,0,2.63,2,1,0,0,0,5.1,3,3,2,2,8,2,0,1,20,0.150,0,0,0,0,0,6,2
GAZO,Carlos,NCA,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,1,0,0,0,2,0.000,0,0,0,0,0,1,0
GOMEZ OCAMPO,Kevin Armando,COL,1,0,4.85,3,0,0,0,0,4.1,7,3,3,1,0,3,0,0,17,0.412,1,0,0,3,0,3,10
GONZALEZ MORENO,Alejandro Javier,PUR,1,0,1.00,4,0,1,0,0,7.0,5,1,1,2,3,1,0,0,21,0.238,0,1,0,1,1,8,7
GOTO,Ryoju,JPN,1,0,1.68,2,2,0,0,0,8.1,8,2,2,4,7,1,0,0,29,0.276,0,1,0,1,0,9,6
GREENSLADE,Corbin,RSA,0,0,7.00,1,0,1,0,0,1.0,2,1,1,0,1,0,1,0,5,0.400,0,0,0,0,0,0,2
GROBLER,Ethan,RSA,0,0,14.00,2,0,0,0,0,2.0,1,4,4,3,3,0,0,0,7,0.143,1,2,0,0,0,2,1
GUADAMUZ,Samuel,NCA,0,1,2.21,2,2,0,0,0,6.1,6,2,2,2,7,0,0,0,25,0.240,0,1,0,0,1,6,6
GUZMÁN AGUILAR,José Gregorio,VEN,0,0,6.13,4,2,0,0,0,8.0,10,7,7,4,10,1,2,0,31,0.323,0,1,0,1,1,10,3
HALL,Kieren,AUS,0,1,1.68,3,2,0,0,0,8.1,5,2,2,3,11,1,0,0,28,0.179,0,1,0,0,0,9,3
HAN,Jiheon,KOR,0,0,7.00,2,0,0,0,0,2.0,1,2,2,1,4,0,0,0,8,0.125,0,1,0,0,0,3,0
HAYASHIDA,Yuto,JPN,0,0,4.67,3,0,1,0,0,3.0,3,2,2,1,2,1,0,0,10,0.300,0,0,0,0,1,4,2
HOFFMANN,Cuan Raymond,RSA,0,0,11.45,3,0,0,0,0,3.2,6,7,6,5,1,3,0,0,17,0.353,1,1,0,1,0,5,6
HONG,Wonpyo,KOR,0,0,0.91,4,1,0,0,0,7.2,6,1,1,0,7,1,0,0,27,0.222,0,3,0,0,0,7,7
HUADAN,Cairang,CHN,1,0,2.63,2,2,0,0,0,8.0,7,5,3,2,9,0,0,1,30,0.233,0,0,1,0,2,7,7
HUANG,Chung-Hsiang,TPE,0,0,2.10,3,0,0,0,0,3.1,2,1,1,0,6,0,0,0,10,0.200,0,0,0,0,2,4,0
HUANG,Zi-Hao,TPE,1,0,0.00,1,1,0,0,0,5.0,4,0,0,1,4,0,0,0,18,0.222,1,1,0,0,0,6,4
HUTCHINSON,Samuel Clark,GBR,0,0,6.30,4,0,1,0,0,6.2,11,7,6,3,6,2,1,0,28,0.393,3,0,0,1,1,6,7
IRAUSQUIN,Edvin,NED,0,0,1.62,2,0,0,0,0,4.1,5,2,1,2,2,1,0,0,19,0.263,0,0,0,0,0,5,6
JACKSON,Ky,AUS,1,1,3.50,2,2,0,0,0,10.0,5,6,5,3,10,2,0,1,34,0.147,1,0,0,0,1,12,8
JU,Seungbin,KOR,0,0,0.00,2,0,0,0,0,1.1,1,0,0,2,2,0,0,0,5,0.200,1,0,0,0,0,1,1
KIM,Baeksan,KOR,0,0,2.10,3,0,0,0,0,3.1,3,2,1,1,4,0,0,0,14,0.214,1,1,0,0,0,2,3
KIM,Dobeen,KOR,1,1,10.50,2,0,0,0,0,2.0,2,3,3,1,3,0,0,0,8,0.250,1,0,0,0,0,2,1
KIM,Taehyun,KOR,0,1,0.72,3,3,0,0,0,9.2,7,3,1,8,11,2,0,0,35,0.200,0,0,0,0,0,6,10
KRAGT,Naut,NED,0,0,10.50,2,2,0,0,0,4.0,7,6,6,4,3,3,0,0,19,0.368,0,1,0,0,0,4,5
KRIEK,Marcus Christian,RSA,0,0,10.50,4,0,0,0,0,3.1,3,5,5,7,0,0,0,0,11,0.273,3,1,0,1,0,4,5
LABOY MELENDEZ,Jorhan Gabriel,PUR,2,0,0.88,4,2,1,0,0,16.0,7,2,2,7,18,1,0,0,54,0.130,0,0,0,0,0,16,13
LAMBDIN,Jacob Paul,GBR,0,1,14.00,2,1,0,0,0,1.0,3,2,2,3,1,0,0,1,6,0.500,0,0,0,0,0,2,0
LEBEL,Colin,GBR,0,1,7.41,2,2,0,0,0,5.2,5,7,6,4,3,2,0,0,24,0.208,2,1,0,0,0,10,4
LIM,Hyungwon,KOR,0,1,16.80,2,1,0,0,0,1.2,3,4,4,3,3,0,0,0,7,0.429,0,0,0,0,0,1,0
LIN,Yujun,CHN,0,2,5.88,4,2,1,0,0,8.1,9,7,7,5,5,1,1,0,31,0.290,0,1,0,0,1,11,7
LU,Yu-Ting,TPE,1,0,1.62,2,1,0,0,0,4.1,5,1,1,2,5,1,0,0,18,0.278,4,0,0,0,0,5,3
LUGO RODRÍGUEZ,Leonardo Adel,VEN,0,0,0.00,2,0,0,0,0,2.2,0,0,0,2,1,0,0,0,7,0.000,0,2,0,0,0,3,3
LUNA MALAVER,Adrián Jesús,VEN,0,0,3.82,3,0,2,0,0,3.2,3,3,2,4,3,0,0,0,13,0.231,1,0,0,0,0,3,4
MALDONADO MOSQUERA,Nicolas Andres,COL,0,0,3.94,4,0,0,0,0,5.1,4,3,3,5,6,2,0,0,19,0.211,0,1,0,0,0,3,6
MATSUDA,Kento,JPN,0,0,1.40,2,1,0,0,0,5.0,3,1,1,1,5,1,0,0,17,0.176,0,0,0,0,0,6,2
MATSUDA,Wataru,JPN,0,0,0.00,4,0,1,0,0,3.1,1,0,0,0,3,0,0,0,11,0.091,0,0,0,0,0,5,2
MCCLELAND,Bryce John,RSA,1,1,6.68,4,1,0,0,0,7.1,8,7,7,8,7,1,0,1,27,0.296,2,1,0,1,1,5,9
MEDINA ESTANGA,Brayan Imanol,VEN,0,2,4.57,2,2,0,0,0,7.2,9,5,5,5,10,4,0,1,31,0.290,2,0,0,0,0,5,7
MEDRANO ARROYO,Bryan Jose,COL,0,1,9.80,3,0,0,0,0,5.0,6,7,7,4,6,0,0,1,21,0.286,0,0,0,0,0,3,6
MELENDEZ GUILFU,Omar Andres,PUR,0,0,3.94,3,2,0,0,0,5.1,3,3,3,4,2,0,0,1,18,0.167,0,0,0,0,0,5,8
MEZA GOMEZ,Carlos Arturo,COL,1,0,4.67,4,0,1,0,0,6.0,4,4,4,5,4,1,0,0,21,0.190,0,0,0,0,0,6,7
MIRANDA VEINTIDOS,Agnel Gabriel,PUR,1,0,1.56,2,2,0,0,0,9.0,3,3,2,4,8,0,0,0,28,0.107,2,5,0,1,1,9,10
MOORE,Cameron Lloyd,GBR,0,0,4.20,3,0,0,0,0,3.1,2,4,2,4,2,1,0,0,11,0.182,1,1,0,1,0,1,6
MORALES,Justin,NED,0,1,2.25,3,2,0,1,0,9.1,4,5,3,7,10,0,0,0,32,0.125,2,1,1,1,0,8,10
MORGAN,Cooper,AUS,1,0,0.00,3,0,1,0,0,3.0,0,1,0,3,4,0,0,0,8,0.000,0,0,0,1,0,1,4
MORI BRICEÑO,Oswald Alejandro,VEN,0,1,5.60,3,1,0,0,0,5.0,6,4,4,4,5,3,0,0,19,0.316,1,0,0,0,1,7,2
MYLES,Conor,AUS,0,0,0.00,3,0,0,0,0,7.0,5,0,0,2,10,0,0,0,24,0.208,1,0,0,0,0,2,7
NAGAKUBO,Kosei,JPN,2,0,0.00,2,2,0,1,1,11.0,5,0,0,1,7,0,0,0,37,0.135,0,0,0,0,0,17,7
NISHIMURA,Oga,JPN,2,0,0.84,4,1,0,1,0,8.1,4,1,1,1,7,2,0,0,28,0.143,0,0,0,1,1,10,8
OLIVARES MEDINA,Miguel Austin,VEN,1,0,4.04,2,2,0,0,0,8.2,4,5,5,5,8,3,1,0,27,0.148,0,0,1,1,1,13,4
OROZCO,Stanling,NCA,2,0,0.62,3,2,0,0,0,11.1,11,2,1,2,8,2,0,0,39,0.282,0,4,0,1,3,16,7
PALMA PIÑERO,Wilker Alejandro,VEN,0,0,0.00,2,0,0,0,0,2.0,2,1,0,3,2,1,0,0,7,0.286,0,0,0,0,0,2,1
PARK,Kiho,KOR,0,1,2.74,2,2,0,0,0,7.2,5,3,3,4,10,1,0,1,28,0.179,0,0,0,0,0,7,6
RIVERA NUÑEZ,Luis Andres,PUR,0,1,4.20,3,2,1,0,0,5.0,8,4,3,2,5,1,0,0,23,0.348,0,2,0,0,0,5,5
RIZVIĆ,Rick,NED,0,0,21.00,1,0,0,0,0,0.1,0,1,1,1,0,0,0,0,0,0.000,0,1,0,1,0,0,1
ROBLETO,Francisco,NCA,0,0,0.00,4,0,0,0,0,4.0,4,0,0,1,5,0,0,0,15,0.267,1,0,0,0,0,4,2
RODRIGUEZ MELENDEZ,Ramon Alberto,PUR,0,0,0.00,4,0,0,0,0,2.0,3,1,0,1,1,0,0,0,9,0.333,0,1,0,0,0,4,1
RODRIGUEZ MERCADO,Luis Manuel,PUR,0,0,3.82,3,1,0,0,0,3.2,4,2,2,3,8,1,0,1,15,0.267,1,0,0,0,0,1,2
RODRIGUEZ,Carlos,NCA,0,0,6.00,3,0,0,0,0,7.0,8,6,6,1,4,1,1,0,25,0.320,0,1,1,0,1,10,4
ROMERO MORALES,Juan Carlos,VEN,0,1,4.67,3,0,0,0,0,3.0,2,2,2,3,3,0,0,0,8,0.250,1,0,0,0,1,4,0
ROSES DIAZ,Carlos Yaddiel,PUR,1,0,0.00,4,0,1,0,0,3.1,0,0,0,4,3,0,0,0,10,0.000,0,0,0,0,0,4,3
RUMBOS ALVAREZ,Manuel David,COL,0,0,1.75,2,2,0,0,0,4.0,1,1,1,5,4,0,0,0,12,0.083,0,1,0,0,0,2,5
SASAMORI,Kosuke,JPN,2,0,0.00,3,1,1,0,0,9.0,7,0,0,0,5,0,0,0,32,0.219,0,0,0,0,0,12,8
SATO,Aren,JPN,0,0,3.50,2,0,0,0,0,2.0,1,1,1,0,2,0,0,0,6,0.167,1,2,0,0,0,3,0
SCHWARTZ,Kyle Nathan,RSA,0,1,10.50,1,1,0,0,0,2.0,5,3,3,0,2,2,1,1,11,0.455,0,0,0,0,0,3,1
SHA,Tzu-Chen,TPE,0,0,0.00,2,0,0,0,0,3.2,2,1,0,0,4,1,1,0,12,0.167,0,0,0,0,0,2,4
SHERRIFF,William,AUS,0,0,0.00,3,0,0,0,0,5.1,2,0,0,2,7,0,0,0,17,0.118,0,0,0,0,0,4,4
SOHOSKY,Zac,GBR,1,1,2.33,2,2,0,1,0,12.0,14,6,4,6,13,2,0,1,46,0.304,0,1,0,1,1,13,7
SON,Juhwan,KOR,0,0,15.75,3,0,0,0,0,1.1,6,3,3,1,1,2,0,0,9,0.667,0,0,0,0,1,3,0
SONG,Jaeyoung,KOR,0,0,0.95,5,0,2,0,0,7.1,6,2,1,2,12,0,1,0,27,0.222,0,0,0,0,1,7,3
STIVEY,Maddux John,AUS,0,0,21.00,1,0,0,0,0,1.0,4,4,3,2,1,1,0,0,7,0.571,2,0,0,0,0,1,1
STUART,Chris,NED,0,1,10.50,2,2,0,0,0,2.0,2,3,3,7,2,1,0,0,6,0.333,2,1,0,1,0,2,1
SUO,Xudi,CHN,1,0,5.25,2,0,0,0,0,4.0,3,3,3,1,1,0,1,0,15,0.200,0,0,0,1,0,7,4
TANIWAKI,Koki,JPN,1,1,3.50,3,2,0,0,0,10.0,10,5,5,1,13,3,0,0,38,0.263,0,0,0,0,1,8,8
TANNER,Alistair Hugh,AUS,0,1,12.60,2,2,0,0,0,3.1,5,6,6,6,6,1,0,0,14,0.357,1,2,0,0,0,3,0
TAYLOR,Edward,GBR,0,2,7.00,4,0,0,0,0,5.0,6,7,5,3,5,1,1,0,20,0.300,1,2,0,1,0,8,2
THARLE,Stuart,AUS,0,0,3.50,3,0,0,0,0,4.0,5,2,2,2,2,0,1,1,17,0.294,1,0,0,0,0,8,3
TORRES,Bryan,NCA,0,0,0.00,6,0,3,0,0,5.0,3,0,0,2,3,0,0,0,16,0.188,1,1,0,0,1,7,4
TRIBE,Joshua Connor,RSA,0,1,4.85,2,2,0,0,0,8.2,10,6,6,6,6,4,2,1,34,0.294,0,1,0,1,1,3,17
VAN 'T KLOOSTER,Koen,NED,1,0,0.00,2,0,0,0,0,2.1,1,0,0,2,4,0,0,0,7,0.143,2,0,0,2,0,1,2
VAN DER LELIE,Jelle,NED,0,0,0.00,5,0,2,0,0,5.1,5,0,0,1,7,0,0,0,20,0.250,0,0,0,0,0,5,3
VEGA RIVERA,Lucas Jatniel,PUR,0,1,1.75,3,0,0,0,0,4.0,4,3,1,1,3,0,0,0,15,0.267,1,1,0,1,0,4,5
VIJFVINKEL,Pim,NED,2,0,0.66,4,0,0,0,0,10.2,7,4,1,3,5,1,0,0,37,0.189,0,0,0,2,1,13,13
VILLEGAS RODRÍGUEZ,Ángel Eduardo,VEN,0,1,7.00,1,0,0,0,0,1.0,0,1,1,1,1,0,0,0,2,0.000,1,0,0,0,1,1,1
WANG,Xiang,CHN,1,0,1.40,4,1,2,1,0,15.0,12,4,3,2,9,2,0,1,53,0.226,0,0,0,1,3,19,16
WANG,Yu-Chieh,TPE,0,0,0.00,4,0,2,0,0,6.0,3,0,0,2,6,0,0,0,20,0.150,1,0,0,0,1,5,7
WHITE,Robert James,RSA,0,3,10.86,3,3,0,0,0,9.2,20,16,15,6,2,3,0,0,44,0.455,1,1,0,1,0,13,10
WRIGHT,Cameron,GBR,0,0,10.50,2,0,0,0,0,2.0,2,3,3,3,0,0,0,0,7,0.286,0,0,0,0,0,2,3
WU,Li-Chen,TPE,0,1,7.00,2,1,1,0,0,2.0,3,2,2,1,4,2,0,0,9,0.333,0,1,0,0,0,1,1
YI,Jian,CHN,0,1,2.63,2,1,0,0,0,2.2,2,1,1,2,0,0,0,0,9,0.222,0,1,0,0,0,3,4
YIN,Po-Huai,TPE,0,0,0.00,2,0,0,0,0,2.0,2,0,0,2,3,0,1,0,8,0.250,0,0,0,0,0,1,2
ZAPATA,Axel,NCA,1,1,1.27,2,2,0,0,0,11.0,4,2,2,2,15,0,0,0,37,0.108,0,1,1,0,0,13,5
ZENG,Jia-Huei,TPE,1,1,2.33,2,2,0,0,0,9.0,4,3,3,3,7,0,0,1,28,0.143,0,1,0,1,2,9,10
ZHANG,Jun-Wei,TPE,1,1,2.10,3,2,0,0,0,6.2,6,3,2,3,12,0,0,0,27,0.222,0,0,0,0,0,3,5
ZHAO,Wei,CHN,2,0,0.82,3,2,0,1,1,17.0,12,2,2,0,11,0,1,0,61,0.197,0,0,0,0,0,21,16
ZHOU,Jie,CHN,0,0,8.40,2,0,0,0,0,3.1,5,4,4,2,1,0,0,0,13,0.385,0,1,0,0,1,2,6
