Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ADAMS,Liam,MOR,0,2,27.00,4,2,0,1,0,9.1,18,42,28,26,10,4,2,0,55,0.327,12,3,0,0,0,11,7
ANDRIES,Thibo,BOR,0,2,26.10,3,2,0,1,0,10.0,32,31,29,5,8,18,6,0,64,0.500,1,2,0,1,0,13,8
ASAKZAI,Awais,SER,2,7,17.78,10,9,0,4,0,41.0,109,116,81,39,46,18,9,1,224,0.487,19,11,3,1,1,22,26
BAR,Maxime,LIE,1,0,10.03,5,1,0,1,0,11.2,14,19,13,13,16,4,0,1,53,0.264,2,1,0,0,0,11,4
BARBIER,Ruben,MSG,1,0,49.50,3,1,0,0,0,2.0,5,11,11,10,2,0,0,0,8,0.625,6,2,0,0,0,1,0
BARIAUX,Ludovic,BRI,1,1,31.26,4,2,0,0,0,6.1,9,25,22,17,4,3,0,0,29,0.310,6,10,1,0,0,9,5
BILLOT,Alexandre,BIN,4,2,9.51,10,6,0,3,0,47.1,70,57,50,42,64,8,1,2,197,0.355,8,8,0,2,1,27,25
BODART,Nathan,AND,1,2,43.88,6,4,0,0,0,10.2,27,55,52,37,13,4,0,0,58,0.466,22,5,2,2,0,8,7
BORCHARDT,Quinten,WBA,0,0,9.00,1,0,0,0,0,1.0,1,1,1,0,1,0,0,0,4,0.250,0,2,0,0,0,1,1
BORCHARDT,Seppe,WBA,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,1,0,0,0,3,0.000,0,0,0,0,0,1,1
BRABANT,Cyril,TOU,1,1,15.91,5,2,0,2,0,18.2,35,48,33,21,24,9,5,0,88,0.398,2,7,1,2,0,11,16
BUISSERET,Joachim,BIN,0,1,108.00,1,1,0,0,0,1.0,1,13,12,13,1,0,0,0,5,0.200,2,0,2,0,0,1,1
CAMMERS,Antonin,BIN,1,0,12.46,1,1,0,0,0,4.1,3,6,6,8,8,1,0,0,15,0.200,2,1,0,0,0,2,2
CHASSEUR,Quentin,LIE,0,3,27.00,6,3,0,1,0,10.0,17,31,30,21,6,3,2,0,45,0.378,5,9,0,1,0,12,11
CHATEL,Alexandre,MSG,0,0,13.50,4,0,0,0,0,6.0,7,9,9,12,5,1,2,0,19,0.368,4,2,0,0,1,6,2
CLINCKART,Emeric,MSG,0,0,9.00,1,0,0,0,0,3.0,2,3,3,6,4,0,1,0,10,0.200,1,1,0,0,0,3,1
COLART,Victor,BIN,0,1,12.00,2,1,0,1,0,9.0,17,21,12,14,5,2,0,0,46,0.370,0,0,0,2,0,11,7
COPPENS,Manu,ZOT,1,1,23.32,2,2,0,1,0,7.1,12,26,19,13,5,1,0,1,35,0.343,3,5,1,0,0,7,6
DE MEESTER,Daan,WBA,3,0,5.75,7,3,0,1,0,20.1,15,15,13,13,36,2,1,1,74,0.203,0,0,0,0,0,10,10
DELETOMBE,Maxime,BRI,1,1,12.60,3,2,0,1,0,10.0,12,18,14,9,8,1,1,0,40,0.300,5,4,0,0,2,9,9
DELVALLEE,Sohan,BIN,1,0,27.00,1,1,0,0,0,2.0,3,6,6,8,0,1,0,0,8,0.375,5,1,0,0,0,4,0
DELVAUX,Thibaud,BIN,0,0,0.00,1,0,0,0,0,0.2,1,1,0,3,1,0,0,0,2,0.500,0,0,0,0,0,0,0
DELVENNE,Matthew,AND,0,0,18.00,1,0,0,0,0,1.0,2,2,2,4,1,0,0,0,4,0.500,0,0,0,0,0,1,0
DENUIT,Sébastien,MSG,5,0,8.80,7,7,0,0,0,29.2,41,33,29,16,25,6,0,0,126,0.325,4,6,0,1,1,28,27
DUCHAINE,Jeremy,LIE,0,0,18.00,1,0,0,0,0,1.0,0,2,2,4,1,0,0,0,4,0.000,0,0,0,0,0,1,0
DUPONT,Aubin,AND,0,0,3.00,1,0,0,0,0,3.0,4,4,1,2,4,0,0,0,13,0.308,0,0,0,0,0,2,0
DURIEUX,Laurent,BRI,0,0,8.31,3,0,0,0,0,4.1,4,7,4,4,4,1,0,0,18,0.222,1,1,0,1,0,2,5
EDERICH,Arthur,LIE,1,0,9.00,2,1,0,0,0,4.0,8,7,4,3,6,0,1,0,22,0.364,1,1,0,0,0,5,1
EEKHOUT,Robin,ZOT,1,2,11.09,5,3,0,1,0,18.2,16,28,23,24,23,0,1,0,71,0.225,2,2,0,1,0,19,11
FIEVET,Antoine,AND,2,1,17.42,6,3,0,0,0,10.1,22,29,20,26,8,4,0,1,48,0.458,5,2,0,0,1,9,4
FIEZ,Lilian,MSG,2,1,4.50,4,3,0,0,0,16.0,7,16,8,18,16,2,0,0,58,0.121,4,5,0,0,0,9,18
FIORIDO,Luca,BIN,0,0,0.00,1,0,0,0,0,0.0,0,3,3,3,0,0,0,0,0,0.000,1,0,0,0,0,0,0
FLORUS,Amraa,MOR,0,4,32.79,6,4,0,0,0,18.2,35,74,68,50,28,5,1,1,91,0.385,30,13,0,0,0,16,9
FRANCKART,Dorian,SER,0,0,18.00,2,0,0,0,0,2.0,2,4,4,7,1,1,0,0,6,0.333,0,1,1,0,0,2,1
GHYS,Ilian,AND,0,2,32.94,7,4,0,1,0,16.2,53,78,61,41,12,6,0,0,96,0.552,18,12,0,4,0,7,14
GIELISSEN,Maxim,MOR,0,1,17.55,3,1,0,0,0,6.2,12,22,13,11,6,1,0,0,40,0.300,4,2,0,0,0,6,9
GUERRA ELIZONDO,César Emilio,BRI,0,1,33.00,1,1,0,0,0,3.0,7,14,11,8,1,0,0,0,18,0.389,3,0,0,0,0,4,3
GUERRA GUERRERO,César,BRI,1,0,7.88,2,1,0,1,0,8.0,10,7,7,5,6,0,0,0,33,0.303,2,1,1,0,0,7,7
HAUBRUGE,Nathan,BIN,0,1,0.00,1,1,0,0,0,0.0,0,6,6,5,0,0,0,0,0,0.000,1,1,0,0,0,0,0
HAVELANGE,Nicolas,SER,0,0,39.46,5,0,0,0,0,4.1,18,29,19,16,4,4,0,0,31,0.581,5,2,0,0,0,5,0
KIELEMOES,Bavo,ZOT,0,1,6.00,2,1,0,0,0,12.0,15,9,8,3,11,5,0,0,48,0.313,2,1,0,1,0,11,10
KOLB,Lior,MSG,0,0,12.00,2,0,0,0,0,3.0,3,4,4,6,7,1,1,0,11,0.273,1,0,0,0,0,1,0
LEBRUN,Anthony,BIN,0,1,60.75,2,1,0,0,0,1.1,5,18,9,14,1,0,0,0,10,0.500,3,1,1,0,0,0,0
LEMAN,Mathieu,TOU,0,3,32.68,4,4,0,1,0,12.2,38,55,46,26,14,10,4,0,76,0.500,9,2,1,1,0,10,8
LISSENS,Ferre,ZOT,1,0,11.81,2,1,0,0,0,5.1,2,8,7,12,7,0,0,0,20,0.100,0,1,0,0,0,9,1
MAREELS,Glenn,BOR,1,1,6.39,3,1,0,0,0,12.2,14,10,9,9,15,2,0,1,49,0.286,3,2,0,0,2,11,8
MAREELS,Gregg,BOR,0,0,7.94,2,1,0,0,0,5.2,7,6,5,4,6,1,1,0,24,0.292,1,0,0,0,0,7,2
MASTRONARDI,Aurélien,AND,0,2,27.00,3,1,0,0,0,2.1,4,8,7,4,1,2,0,0,12,0.333,2,2,0,0,0,0,4
MICCICHE,Raphaël,SER,0,0,27.00,1,0,0,0,0,0.2,2,3,2,3,0,1,0,0,4,0.500,1,0,1,0,0,0,2
MULPAS,Loïc,MSG,0,0,58.50,3,0,0,0,0,2.0,5,13,13,8,1,2,1,0,12,0.417,3,3,1,0,0,3,2
MURER,Sébastien,BIN,0,0,128.25,3,0,0,0,0,1.1,10,20,19,10,1,2,0,0,14,0.714,4,5,0,0,0,0,2
NIAZI,Hsibullah,BOR,0,0,24.30,4,0,1,0,0,10.0,19,28,27,24,16,4,0,0,50,0.380,4,2,1,0,0,8,4
NILS,Alexis,SER,0,3,34.30,8,3,0,0,0,12.1,31,63,47,44,15,6,1,0,67,0.463,16,3,1,1,0,5,8
NOTTEBAERT,Kilian,LIE,5,3,22.95,13,8,0,0,0,33.1,49,96,85,85,41,5,2,0,153,0.320,21,11,1,2,1,33,21
PICQUET,Corentin,MSG,0,0,22.50,1,0,0,0,0,2.0,6,5,5,1,2,2,0,0,12,0.500,1,0,1,0,0,3,1
POLFLIET,Xian,WBA,0,0,18.00,1,0,0,0,0,1.0,3,2,2,1,0,1,0,0,5,0.600,0,0,0,0,0,2,0
POUILLON,Maxence,AND,3,2,16.51,12,5,0,1,0,46.1,89,97,85,45,56,14,1,0,222,0.401,11,16,2,2,0,38,26
QUIVY,Maxime,BIN,0,0,24.30,1,0,0,0,0,3.1,6,12,9,11,3,1,0,0,16,0.375,1,3,0,0,0,3,3
RITTWEGER,Jean-François,MSG,1,0,0.00,1,1,0,0,0,3.0,1,0,0,2,6,0,0,0,10,0.100,1,1,0,0,0,2,1
SATENS,Matthew,BOR,0,0,9.00,2,0,0,0,0,1.0,2,1,1,3,0,0,0,0,4,0.500,2,0,0,1,0,1,2
SAVE,Noé,LIE,0,0,12.00,3,0,0,0,0,9.0,10,15,12,7,10,4,1,0,38,0.263,1,1,0,0,0,10,5
SCHOENAERS,Brieuc,MSG,0,1,25.50,5,1,0,1,0,12.0,20,37,34,31,11,4,1,0,50,0.400,6,4,1,0,0,5,10
SCOTT,Adam,BIN,2,2,20.57,8,4,0,0,0,14.0,18,45,32,36,22,2,2,0,63,0.286,11,6,0,1,0,9,8
SEYNAEVE VROMAN,Oscar,MSG,0,0,13.50,1,0,0,0,0,0.2,0,1,1,3,1,0,0,0,2,0.000,0,0,0,0,0,1,0
SIRAUX,Guillaume,BIN,0,0,40.50,2,0,0,0,0,3.1,3,18,15,22,3,1,0,0,14,0.214,6,1,0,0,0,2,4
SIRGEDAS,Matas,BOR,0,0,0.00,1,0,0,0,0,0.1,0,0,0,1,1,0,0,0,1,0.000,0,0,0,0,0,0,0
SLOWIK,Cloé,LIE,0,1,51.30,1,1,0,1,0,3.1,8,19,19,18,4,1,1,0,17,0.471,5,5,0,0,0,1,3
SMITS,Pieter,BOR,1,0,6.75,2,1,0,0,0,6.2,7,5,5,5,8,0,0,0,29,0.241,2,2,0,0,0,4,8
STOKART,Adrien,AND,0,0,12.79,2,0,0,0,0,6.1,10,9,9,1,10,0,1,0,28,0.357,1,4,0,0,1,7,1
TOPALKA,Emre,SER,2,1,31.60,6,3,0,3,0,15.2,45,63,55,33,11,9,2,0,89,0.506,15,12,0,0,0,3,26
TRAN,David,BRI,1,0,4.50,1,1,0,1,0,6.0,4,3,3,12,7,0,0,0,20,0.200,0,2,0,0,0,3,6
TSIOBBEL,Sam,ZOT,0,1,6.00,4,1,0,0,0,9.0,7,11,6,9,18,4,1,0,37,0.189,2,0,0,0,0,5,4
VALARD,Henry,MSG,1,1,9.00,8,2,0,1,0,15.0,18,18,15,20,12,3,2,0,61,0.295,6,2,1,0,0,15,14
VAN BRAEKEN,Christophe,BOR,2,2,7.40,4,4,0,1,0,24.1,37,28,20,11,24,8,0,0,115,0.322,1,1,0,0,0,29,13
VAN DEN BOSCH,Dave,BOR,2,0,7.00,3,3,0,0,0,9.0,12,7,7,5,8,2,0,0,37,0.324,3,0,0,0,0,10,7
VAN DER LINDEN,Simon,MSG,1,1,6.23,5,2,0,0,0,13.0,12,15,9,19,25,1,0,0,51,0.235,8,3,1,0,0,5,5
VAN HOVE,Dieter,WBA,2,0,0.00,3,0,0,0,0,3.1,1,0,0,3,5,0,0,0,12,0.083,0,0,0,0,1,3,4
VAN ONCKELEN,Yönus,WBA,8,0,3.31,11,10,0,1,1,54.1,53,24,20,23,40,7,1,0,209,0.254,4,8,1,1,0,44,57
VANDENBERGHE,Téo,TOU,0,2,41.29,2,2,0,1,0,5.2,14,34,26,19,7,5,0,0,33,0.424,2,7,0,0,0,6,2
VINKEN,Ciaran,MOR,0,0,54.00,1,0,0,0,0,1.0,5,9,6,6,2,1,0,0,9,0.556,0,1,0,0,0,0,1
VOLCKAERT,Marc,BRI,1,1,18.00,4,2,0,0,0,11.0,15,25,22,16,10,1,1,3,49,0.306,6,3,2,0,0,7,11
WAUTERS,Alexis,LIE,0,1,17.61,4,1,0,0,0,7.2,14,17,15,7,6,4,1,0,37,0.378,3,8,1,0,1,7,7
WAUTERS,Thomas,LIE,0,1,18.16,9,2,0,0,0,19.1,23,49,39,43,19,3,0,0,82,0.280,12,5,0,1,0,15,19
ZIDOUNE,Karim,BRI,4,0,14.70,8,5,0,3,1,26.1,36,47,43,40,20,10,0,1,115,0.313,12,5,1,0,0,25,26
