Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ABREU,Alcis,CER,1,2,10.80,16,1,1,0,0,25.0,28,31,30,44,25,5,1,0,94,0.298,14,7,0,1,2,28,14
ACCORSI,Luca,ATL,0,0,6.75,1,0,0,0,0,2.2,5,2,2,2,1,0,0,0,11,0.455,0,0,0,1,0,3,3
ACERBI,Edoardo,PAR,2,0,7.92,12,2,0,0,0,25.0,32,23,22,16,27,7,0,2,103,0.311,5,1,0,2,0,23,22
AIELLO,Tommaso,RIM,3,3,5.87,15,6,1,0,0,38.1,33,29,25,34,34,3,1,3,141,0.234,5,2,0,1,3,27,49
ALCALA CARDOZA,Elkin Enrique,COL,7,3,2.22,16,14,0,1,1,77.0,43,20,19,17,126,12,2,2,266,0.162,1,2,1,3,2,37,61
ALDEGHERI,Mattia,PAR,7,3,3.65,15,13,1,0,0,61.2,47,36,25,36,74,7,0,2,230,0.204,8,1,0,3,3,65,43
ALFINITO MONTECCHI,Simone,CRO,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,2,0,0,0,4,0.250,0,0,0,0,0,0,1
ALLEGRI,Alessandro,OLT,0,0,27.00,2,0,0,0,0,2.0,6,6,6,2,1,2,0,1,12,0.500,1,0,0,0,0,0,5
ALMORA ESCUDERO,Julio Jesus,VER,0,2,3.94,15,0,2,0,0,32.0,35,21,14,12,36,5,0,1,128,0.273,3,2,0,1,1,27,28
AMOROSO SANCHEZ,Thony Anderson,JRG,3,3,3.34,12,1,1,0,0,32.1,15,14,12,22,66,3,1,0,110,0.136,5,2,0,0,0,22,6
ANDRES TURINO,Danny,CAG,0,0,36.00,1,0,0,0,0,1.0,3,4,4,2,1,0,0,0,6,0.500,4,0,0,0,0,0,2
ANDRETTA,Maurizio,MON,2,5,4.80,11,10,0,0,0,50.2,41,36,27,38,76,5,1,2,188,0.218,11,1,1,1,2,37,28
ANDUEZA ALVAREZ,Ivan Gustavo,MAC,2,2,2.88,14,3,5,0,0,50.0,40,20,16,17,83,12,1,0,186,0.215,7,6,0,0,0,34,26
ANGIOI,Gabriele,CAG,0,3,14.21,5,2,1,0,0,12.2,20,22,20,18,12,7,0,0,58,0.345,3,0,2,1,0,8,18
ANSELMI,Davide,VER,1,5,8.86,11,2,0,0,0,21.1,26,28,21,16,22,6,2,1,88,0.295,4,5,0,2,0,16,24
ARCILA GONZALEZ,Anthony Jose,TOR,8,5,4.32,16,15,0,0,0,81.1,101,43,39,22,51,22,1,2,329,0.307,3,4,1,1,5,110,68
ARRAIS,Alessandro,CAG,0,0,15.00,6,0,0,0,0,15.0,28,30,25,18,3,7,1,3,70,0.400,2,1,0,2,0,12,28
ARTITZU,Marco,SEN,1,1,3.72,14,2,2,0,0,29.0,23,15,12,12,34,3,3,0,107,0.215,3,6,0,0,1,24,22
BAEZ,Fernando,RSM,0,0,0.00,12,0,1,0,0,17.2,5,0,0,6,32,0,0,0,58,0.086,0,3,0,1,0,9,12
BAKKALI TAHIRI,Mohamed,MOD,0,0,0.00,1,0,0,0,0,1.0,1,0,0,0,2,0,0,0,4,0.250,0,0,0,0,0,1,0
BARBA,Matteo,CRO,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,1,0,0,0,3,0.000,0,0,0,0,0,0,2
BASSANI,Alex,BOL,4,1,1.96,15,1,2,0,0,36.2,28,14,8,8,44,6,0,4,138,0.203,0,1,0,0,0,36,25
BASSI,Marco,CRO,4,0,1.85,16,1,1,0,0,34.0,31,13,7,15,14,6,0,0,123,0.252,4,2,1,1,3,32,45
BAZZARINI,Simone,RON,3,6,6.71,17,8,3,0,0,52.1,58,42,39,44,65,10,5,0,203,0.286,5,10,1,3,1,38,45
BELICCHI,Thomas,SAL,1,2,4.91,9,0,2,0,0,14.2,12,11,8,11,22,2,0,0,52,0.231,2,4,0,0,2,9,11
BELISARIO PAISANO,Johan Josè,SEN,4,6,1.77,13,13,0,1,1,86.2,47,23,17,22,108,11,0,3,301,0.156,5,5,0,1,9,96,45
BELLAFIORE,Samuel,DRA,0,0,108.00,1,0,0,0,0,0.1,0,4,4,4,1,0,0,0,1,0.000,0,0,0,0,0,0,0
BELLUCCI,Attilio,ACA,1,1,3.48,10,1,2,0,0,20.2,25,16,8,14,10,5,0,1,88,0.284,3,1,0,1,0,24,23
