Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
BELNABE TORRES,Maicol Desmin,LAN,2,3,11.69,9,2,1,0,0,22.1,21,40,29,22,16,1,2,2,88,0.239,7,13,0,1,0,33,16
BETTATI,Jacopo,OLT,0,0,10.13,2,0,0,0,0,2.2,3,4,3,4,2,1,0,0,14,0.214,0,0,0,0,0,3,3
BETTIOL,Fabio,DRA,0,0,36.00,1,0,0,0,0,1.0,4,4,4,1,0,0,0,0,7,0.571,0,1,0,0,0,1,2
BIANCHI,Filippo,OLT,0,1,27.00,2,0,0,0,0,2.2,7,9,8,5,2,0,0,0,17,0.412,0,0,0,0,0,5,2
BIEGEL,Bryan Josef,MAC,0,0,16.62,5,0,0,0,0,4.1,6,11,8,9,2,0,0,0,20,0.300,5,2,0,0,0,6,2
BIEGEL,Bryan Josef,MIL,0,3,18.32,3,3,0,0,0,9.1,17,19,19,9,3,4,3,0,43,0.395,3,1,1,2,0,8,15
BIGLIARDI,Riccardo,CRO,2,4,4.11,19,11,0,0,0,50.1,47,26,23,38,69,7,2,2,187,0.251,6,2,0,3,1,36,36
BIONDI,Lapo,LAN,0,0,0.00,4,0,0,0,0,4.2,6,0,0,1,1,2,0,0,18,0.333,0,1,0,0,0,3,8
BISCONTRI,Niccolò Maria,JRG,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,1,0,0,0,3,0.000,0,1,0,0,0,1,1
BONETTI,Nicolò,BRE,0,0,11.57,3,0,0,0,0,2.1,4,3,3,3,0,0,0,0,11,0.364,0,1,0,0,0,2,5
BONVINI,Francesco Maria,CRO,5,3,4.17,15,2,3,0,0,36.2,29,25,17,22,46,5,1,0,133,0.218,6,6,1,3,1,42,17
BORTOLAMAI,Giovanni,PAR,0,0,4.58,9,0,1,0,0,19.2,22,10,10,9,13,5,0,2,71,0.310,2,2,0,2,2,17,23
BORTOLOTTI,Luca,LON,3,5,3.73,15,15,0,2,2,89.1,74,47,37,32,85,10,6,2,340,0.218,5,8,0,2,1,96,82
BREZZO,Paolo Ampeglio,GOD,2,0,8.46,13,0,0,0,0,27.2,34,26,26,17,34,7,1,3,117,0.291,5,3,0,0,1,32,17
BROLO,Murilo,BOL,1,1,1.43,14,8,0,0,0,44.0,28,7,7,13,56,2,0,1,150,0.187,3,3,0,0,3,41,27
BRUNO,Samuele,ACA,0,0,0.00,1,0,0,0,0,0.2,0,0,0,2,1,0,0,0,2,0.000,0,1,0,0,0,0,1
BUIN,Enrico,ROV,3,1,3.70,10,0,0,0,0,24.1,19,12,10,13,25,6,0,0,86,0.221,1,4,0,2,2,20,23
BULFONE,Leonardo,JRG,2,0,7.52,14,2,2,0,0,32.1,29,30,27,33,33,9,1,1,114,0.254,2,6,0,1,4,32,23
CAIFFA,Tommaso,CER,1,0,0.00,1,0,0,0,0,1.0,0,0,0,2,0,0,0,0,3,0.000,0,0,0,0,0,2,1
CALERO GAMEZ,Angel Gustavo,MOD,5,0,0.95,18,5,3,0,0,66.2,39,11,7,11,113,6,1,0,236,0.165,4,2,0,0,4,42,42
CALLEGARI,Francesco,ROV,0,0,9.00,1,0,0,0,0,1.0,2,1,1,0,0,0,0,0,5,0.400,1,1,0,0,0,1,1
CALVO DIAZ,Urbano Alejandro,MIL,0,6,7.54,9,8,0,0,0,37.0,39,38,31,24,28,5,1,1,147,0.265,2,12,4,1,2,47,32
CALVO,Federico,SET,1,2,3.33,5,2,0,0,0,24.1,21,14,9,14,20,5,0,0,95,0.221,3,1,0,1,1,30,22
CALVO,Giorgio,SET,0,0,0.00,3,0,0,0,0,2.1,2,0,0,0,1,0,0,0,8,0.250,0,0,0,1,0,1,5
CAMILO NUNEZ,Darlin Nicolas,RON,4,2,4.03,16,14,0,1,0,76.0,68,43,34,41,77,6,3,0,297,0.229,16,12,3,1,1,86,56
CAMPAGNA,Andrea,ACA,1,4,18.00,14,1,0,0,0,21.0,32,44,42,29,16,9,1,4,91,0.352,1,5,0,2,1,14,30
CAMPANELLA,Lorenzo,LON,4,2,4.19,14,4,0,0,0,43.0,38,24,20,26,35,5,1,1,163,0.233,9,3,0,2,3,49,41
CAMPANELLA,Lorenzo,BOL,1,0,0.00,1,0,0,0,0,1.1,0,0,0,0,2,0,0,0,4,0.000,0,0,0,0,0,1,1
CAMPOS CARNOTA,Josè Vicente,PAR,3,0,1.80,13,2,3,0,0,40.0,26,8,8,7,55,3,1,2,144,0.181,5,1,0,1,1,29,34
CANTELLI,Alessandro,LON,0,2,8.31,14,3,0,0,0,34.2,41,40,32,27,24,7,2,0,144,0.285,9,6,1,1,1,48,25
CANUTI,Tomas,BOL,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,2,0,0,0,3,0.000,0,0,0,0,0,1,0
CANUTI,Tomas,LON,0,1,3.86,3,0,0,0,0,4.2,6,5,2,1,4,2,1,0,22,0.273,0,0,0,1,0,3,7
CAPELLANO,Luca,OLT,3,7,4.77,18,16,0,1,0,77.1,71,55,41,35,92,17,1,2,298,0.238,11,23,1,3,5,61,69
CARLETTI,Matteo,MON,2,5,6.31,12,3,2,0,0,41.1,62,41,29,18,35,10,1,1,172,0.360,7,8,0,2,1,48,26
CARLETTI,Michele,MON,2,0,11.78,12,0,0,0,0,18.1,36,24,24,21,10,7,2,1,87,0.414,4,2,1,2,0,13,28
CARPANA,Marco,COL,0,0,21.00,1,0,0,0,0,3.0,8,7,7,0,2,1,0,1,16,0.500,2,1,1,1,0,1,6
CARRILLO BRICENO,Francisco Javier,MIL,3,9,2.25,13,13,0,6,0,100.0,83,40,25,17,128,23,1,0,376,0.221,3,3,0,4,6,90,69
CASALINI,Gabriele,COL,0,0,6.75,5,0,0,0,0,5.1,6,4,4,7,5,1,0,0,23,0.261,1,1,0,1,0,5,6
CASANOVA,Edoardo,ATL,0,0,40.50,2,0,0,0,0,1.1,2,7,6,7,2,0,0,0,7,0.286,0,1,0,0,0,1,1
CASAROTTO,Marzio,BOZ,0,0,1.42,4,0,0,0,0,6.1,6,1,1,7,3,0,0,0,24,0.250,0,0,1,0,0,5,10
CASTILLO,Jesu,ROV,0,1,21.60,2,0,0,0,0,1.2,3,4,4,2,2,1,0,0,8,0.375,1,0,1,0,0,0,3
CASTRO,Josè,BRE,0,2,6.30,6,0,0,0,0,10.0,9,9,7,3,5,3,2,0,34,0.265,0,2,0,1,2,11,11
CATELLANI,Sebastiano,OLT,0,0,4.50,2,0,0,0,0,2.0,1,1,1,2,1,0,0,0,7,0.143,1,0,0,0,0,4,1
CECCAROLI,Riccardo,OLT,2,1,7.52,12,1,0,0,0,26.1,36,26,22,14,19,10,0,2,109,0.330,4,4,1,0,1,23,28
CENSI,Stefano,OLT,0,0,11.42,6,0,0,0,0,8.2,15,12,11,5,7,2,0,3,39,0.385,4,0,0,1,0,8,10
CENTENO GUITERREZ,Henry Jesus Ysaih,RSM,3,0,0.81,8,6,0,0,0,33.1,18,6,3,9,42,2,0,1,114,0.158,1,1,1,0,1,30,24
CESPEDES FERNANDEZ,Miguel,OLT,1,3,7.54,9,1,1,1,0,22.2,24,24,19,12,17,2,0,1,82,0.293,4,9,0,3,4,30,14
CHIAROVANO,Leonardo,SET,0,0,17.65,9,0,0,0,0,8.2,20,21,17,17,3,4,0,0,46,0.435,4,2,0,2,0,7,16
CLEMENTE,Nicolò,LON,0,1,7.15,4,1,0,0,0,11.1,12,11,9,11,18,0,2,0,45,0.267,5,1,0,1,0,7,9
COLALUCCI,Matteo,ACA,0,1,8.68,7,1,0,0,0,9.1,12,14,9,16,7,2,0,0,40,0.300,3,4,0,2,0,7,15
COLASANTE,Moises Vicente,LAN,1,6,3.94,13,12,0,0,0,77.2,52,39,34,50,121,10,5,0,269,0.193,17,6,4,2,8,59,41
COLETTI,Matteo,BRE,2,1,2.14,12,0,2,0,0,21.0,10,5,5,12,27,5,0,0,67,0.149,1,4,0,2,0,12,20
COLLADO,Jordano,CER,0,0,13.50,1,0,0,0,0,0.2,1,1,1,1,0,0,0,0,3,0.333,1,0,0,0,0,1,1
COLON MINAYA,Angel,MIL,0,0,2.25,2,0,0,0,0,4.0,6,1,1,0,5,2,0,0,18,0.333,1,1,0,0,0,5,2
COMPAGNONI,Luca,BRE,1,1,3.00,5,0,0,0,0,9.0,11,5,3,3,8,1,0,0,34,0.324,1,1,0,2,0,6,10
CONTU,Marco,CAG,0,0,11.37,3,0,0,0,0,6.1,14,13,8,5,0,3,0,1,36,0.389,1,0,2,0,0,9,11
COPPOLA,Claudio,MIL,0,0,27.00,2,0,0,0,0,4.0,11,12,12,5,1,5,0,1,22,0.500,0,0,0,1,0,3,8
CORRADIN,Michael,ATL,0,1,5.11,5,0,0,0,0,12.1,15,11,7,10,3,1,1,0,53,0.283,2,2,0,0,0,10,23
CORTESI,Giovanni,RIM,0,0,0.00,1,0,0,0,0,0.0,0,3,3,1,0,0,0,0,0,0.000,0,2,0,0,0,0,0
COZZOLINO,Federico,JRG,9,5,5.15,15,15,0,0,0,73.1,83,50,42,36,52,13,1,2,292,0.284,7,6,1,5,0,89,66
CREPALDI,Enrico,ROV,5,3,2.58,14,13,0,0,0,66.1,58,23,19,18,51,10,3,2,246,0.236,3,7,1,0,2,72,60
CREPALDI,Filippo,BOL,4,0,1.80,15,0,1,0,0,20.0,13,4,4,2,37,1,0,2,74,0.176,2,1,0,1,0,7,17
CRUZ MONTERO,Rhiner Augusto,NET,0,1,0.00,4,0,1,0,0,6.0,4,2,0,3,15,0,0,0,23,0.174,1,0,0,0,0,2,1
CUCEK,Rok,RON,2,0,5.05,12,3,1,0,0,35.2,38,22,20,25,33,6,0,1,135,0.281,3,1,0,4,1,19,47
CUESTA LINDSAY,José Pablo,CAG,0,0,4.26,5,0,1,0,0,12.2,10,9,6,8,15,6,2,0,51,0.196,1,0,1,0,0,10,12
D'ANGELO,Alessandro,DRA,0,0,47.25,3,0,0,0,0,1.1,3,7,7,4,1,0,0,0,6,0.500,2,1,0,1,0,0,3
D'ANGELO,Francesco,DRA,1,2,10.36,18,0,0,0,0,24.1,39,30,28,19,26,9,0,5,116,0.336,7,2,0,0,0,34,13
D'IGNOTI,Giuseppe,RES,1,2,3.22,9,1,2,0,0,22.1,22,12,8,12,27,1,1,0,88,0.250,1,1,1,1,1,18,22
DA SILVA,Tiago Felipe,RSM,2,0,2.08,2,1,0,0,0,13.0,7,4,3,2,16,3,0,0,47,0.149,2,0,0,0,1,14,10
DALLA SILVESTRA,Matteo,CER,0,2,4.50,13,0,2,0,0,20.0,15,15,10,22,19,2,0,1,73,0.205,8,2,1,1,1,21,17
DALLATANA,Federico,CRO,2,2,5.01,18,8,3,0,0,46.2,44,29,26,27,35,10,1,3,177,0.249,11,9,0,0,3,41,57
DALLATURCA,Lorenzo,COL,2,2,4.15,14,0,1,0,0,17.1,13,10,8,20,22,3,2,0,63,0.206,3,0,0,1,2,8,20
DE LA ROSA RAMIREZ,Elio Rodolfo,MIL,0,1,0.00,1,0,0,0,0,1.0,1,1,0,2,1,0,0,0,3,0.333,0,1,0,0,1,2,0
DE LA ROSA,Erick Alexander,DRA,2,6,7.70,19,9,2,0,0,66.2,87,68,57,37,36,14,5,7,275,0.316,6,3,1,1,5,72,78
DE MARCHI,Lorenzo,ROV,0,0,10.45,9,1,0,0,0,20.2,26,27,24,28,17,4,0,1,79,0.329,4,7,0,2,2,20,19
DEGL'INNOCENTI,Giacomo,LAN,2,9,8.29,16,12,0,1,1,63.0,68,71,58,71,34,14,7,2,246,0.276,16,9,2,2,4,57,84
DELGADO CASTANEDA,Livan Francisco,CAG,2,6,10.99,11,9,0,1,0,46.2,63,64,57,54,46,19,1,2,188,0.335,15,15,0,4,3,37,43
DELLA PENNA,Roberto,RES,0,0,45.00,2,0,0,0,0,1.0,1,5,5,7,0,1,0,0,2,0.500,0,0,0,1,0,0,2
DEOTTO,Alessandro,COL,0,0,18.00,1,0,0,0,0,1.0,2,2,2,1,0,0,0,1,5,0.400,0,0,0,0,0,0,3
DI FABIO,Lorenzo,RSM,0,0,27.00,1,0,0,0,0,0.1,2,1,1,0,0,0,1,0,3,0.667,0,0,0,0,0,1,0
DI GIACOMO,Alessandro,RIM,4,4,3.25,16,10,0,0,0,74.2,69,35,27,34,76,10,4,1,287,0.240,6,7,1,3,4,79,66
DI RAFFAELE,Luca,RSM,3,1,3.29,12,10,0,0,0,38.1,15,15,14,22,63,4,0,1,125,0.120,2,2,0,1,0,19,28
DIAZ LEZAMA,Jose Alexander,OLT,6,5,1.85,17,16,0,0,0,107.0,71,30,22,26,161,9,1,0,386,0.184,8,8,1,1,5,109,47
DIAZ,Denzel,CER,0,0,0.00,1,0,0,0,0,2.0,0,0,0,1,3,0,0,0,6,0.000,1,0,0,0,0,1,2
DINI,Davide,ACA,5,5,5.29,16,13,0,1,0,80.0,81,63,47,43,66,17,0,5,309,0.262,16,15,0,4,1,79,78
DIVINA,Ruben,BOZ,1,2,11.57,15,1,0,0,0,28.0,37,37,36,46,15,3,0,2,111,0.333,5,2,0,1,2,31,29
EBAU,Gabriele,CAG,0,0,27.00,2,0,0,0,0,1.1,3,5,4,2,1,2,0,0,7,0.429,0,2,0,0,0,2,1
ERITALE,Alessio,BOZ,0,0,36.00,1,0,0,0,0,1.0,3,4,4,3,1,0,0,0,6,0.500,2,0,0,0,0,2,0
ERRICO,Mirko,ATL,1,0,6.88,6,0,0,0,0,17.0,21,15,13,7,11,6,2,0,70,0.300,1,3,0,1,1,18,20
FABIANI,Diego,COL,5,2,4.28,14,11,0,0,0,61.0,50,35,29,41,58,13,1,3,226,0.221,3,5,0,1,3,69,46
FANDINO HIDALGO,Javier Jose,BRE,3,8,3.11,13,13,0,0,0,81.0,75,38,28,38,100,16,3,0,305,0.246,9,6,0,2,13,92,42
FASAN,Filippo,CRO,0,0,9.00,1,0,0,0,0,1.0,0,1,1,1,0,0,0,0,2,0.000,0,1,0,1,0,1,2
FASAN,Matteo,CRO,1,1,7.82,8,0,0,0,0,12.2,8,15,11,12,11,1,0,1,46,0.174,3,8,0,1,0,7,18
FAVA,Rodrigo Marcello,OLT,0,1,4.63,15,2,1,0,0,23.1,22,15,12,14,19,6,0,0,91,0.242,0,5,3,0,0,15,33
FERRARI,Mirko,ROV,0,0,14.40,4,0,0,0,0,5.0,8,8,8,4,2,2,0,0,21,0.381,1,3,0,1,0,3,9
FILIPPINI,Giuseppe,RIM,0,0,18.00,1,0,0,0,0,1.0,3,2,2,1,2,0,0,0,6,0.500,0,0,0,0,0,0,1
FOCCHI,Riccardo,GOD,1,1,3.31,10,1,0,0,0,16.1,9,8,6,16,21,1,0,2,59,0.153,1,1,0,0,0,10,19
FONTANA,Leonardo,SAL,0,0,13.50,1,0,0,0,0,1.1,2,2,2,3,0,0,0,0,5,0.400,1,0,1,1,0,2,2
FRAGIACOMO,Jan,BOZ,0,0,12.15,4,0,0,0,0,6.2,9,15,9,12,5,2,0,0,28,0.321,4,2,0,3,0,3,11
FRANCINI,Daniel,FIO,0,0,7.20,3,0,0,0,0,5.0,9,14,4,6,1,2,0,0,29,0.310,2,2,0,0,0,8,7
FRIGATO,Alessandro,ROV,0,0,27.00,1,0,0,0,0,0.2,2,2,2,1,2,0,0,0,4,0.500,1,0,0,0,0,0,0
GALEOTTI,Matteo,GOD,5,5,4.09,13,13,0,0,0,61.2,66,35,28,27,46,15,1,3,238,0.277,3,12,0,5,3,71,58
GALLI,Samuele,GOD,0,0,9.00,4,0,1,0,0,4.0,6,4,4,3,1,0,0,0,17,0.353,1,0,0,1,0,5,5
GARAVITO MIGUEL,Ernesto Manuel,BOZ,2,5,5.37,16,8,0,1,0,67.0,61,59,40,63,66,10,4,2,249,0.245,10,11,4,4,3,58,62
GARBELLA,Giovanni,RSM,0,0,2.70,3,0,0,0,0,3.1,1,1,1,2,4,0,0,0,10,0.100,0,0,0,1,1,2,4
GARBELLA,Nicola,RSM,7,1,2.56,13,3,1,0,0,45.2,40,17,13,12,51,6,1,3,171,0.234,2,2,0,2,0,52,26
GARCIA ALMONTE,Anthony Gregory,CER,0,0,0.00,3,0,0,0,0,1.1,1,0,0,0,2,0,0,0,5,0.200,1,0,0,0,0,0,1
GARCIA DEL TORO,Eddy Abel,RES,4,0,1.20,15,1,5,0,0,52.2,25,11,7,13,91,4,0,2,178,0.140,1,2,2,1,0,23,37
GHEBREIGZIABIHER,Samuele,LON,4,5,4.08,16,7,1,0,0,53.0,59,32,24,22,49,9,2,0,209,0.282,7,5,0,2,2,48,51
GIAROLA,Filippo,TOR,0,0,0.00,5,0,0,0,0,4.1,4,0,0,4,4,1,0,0,16,0.250,0,0,0,0,0,5,3
GIARRAPUTO,Stefano,VER,0,0,10.13,6,0,0,0,0,5.1,7,6,6,4,4,1,1,2,21,0.333,0,1,0,1,0,4,7
GIORGI,Francesco,ATL,3,9,4.70,17,10,4,1,0,76.2,82,50,40,29,49,11,3,0,307,0.267,13,13,0,3,2,85,87
GIRASOLE,Andrea,MIL,0,1,17.05,3,1,0,0,0,6.1,12,13,12,4,1,1,0,1,31,0.387,2,5,0,1,0,4,14
GISMONDI,Ludovico,TOR,1,0,8.78,11,1,0,0,0,13.1,15,14,13,19,8,1,1,0,49,0.306,2,5,0,1,1,12,16
GOMEZ CARRASCO,Faustino,MON,0,0,0.00,1,0,0,0,0,1.1,0,0,0,0,2,0,0,0,4,0.000,0,0,0,0,0,1,1
GONZALES HERNANDEZ,Christofer,RON,1,1,7.04,6,0,0,0,0,7.2,8,10,6,7,8,3,0,0,30,0.267,5,4,2,0,0,7,6
GONZALEZ VALERA,Luis Gabriel,SAL,3,3,1.95,16,9,0,0,0,78.1,55,24,17,9,105,4,2,2,294,0.187,6,3,0,0,2,54,74
GONZALEZ,Ronmel Higuey,ACA,6,6,3.67,16,16,0,4,0,115.1,102,57,47,39,127,10,2,3,436,0.234,12,18,0,5,5,139,69
GOZZINI,Tommaso,FIO,0,0,9.00,1,0,0,0,0,1.0,2,1,1,1,1,1,0,0,5,0.400,0,0,0,0,0,2,0
GRASSI,Stefano,SEN,3,5,4.66,13,7,0,0,0,58.0,67,39,30,23,64,11,1,1,233,0.288,15,10,0,1,5,57,44
GUARDA,Dario,VER,3,6,5.99,17,14,0,0,0,67.2,78,58,45,32,41,16,2,2,267,0.292,11,18,0,2,6,95,55
GUERRA CEBALLOS,Pedro Rafael,SAL,1,5,2.47,11,7,0,0,0,43.2,51,28,12,14,48,6,2,1,175,0.291,2,6,0,2,3,45,31
GUEVARA,Carlos Modesto,DRA,0,0,0.00,3,0,0,0,0,1.2,3,0,0,0,2,0,0,0,7,0.429,0,1,0,1,0,2,1
GUILLEN MARVAL,Angel Eduardo,TOR,6,3,1.70,14,13,1,0,0,79.1,51,20,15,36,106,9,2,0,277,0.184,6,8,0,1,5,77,44
HERNANDEZ APETEGUIA,Estayle Manuel,ATL,0,0,18.00,1,0,1,0,0,1.0,2,2,2,1,1,1,0,0,5,0.400,0,0,0,0,0,0,2
HERNANDEZ ESPINOSA,Ruben,RES,8,2,1.84,15,14,0,0,0,83.1,50,27,17,35,155,6,3,0,297,0.168,6,9,0,0,3,64,21
HEYER,Kurt Wolfgang,NET,3,0,0.89,10,4,3,0,0,40.2,24,6,4,4,74,4,1,0,145,0.166,4,1,0,0,0,31,15
HIDALGO REYES,Stalin Stiven,JRG,1,0,4.00,13,0,1,0,0,27.0,21,13,12,18,32,8,1,1,101,0.208,5,3,0,0,0,24,22
HURTADO NOA,Yuliesky,MOD,6,3,2.77,15,11,1,0,0,65.0,50,27,20,20,74,13,3,0,228,0.219,3,5,0,3,7,60,50
IANNUZZI,Giacomo Josè,BRE,0,0,16.88,3,0,0,0,0,5.1,16,10,10,2,4,1,0,1,28,0.571,1,5,0,2,0,4,6
IOLI,Nicolò,RIM,2,4,4.28,13,7,2,0,0,48.1,49,29,23,27,48,11,1,3,190,0.258,6,4,1,2,1,51,38
JIMENEZ GOMEZ,Elias,CER,6,6,3.78,16,15,0,5,3,104.2,92,58,44,47,144,8,3,1,410,0.224,25,9,2,2,3,111,57
KOURTIS,Dimitrios,RSM,4,0,0.00,9,0,1,0,0,15.1,5,0,0,3,33,1,0,0,49,0.102,0,0,0,0,0,7,3
KRASNIQI,Albrim,FIO,1,3,8.40,11,2,0,0,0,30.0,43,40,28,29,14,11,0,1,130,0.331,6,2,1,5,4,29,42
KRASNIQI,Endrit,FIO,1,7,7.80,12,10,0,0,0,47.1,75,58,41,38,37,10,3,1,205,0.366,8,2,1,7,4,37,59
KRASNIQI,Labinot,FIO,0,1,9.82,5,0,0,0,0,3.2,6,4,4,5,2,0,0,0,17,0.353,1,0,0,0,0,1,7
LAGHI,Filippo,GOD,0,0,10.80,2,0,0,0,0,1.2,1,2,2,3,3,1,0,0,6,0.167,0,0,0,0,0,1,1
LAMA,Sanik,COL,0,0,6.00,3,1,0,0,0,6.0,6,4,4,6,0,1,0,0,21,0.286,0,2,0,1,0,2,14
LANZI,Leonardo,MON,0,0,10.80,8,0,0,0,0,10.0,12,17,12,16,7,3,0,0,39,0.308,3,1,0,1,1,13,8
LEYVA DELGADO,Elian,BOL,0,1,3.60,2,0,0,0,0,5.0,4,2,2,2,7,0,0,1,18,0.222,0,0,0,0,0,6,1
LIGUORI,Lars Vincent,NET,7,2,2.80,13,9,1,1,1,54.2,33,20,17,12,74,4,0,3,194,0.170,1,0,2,2,1,58,29
LOMBARDI,Matteo,OLT,0,3,6.52,9,0,1,0,0,19.1,27,15,14,11,14,7,1,1,83,0.325,3,1,3,0,1,28,12
LOPEZ GUERRA,Aliangel Frank,MAC,7,3,1.56,12,10,1,0,0,57.2,30,17,10,12,100,3,4,2,207,0.145,6,4,0,2,0,42,29
MACCAGNAN,Luca,RON,0,0,0.00,1,0,0,0,0,1.0,1,2,0,3,3,0,0,0,5,0.200,0,0,0,0,0,0,0
MACCAGNAN,Luca,CER,0,1,3.86,3,0,0,0,0,2.1,0,2,1,5,3,0,0,0,7,0.000,3,0,0,0,0,2,2
MAGLIO,Manuel,RES,0,2,7.20,8,3,1,0,0,20.0,19,20,16,25,18,2,1,1,74,0.257,12,5,0,3,0,19,19
MARGHERI,Manuele,LAN,1,3,5.40,15,4,0,0,0,50.0,61,46,30,40,27,9,2,1,205,0.298,14,7,1,8,1,45,69
MARQUEZ CORONADO,Angel Alexander,JRG,1,0,8.10,3,0,0,0,0,3.1,4,4,3,1,5,2,0,0,16,0.250,0,0,0,0,0,1,4
MARTIN PEREZ,Oregsis,FIO,3,10,3.55,15,13,0,3,1,91.1,99,54,36,24,75,15,2,2,367,0.270,4,9,2,4,4,87,98
MARTINEZ HOLGUIN,Euridis,MOD,1,1,5.89,13,3,2,0,0,36.2,44,28,24,9,42,7,3,1,147,0.299,4,9,1,0,2,32,27
MARZULLO,Stefano,SEN,0,0,1.35,6,0,0,0,0,6.2,7,5,1,1,3,1,1,0,31,0.226,0,1,0,0,0,9,9
MAZZOCCHI,Rene Rafael,RSM,1,0,3.18,9,0,1,0,0,17.0,13,6,6,8,17,2,0,1,57,0.228,0,2,0,2,1,16,14
MENONI,Daniele,FIO,0,0,9.39,6,0,0,0,0,7.2,6,14,8,17,5,1,0,0,28,0.214,3,5,0,1,0,5,12
