Player,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
AGUILERA ZAYAS
Paris,RCH,38,6,8,0,1,0,6,10,0.211,0.263,0.326,0.589,7,0,6,1,1,0,1,1
ANASAGASTI
Leandro,RCH,96,11,25,5,0,0,14,30,0.260,0.313,0.378,0.691,13,7,24,1,3,3,0,1
AUSSEMS
Jesse,RCH,113,30,31,9,0,1,12,43,0.274,0.381,0.423,0.804,30,2,21,0,4,2,3,1
BELJAARDS
Duncan,PIO,54,9,12,4,0,0,6,16,0.222,0.296,0.317,0.613,8,0,11,0,1,1,3,0
BENTURA
Railison,TWI,141,15,38,7,2,0,22,49,0.270,0.348,0.325,0.673,11,2,20,3,3,6,5,1
BERKEL
Nathan,HCA,72,15,21,2,1,2,12,31,0.292,0.431,0.363,0.794,8,0,19,2,0,2,9,3
BERKENBOSCH
Kenny,AMS,148,30,38,7,0,0,11,45,0.257,0.304,0.387,0.691,29,3,20,3,1,1,11,2
BERNADINA
Rogear,NEP,179,41,66,16,1,0,36,84,0.369,0.469,0.463,0.932,33,0,14,2,2,0,10,1
BLIJLEVEN
Mart,RCH,77,15,22,3,0,0,6,25,0.286,0.325,0.444,0.769,19,3,16,0,0,1,3,0
BLOKKER
Bram,DKI,87,18,21,2,0,0,14,23,0.241,0.264,0.350,0.614,13,2,17,3,1,2,1,0
BOGAERTS
Jair,HCA,52,7,10,3,0,0,7,13,0.192,0.250,0.259,0.509,5,0,18,2,1,0,0,0
BONEVACIA
Arthur,TWI,112,9,31,8,0,0,15,39,0.277,0.348,0.385,0.733,18,3,19,2,2,0,0,0
BOS
Thomas,DKI,50,5,11,2,0,0,4,13,0.220,0.260,0.328,0.588,9,0,15,3,2,2,2,2
BROOKS
Denzel,PIO,118,27,34,4,3,1,16,47,0.288,0.398,0.376,0.774,17,2,21,3,4,4,16,3
BUN
Luuk,TWI,74,16,21,3,0,2,13,30,0.284,0.405,0.375,0.780,8,4,20,2,2,0,2,2
BURGER
Jordy,QUI,62,6,3,0,0,0,1,3,0.048,0.048,0.132,0.180,6,0,13,1,0,2,0,0
CALISTE
J'mar,HCA,2,0,1,0,0,0,1,1,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
CAROLINA
Rayshelon,TWI,137,27,30,2,2,0,18,36,0.219,0.263,0.388,0.651,35,4,23,0,2,5,8,4
CELESTIJN
Dre,NEP,22,2,5,1,0,0,3,6,0.227,0.273,0.320,0.593,2,1,5,0,0,1,0,0
CLEMENSIA
Taylor,QUI,86,7,17,3,0,2,12,26,0.198,0.302,0.349,0.651,19,2,18,1,2,0,0,0
CREMER
Jules,HCA,131,16,39,4,1,0,27,45,0.298,0.344,0.343,0.687,7,3,26,1,2,3,9,3
CROES
Linoy,HCA,78,11,18,2,1,1,9,25,0.231,0.321,0.291,0.612,7,0,14,1,1,1,1,1
CROUWEL
Matis,DKI,123,15,32,8,2,0,25,44,0.260,0.358,0.364,0.722,23,0,23,3,5,2,3,1
DAAL
Rodney,QUI,99,13,26,5,1,0,13,33,0.263,0.333,0.336,0.669,10,1,8,8,0,0,1,0
DE CUBA
Quintin,HCA,149,23,34,5,2,2,21,49,0.228,0.329,0.376,0.705,35,2,30,5,3,0,3,2
DE VREEDE
Bodhi,PIO,58,20,16,2,0,0,8,18,0.276,0.310,0.432,0.742,14,2,16,1,0,3,3,1
DE WINDT
Tyron,STO,2,0,1,0,0,0,0,1,0.500,0.500,0.500,1.000,0,0,0,0,0,0,0,0
DIAZ
Christian,NEP,188,29,53,6,4,0,26,67,0.282,0.356,0.356,0.712,21,3,16,4,4,1,11,5
DIRKSEN
Kevin,HCA,157,17,45,10,0,1,17,58,0.287,0.369,0.398,0.767,26,5,35,2,3,0,1,2
DJAOEN
Rayendly,STO,14,2,4,0,0,0,2,4,0.286,0.286,0.333,0.619,0,1,5,0,0,0,0,0
DRAIJER
Max,HCA,174,28,44,9,2,1,27,60,0.253,0.345,0.355,0.700,27,1,24,4,1,3,3,0
DRAIJER
Remco,RCH,11,4,5,0,0,0,0,5,0.455,0.455,0.538,0.993,2,0,3,0,0,0,1,0
DRAIJER
Victor,HCA,100,13,26,6,0,2,15,38,0.260,0.380,0.316,0.696,9,1,23,0,4,1,0,0
DUMITRESCU
Michael,PIO,74,12,18,1,1,2,15,27,0.243,0.365,0.309,0.674,7,0,19,3,0,3,3,1
ENGELHARDT
Rachid,AMS,190,32,49,7,2,1,32,63,0.258,0.332,0.365,0.697,29,6,38,5,5,2,6,4
ERNESTINA
Joshua,STO,15,2,3,0,0,0,1,3,0.200,0.200,0.294,0.494,2,0,4,0,0,0,0,0
EUSTACIA
Sigmar,STO,109,13,24,7,0,0,12,31,0.220,0.284,0.341,0.625,17,3,20,2,0,1,3,0
FECUNDA
Jurickson,STO,61,5,10,2,0,0,9,12,0.164,0.197,0.232,0.429,4,2,15,2,2,1,8,1
FRANK
Dion,HCA,1,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,0,0,0,0,0,0
FRANKA
Amarensio,NEP,2,3,1,0,0,0,0,1,0.500,0.500,0.667,1.167,1,0,1,0,0,0,3,0
FUKUDA
Daisuke,DKI,61,11,18,3,1,0,11,23,0.295,0.377,0.438,0.815,15,2,7,2,2,2,1,1
GARBELLA
Nicola,AMS,27,1,3,1,0,0,5,4,0.111,0.148,0.265,0.413,6,0,7,1,1,0,1,1
GARIO
Mervin,PIO,14,3,5,1,0,0,5,6,0.357,0.429,0.375,0.804,1,0,1,0,1,0,0,0
GERARD
Rashid,AMS,100,20,22,1,0,0,13,23,0.220,0.230,0.438,0.668,34,7,14,11,3,1,2,1
GIBBS
Khirstan,STO,11,2,3,0,0,0,1,3,0.273,0.273,0.467,0.740,4,0,2,1,0,1,0,0
GIJSBERTHA
Jaison,PIO,32,2,6,0,0,0,0,6,0.188,0.188,0.257,0.445,3,0,4,3,0,1,1,0
GOEDEE
Stijn,PIO,23,2,2,0,0,0,4,2,0.087,0.087,0.300,0.387,7,0,8,0,0,0,0,0
GOINS
Julian,HCA,99,12,20,4,0,1,12,27,0.202,0.273,0.344,0.617,15,8,25,0,3,0,10,3
GONZALEZ GARAY
Luis,STO,105,12,24,9,0,1,10,36,0.229,0.343,0.293,0.636,8,2,27,6,1,2,0,0
GROENEWOUD
Daan,RCH,61,11,14,3,0,0,2,17,0.230,0.279,0.319,0.598,8,0,8,2,0,1,1,0
HALDERMAN
Koen,DKI,150,30,53,13,1,0,37,68,0.353,0.453,0.430,0.883,21,3,14,1,5,3,2,0
HALMAN
Jason,TWI,153,14,36,9,0,2,24,51,0.235,0.333,0.333,0.666,22,2,31,4,3,0,1,0
HANSEN
Jurian,STO,86,13,17,2,0,0,6,19,0.198,0.221,0.289,0.510,7,4,19,0,0,2,6,8
HASWELL
Emilson,AMS,106,26,25,8,1,0,10,35,0.236,0.330,0.341,0.671,17,1,27,0,2,1,6,0
HEESAKKERS
