Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
BROLO,Murilo,BOL,13,5,2,3,0,1.000,0,0,1,0.0,0,0
BUCCHI,Mattia,GOD,22,84,35,43,6,0.929,9,0,0,,0,0
CALASSO,Simone,COL,23,47,43,3,1,0.979,2,0,0,,0,0
CAMPANELLA,Lorenzo,BOL,2,3,2,1,0,1.000,1,0,0,,0,0
CANUTI,Tomas,BOL,7,3,2,1,0,1.000,0,0,0,,0,0
CARRERA,Jesus,MAC,22,88,81,7,0,1.000,7,0,0,,0,0
CASADIO,Antonio,GOD,1,1,1,0,0,1.000,0,0,0,,0,0
CASERES DORSINE,Maikel,RSM,31,111,67,38,6,0.946,12,0,0,,0,0
CATALANO,Samuele,COL,15,100,84,14,2,0.980,0,19,8,70.4,4,0
CELLI,Federico,RSM,34,48,47,0,1,0.979,0,0,0,,0,0
CLEMENTINA,Hendrik,BOL,6,54,50,3,1,0.981,0,3,2,60.0,1,0
COFFRINI,Luca,COL,23,66,60,2,4,0.939,7,0,0,,0,0
CREPALDI,Filippo,BOL,19,4,2,2,0,1.000,1,0,0,,0,0
DALLATURCA,Lorenzo,COL,13,4,0,4,0,1.000,0,0,1,0.0,0,0
DE SIMONE,Samuele,MAC,11,27,22,4,1,0.963,2,4,1,80.0,2,0
DEOTTO,Alessandro,PAR,13,90,84,4,2,0.978,0,10,2,83.3,1,0
DESIMONI,Stefano,PAR,21,13,13,0,0,1.000,0,0,0,,0,0
DI BATTISTA,Gianmarco,MAC,20,49,22,20,7,0.857,4,0,0,,0,0
DI BENEDETTO,Nicholas,MAC,9,23,6,13,4,0.826,0,0,0,,0,0
DI FABIO,Lorenzo,RSM,30,47,12,29,6,0.872,1,0,0,,0,0
DI RAFFAELE,Lorenzo,RSM,15,32,10,20,2,0.938,4,0,0,,0,0
DI RAFFAELE,Luca,RSM,13,2,0,2,0,1.000,0,0,1,0.0,0,0
DIDDER,Ray-Patrick,BOL,29,91,36,50,5,0.945,11,0,0,,0,0
DOBBOLETTA,Lorenzo,BOL,33,63,58,4,1,0.984,1,0,0,,0,0
DRENI,Julian,BOL,26,74,27,42,5,0.932,5,0,0,,0,0
EVANGELISTA,Digno,GOD,25,119,107,9,3,0.975,3,24,1,96.0,4,0
FABIANI,Diego,COL,11,11,4,6,1,0.909,0,0,0,,0,0
FERRARINI,Luca,COL,7,1,1,0,0,1.000,0,0,0,,0,0
FERRI,Jacopo,BOL,3,8,3,5,0,1.000,1,0,0,,0,0
FRACCHIOLLA,Gianny,MAC,8,5,1,4,0,1.000,0,0,1,0.0,0,0
FUZZI,Francesco,GOD,20,70,59,8,3,0.957,4,0,0,,0,0
GALEOTTI,Matteo,GOD,10,7,2,5,0,1.000,0,0,0,,0,0
GALLI,Samuele,GOD,11,36,31,3,2,0.944,3,0,0,,0,0
GAMBERINI,Samuele,BOL,15,32,29,3,0,1.000,2,5,0,100.0,0,0
GARBELLA,Giovanni,RSM,32,41,37,3,1,0.976,0,0,0,,0,0
GARBELLA,Nicola,RSM,19,13,3,8,2,0.846,0,0,2,0.0,0,0
GELLI,Erik,GOD,12,33,23,9,1,0.970,6,0,0,,0,0
GIACOMINI,Tommaso,MAC,8,11,9,1,1,0.909,0,0,0,,0,0
GIAROLA,Tommaso,PAR,16,53,33,17,3,0.943,1,4,0,100.0,1,0
GIUSTOZZI,Gabriele,MAC,1,1,1,0,0,1.000,0,0,0,,0,0
GONZALEZ,Cesar,MAC,5,3,0,3,0,1.000,0,0,0,,0,0
GONZALEZ,Pablo,MAC,7,22,8,13,1,0.955,4,0,0,,0,0
GRADALI,Lorenzo,PAR,15,7,5,0,2,0.714,0,0,0,,0,0
GRIMAUDO,Alessandro,BOL,26,118,114,3,1,0.992,5,0,0,,0,0
HELDER,Eugene,BOL,15,31,10,14,7,0.774,1,0,0,,0,0
HERNANDEZ,Ricardo,RSM,4,3,2,0,1,0.667,0,0,0,,0,0
IACOMUCCI,Thomas,MAC,3,10,9,1,0,1.000,0,0,0,,0,0
KOURTIS,Dimitrios,RSM,21,6,3,3,0,1.000,0,0,0,,0,0
KOUTSOYANOPULOS,Aldo,PAR,26,35,32,2,1,0.971,0,0,0,,0,0
LAMA,Sanik,COL,1,1,1,0,0,1.000,0,0,0,,0,0
LOARDI,Niccolò Maria,BOL,30,88,81,4,3,0.966,6,0,0,,0,0
LORI,Maicol,COL,17,73,66,6,1,0.986,0,31,2,93.9,2,0
LUCIANI,Gionni,MAC,13,16,12,3,1,0.938,0,0,0,,0,0
LUGO,Luis,PAR,8,3,0,2,1,0.667,0,0,0,,0,0
MAESTRI,Alessandro,RSM,15,4,0,4,0,1.000,1,0,0,,0,0
MANTOVANI,Pietro,COL,21,37,33,1,3,0.919,1,0,0,,0,0
MARZIALI,Nicola,BOL,6,3,1,2,0,1.000,0,0,0,,0,0
MAZZA,Alessio,COL,5,8,7,1,0,1.000,0,3,0,100.0,2,0
MELANDRI,Simone,GOD,8,1,1,0,0,1.000,0,0,0,,0,0
MELEGARI,Nicola,COL,15,12,9,1,2,0.833,0,0,0,,0,0
MERIGGI,Davide,GOD,22,18,15,1,2,0.889,0,0,0,,0,0
MERIGGI,Giacomo,GOD,23,41,37,1,3,0.927,0,0,0,,0,0
MINGHELLI RADOLOVICH,Nicolò,GOD,3,2,1,0,1,0.500,0,0,0,,0,0
MIRABAL,Charlie,PAR,13,41,16,24,1,0.976,6,0,0,,0,0
MOLDUCCI,Jacopo,GOD,6,2,2,0,0,1.000,0,0,0,,0,0
MONARI,Eugenio,GOD,22,115,109,4,2,0.983,8,3,0,100.0,0,0
MONELLO,Giulio,RSM,27,218,200,13,5,0.977,4,12,3,80.0,2,0
MOREDO,Eduardo,MAC,22,90,32,49,9,0.900,12,0,0,,0,0
MORGANTI,Tommaso,MAC,10,43,35,7,1,0.977,6,0,0,,0,0
MORRESI,Alessandro,MAC,11,24,22,1,1,0.958,2,1,0,100.0,0,0
MORRESI,Lorenzo,MAC,18,100,90,9,1,0.990,3,15,5,75.0,1,0
NARDI,Francesco,PAR,12,4,1,2,1,0.750,0,0,0,,0,0
NÁCAR,Leslie,MAC,2,2,1,1,0,1.000,0,0,0,,0,0
ODUBER,Randolph,BOL,15,18,17,0,1,0.944,0,0,0,,0,0
ORSELLI,Manuel,GOD,2,4,2,2,0,1.000,1,0,0,,0,0
PAOLINI,Ricardo Segundo,PAR,26,80,32,46,2,0.975,13,0,0,,0,0
PASOTTO,Andrea,COL,22,52,48,3,1,0.981,3,0,0,,0,0
PERDOMO,Javier,MAC,9,2,0,2,0,1.000,0,0,0,,0,0
PERILLI,Pietro,BOL,6,1,1,0,0,1.000,0,0,0,,0,0
PIUMATTI,Gabriele,GOD,11,7,1,5,1,0.857,0,0,1,0.0,0,0
PIZZOLINI,Marco,GOD,16,2,0,1,1,0.500,0,0,0,,0,0
POMA,Sebastiano,PAR,20,25,25,0,0,1.000,0,0,0,,0,0
POMPONI,Francesco,PAR,23,26,8,16,2,0.923,3,0,0,,0,0
POMPONI,Michele,PAR,16,13,4,8,1,0.923,2,0,0,,0,0
PULZETTI,Luca,RSM,34,97,27,62,8,0.918,11,0,0,,0,0
QUATTRINI,Gabriele,MAC,11,4,2,2,0,1.000,1,0,0,,0,0
QUATTRINI,Michele,MAC,10,8,3,5,0,1.000,0,0,0,,0,0
RAGIONIERI,Marco,PAR,1,8,6,0,2,0.750,0,1,0,100.0,1,0
REGINATO,Mattia,RSM,31,12,11,0,1,0.917,0,0,0,,0,0
RIVERA,Yomel,PAR,8,5,0,5,0,1.000,0,0,0,,0,0
RONDON,Edgar,RSM,2,11,11,0,0,1.000,0,0,0,,0,0
ROSALES MOTTA,Giovanny Andres,BOL,5,27,21,4,2,0.926,1,3,1,75.0,2,0
RUSSO,Eladio Alexander,BOL,33,33,28,3,2,0.939,1,0,0,,0,0
RUZZU,Giovanni,BOL,2,1,1,0,0,1.000,0,0,0,,0,0
SABBADINI,Alex,GOD,15,4,1,3,0,1.000,0,0,0,,0,0
SABBATANI,Marco,GOD,22,24,22,0,2,0.917,0,3,0,100.0,0,0
SAMBUCCI,Alex,PAR,25,146,133,9,4,0.973,17,0,0,,0,0
SAMPAOLO,Riccardo,MAC,2,1,0,0,1,0.000,0,0,0,,0,0
SANTANA PAYANO,Luis Manuel,COL,17,8,2,5,1,0.875,2,0,0,,0,0
SCALERA,Luca,COL,11,27,19,5,3,0.889,3,0,0,,0,0
SCALERA,Luca,PAR,2,4,1,3,0,1.000,1,0,0,,0,0
SCOTTI,Claudio,BOL,14,5,2,1,2,0.600,0,0,0,,0,0
SERRANI,Riccardo,MAC,17,33,32,1,0,1.000,0,0,0,,0,0
SERVIDEI L,Luca,GOD,25,98,29,59,10,0.898,15,0,0,,0,0
SERVIDEI M,Marco,GOD,28,73,19,48,6,0.918,3,0,0,,0,0
SOLBACH,Markus,RSM,12,5,3,2,0,1.000,1,0,0,,0,0
SORRENTINO,Fabio,PAR,15,112,102,8,2,0.982,0,10,1,90.9,4,1
SPLENDIANI,Leonardo,MAC,21,34,32,1,1,0.971,0,0,0,,0,0
TANESINI,Paolo,GOD,25,42,39,2,1,0.976,0,0,0,,0,0
TROLLI,Davide,COL,19,33,33,0,0,1.000,0,0,0,,0,0
TUCCI,Oscar,MAC,18,12,10,1,1,0.917,0,0,0,,0,0
TURI,Giovanni,MAC,4,1,0,1,0,1.000,0,0,0,,0,0
VAGLIO,Alessandro,BOL,12,49,21,27,1,0.980,4,0,0,,0,0
VALENTI,Filippo,COL,18,22,22,0,0,1.000,0,0,0,,0,0
VILORIA,Nolberto,PAR,23,14,14,0,0,1.000,1,0,0,,0,0
ZOTTI,Matthias,BOL,14,7,2,3,2,0.714,0,0,1,0.0,0,0
