Surname,First Name,Team,G,C,PO,A,E,FLDP,DP,SBA,CSB,SBAP,PB,CI
ADELINA,Kayleigh,QUI,25,78,40,32,6,0.923,3,0,0,,0,0
ADRIAANSZ-TUK,Karin,OGZ,42,132,112,16,4,0.970,2,21,5,80.8,5,0
ADRIAANSZ,Desiree,OGZ,39,34,25,3,6,0.824,1,0,0,,0,0
ARMIROTTO,Noa,OGZ,31,102,46,46,10,0.902,1,11,0,100.0,2,0
ARP,Laura,QUI,34,38,36,0,2,0.947,0,0,0,,0,0
BARBÉ,Renée,PIO,14,13,5,3,5,0.615,0,0,0,,0,0
BEEKVELDT,Yindi,OLY,38,27,25,2,0,1.000,0,0,0,,0,0
BEERS,Brenda,OLY,45,175,154,16,5,0.971,1,12,5,70.6,13,0
BEZEMS,Kelly,ROE,29,27,18,4,5,0.815,0,2,0,100.0,0,0
BEZEMS,Maudy,ROE,33,58,52,4,2,0.966,1,15,0,100.0,6,0
BOERSMA,Tenley,SPA,26,93,79,13,1,0.989,1,7,3,70.0,3,0
BOLAND,Ailleen,AMS,5,1,1,0,0,1.000,0,0,0,,0,0
BOMBA,Angelica,QUI,42,127,88,33,6,0.953,5,0,0,,0,0
BOONTJES,Anouk,AMS,18,44,39,4,1,0.977,0,10,1,90.9,2,0
BRINKS,Demi,AMS,40,40,20,16,4,0.900,1,0,0,,0,0
CHARLES,Damishah,QUI,16,49,26,19,4,0.918,2,0,0,,0,0
CLARIJS,Lizzie,TTT,42,139,55,75,9,0.935,8,0,0,,0,0
CORNELL,Sarah,AMS,36,16,7,9,0,1.000,2,0,0,,0,0
CROUWEL,Marijn,OGZ,13,42,38,4,0,1.000,0,5,0,100.0,1,0
DE BOER-ESMEIJER,Vera,QUI,45,26,3,22,1,0.962,0,0,0,,0,0
DE BOER,Else-Fieke,QUI,32,87,80,6,1,0.989,7,0,0,,0,0
DE GREEF,Melissa,OGZ,5,3,3,0,0,1.000,0,0,0,,0,0
DE GROOT,Merel,PIO,37,98,37,43,18,0.816,1,0,0,,0,0
DE GROOT,Puk,TTT,15,11,9,1,1,0.909,0,1,0,100.0,1,0
DE GROOT,Robin,PIO,22,36,27,5,4,0.889,1,5,0,100.0,2,0
DE JONGE,Babs,OGZ,42,78,27,39,12,0.846,0,0,0,,0,0
DE VRIES,Lisa,ROE,40,104,48,48,8,0.923,3,0,0,,0,0
DE WEERT,Ginger,TTT,36,19,1,18,0,1.000,2,0,0,,0,0
DEN DUIJN,Sterre,ROE,14,56,26,23,7,0.875,0,0,0,,0,0
DIRKSZ,Quilen,OLY,44,102,28,63,11,0.892,2,0,0,,0,0
DONKERS,Kim,ROE,32,165,155,7,3,0.982,6,0,0,,0,0
DRIJVERS,Charlotte,ROE,12,67,62,2,3,0.955,1,7,2,77.8,0,0
DRIJVERS,Sietske,AMS,38,98,79,12,7,0.929,0,16,5,76.2,5,0
ELIZABETH,Leonella,QUI,15,6,0,6,0,1.000,0,1,0,100.0,0,0
EVERS,Sarah,OGZ,4,6,3,2,1,0.833,0,0,0,,0,0
FELIX,Amy,PIO,34,92,88,1,3,0.967,0,0,0,,0,0
FLANEGIN,Riangela,SPA,35,110,58,47,5,0.955,12,0,0,,0,0
FRANKA,Onaisha,ROE,34,114,73,39,2,0.982,8,0,0,,0,0
FRANKA,Shomayra,ROE,33,5,0,5,0,1.000,0,0,0,,0,0
GROOT,Stacy,AMS,41,113,61,49,3,0.973,4,0,0,,0,0
HAEN,Charlotte,ROE,4,11,7,1,3,0.727,0,2,0,100.0,0,0
HELD,Hannah,OGZ,18,4,0,4,0,1.000,0,0,0,,0,0
HENDRIKS,Nina,AMS,18,5,0,5,0,1.000,0,0,0,,0,0
HENKS,Rachel,SPA,43,26,4,20,2,0.923,1,0,0,,0,0
HICKS,Zoe,SPA,21,49,25,23,1,0.980,2,0,0,,0,0
HOOIJER,Iris,AMS,37,49,43,3,3,0.939,1,3,0,100.0,0,0
HOP,Lisa,OLY,78,57,28,25,4,0.930,1,0,0,,0,0
HORSTEN,Bo,ROE,19,3,2,1,0,1.000,0,0,0,,0,0
HORSTEN,Kim,ROE,30,7,3,4,0,1.000,0,0,0,,0,0
HUIJZERS,Kelsey,PIO,36,140,132,6,2,0.986,5,0,0,,0,0
JANSEN,Annemiek,TTT,42,66,60,2,4,0.939,0,0,0,,0,0
JONES,Kimberly,SPA,36,71,21,47,3,0.958,1,0,0,,0,0
JONG LOY,Uchenna,AMS,14,21,18,2,1,0.952,2,0,0,,0,0
KARDIJK,Elyke,PIO,19,17,12,2,3,0.824,0,8,0,100.0,1,0
KETELAARS,Gini,ROE,7,7,7,0,0,1.000,0,0,0,,0,0
KIEFT,Lorraine,SPA,34,106,96,9,1,0.991,1,15,2,88.2,1,0
KISTEMAKER,Isis,OLY,18,3,0,3,0,1.000,0,0,0,,0,0
KOCK,Shaneequa,TTT,44,61,34,25,2,0.967,2,0,0,,0,0
KOEMAN,Kelly,AMS,36,173,158,10,5,0.971,9,0,0,,0,0
KOORN,Julia,AMS,5,1,1,0,0,1.000,0,0,0,,0,0
KOUWENHOVEN,Maja,AMS,35,13,6,5,2,0.846,0,0,0,,0,0
KRAMER,Merel,AMS,4,4,3,0,1,0.750,0,2,0,100.0,0,0
KRAMER,Roos-Marijn,OGZ,60,18,5,13,0,1.000,0,0,0,,0,0
KRIJGSMAN,Amber,OGZ,11,3,0,3,0,1.000,0,0,0,,0,0
KROMMENDIJK,Ella,OGZ,42,60,50,2,8,0.867,0,0,0,,0,0
KUIJLAARS,Rachel,ROE,2,6,6,0,0,1.000,0,0,0,,0,0
KUIPERS,Odette,QUI,1,2,1,0,1,0.500,0,0,0,,0,0
KWAKERNAAK,Julia,PIO,30,65,17,41,7,0.892,0,0,0,,0,0
LIGTVOET,Wies,ROE,39,59,50,7,2,0.966,2,0,0,,0,0
LIJBERS,Tammie,SPA,16,68,65,2,1,0.985,1,9,1,90.0,1,0
LOS,Isa,ROE,42,41,35,3,3,0.927,1,0,0,,0,0
LUCASSEN,Jasmine,PIO,12,1,0,0,1,0.000,0,0,0,,0,0
MAARTENS,Lea,PIO,54,17,5,5,7,0.588,0,0,0,,0,0
MARINUS,Nadine,TTT,42,173,168,4,1,0.994,6,0,0,,0,0
MARKIES,Isabelle,AMS,27,50,25,17,8,0.840,1,0,0,,0,0
MEADOWS,Lindsey,TTT,65,47,21,23,3,0.936,3,0,0,,0,0
MEEWISSE,Jeske,AMS,20,7,5,2,0,1.000,0,3,2,60.0,1,0
MELONI,Masha,OGZ,39,99,86,11,2,0.980,2,15,2,88.2,9,0
MERKX,Marjolein,ROE,67,29,9,20,0,1.000,1,0,0,,0,0
MEYERING,Lisa,OGZ,54,44,29,15,0,1.000,2,0,0,,0,0
MUTIC,Dervisa,SPA,25,39,28,6,5,0.872,0,0,0,,0,0
MWARO,Rose,QUI,19,22,18,1,3,0.864,1,0,0,,0,0
ONDERWATER,Daphne,OLY,21,11,4,6,1,0.909,0,0,0,,0,0
OOMES,Nina,SPA,36,38,36,1,1,0.974,1,0,0,,0,0
OOSTERVELD,Merel,AMS,1,2,1,0,1,0.500,0,0,0,,0,0
OOSTING,Dinet,TTT,40,220,180,34,6,0.973,2,12,8,60.0,2,0
PAGAN,Lisa,OGZ,6,2,0,2,0,1.000,0,0,0,,0,0
PANDOLFO,Darby,AMS,21,110,87,17,6,0.945,5,5,3,62.5,2,0
PIENEMAN,Kelsy,OGZ,37,89,59,25,5,0.944,4,0,0,,0,0
POELGEEST,Suzanne,ROE,9,7,5,2,0,1.000,0,0,0,,0,0
POOT,Feline,SPA,8,37,10,24,3,0.919,1,0,0,,0,0
POOT,Ismay,SPA,27,28,26,1,1,0.964,0,0,0,,0,0
PRINS,Anna,OLY,43,192,174,13,5,0.974,3,9,2,81.8,4,0
RAZEY,Ashley,ROE,10,69,57,9,3,0.957,2,11,5,68.8,1,0
RECTOR,Machteld,OLY,48,148,49,79,20,0.865,5,0,0,,0,0
REMMERS,Tess,TTT,20,51,24,23,4,0.922,1,0,0,,0,0
RIJGERSBERG,Jade,PIO,33,67,55,4,8,0.881,0,41,2,95.3,5,0
SCHEELE,Kirsten,SPA,48,24,5,17,2,0.917,0,0,0,,0,0
SCHEURKOGEL,Bobbi,SPA,42,50,49,1,0,1.000,3,0,0,,0,0
SCHOOR,Caressa,SPA,31,9,2,6,1,0.889,1,0,0,,0,0
SCHOUTEN,Sarah,PIO,2,2,0,0,2,0.000,0,0,0,,0,0
SCHUUR,Michelle,QUI,42,52,49,2,1,0.981,0,0,0,,0,0
SIERING,Pia,TTT,26,15,11,2,2,0.867,0,0,0,,0,0
SMID,Myrthe,TTT,2,1,1,0,0,1.000,0,0,0,,0,0
SMIT,Isa,OGZ,13,17,17,0,0,1.000,0,0,0,,0,0
SNOW,Elizabeth,ROE,19,99,85,8,6,0.939,4,15,1,93.8,1,0
SOUMERU,Rebecca,SPA,36,7,0,7,0,1.000,0,0,0,,0,0
SPINAS-VALAINIS,Alyson,OLY,40,18,2,16,0,1.000,0,0,0,,0,0
STOOVELAAR,Ilse,PIO,24,28,21,2,5,0.821,0,0,0,,0,0
STUART,Rhowan,AMS,42,124,69,49,6,0.952,3,10,3,76.9,1,0
SZALAY,Katharina,OGZ,30,106,33,71,2,0.981,7,0,0,,0,0
TEN DONKELAAR,Danielle,TTT,62,125,99,17,9,0.928,5,0,0,,0,0
TER HEEGDE,Resa,AMS,36,49,45,0,4,0.918,0,0,0,,0,0
THEROU-VAN KNEGSEL,Eva,ROE,8,4,4,0,0,1.000,0,0,0,,0,0
TOLMIE,Jessica,ROE,50,6,0,5,1,0.833,0,0,0,,0,0
UDINK,Amy,OGZ,36,174,159,12,3,0.983,7,0,0,,0,0
UYTENDAAL,Lizzy,QUI,45,70,23,43,4,0.943,4,0,0,,0,0
UYTENDAAL,Nicky,QUI,42,208,190,15,3,0.986,2,28,2,93.3,1,0
VAN AALST,Jessie,OLY,49,58,53,0,5,0.914,2,0,0,,0,0
VAN BAAL,Aafje,TTT,35,68,39,26,3,0.956,0,4,1,80.0,0,0
VAN DALEN,Maxime,SPA,41,228,210,18,0,1.000,18,0,0,,0,0
VAN DEN BERG,Judith,ROE,10,1,1,0,0,1.000,0,0,0,,0,0
VAN DEN ESKER,Babbette,PIO,39,10,2,7,1,0.900,1,0,0,,0,0
VAN DER HEIDE,Sophie,PIO,40,34,27,1,6,0.824,0,0,0,,0,0
VAN DER KOLK,Puck,QUI,35,44,41,1,2,0.955,1,0,0,,0,0
VAN DER MAAS,Mandy,AMS,38,5,0,5,0,1.000,0,0,0,,0,0
VAN DER MEER,Julia,OLY,27,12,11,0,1,0.917,0,0,0,,0,0
VAN DER MEER,Michelle,OLY,20,59,56,3,0,1.000,2,2,0,100.0,2,0
VAN DER PUTTEN,Sanne,AMS,49,93,34,50,9,0.903,5,0,0,,0,0
VAN DER ZANDEN,Cindy,OLY,37,75,46,23,6,0.920,4,0,0,,0,0
VAN DIJK,Denice,SPA,38,36,33,2,1,0.972,0,0,0,,0,0
VAN DIJK,Franka,QUI,36,35,31,2,2,0.943,1,0,0,,0,0
VAN EIJL,Margot,OGZ,24,5,2,2,1,0.800,0,0,0,,0,0
VAN GENNIP,Richelle,QUI,60,31,8,21,2,0.935,0,0,0,,0,0
VAN GURP,Suka,SPA,40,141,81,53,7,0.950,14,0,0,,0,0
VAN KERKOERLE,Ilse,ROE,4,18,9,8,1,0.944,0,0,0,,0,0
VAN RAEMDONCK,Lisa,TTT,20,17,14,3,0,1.000,1,0,0,,0,0
VAN VEEN,Rachel,OLY,37,86,46,31,9,0.895,1,0,0,,0,0
VERDAASDONK,Sophie,ROE,28,88,31,53,4,0.955,3,0,0,,0,0
VERDICK,Winke,AMS,2,6,4,2,0,1.000,1,4,0,100.0,0,0
VERSLOOT,Eva,ROE,23,39,23,12,4,0.897,1,0,0,,0,0
VLEUGELS,Marielle,OLY,61,159,136,22,1,0.994,1,0,0,,0,0
VONK,Britt,TTT,28,95,37,52,6,0.937,6,0,0,,0,0
VOORTMAN,Eva,QUI,12,9,1,7,1,0.889,0,1,0,100.0,0,0
