Surname,First Name,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
AGRETTI,Filippo,BOL,0,0,9.00,1,0,0,0,0,1.0,1,1,1,0,1,0,0,1,4,0.250,0,0,0,0,0,1,1
ALDEGHERI,Mattia,PAR,4,3,6.56,13,12,0,0,0,48.0,51,40,35,32,40,15,0,2,183,0.279,11,4,1,3,6,55,41
ALDEGHERI,Samuel,PAR,0,0,0.00,1,0,0,0,0,0.1,1,0,0,2,0,0,0,0,1,1.000,0,0,0,0,0,0,0
ANDREOZZI,Milvio,NET,1,1,11.28,12,2,0,0,0,22.1,38,33,28,17,12,14,1,4,102,0.373,4,3,0,3,1,32,22
ANDRETTA,Maurizio,CAS,0,0,10.13,9,1,0,0,0,18.2,23,24,21,24,19,4,2,5,75,0.307,6,0,0,2,0,16,15
BAEZ,Fernando,RSM,1,2,1.73,13,2,4,0,0,26.0,19,5,5,15,51,2,0,1,93,0.204,3,2,0,1,2,15,11
BASSANI,Alex,BOL,4,2,4.73,15,5,1,0,0,45.2,53,26,24,18,63,9,1,5,183,0.290,2,3,1,2,0,29,39
BASSI ANDREASI,Riccardo,CAS,1,3,13.98,10,1,0,0,0,18.2,32,33,29,17,12,2,2,9,85,0.376,4,4,0,2,0,12,29
BAZZARINI,Simone,RED,0,1,7.47,11,0,1,0,0,15.2,13,16,13,20,15,3,0,1,56,0.232,6,1,1,4,0,14,16
BROLO,Murilo,BOL,4,0,2.65,16,1,5,0,0,34.0,22,10,10,10,48,5,1,2,123,0.179,3,0,0,1,0,28,23
CANELLINI,Davide,CAS,2,3,6.91,12,2,0,0,0,27.1,27,28,21,22,17,6,2,4,105,0.257,1,0,0,1,0,23,34
CASANOVA CALLABA,Erly,PAR,4,4,2.62,13,13,0,0,0,65.1,61,28,19,23,67,8,0,4,250,0.244,6,9,3,2,4,82,37
CESPEDES,Leonel,RED,0,0,12.91,6,0,0,0,0,7.2,11,13,11,7,8,2,0,1,35,0.314,7,2,0,0,0,8,7
CHERUBINI,Tommaso,RSM,0,1,3.38,9,0,0,0,0,8.0,9,7,3,8,4,3,0,1,34,0.265,0,0,0,0,1,8,11
CIARLA,Alessandro,GOD,0,0,2.45,11,0,1,0,0,18.1,11,8,5,13,16,1,1,0,62,0.177,2,2,0,2,1,23,12
CLEMENTE,Nicolò,BOL,0,1,16.88,1,1,0,0,0,2.2,6,5,5,4,3,0,2,0,13,0.462,2,1,0,0,1,4,1
COVERI,Ludovico,RSM,2,0,6.97,13,0,0,0,0,20.2,17,16,16,15,13,1,0,4,75,0.227,1,1,0,1,1,24,22
CREPALDI,Filippo,BOL,3,0,1.96,10,0,2,0,0,18.1,12,4,4,7,22,3,0,0,65,0.185,0,0,2,0,0,12,19
DI RAFFAELE,Luca,GOD,1,3,2.57,7,1,1,0,0,21.0,15,13,6,12,22,3,0,2,74,0.203,4,2,1,4,2,13,25
ESCALONA RANALLETTA,Jose Miguel,RED,3,3,5.15,11,11,0,0,0,64.2,70,43,37,24,50,17,0,9,255,0.275,12,5,0,2,3,57,76
FABIANI,Diego,CAS,0,4,11.22,10,7,0,0,0,25.2,36,38,32,41,31,8,1,3,109,0.330,6,5,0,1,1,23,18
FUZZI,Francesco,BOL,0,0,0.00,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,3,0.000,0,0,0,0,0,1,2
GALEOTTI,Matteo,GOD,3,6,9.00,11,11,0,0,0,54.0,96,60,54,25,33,18,2,6,244,0.393,4,10,0,3,3,76,40
GALLI,Samuele,GOD,0,0,40.50,3,0,0,0,0,2.0,6,9,9,3,1,2,0,2,12,0.500,1,0,0,0,0,4,1
GARBELLA,Giovanni,NET,0,0,0.00,1,0,0,0,0,3.0,0,0,0,0,4,0,0,0,9,0.000,0,0,0,0,0,1,4
GARBELLA,Nicola,NET,0,2,4.24,5,2,0,1,0,23.1,25,16,11,10,25,5,2,1,91,0.275,0,1,0,3,1,23,21
HABECK,Marc-André,PAR,1,3,2.48,14,1,1,0,0,36.1,28,13,10,14,46,2,0,4,133,0.211,2,0,0,2,2,24,36
HERNANDEZ MONTEAGUDO,Jorge,GOD,2,8,5.78,12,11,0,0,0,71.2,86,54,46,41,72,16,2,6,298,0.289,12,4,3,2,2,70,64
HERNANDEZ,Ricardo,NET,5,1,3.39,14,5,2,1,1,61.0,52,26,23,28,59,9,0,4,224,0.232,7,4,0,1,4,58,55
LOPEZ GUERRA,Aliangel Frank,CAS,2,7,3.31,12,12,0,0,0,68.0,60,28,25,30,97,5,1,5,259,0.232,2,3,0,0,2,53,48
MACCAGNAN,Luca,RED,0,0,0.00,1,0,0,0,0,0.2,1,0,0,1,1,0,0,0,3,0.333,0,0,0,0,0,1,0
MAESTRI,Alessandro,RSM,6,4,3.38,15,13,1,0,0,74.2,51,30,28,32,81,11,1,3,271,0.188,11,5,0,2,2,75,63
MAZZOCCHI,Rene Rafael,RSM,1,3,2.64,14,3,1,0,0,30.2,21,11,9,15,17,2,0,2,104,0.202,3,2,0,1,2,32,37
MILIANI,Eduardo,CAS,0,1,5.40,12,0,1,0,0,30.0,24,22,18,20,36,5,0,5,110,0.218,10,4,1,1,2,24,25
MORELLINI,Yuri,NET,0,0,13.50,1,0,0,0,0,0.2,2,1,1,2,1,1,0,0,3,0.667,0,0,0,0,1,1,0
NARDI,Francesco,PAR,0,0,4.50,2,0,0,0,0,2.0,2,3,1,1,2,0,0,1,8,0.250,0,0,0,0,0,3,1
NOGUERA,Antonio,BOL,2,1,3.47,12,1,0,0,0,23.1,22,11,9,8,27,2,0,2,94,0.234,2,0,0,1,0,18,24
OBERTO,Orlando Junior,PAR,2,1,5.35,12,1,1,0,0,33.2,34,21,20,17,27,7,2,2,127,0.268,0,1,0,2,2,29,40
OZANICH,Owen,PAR,1,1,3.86,5,1,0,0,0,18.2,21,11,8,4,18,3,0,2,73,0.288,0,0,0,1,2,18,18
PERAKSLIS,Stephen Paul,BOL,3,0,1.45,7,2,1,0,0,18.2,16,5,3,3,20,1,0,1,70,0.229,1,2,0,1,0,19,15
PEREZ,Andres,RSM,0,0,3.05,12,0,1,0,0,20.2,12,8,7,9,27,4,0,1,71,0.169,1,0,3,0,1,17,16
PIRVU,Eduard,RED,4,6,4.62,10,10,0,0,0,60.1,69,42,31,19,67,10,1,5,240,0.288,2,8,3,1,4,70,34
PIUMATTI,Gabriele,GOD,1,0,9.77,11,1,2,0,0,15.2,21,19,17,14,23,2,0,5,66,0.318,3,4,0,1,0,6,15
PIZZICONI,Andrea,BOL,2,0,3.94,10,6,0,0,0,32.0,34,18,14,16,31,7,0,4,125,0.272,1,1,0,1,1,39,20
POLO,Omar,RED,1,4,8.78,11,2,1,0,0,26.2,37,32,26,17,14,7,1,6,111,0.333,3,2,3,3,2,26,35
PUGLIESE,Nicholas,BOL,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,2,0.000,0,0,0,0,0,2,0
QUEVEDO VISO,Carlos Eduardo,RSM,7,3,3.47,13,12,0,0,0,72.2,65,29,28,18,89,10,0,4,271,0.240,4,4,0,1,4,70,46
RIBEIRO PEREZ,Yulman Asdrubal,PAR,0,1,20.65,3,0,0,0,0,5.2,16,13,13,4,6,2,0,3,33,0.485,1,0,0,0,1,4,8
RICHETTI,Carlos Manuel,NET,3,0,6.75,7,1,0,0,0,12.0,15,10,9,6,11,2,1,1,48,0.313,2,2,1,0,1,11,11
RIVERA,Yomel,PAR,2,0,3.42,12,0,2,0,0,23.2,19,11,9,8,27,5,0,1,91,0.209,2,2,0,1,0,19,26
RIVERO PEREDA,Raul Jose,BOL,5,2,1.36,15,13,2,0,0,73.0,47,17,11,12,117,5,1,5,258,0.182,1,5,0,1,1,48,44
RODRIGUEZ MEJIAS,Jhonaikell Javier,CAS,0,0,11.37,7,0,0,0,0,6.1,4,8,8,10,7,1,0,1,23,0.174,3,1,0,0,0,8,4
RUIZ SECO,Raul Jose,NET,3,3,4.87,11,8,1,0,0,44.1,52,29,24,21,29,11,0,8,177,0.294,7,8,0,1,1,55,38
SABBADINI,Alex,GOD,0,0,9.49,6,0,0,0,0,12.1,16,16,13,16,7,0,0,0,51,0.314,4,2,0,2,0,16,10
SABBADINI,Mirco,GOD,0,0,0.00,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,3,0.000,0,0,0,0,0,1,2
SCHIAVONI,Mauro Sebastian,PAR,1,0,0.00,5,0,0,0,0,11.1,6,0,0,5,13,0,0,0,39,0.154,0,0,1,0,0,8,11
SCOTTI,Claudio,BOL,3,0,4.43,11,3,0,0,0,22.1,19,13,11,20,27,3,0,0,80,0.238,4,1,0,1,1,27,8
SIMONE,Valerio,RSM,0,0,2.45,4,0,0,0,0,3.2,1,1,1,3,6,0,0,0,10,0.100,0,0,0,0,0,1,2
TASCHINI,Paolo,NET,4,5,4.54,11,8,0,0,0,41.2,56,34,21,21,31,9,2,4,173,0.324,7,4,0,1,3,50,33
TERAN,Carlos Enrrique De La Trinidad,NET,0,0,5.46,14,2,5,0,0,29.2,36,22,18,7,36,9,3,2,119,0.303,4,3,2,1,2,34,15
VARIN,Enrico,RED,0,0,5.14,6,0,1,0,0,7.0,10,7,4,2,11,1,1,1,31,0.323,1,0,0,1,0,3,7
ZOTTI,Matthias,RED,0,1,3.68,5,0,3,0,0,14.2,8,8,6,6,18,1,0,0,50,0.160,2,1,0,0,2,16,9
