Player,Team,W,L,ERA,APP,GS,SV,CG,SHO,IP,H,R,ER,BB,SO,H2,H3,HR,AB,BAVG,WP,HBP,BK,SFA,SHA,GO,FO
ABETE
Nicolás,IRA,1,2,12.06,6,1,0,0,0,15.2,20,28,21,13,17,7,0,0,66,0.303,6,5,2,1,1,12,16
AINETO
Cristian,ANT,1,0,13.50,5,0,0,0,0,6.0,10,9,9,3,8,3,1,2,26,0.385,0,0,0,0,0,5,3
ALCALÁ
Diego,SBO,1,0,6.75,3,0,0,0,0,6.2,4,5,5,7,7,1,0,0,22,0.182,1,0,1,1,1,8,5
ARISTU
Martín,IRA,0,0,48.60,2,0,0,0,0,1.2,5,9,9,5,1,2,0,1,10,0.500,4,1,0,0,0,3,1
ARRESE
Pablo,IRA,0,0,0.00,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,2,0.500,0,0,0,0,0,0,0
ARZA
Marcos,NAV,0,0,4.50,1,0,0,0,0,2.0,1,1,1,1,2,0,1,0,7,0.143,1,0,0,0,0,1,3
ARÉVALO
Digney,NAV,1,0,0.00,2,1,0,0,0,5.2,6,1,0,1,8,0,0,0,23,0.261,1,1,0,0,0,2,7
BAENA
Manel,BCN,2,5,4.59,15,11,1,3,1,68.2,65,47,35,47,54,16,1,5,259,0.251,10,22,1,1,3,65,76
BALBOA
Jorge,AST,8,2,2.52,15,14,0,1,1,71.1,51,22,20,34,103,7,0,4,254,0.201,9,3,0,0,2,57,44
BORDANOBA
Joan,SBO,0,0,4.35,9,0,0,0,0,10.1,12,6,5,8,4,1,1,1,43,0.279,4,0,0,0,0,13,12
BRUN PUÉRTOLAS
Tristán,MIR,0,0,14.09,7,0,0,0,0,7.2,10,13,12,9,10,2,1,1,33,0.303,5,2,0,0,0,8,4
BRUN
Mauro,MIR,0,1,45.00,3,0,0,0,0,1.0,3,7,5,4,1,0,1,1,6,0.500,0,1,0,0,2,1,1
BÁDENAS
Lluis,BCN,1,1,4.82,4,0,0,0,0,9.1,10,8,5,5,3,4,0,1,36,0.278,2,2,1,0,0,6,16
CADENAS
Ferrán,VIL,1,0,11.48,12,3,1,0,0,29.0,42,42,37,33,29,7,1,2,124,0.339,9,2,0,3,0,25,28
CALVO
Lucas,IRA,1,5,9.28,13,3,1,0,0,42.2,65,65,44,25,32,10,3,3,199,0.327,17,8,0,3,2,51,44
