Surname,First Name,Team,AB,R,H,H2,H3,HR,RBI,TB,AVG,SLG,OBP,OPS,BB,HBP,SO,GDP,SF,SH,SB,CS
BERGER,Aurélie,SER,87,52,40,5,4,4,30,65,0.460,0.747,0.602,1.349,27,4,8,0,0,0,35,0
BERNABEU,Alicia,BRU,4,1,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0,0,2,0,0,0,0,0
BONNET,Florianne,TOU,41,16,14,1,0,0,8,15,0.341,0.366,0.481,0.847,9,2,1,0,0,0,11,0
BOURGUIGNON,Lili,SER,5,1,0,0,0,0,0,0,0.000,0.000,0.444,0.444,2,2,5,0,0,0,2,0
BRABANT,Coline,BRI,14,5,4,1,1,0,3,7,0.286,0.500,0.444,0.944,4,0,1,0,0,0,2,0
BRUYNSEELS,Lore,HEI,4,1,1,0,0,0,0,1,0.250,0.250,0.500,0.750,2,0,2,0,0,0,0,0
CHASSEUR,Charlotte,SER,57,24,27,0,0,0,17,27,0.474,0.474,0.620,1.094,21,1,10,0,0,0,27,0
COGGHE,Ines,BRU,13,4,4,0,0,0,2,4,0.308,0.308,0.526,0.834,6,0,4,0,0,0,2,0
CORDOBA-DIAZ,Sabrina,BRI,47,21,15,3,1,0,17,20,0.319,0.426,0.429,0.855,6,3,9,0,0,0,16,1
CREPIN,Héléna,SER,53,24,29,4,0,2,15,39,0.547,0.736,0.607,1.343,8,0,5,0,0,0,21,0
CUAZ,Laura,SER,12,3,2,1,0,0,1,3,0.167,0.250,0.333,0.583,3,0,3,0,0,0,3,1
CUEVAS RUIZ,Lena,TOU,29,10,6,1,0,0,4,7,0.207,0.241,0.425,0.666,11,0,11,0,0,0,16,0
DAENE,Christine,SER,57,14,7,0,0,0,8,7,0.123,0.123,0.315,0.438,14,2,18,0,0,0,10,0
DE KEUKELEIRE,Naomi,TOU,60,28,19,2,0,0,11,21,0.317,0.350,0.369,0.719,5,0,2,0,0,0,30,2
DE KEYSER,Agnes,BRU,16,6,6,1,0,0,3,7,0.375,0.438,0.474,0.912,2,1,1,0,0,0,5,0
DE MUNNYNCK,Ruth,BRU,37,8,5,1,0,0,3,6,0.135,0.162,0.256,0.418,6,0,9,0,0,0,1,0
DECARPENTRIE,Léa,TOU,23,3,1,0,0,0,1,1,0.043,0.043,0.214,0.257,4,1,11,0,0,0,3,0
DECOTTIGNIES,Cassandra,TOU,72,28,28,11,1,2,26,47,0.389,0.653,0.436,1.089,5,1,13,0,0,0,20,1
